,Name,TargetsGame,RecGame,RecPercentage,RecYardsGame,RecTdGame,YardsTarget,RecYardsRec,RushesGame,RushYardsGame,YardAttempt,RushTdGame,PointsGame,Score,RZTargetsGame,RZRecGame,RZRecPercentage,RZRecYardsGame,RZRecTdGame,RZYardsTarget,RZRecYardsRec,RZRushesGame,RZRushYardsGame,RZYardAttempt,RZRushTdGame,RZPointsGame,SnapsPlayed,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,DPointsAllowed,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,PassingAttempts,CompletionPercentage,PassingYards,TeamPassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PasserRating,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentTimesSackedPercentage,QuarterbackHitsPercentage,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns,OpponentPasserRating
0,Steve Smith,11.4,7.2,58.94000000000001,102.0,0.6,7.859999999999999,12.280000000000001,0.0,0.0,0.0,0.0,22.8,12.8,1.6,0.4,20.0,4.6,0.2,2.3,2.3,0.0,0.0,0.0,0.0,2.06,53.2,72.08000000000001,0.0,21.04,12.98,21.04,35.13333333333333,False,10.0,50.0,20.0,20.5,67.6875,359.3125,5.3,20.1875,14.125,37.6,2.9375,48.9,42.25,63.0,266.9375,6.3,10.0,1.3125,78,19.6,61.375,321.6875,5.2,17.75,13.125,35.7,2.9375,55.3,5.9,17.1,35.8125,59.9,230.4375,6.4,10.7,1.5,79
1,Marlon Brown,3.8333333333333335,1.6666666666666667,48.333333333333336,14.0,0.0,4.283333333333333,7.75,0.0,0.0,0.0,0.0,3.066666666666667,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.666666666666664,73.53333333333333,0.0,7.166666666666667,3.2166666666666663,7.166666666666667,35.13333333333333,False,10.0,50.0,20.0,20.5,67.6875,359.3125,5.3,20.1875,14.125,37.6,2.9375,48.9,42.25,63.0,266.9375,6.3,10.0,1.3125,78,19.6,61.375,321.6875,5.2,17.75,13.125,35.7,2.9375,55.3,5.9,17.1,35.8125,59.9,230.4375,6.4,10.7,1.5,79
2,Kamar Aiken,5.833333333333333,3.0,43.0,44.166666666666664,0.3333333333333333,5.816666666666666,9.833333333333334,0.0,0.0,0.0,0.0,9.250000000000002,1.6,0.5,0.3333333333333333,33.333333333333336,2.8333333333333335,0.3333333333333333,2.8333333333333335,2.8333333333333335,0.0,0.0,0.0,0.0,2.6166666666666667,58.5,79.76666666666667,0.0,9.866666666666667,5.05,9.866666666666667,35.13333333333333,False,10.0,50.0,20.0,20.5,67.6875,359.3125,5.3,20.1875,14.125,37.6,2.9375,48.9,42.25,63.0,266.9375,6.3,10.0,1.3125,78,19.6,61.375,321.6875,5.2,17.75,13.125,35.7,2.9375,55.3,5.9,17.1,35.8125,59.9,230.4375,6.4,10.7,1.5,79
3,Jeremy Ross,3.5,2.5,80.0,29.0,0.0,9.4,11.65,0.5,1.0,1.0,0.0,5.5,0.9,1.5,1.0,75.0,13.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,2.3,19.5,25.849999999999998,1.6,20.55,18.95,22.2,35.13333333333333,False,10.0,50.0,20.0,20.5,67.6875,359.3125,5.3,20.1875,14.125,37.6,2.9375,48.9,42.25,63.0,266.9375,6.3,10.0,1.3125,78,19.6,61.375,321.6875,5.2,17.75,13.125,35.7,2.9375,55.3,5.9,17.1,35.8125,59.9,230.4375,6.4,10.7,1.5,79
4,Darren Waller,1.2,0.4,20.0,3.6,0.0,1.8,3.6,0.0,0.0,0.0,0.0,0.76,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.94,0.0,23.82,1.92,23.82,35.13333333333333,False,10.0,50.0,20.0,20.5,67.6875,359.3125,5.3,20.1875,14.125,37.6,2.9375,48.9,42.25,63.0,266.9375,6.3,10.0,1.3125,78,19.6,61.375,321.6875,5.2,17.75,13.125,35.7,2.9375,55.3,5.9,17.1,35.8125,59.9,230.4375,6.4,10.7,1.5,79
5,Eddie Royal,5.0,1.0,20.0,8.0,0.0,1.6,8.0,0.0,0.0,0.0,0.0,1.8,11.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,84.4,0.0,7.7,1.5,7.7,36.6,True,2.0,46.0,22.0,20.9,64.0625,344.625,5.4,19.5,13.6875,42.5,3.125,48.0,32.6875,63.9,228.75,7.0,11.0,1.3125,88,19.6,61.375,321.6875,5.2,17.75,13.125,35.7,2.9375,55.3,5.9,17.1,35.8125,59.9,230.4375,6.4,10.7,1.5,79
6,Marc Mariani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.8,0.0,0.0,0.0,0.0,36.6,True,2.0,46.0,22.0,20.9,64.0625,344.625,5.4,19.5,13.6875,42.5,3.125,48.0,32.6875,63.9,228.75,7.0,11.0,1.3125,88,19.6,61.375,321.6875,5.2,17.75,13.125,35.7,2.9375,55.3,5.9,17.1,35.8125,59.9,230.4375,6.4,10.7,1.5,79
7,AJ Green,8.88888888888889,6.111111111111111,68.81111111111112,85.44444444444444,0.4444444444444444,9.444444444444443,13.477777777777778,0.0,0.0,0.0,0.0,17.87777777777778,11.9,1.3333333333333333,0.6666666666666666,32.22222222222222,5.0,0.3333333333333333,2.566666666666667,4.277777777777778,0.0,0.0,0.0,0.0,3.166666666666666,62.77777777777778,91.80000000000001,0.0,14.488888888888889,9.88888888888889,14.488888888888889,33.87777777777777,False,4.0,48.0,22.0,26.2,62.75,358.0,5.7,20.25,12.5625,40.3,3.625,65.5,31.5625,66.1,245.1875,7.8,11.7,1.9375,103,19.6,61.375,321.6875,5.2,17.75,13.125,35.7,2.9375,55.3,5.9,17.1,35.8125,59.9,230.4375,6.4,10.7,1.5,79
8,Marvin Jones,6.444444444444445,3.888888888888889,58.266666666666666,50.55555555555556,0.3333333333333333,7.277777777777778,12.411111111111111,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.0,10.977777777777778,10.0,0.8888888888888888,0.4444444444444444,33.333333333333336,3.5555555555555554,0.2222222222222222,2.5,3.5555555555555554,0.1111111111111111,-0.8888888888888888,-0.8888888888888888,0.0,2.0444444444444447,56.55555555555556,82.65555555555557,0.8333333333333334,11.299999999999999,7.744444444444444,12.133333333333333,33.87777777777777,False,4.0,48.0,22.0,26.2,62.75,358.0,5.7,20.25,12.5625,40.3,3.625,65.5,31.5625,66.1,245.1875,7.8,11.7,1.9375,103,19.6,61.375,321.6875,5.2,17.75,13.125,35.7,2.9375,55.3,5.9,17.1,35.8125,59.9,230.4375,6.4,10.7,1.5,79
9,Mohamed Sanu,3.5555555555555554,2.4444444444444446,66.67777777777776,33.333333333333336,0.0,8.355555555555556,12.677777777777777,0.3333333333333333,4.333333333333333,4.333333333333333,0.1111111111111111,6.877777777777776,4.1,0.7777777777777778,0.4444444444444444,33.333333333333336,3.111111111111111,0.0,2.2777777777777777,3.111111111111111,0.0,0.0,0.0,0.0,0.7555555555555554,43.111111111111114,62.57777777777778,0.8444444444444446,8.722222222222221,6.733333333333334,9.566666666666666,33.87777777777777,False,4.0,48.0,22.0,26.2,62.75,358.0,5.7,20.25,12.5625,40.3,3.625,65.5,31.5625,66.1,245.1875,7.8,11.7,1.9375,103,19.6,61.375,321.6875,5.2,17.75,13.125,35.7,2.9375,55.3,5.9,17.1,35.8125,59.9,230.4375,6.4,10.7,1.5,79
