,Name,RushesGame,RushYardGame,YardAttempt,RushTdGame,TargetsGame,RecGame,RecYardsGame,RecTdGame,PointsGame,Score,RZattemptsGame,RZyardsGame,RZYardAtt,RZTDGame,RZTarGame,RZRecGame,RZRecYarGame,RZRecTDGame,RZPointsGame,SnapsPlayed,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,DPointsAllowed,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,OpponentTacklesForLossPercentage,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentRushingYards,OpponentRushingYardsPerAttempt,TacklesForLossPercentage,OpponentRushingTouchdowns
178,James Develin,0.0,0.0,0.0,0.0,0.6363636363636364,0.45454545454545453,3.272727272727273,0.0,0.7818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.727272727272727,31.63636363636363,0.0,2.927272727272727,1.918181818181818,2.927272727272727,26.74545454545455,False,-7.5,49.0,28.25,28.6,66.875,394.1875,5.9,24.3125,12.625,40.6,4.375,60.0,17.9,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
179,Dion Lewis,9.285714285714286,48.142857142857146,4.864285714285714,0.2857142857142857,1.7142857142857142,1.5,10.714285714285714,0.07142857142857142,10.171428571428573,35.3,1.6428571428571428,6.714285714285714,3.4071428571428575,0.2857142857142857,0.21428571428571427,0.21428571428571427,2.642857142857143,0.07142857142857142,3.721428571428571,21.5,31.15,40.55,8.764285714285714,48.43571428571429,49.307142857142864,27.528571428571432,True,-11.0,47.5,29.25,28.6,66.875,394.1875,5.9,24.3125,12.625,40.6,4.375,60.0,17.9,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
180,Mike Gillislee,12.25,44.375,3.6500000000000004,0.5,0.0,0.0,0.0,0.0,7.3125,11.3,2.875,6.625,1.725,0.5,0.0,0.0,0.0,0.0,3.6625,19.5,26.4125,64.9125,0.0,64.9125,64.9125,27.528571428571432,True,-11.0,47.5,29.25,28.6,66.875,394.1875,5.9,24.3125,12.625,40.6,4.375,60.0,17.9,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
181,Brandon Bolden,0.14285714285714285,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0071428571428571435,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.3071428571428571,4.764285714285714,0.0,4.764285714285714,4.764285714285714,27.528571428571432,True,-11.0,47.5,29.25,28.6,66.875,394.1875,5.9,24.3125,12.625,40.6,4.375,60.0,17.9,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
182,James Develin,0.0,0.0,0.0,0.0,0.6428571428571429,0.42857142857142855,2.7142857142857144,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.142857142857142,30.02142857142857,0.0,3.35,2.157142857142857,3.35,27.528571428571432,True,-11.0,47.5,29.25,28.6,66.875,394.1875,5.9,24.3125,12.625,40.6,4.375,60.0,17.9,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
183,Mark Ingram,15.375,67.625,4.3625,0.5,4.875,3.875,24.0,0.0,16.412499999999998,34.1,1.625,3.75,1.9625,0.5,1.0,0.875,1.25,0.0,4.375,36.5,55.025,41.599999999999994,13.675,52.650000000000006,55.25000000000001,24.05,False,-2.0,48.5,25.25,28.0,62.5,391.1875,6.3,20.75,12.125,37.6,3.4375,58.2,14.9,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
184,Alvin Kamara,6.5,38.875,6.65,0.375,6.0,4.625,42.625,0.25,16.400000000000002,27.8,1.25,6.75,4.625,0.25,1.0,0.75,4.0,0.125,4.075,26.75,40.512499999999996,22.8625,24.387500000000003,40.8375,47.2375,24.05,False,-2.0,48.5,25.25,28.0,62.5,391.1875,6.3,20.75,12.125,37.6,3.4375,58.2,14.9,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
185,Trey Edmunds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.05,False,-2.0,48.5,25.25,28.0,62.5,391.1875,6.3,20.75,12.125,37.6,3.4375,58.2,14.9,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
186,Zach Line,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.1,0.9,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.05,13.75,20.45,3.125,3.325,3.125,6.449999999999999,24.05,False,-2.0,48.5,25.25,28.0,62.5,391.1875,6.3,20.75,12.125,37.6,3.4375,58.2,14.9,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
187,Daniel Lasco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.05,False,-2.0,48.5,25.25,28.0,62.5,391.1875,6.3,20.75,12.125,37.6,3.4375,58.2,14.9,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
188,Matt Forte,7.166666666666667,27.333333333333332,3.6333333333333333,0.0,4.666666666666667,4.166666666666667,33.833333333333336,0.0,10.283333333333333,25.6,0.3333333333333333,2.0,2.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5499999999999999,31.0,50.06666666666666,24.083333333333332,14.266666666666667,36.81666666666666,38.333333333333336,22.071428571428577,True,3.0,42.0,19.5,18.6,61.5,305.25,5.0,16.8125,14.25,35.5,2.0625,54.5,25.3,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
189,Bilal Powell,10.571428571428571,45.142857142857146,3.6142857142857143,0.2857142857142857,3.2857142857142856,2.5714285714285716,20.0,0.0,11.228571428571428,7.4,0.7142857142857143,-0.2857142857142857,-0.35714285714285715,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,1.1428571428571428,27.0,44.42857142857143,36.98571428571429,13.028571428571427,46.785714285714285,50.0,22.071428571428577,True,3.0,42.0,19.5,18.6,61.5,305.25,5.0,16.8125,14.25,35.5,2.0625,54.5,25.3,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
190,Elijah McGuire,6.0,25.875,3.4125000000000005,0.125,0.875,0.625,6.875,0.0,4.525000000000001,4.9,0.375,1.0,0.8125,0.0,0.125,0.125,1.375,0.0,0.3625,14.125,22.9875,39.025,4.625,42.175000000000004,43.6625,22.071428571428577,True,3.0,42.0,19.5,18.6,61.5,305.25,5.0,16.8125,14.25,35.5,2.0625,54.5,25.3,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
191,Deandre Washington,3.8333333333333335,8.833333333333334,1.6000000000000003,0.16666666666666666,2.8333333333333335,2.3333333333333335,12.333333333333334,0.0,5.449999999999999,21.8,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.0,1.6333333333333335,13.5,21.433333333333334,30.650000000000002,20.966666666666665,47.099999999999994,51.583333333333336,19.46666666666667,False,2.0,47.5,22.75,18.8,59.5,324.0625,5.4,17.9375,12.75,40.2,2.125,58.8,19.7,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
192,Jalen Richard,5.0,22.571428571428573,3.8000000000000003,0.14285714285714285,2.142857142857143,1.7142857142857142,21.857142857142858,0.0,7.014285714285714,9.6,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.05714285714285715,15.857142857142858,25.642857142857142,31.428571428571427,14.171428571428573,43.628571428571426,45.614285714285714,19.46666666666667,False,2.0,47.5,22.75,18.8,59.5,324.0625,5.4,17.9375,12.75,40.2,2.125,58.8,19.7,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
193,Jamize Olawale,0.75,3.75,2.125,0.0,0.75,0.5,3.25,0.0,1.2,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,15.999999999999998,18.150000000000002,5.225,21.075000000000003,23.35,19.46666666666667,False,2.0,47.5,22.75,18.8,59.5,324.0625,5.4,17.9375,12.75,40.2,2.125,58.8,19.7,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
194,Doug Martin,13.5,63.5,4.75,1.0,2.5,1.0,9.5,0.0,15.3,10.0,2.0,7.0,3.5,1.0,1.0,0.5,5.5,0.0,8.75,31.5,44.5,43.9,8.45,47.15,52.35,20.240000000000002,False,3.0,46.5,21.75,20.9,64.625,363.5,5.6,22.0,12.25,43.4,3.3125,49.1,17.5,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
195,Charles Sims,1.2,4.6,4.0,0.0,3.4,2.6,19.8,0.0,4.84,3.5,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.06,25.6,39.22,4.96,12.6,14.64,17.58,20.240000000000002,False,3.0,46.5,21.75,20.9,64.625,363.5,5.6,22.0,12.25,43.4,3.3125,49.1,17.5,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
196,Jacquizz Rodgers,9.2,33.6,2.54,0.2,1.0,0.8,8.8,0.0,6.24,2.1,2.2,4.4,0.48,0.2,0.2,0.2,1.2,0.0,1.9599999999999997,23.2,36.239999999999995,38.22,6.460000000000001,44.160000000000004,44.68000000000001,20.240000000000002,False,3.0,46.5,21.75,20.9,64.625,363.5,5.6,22.0,12.25,43.4,3.3125,49.1,17.5,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
197,Peyton Barber,2.4,9.8,1.1400000000000001,0.0,0.0,0.0,0.0,0.0,0.9800000000000001,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.02,4.0,5.74,22.5,0.0,22.5,22.5,20.240000000000002,False,3.0,46.5,21.75,20.9,64.625,363.5,5.6,22.0,12.25,43.4,3.3125,49.1,17.5,22.4,66.625,355.125,5.3,21.75,13.375,38.3,3.5625,52.6,124.625,4.3,17.0,1.375
198,Devonta Freeman,14.714285714285714,66.57142857142857,4.671428571428572,0.7142857142857143,2.7142857142857144,2.142857142857143,17.0,0.0,15.214285714285714,10.4,2.5714285714285716,6.714285714285714,3.1714285714285713,0.7142857142857143,0.7142857142857143,0.42857142857142855,4.0,0.0,5.785714285714286,41.0,65.47142857142858,35.98571428571429,6.657142857142857,41.25714285714286,42.65714285714286,18.6625,False,-3.0,42.0,22.5,22.1,61.5,364.8125,5.9,20.625,12.3125,44.7,3.375,50.0,15.6,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
199,Tevin Coleman,8.285714285714286,44.42857142857143,5.3571428571428585,0.14285714285714285,3.142857142857143,2.142857142857143,25.571428571428573,0.14285714285714285,10.857142857142856,9.4,1.0,2.5714285714285716,1.7857142857142858,0.14285714285714285,0.2857142857142857,0.2857142857142857,1.8571428571428572,0.14285714285714285,2.442857142857143,24.0,38.05714285714286,34.857142857142854,12.585714285714285,43.41428571428571,47.44285714285714,18.6625,False,-3.0,42.0,22.5,22.1,61.5,364.8125,5.9,20.625,12.3125,44.7,3.375,50.0,15.6,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
200,Derrick Coleman,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,1.5714285714285714,0.0,0.3,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.142857142857142,18.97142857142857,0.0,3.0,0.9571428571428572,3.0,18.6625,False,-3.0,42.0,22.5,22.1,61.5,364.8125,5.9,20.625,12.3125,44.7,3.375,50.0,15.6,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
201,Terron Ward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6625,False,-3.0,42.0,22.5,22.1,61.5,364.8125,5.9,20.625,12.3125,44.7,3.375,50.0,15.6,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
202,LeSean McCoy,22.0,110.0,5.0,0.0,6.0,5.0,49.0,0.0,23.9,10.3,5.0,16.0,3.2,0.0,0.0,0.0,0.0,0.0,1.6,54.0,70.1,40.7,11.1,50.0,51.9,18.5,False,6.5,43.5,18.5,18.9,63.125,302.625,4.8,17.375,15.0625,41.9,2.75,52.3,23.4,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
203,Mike Tolbert,12.0,42.0,3.5,1.0,1.0,1.0,12.0,0.0,12.4,1.7,3.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,6.9,23.0,29.9,52.2,4.3,56.5,56.5,18.5,False,6.5,43.5,18.5,18.9,63.125,302.625,4.8,17.375,15.0625,41.9,2.75,52.3,23.4,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
204,Taiwan Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,False,6.5,43.5,18.5,18.9,63.125,302.625,4.8,17.375,15.0625,41.9,2.75,52.3,23.4,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
205,Patrick DiMarco,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.5,20.0,26.0,0.0,5.0,5.0,5.0,18.5,False,6.5,43.5,18.5,18.9,63.125,302.625,4.8,17.375,15.0625,41.9,2.75,52.3,23.4,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
206,Tarik Cohen,8.333333333333334,37.666666666666664,5.016666666666667,0.0,5.5,4.333333333333333,26.333333333333332,0.16666666666666666,12.200000000000001,8.0,0.3333333333333333,1.8333333333333333,1.8333333333333333,0.0,1.0,0.6666666666666666,5.666666666666667,0.16666666666666666,2.4166666666666665,26.166666666666668,39.050000000000004,33.449999999999996,19.883333333333336,49.88333333333333,53.96666666666667,20.95,True,2.5,39.5,18.5,16.5,58.375,287.4375,4.9,16.6875,12.8125,34.6,2.0625,60.6,26.8,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
207,Jordan Howard,19.666666666666668,82.5,3.733333333333333,0.6666666666666666,2.6666666666666665,1.8333333333333333,9.833333333333334,0.0,15.899999999999999,6.5,1.8333333333333333,10.5,3.1333333333333333,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,5.05,38.833333333333336,57.15,48.883333333333326,6.983333333333333,53.48333333333333,55.88333333333333,20.95,True,2.5,39.5,18.5,16.5,58.375,287.4375,4.9,16.6875,12.8125,34.6,2.0625,60.6,26.8,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
208,Michael Burton,0.16666666666666666,1.1666666666666667,1.1666666666666667,0.0,0.3333333333333333,0.16666666666666666,1.3333333333333333,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.600000000000001,2.783333333333333,2.3000000000000003,3.9,5.083333333333333,20.95,True,2.5,39.5,18.5,16.5,58.375,287.4375,4.9,16.6875,12.8125,34.6,2.0625,60.6,26.8,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
209,Theo Riddick,3.5,5.75,0.55,0.0,5.25,3.5,22.5,0.25,7.824999999999999,9.3,0.25,1.0,1.0,0.0,0.5,0.25,1.75,0.25,2.025,25.0,36.849999999999994,15.075,20.5,29.324999999999996,35.575,23.35,True,-2.0,41.5,21.75,25.6,61.25,337.75,5.5,18.5,13.0625,38.8,2.875,56.5,30.6,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
210,Zach Zenner,3.0,2.5,0.85,0.0,0.0,0.0,0.0,0.0,0.25,7.1,0.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.15,13.0,18.55,29.35,0.0,29.35,29.35,23.35,True,-2.0,41.5,21.75,25.6,61.25,337.75,5.5,18.5,13.0625,38.8,2.875,56.5,30.6,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
211,Ameer Abdullah,16.5,64.25,3.8,0.25,2.75,2.25,16.25,0.0,11.8,4.4,1.5,0.5,0.25,0.25,0.5,0.25,1.5,0.0,1.9500000000000002,31.5,46.10000000000001,52.825,8.375,59.75,61.2,23.35,True,-2.0,41.5,21.75,25.6,61.25,337.75,5.5,18.5,13.0625,38.8,2.875,56.5,30.6,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
212,Aaron Jones,7.5,38.8,4.720000000000001,0.4,1.6,0.8,1.6,0.0,7.839999999999999,6.3,1.1,6.6,3.3,0.3,0.3,0.1,0.9,0.0,2.65,20.6,34.51,32.29,6.43,36.08,38.72,21.184615384615384,False,3.0,46.5,21.75,20.0,62.4375,305.6875,4.9,19.1875,13.1875,39.3,2.625,61.9,18.9,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
213,Jamaal Williams,8.153846153846153,29.692307692307693,2.8230769230769233,0.3076923076923077,2.0,1.6923076923076923,17.76923076923077,0.15384615384615385,9.438461538461537,3.0,1.3846153846153846,3.3846153846153846,1.0,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.6153846153846154,0.0,2.4000000000000004,21.692307692307693,34.253846153846155,28.76923076923077,6.461538461538461,34.64615384615385,35.23846153846154,21.184615384615384,False,3.0,46.5,21.75,20.0,62.4375,305.6875,4.9,19.1875,13.1875,39.3,2.625,61.9,18.9,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
214,Aaron Ripkowski,0.38461538461538464,1.0,0.8846153846153846,0.0,0.6923076923076923,0.46153846153846156,2.6923076923076925,0.0,0.8307692307692307,0.0,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.0,0.07692307692307693,0.0,0.0,0.0,0.02307692307692308,11.538461538461538,17.961538461538463,3.030769230769231,7.753846153846153,8.853846153846153,10.784615384615385,21.184615384615384,False,3.0,46.5,21.75,20.0,62.4375,305.6875,4.9,19.1875,13.1875,39.3,2.625,61.9,18.9,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
215,Devante Mays,0.6,-0.2,-0.06,0.0,0.0,0.0,0.0,0.0,-0.22000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.7399999999999998,12.0,0.0,12.0,12.0,21.184615384615384,False,3.0,46.5,21.75,20.0,62.4375,305.6875,4.9,19.1875,13.1875,39.3,2.625,61.9,18.9,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
216,Kenyan Drake,2.375,11.75,1.7999999999999998,0.0,1.5,1.125,5.25,0.0,2.9499999999999997,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,10.25,16.1,30.049999999999997,8.475,35.475,38.525,19.000000000000004,False,8.0,38.5,15.25,17.6,62.1875,307.6875,4.9,17.75,12.625,31.7,2.375,52.6,26.7,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
217,Damien Williams,2.375,5.75,1.7125,0.0,2.375,1.75,12.125,0.125,4.2875000000000005,5.9,0.0,0.0,0.0,0.0,0.25,0.25,1.625,0.125,1.1625,14.0,21.537499999999998,14.212499999999999,15.4375,23.999999999999996,29.65,19.000000000000004,False,8.0,38.5,15.25,17.6,62.1875,307.6875,4.9,17.75,12.625,31.7,2.375,52.6,26.7,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
218,Senorise Perry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.000000000000004,False,8.0,38.5,15.25,17.6,62.1875,307.6875,4.9,17.75,12.625,31.7,2.375,52.6,26.7,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
219,Jerick McKinnon,9.583333333333334,34.5,3.1749999999999994,0.25,4.5,3.4166666666666665,24.083333333333332,0.16666666666666666,11.775,7.5,1.1666666666666667,3.4166666666666665,2.1083333333333334,0.16666666666666666,0.3333333333333333,0.25,1.6666666666666667,0.08333333333333333,2.4250000000000003,31.833333333333332,44.65833333333333,28.09166666666667,15.191666666666665,39.2,43.275,21.833333333333332,False,-2.5,40.5,21.5,23.9,65.9375,356.875,5.4,20.875,13.5,43.5,3.5625,57.9,17.8,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
220,Latavius Murray,12.166666666666666,47.666666666666664,3.5583333333333336,0.4166666666666667,1.0,0.8333333333333334,5.0,0.0,8.85,4.0,2.6666666666666665,7.666666666666667,2.2,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,2.858333333333333,23.833333333333332,34.0,50.28333333333334,3.7000000000000006,53.525,53.98333333333333,21.833333333333332,False,-2.5,40.5,21.5,23.9,65.9375,356.875,5.4,20.875,13.5,43.5,3.5625,57.9,17.8,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
221,CJ Ham,0.5833333333333334,1.0833333333333333,0.6416666666666667,0.08333333333333333,0.4166666666666667,0.3333333333333333,3.9166666666666665,0.0,1.3333333333333333,1.9,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.5083333333333333,12.916666666666666,18.39166666666667,5.3999999999999995,4.175,8.183333333333332,9.575,21.833333333333332,False,-2.5,40.5,21.5,23.9,65.9375,356.875,5.4,20.875,13.5,43.5,3.5625,57.9,17.8,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
222,James White,5.666666666666667,22.0,4.233333333333333,0.0,4.666666666666667,4.0,42.0,0.0,10.4,15.4,2.0,4.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.7666666666666666,35.0,47.26666666666667,15.200000000000001,13.799999999999999,27.433333333333334,28.999999999999996,20.0,True,-9.0,48.0,28.5,28.6,66.875,394.1875,5.9,24.3125,12.625,40.6,4.375,60.0,17.9,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
223,Dion Lewis,2.6666666666666665,9.333333333333334,3.5,0.0,1.3333333333333333,1.3333333333333333,7.666666666666667,0.0,3.033333333333333,9.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,10.666666666666666,14.766666666666666,26.2,10.700000000000001,36.9,36.9,20.0,True,-9.0,48.0,28.5,28.6,66.875,394.1875,5.9,24.3125,12.625,40.6,4.375,60.0,17.9,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
224,Mike Gillislee,15.0,48.333333333333336,3.1333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,12.833333333333334,4.9,4.666666666666667,11.333333333333334,1.7666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,9.133333333333333,25.0,33.8,59.86666666666667,0.0,59.86666666666667,59.86666666666667,20.0,True,-9.0,48.0,28.5,28.6,66.875,394.1875,5.9,24.3125,12.625,40.6,4.375,60.0,17.9,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
225,James Develin,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,2.0,0.0,0.5333333333333333,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333333333332,26.066666666666666,0.0,1.4000000000000001,1.4000000000000001,1.4000000000000001,20.0,True,-9.0,48.0,28.5,28.6,66.875,394.1875,5.9,24.3125,12.625,40.6,4.375,60.0,17.9,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
226,Brandon Bolden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,True,-9.0,48.0,28.5,28.6,66.875,394.1875,5.9,24.3125,12.625,40.6,4.375,60.0,17.9,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
227,Alvin Kamara,4.0,10.5,2.8,0.0,6.5,3.5,35.5,0.0,8.1,13.2,1.0,1.0,0.5,0.0,1.0,0.5,4.0,0.0,1.0,24.0,38.1,14.25,30.3,29.5,44.5,15.25,False,5.0,46.5,20.75,28.0,62.5,391.1875,6.3,20.75,12.125,37.6,3.4375,58.2,14.9,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
228,Mark Ingram,7.0,34.5,4.65,0.0,5.0,4.5,39.0,0.0,11.85,10.6,1.5,2.0,1.5,0.0,0.5,0.5,3.0,0.0,1.0,30.5,47.849999999999994,23.0,16.75,38.3,39.7,15.25,False,5.0,46.5,20.75,28.0,62.5,391.1875,6.3,20.75,12.125,37.6,3.4375,58.2,14.9,20.4,59.5625,317.125,5.3,17.625,12.875,37.9,2.75,47.7,88.0625,4.0,25.8,0.4375
