,Name,RushesGame,RushYardGame,YardAttempt,RushTdGame,TargetsGame,RecGame,RecYardsGame,RecTdGame,PointsGame,Score,RZattemptsGame,RZyardsGame,RZYardAtt,RZTDGame,RZTarGame,RZRecGame,RZRecYarGame,RZRecTDGame,RZPointsGame,SnapsPlayed,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,DPointsAllowed,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,OpponentTacklesForLossPercentage,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentRushingYards,OpponentRushingYardsPerAttempt,TacklesForLossPercentage,OpponentRushingTouchdowns
10,Latavius Murray,6.0,21.2,2.78,0.0,2.2,1.8,12.0,0.0,5.52,25.8,0.6,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.52,32.4,47.68,26.020000000000003,5.52,30.5,31.559999999999995,38.58,True,-9.5,43.5,26.5,24.6,65.00633484162897,375.01085972850683,5.8,20.81538461538462,13.246153846153847,38.7,3.005429864253394,55.6,26.4,25.0,67.66666666666667,363.55555555555554,5.4,22.0,13.444444444444445,39.7,3.2222222222222223,58.6,140.33333333333334,4.3,25.1,1.4444444444444444
11,Mike Boone,1.0,4.0,2.1666666666666665,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.9,38.46666666666667,10.9,49.36666666666667,49.36666666666667,38.58,True,-9.5,43.5,26.5,24.6,65.00633484162897,375.01085972850683,5.8,20.81538461538462,13.246153846153847,38.7,3.005429864253394,55.6,26.4,25.0,67.66666666666667,363.55555555555554,5.4,22.0,13.444444444444445,39.7,3.2222222222222223,58.6,140.33333333333334,4.3,25.1,1.4444444444444444
12,CJ Ham,0.2,1.0,1.0,0.0,2.2,1.6,12.2,0.0,2.9199999999999995,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.720000000000002,2.8600000000000003,14.64,13.24,17.5,38.58,True,-9.5,43.5,26.5,24.6,65.00633484162897,375.01085972850683,5.8,20.81538461538462,13.246153846153847,38.7,3.005429864253394,55.6,26.4,25.0,67.66666666666667,363.55555555555554,5.4,22.0,13.444444444444445,39.7,3.2222222222222223,58.6,140.33333333333334,4.3,25.1,1.4444444444444444
13,Roc Thomas,2.5,6.0,3.0,0.0,1.5,0.5,3.0,0.0,1.4,-0.4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,9.0,14.0,26.8,19.65,30.35,46.45,38.58,True,-9.5,43.5,26.5,24.6,65.00633484162897,375.01085972850683,5.8,20.81538461538462,13.246153846153847,38.7,3.005429864253394,55.6,26.4,25.0,67.66666666666667,363.55555555555554,5.4,22.0,13.444444444444445,39.7,3.2222222222222223,58.6,140.33333333333334,4.3,25.1,1.4444444444444444
14,Mike Davis,1.5,1.5,0.5,0.0,1.0,1.0,3.0,0.0,1.45,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,12.6,16.65,11.8,28.45,28.45,38.6,False,-3.5,40.0,21.75,24.3,62.58082191780822,347.6342465753425,5.6,19.972602739726028,12.427397260273974,37.5,2.8849315068493153,73.1,16.7,25.0,67.66666666666667,363.55555555555554,5.4,22.0,13.444444444444445,39.7,3.2222222222222223,58.6,140.33333333333334,4.3,25.1,1.4444444444444444
15,Rashaad Penny,6.666666666666667,14.333333333333334,1.9333333333333333,0.0,2.3333333333333335,1.3333333333333333,11.666666666666666,0.0,3.9333333333333336,4.9,0.3333333333333333,-0.6666666666666666,-0.6666666666666666,0.0,0.0,0.0,0.0,0.0,-0.06666666666666667,18.333333333333332,29.566666666666666,36.0,10.0,41.333333333333336,46.0,38.6,False,-3.5,40.0,21.75,24.3,62.58082191780822,347.6342465753425,5.6,19.972602739726028,12.427397260273974,37.5,2.8849315068493153,73.1,16.7,25.0,67.66666666666667,363.55555555555554,5.4,22.0,13.444444444444445,39.7,3.2222222222222223,58.6,140.33333333333334,4.3,25.1,1.4444444444444444
16,CJ Prosise,0.0,0.0,0.0,0.0,1.5,1.5,11.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,19.8,0.0,8.35,8.35,8.35,38.6,False,-3.5,40.0,21.75,24.3,62.58082191780822,347.6342465753425,5.6,19.972602739726028,12.427397260273974,37.5,2.8849315068493153,73.1,16.7,25.0,67.66666666666667,363.55555555555554,5.4,22.0,13.444444444444445,39.7,3.2222222222222223,58.6,140.33333333333334,4.3,25.1,1.4444444444444444
17,Tre Madden,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.0,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.866666666666667,3.6999999999999997,5.566666666666666,9.266666666666666,9.266666666666666,38.6,False,-3.5,40.0,21.75,24.3,62.58082191780822,347.6342465753425,5.6,19.972602739726028,12.427397260273974,37.5,2.8849315068493153,73.1,16.7,25.0,67.66666666666667,363.55555555555554,5.4,22.0,13.444444444444445,39.7,3.2222222222222223,58.6,140.33333333333334,4.3,25.1,1.4444444444444444
18,Kyle Juszczyk,0.0,0.0,0.0,0.0,3.25,2.0,30.5,0.25,6.55,14.7,0.0,0.0,0.0,0.0,0.75,0.25,1.25,0.0,0.375,39.0,60.375,0.0,8.325,5.125,8.325,38.025,True,-3.0,40.5,21.75,23.0,63.3,356.5,5.6,21.6,12.1,39.7,3.2,46.9,27.6,25.0,67.66666666666667,363.55555555555554,5.4,22.0,13.444444444444445,39.7,3.2222222222222223,58.6,140.33333333333334,4.3,25.1,1.4444444444444444
19,Matt Breida,10.25,78.25,7.5,0.25,3.0,2.5,21.25,0.0,14.7,13.1,1.75,6.75,4.5,0.0,0.5,0.5,5.25,0.0,1.7,30.75,48.0,34.3,10.075000000000001,42.55,44.349999999999994,38.025,True,-3.0,40.5,21.75,23.0,63.3,356.5,5.6,21.6,12.1,39.7,3.2,46.9,27.6,25.0,67.66666666666667,363.55555555555554,5.4,22.0,13.444444444444445,39.7,3.2222222222222223,58.6,140.33333333333334,4.3,25.1,1.4444444444444444
20,Alfred Morris,11.0,41.75,3.7249999999999996,0.25,1.25,0.75,9.0,0.0,7.075,12.1,2.25,3.25,1.85,0.25,0.0,0.0,0.0,0.0,1.575,25.5,39.25,42.5,6.975,45.875,49.45,38.025,True,-3.0,40.5,21.75,23.0,63.3,356.5,5.6,21.6,12.1,39.7,3.2,46.9,27.6,25.0,67.66666666666667,363.55555555555554,5.4,22.0,13.444444444444445,39.7,3.2222222222222223,58.6,140.33333333333334,4.3,25.1,1.4444444444444444
21,Raheem Mostert,0.25,0.0,0.0,0.0,0.25,0.25,2.0,0.0,0.45,0.9,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.9000000000000001,8.325,8.325,16.675,16.675,38.025,True,-3.0,40.5,21.75,23.0,63.3,356.5,5.6,21.6,12.1,39.7,3.2,46.9,27.6,25.0,67.66666666666667,363.55555555555554,5.4,22.0,13.444444444444445,39.7,3.2222222222222223,58.6,140.33333333333334,4.3,25.1,1.4444444444444444
22,Matt Breida,9.714285714285714,63.57142857142857,6.3428571428571425,0.2857142857142857,1.8571428571428572,1.5714285714285714,12.857142857142858,0.14285714285714285,12.07142857142857,4.2,1.7142857142857142,6.285714285714286,3.857142857142857,0.14285714285714285,0.42857142857142855,0.42857142857142855,3.7142857142857144,0.14285714285714285,3.1428571428571432,24.0,37.32857142857143,50.08571428571428,6.8571428571428585,55.89999999999999,56.92857142857143,35.371428571428574,False,1.0,43.0,21.0,23.0,63.3,356.5,5.6,21.6,12.1,39.7,3.2,46.9,27.6,25.0,67.66666666666667,363.55555555555554,5.4,22.0,13.444444444444445,39.7,3.2222222222222223,58.6,140.33333333333334,4.3,25.1,1.4444444444444444
23,Alfred Morris,10.142857142857142,36.142857142857146,3.0142857142857147,0.14285714285714285,1.5714285714285714,0.8571428571428571,9.428571428571429,0.0,6.128571428571427,2.8,1.8571428571428572,2.142857142857143,0.8714285714285713,0.14285714285714285,0.0,0.0,0.0,0.0,0.9285714285714286,23.857142857142858,34.02857142857143,36.55714285714286,6.328571428571428,39.457142857142856,42.871428571428574,35.371428571428574,False,1.0,43.0,21.0,23.0,63.3,356.5,5.6,21.6,12.1,39.7,3.2,46.9,27.6,25.0,67.66666666666667,363.55555555555554,5.4,22.0,13.444444444444445,39.7,3.2222222222222223,58.6,140.33333333333334,4.3,25.1,1.4444444444444444
24,Raheem Mostert,3.5714285714285716,22.428571428571427,2.542857142857143,0.0,0.8571428571428571,0.8571428571428571,3.5714285714285716,0.0,3.314285714285714,1.8,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.171428571428573,22.25714285714286,8.457142857142857,30.72857142857143,30.72857142857143,35.371428571428574,False,1.0,43.0,21.0,23.0,63.3,356.5,5.6,21.6,12.1,39.7,3.2,46.9,27.6,25.0,67.66666666666667,363.55555555555554,5.4,22.0,13.444444444444445,39.7,3.2222222222222223,58.6,140.33333333333334,4.3,25.1,1.4444444444444444
25,Kyle Juszczyk,0.2857142857142857,1.0,1.0,0.0,3.7142857142857144,2.7142857142857144,35.0,0.14285714285714285,7.028571428571428,1.0,0.14285714285714285,-0.7142857142857143,-0.7142857142857143,0.0,0.5714285714285714,0.2857142857142857,1.8571428571428572,0.0,0.39999999999999997,42.42857142857143,62.55714285714287,0.6285714285714287,8.585714285714287,6.757142857142857,9.22857142857143,35.371428571428574,False,1.0,43.0,21.0,23.0,63.3,356.5,5.6,21.6,12.1,39.7,3.2,46.9,27.6,25.0,67.66666666666667,363.55555555555554,5.4,22.0,13.444444444444445,39.7,3.2222222222222223,58.6,140.33333333333334,4.3,25.1,1.4444444444444444
26,Christian McCaffrey,10.0,50.0,5.0,0.0,9.0,6.0,45.0,0.0,14.5,30.9,2.0,5.0,2.5,0.0,1.0,1.0,3.0,0.0,0.8,57.0,85.1,17.5,15.8,28.1,33.3,30.0,False,5.5,43.5,19.0,26.8,61.60663900414938,357.5186721991701,5.8,21.57344398340249,11.342738589211619,40.2,3.336099585062241,73.3,16.4,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
27,CJ Anderson,7.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,3.5,3.1,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,17.9,58.3,0.0,58.3,58.3,30.0,False,5.5,43.5,19.0,26.8,61.60663900414938,357.5186721991701,5.8,21.57344398340249,11.342738589211619,40.2,3.336099585062241,73.3,16.4,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
28,Alex Armah,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.1,0.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.1,20.0,29.9,5.0,0.0,5.0,5.0,30.0,False,5.5,43.5,19.0,26.8,61.60663900414938,357.5186721991701,5.8,21.57344398340249,11.342738589211619,40.2,3.336099585062241,73.3,16.4,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
29,Giovani Bernard,6.333333333333333,28.666666666666668,2.533333333333333,0.3333333333333333,5.666666666666667,3.3333333333333335,17.0,0.0,9.9,25.6,1.3333333333333333,3.0,1.2333333333333334,0.3333333333333333,0.0,0.0,0.0,0.0,2.3,36.666666666666664,54.833333333333336,14.533333333333333,13.600000000000001,23.233333333333334,28.13333333333333,37.4,False,3.5,52.5,24.5,26.1,58.19744680851065,337.41191489361705,5.8,20.32468085106383,10.66212765957447,38.5,2.9987234042553195,77.8,27.6,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
30,Mark Walton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.8,0.0,0.0,0.0,0.0,37.4,False,3.5,52.5,24.5,26.1,58.19744680851065,337.41191489361705,5.8,20.32468085106383,10.66212765957447,38.5,2.9987234042553195,77.8,27.6,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
31,Alvin Kamara,10.5,37.5,3.55,1.0,9.0,7.5,82.5,0.5,32.0,37.0,4.0,8.5,2.1,1.0,2.5,1.5,11.0,0.5,14.450000000000001,51.5,79.25,20.45,17.450000000000003,35.0,37.9,32.2,False,-1.5,54.0,27.75,36.7,66.06,414.2651515151515,6.3,26.134848484848487,11.566060606060606,46.2,4.8933333333333335,72.7,11.6,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
32,Zach Line,0.0,0.0,0.0,0.0,1.0,0.5,2.0,0.0,0.7,8.6,0.0,0.0,0.0,0.0,0.5,0.5,2.0,0.0,0.7,16.5,25.25,0.0,6.8,2.25,6.8,32.2,False,-1.5,54.0,27.75,36.7,66.06,414.2651515151515,6.3,26.134848484848487,11.566060606060606,46.2,4.8933333333333335,72.7,11.6,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
33,Jonathan Williams,1.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,-0.05,1.2,0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,-0.05,4.5,6.9,25.0,0.0,25.0,25.0,32.2,False,-1.5,54.0,27.75,36.7,66.06,414.2651515151515,6.3,26.134848484848487,11.566060606060606,46.2,4.8933333333333335,72.7,11.6,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
34,Mike Gillislee,5.5,13.5,2.6,0.0,0.0,0.0,0.0,0.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.25,65.9,0.0,65.9,65.9,32.2,False,-1.5,54.0,27.75,36.7,66.06,414.2651515151515,6.3,26.134848484848487,11.566060606060606,46.2,4.8933333333333335,72.7,11.6,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
35,Saquon Barkley,14.0,73.0,5.133333333333334,0.6666666666666666,8.5,6.666666666666667,62.166666666666664,0.3333333333333333,27.183333333333334,26.4,2.0,4.166666666666667,0.75,0.3333333333333333,1.1666666666666667,0.8333333333333334,5.833333333333333,0.16666666666666666,4.833333333333335,51.5,80.58333333333334,27.666666666666668,16.166666666666668,40.449999999999996,43.85,34.550000000000004,False,6.0,54.0,24.0,19.7,61.32598870056498,345.3621468926554,5.6,18.475706214689268,12.465536723163842,35.7,3.2276836158192093,41.4,39.5,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
36,Elijhaa Penny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.3,0.0,0.0,0.0,0.0,34.550000000000004,False,6.0,54.0,24.0,19.7,61.32598870056498,345.3621468926554,5.6,18.475706214689268,12.465536723163842,35.7,3.2276836158192093,41.4,39.5,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
37,Wayne Gallman,2.3333333333333335,8.166666666666666,2.066666666666667,0.0,2.0,1.3333333333333333,10.333333333333334,0.0,3.016666666666667,0.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.0,0.3333333333333333,0.0,0.0,0.0,0.08333333333333333,10.166666666666666,16.116666666666667,19.983333333333334,20.366666666666667,36.4,40.38333333333333,34.550000000000004,False,6.0,54.0,24.0,19.7,61.32598870056498,345.3621468926554,5.6,18.475706214689268,12.465536723163842,35.7,3.2276836158192093,41.4,39.5,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
38,James Conner,15.75,58.0,3.175,0.75,6.0,4.5,41.0,0.0,20.400000000000002,37.5,1.5,3.5,1.75,0.5,0.75,0.5,2.0,0.0,5.05,64.0,86.225,24.025,9.825,31.075,33.85,35.875,True,-3.5,57.0,30.25,31.0,67.0,419.8888888888889,6.3,24.333333333333332,12.777777777777779,48.7,3.111111111111111,78.6,19.6,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
39,Stevan Ridley,1.3333333333333333,6.666666666666667,2.6666666666666665,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,1.1666666666666667,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,3.766666666666667,31.099999999999998,11.1,42.233333333333334,42.233333333333334,35.875,True,-3.5,57.0,30.25,31.0,67.0,419.8888888888889,6.3,24.333333333333332,12.777777777777779,48.7,3.111111111111111,78.6,19.6,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
40,Roosevelt Nix,0.0,0.0,0.0,0.0,0.25,0.25,4.75,0.0,0.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,11.450000000000001,0.0,6.25,6.25,6.25,35.875,True,-3.5,57.0,30.25,31.0,67.0,419.8888888888889,6.3,24.333333333333332,12.777777777777779,48.7,3.111111111111111,78.6,19.6,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
41,Jaylen Samuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.875,True,-3.5,57.0,30.25,31.0,67.0,419.8888888888889,6.3,24.333333333333332,12.777777777777779,48.7,3.111111111111111,78.6,19.6,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
42,Peyton Barber,12.5,37.0,3.125,0.0,1.5,0.5,3.25,0.0,4.525,20.6,1.5,0.75,1.075,0.0,0.5,0.0,0.0,0.0,0.075,39.75,60.875,31.2,4.15,32.7,35.324999999999996,36.36,False,3.0,57.5,27.25,25.8,68.39224137931035,453.1681034482759,6.6,25.911206896551725,11.676724137931034,47.6,3.8922413793103448,54.3,21.9,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
43,Ronald Jones II,10.0,29.0,2.9,0.0,2.0,1.0,-1.0,0.0,3.8,4.9,1.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.5,20.0,31.7,50.0,10.0,55.0,60.0,36.36,False,3.0,57.5,27.25,25.8,68.39224137931035,453.1681034482759,6.6,25.911206896551725,11.676724137931034,47.6,3.8922413793103448,54.3,21.9,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,119.79448818897637,5.2,13.9,1.221259842519685
