Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
19,Chris Thompson,WAS,RB,3,OAK,8,38,4.8,0,7,6,150,1,0,0,33.8,33.8
20,CJ Anderson,DEN,RB,2,DAL,25,118,4.7,1,3,3,36,1,0,0,33.4,33.4
20,Devonta Freeman,ATL,RB,15,TB,22,126,5.7,1,7,5,68,0,2,0,33.4,33.4
22,Giovani Bernard,CIN,RB,16,DET,23,116,5,1,7,7,52,0,0,0,32.8,32.8
23,LeSean McCoy,BUF,RB,8,OAK,27,151,5.6,1,7,6,22,0,0,0,32.3,32.3
24,Alvin Kamara,NO,RB,9,TB,10,68,6.8,1,7,6,84,1,1,1,32.2,32.2
24,Le'Veon Bell,PIT,RB,13,CIN,18,76,4.2,0,6,5,106,1,0,0,32.2,32.2
26,Mark Ingram,NO,RB,15,NYJ,12,74,6.2,2,6,5,77,0,0,0,32.1,32.1
27,Bilal Powell,NYJ,RB,4,JAX,21,163,7.8,1,5,4,27,0,0,0,32,32
28,Jordan Howard,CHI,RB,14,CIN,23,147,6.4,2,2,1,8,0,0,0,31.5,31.5
29,Jonathan Stewart,CAR,RB,14,MIN,16,103,6.4,3,1,0,0,0,0,0,31.3,31.3
30,Le'Veon Bell,PIT,RB,6,KC,32,179,5.6,1,6,3,12,0,0,0,31.1,31.1
31,Jamaal Williams,GB,RB,14,CLE,15,49,3.3,1,7,7,69,1,0,0,30.8,30.8
32,Le'Veon Bell,PIT,RB,15,NE,24,117,4.9,1,6,5,48,0,0,0,30.5,30.5
33,Ezekiel Elliott,DAL,RB,8,WAS,33,150,4.5,2,2,1,4,0,1,1,30.4,30.4
34,Ezekiel Elliott,DAL,RB,4,LAR,21,85,4,1,5,4,54,1,0,0,29.9,29.9
35,Alvin Kamara,NO,RB,13,CAR,9,60,6.7,2,6,5,66,0,0,0,29.6,29.6
36,Jamaal Williams,GB,RB,12,PIT,21,66,3.1,1,5,4,69,1,0,0,29.5,29.5
37,Le'Veon Bell,PIT,RB,12,GB,20,95,4.8,0,14,12,88,0,1,1,29.3,29.3
38,DeMarco Murray,TEN,RB,10,CIN,14,42,3,2,4,4,30,1,0,0,29.2,29.2
39,Lamar Miller,HOU,RB,4,TEN,19,75,3.9,1,5,4,56,1,0,0,29.1,29.1
40,Ty Montgomery,GB,RB,2,ATL,10,35,3.5,1,7,6,75,1,0,0,29,29
41,Melvin Gordon,LAC,RB,15,KC,19,78,4.1,1,8,6,91,0,0,0,28.9,28.9
42,LeSean McCoy,BUF,RB,11,LAC,13,114,8.8,1,1,1,12,1,0,0,28.6,28.6
43,Todd Gurley,LAR,RB,14,PHI,13,96,7.4,2,5,3,39,0,0,0,28.5,28.5
43,Joe Mixon,CIN,RB,12,CLE,23,114,5,1,3,3,51,0,0,0,28.5,28.5
45,Adrian Peterson,ARI,RB,6,TB,26,134,5.2,2,0,0,0,0,1,0,28.4,28.4
45,Todd Gurley,LAR,RB,7,ARI,22,106,4.8,1,8,4,48,0,0,0,28.4,28.4
47,Kareem Hunt,KC,RB,3,LAC,17,172,10.1,1,1,1,11,0,0,0,28.3,28.3
47,CJ Anderson,DEN,RB,16,WAS,16,88,5.5,1,9,7,45,0,0,0,28.3,28.3
49,LeSean McCoy,BUF,RB,7,TB,23,91,4,2,7,5,31,0,1,1,28.2,28.2
50,Dalvin Cook,MIN,RB,3,TB,27,97,3.6,1,5,5,72,0,0,0,27.9,27.9
50,Austin Ekeler,LAC,RB,10,JAX,10,42,4.2,0,5,5,77,2,1,1,27.9,27.9
52,Alvin Kamara,NO,RB,10,BUF,12,106,8.8,1,5,5,32,0,0,0,27.8,27.8
53,Todd Gurley,LAR,RB,2,WAS,16,88,5.5,1,4,3,48,1,2,1,27.6,27.6
53,Alex Collins,BAL,RB,14,PIT,18,120,6.7,1,2,2,46,0,1,0,27.6,27.6
55,Mark Ingram,NO,RB,11,WAS,11,134,12.2,1,4,3,21,0,0,0,27.5,27.5
56,Theo Riddick,DET,RB,14,TB,10,29,2.9,2,10,6,64,0,0,0,27.3,27.3
56,Kenyan Drake,MIA,RB,14,NE,25,114,4.6,0,6,5,79,0,0,0,27.3,27.3
58,Jerick McKinnon,MIN,RB,5,CHI,16,95,5.9,1,6,6,51,0,1,0,26.6,26.6
59,Jerick McKinnon,MIN,RB,8,CLE,14,50,3.6,1,10,6,72,0,0,0,26.2,26.2
60,Kenyan Drake,MIA,RB,13,DEN,23,120,5.2,1,5,3,21,0,0,0,26.1,26.1
61,Kareem Hunt,KC,RB,2,PHI,13,81,6.2,2,3,3,28,0,0,0,25.9,25.9
61,Jerick McKinnon,MIN,RB,6,GB,15,69,4.6,1,6,5,30,1,1,1,25.9,25.9
63,Aaron Jones,GB,RB,7,NO,17,131,7.7,1,5,3,7,0,0,0,25.8,25.8
63,Devonta Freeman,ATL,RB,3,DET,21,106,5,1,3,3,32,0,0,0,25.8,25.8
63,Kareem Hunt,KC,RB,14,OAK,25,116,4.6,1,3,3,22,0,0,0,25.8,25.8
66,Corey Clement,PHI,RB,9,DEN,12,51,4.2,2,1,1,15,1,0,0,25.6,25.6
66,Chris Thompson,WAS,RB,2,LAR,3,77,25.7,2,7,3,29,0,0,0,25.6,25.6
66,LeSean McCoy,BUF,RB,15,MIA,20,50,2.5,1,5,4,46,1,0,0,25.6,25.6
66,Matt Forte,NYJ,RB,9,BUF,14,77,5.5,2,4,4,19,0,0,0,25.6,25.6
66,Christian McCaffrey,CAR,RB,15,GB,12,63,5.2,0,7,6,73,1,0,0,25.6,25.6
66,Alvin Kamara,NO,RB,11,WAS,8,42,5.2,0,9,6,74,1,0,0,25.6,25.6
66,Alvin Kamara,NO,RB,4,MIA,5,25,5,0,10,10,71,1,0,0,25.6,25.6
73,Rex Burkhead,NE,RB,13,BUF,12,78,6.5,2,4,3,25,0,0,0,25.3,25.3
73,Tarik Cohen,CHI,RB,1,ATL,5,66,13.2,0,12,8,47,1,0,0,25.3,25.3
75,Le'Veon Bell,PIT,RB,7,CIN,35,134,3.8,0,3,3,58,0,0,0,25.2,25.2
76,Leonard Fournette,JAX,RB,14,SEA,24,101,4.2,1,6,4,18,0,0,0,24.9,24.9
77,Leonard Fournette,JAX,RB,6,LAR,21,130,6.2,1,2,2,8,0,0,0,24.8,24.8
78,TJ Yeldon,JAX,RB,7,IND,9,122,13.6,1,2,2,15,0,0,0,24.7,24.7
79,LeSean McCoy,BUF,RB,14,IND,32,156,4.9,1,0,0,0,0,0,0,24.6,24.6
80,Leonard Fournette,JAX,RB,4,NYJ,24,86,3.6,0,5,4,59,1,0,0,24.5,24.5
80,Derrick Henry,TEN,RB,6,IND,19,131,6.9,1,1,1,14,0,0,0,24.5,24.5
80,Carlos Hyde,SF,RB,6,WAS,13,28,2.2,2,6,5,47,0,0,0,24.5,24.5
83,Todd Gurley,LAR,RB,9,NYG,16,59,3.7,2,3,2,45,0,0,0,24.4,24.4
83,Carlos Hyde,SF,RB,3,LAR,25,84,3.4,2,4,3,10,0,0,0,24.4,24.4
83,Leonard Fournette,JAX,RB,1,HOU,26,100,3.8,1,3,3,24,0,1,0,24.4,24.4
86,Mark Ingram,NO,RB,13,CAR,14,85,6.1,1,7,6,37,0,0,0,24.2,24.2
87,Devonta Freeman,ATL,RB,2,GB,19,84,4.4,2,2,2,16,0,0,0,24,24
87,Mark Ingram,NO,RB,7,GB,22,105,4.8,1,5,4,5,0,0,0,24,24
89,Melvin Gordon,LAC,RB,8,NE,14,132,9.4,1,2,1,7,0,0,0,23.9,23.9
89,LeSean McCoy,BUF,RB,1,NYJ,22,110,5,0,6,5,49,0,0,0,23.9,23.9
91,Alex Collins,BAL,RB,13,DET,15,75,5,2,2,2,23,0,0,0,23.8,23.8
91,Jerick McKinnon,MIN,RB,15,CIN,9,24,2.7,0,8,7,114,0,0,0,23.8,23.8
93,Christian McCaffrey,CAR,RB,3,NO,4,16,4,0,11,9,101,0,0,0,23.7,23.7
94,Bilal Powell,NYJ,RB,16,LAC,19,145,7.6,1,1,0,0,0,0,0,23.5,23.5
95,Aaron Jones,GB,RB,5,DAL,19,125,6.6,1,1,1,9,0,0,0,23.4,23.4
96,Jamaal Williams,GB,RB,13,TB,21,113,5.4,1,3,2,10,0,0,0,23.3,23.3
96,Kenyan Drake,MIA,RB,15,BUF,16,78,4.9,1,11,6,35,0,0,0,23.3,23.3
98,Marshawn Lynch,OAK,RB,13,NYG,17,101,5.9,1,3,2,20,0,0,0,23.1,23.1
99,D'Onta Foreman,HOU,RB,11,ARI,10,65,6.5,2,3,3,15,0,1,0,23,23
100,Chris Ivory,JAX,RB,6,LAR,2,3,1.5,0,10,9,74,1,0,0,22.7,22.7
101,Latavius Murray,MIN,RB,11,LAR,15,95,6.3,2,2,1,1,0,0,0,22.6,22.6
101,Samaje Perine,WAS,RB,11,NO,23,117,5.1,1,2,1,9,0,0,0,22.6,22.6
103,Mike Gillislee,NE,RB,1,KC,15,45,3,3,0,0,0,0,0,0,22.5,22.5
104,Duke Johnson,CLE,RB,3,IND,2,23,11.5,1,7,6,81,0,0,0,22.4,22.4
104,Christian McCaffrey,CAR,RB,6,PHI,4,8,2,0,14,10,56,1,1,0,22.4,22.4
106,Lamar Miller,HOU,RB,8,SEA,21,54,2.6,1,3,3,19,1,0,0,22.3,22.3
107,DeMarco Murray,TEN,RB,3,SEA,14,115,8.2,1,2,1,5,0,0,0,22,22
107,Ezekiel Elliott,DAL,RB,1,NYG,24,104,4.3,0,5,5,36,0,0,0,22,22
109,Melvin Gordon,LAC,RB,16,NYJ,19,81,4.3,1,3,3,47,0,0,0,21.8,21.8
109,Le'Veon Bell,PIT,RB,3,CHI,15,61,4.1,1,7,6,37,0,0,0,21.8,21.8
109,Todd Gurley,LAR,RB,13,ARI,19,74,3.9,0,7,6,84,0,0,0,21.8,21.8
109,Deandre Washington,OAK,RB,8,BUF,6,26,4.3,0,10,8,62,1,1,1,21.8,21.8
113,Tevin Coleman,ATL,RB,12,TB,19,97,5.1,2,0,0,0,0,0,0,21.7,21.7
113,Alfred Morris,DAL,RB,13,WAS,27,127,4.7,1,1,0,0,0,0,0,21.7,21.7
115,Jordan Howard,CHI,RB,6,BAL,36,167,4.6,0,1,1,9,0,0,0,21.6,21.6
116,Jordan Howard,CHI,RB,11,DET,15,125,8.3,1,0,0,0,0,0,0,21.5,21.5
116,Carlos Hyde,SF,RB,9,ARI,12,41,3.4,0,11,9,84,0,0,0,21.5,21.5
118,Peyton Barber,TB,RB,13,GB,23,102,4.4,0,4,4,41,0,0,0,21.3,21.3
119,Elijah McGuire,NYJ,RB,4,JAX,10,93,9.3,1,2,2,38,0,0,0,21.1,21.1
119,Javorius Allen,BAL,RB,2,CLE,14,66,4.7,0,6,5,35,1,0,0,21.1,21.1
121,Duke Johnson,CLE,RB,4,CIN,4,13,3.2,1,10,9,47,0,0,0,21,21
122,Alvin Kamara,NO,RB,15,NYJ,12,44,3.7,0,7,6,45,1,0,0,20.9,20.9
123,Isaiah Crowell,CLE,RB,8,MIN,11,64,5.8,1,6,4,54,0,1,1,20.8,20.8
123,Melvin Gordon,LAC,RB,2,MIA,9,13,1.4,1,8,7,65,0,0,0,20.8,20.8
123,Chris Thompson,WAS,RB,6,SF,16,33,2.1,0,5,4,105,0,1,0,20.8,20.8
126,Le'Veon Bell,PIT,RB,16,HOU,14,69,4.9,1,8,5,28,0,0,0,20.7,20.7
126,Adrian Peterson,ARI,RB,9,SF,37,159,4.3,0,4,2,8,0,1,1,20.7,20.7
126,TJ Yeldon,JAX,RB,16,SF,5,13,2.6,1,10,7,64,0,0,0,20.7,20.7
129,Kareem Hunt,KC,RB,16,MIA,29,91,3.1,1,4,4,15,0,0,0,20.6,20.6
129,Todd Gurley,LAR,RB,1,IND,19,40,2.1,1,6,5,56,0,1,0,20.6,20.6
131,Christian McCaffrey,CAR,RB,9,ATL,15,66,4.4,1,6,5,28,0,0,0,20.4,20.4
132,Marshawn Lynch,OAK,RB,9,MIA,14,57,4.1,2,2,2,6,0,0,0,20.3,20.3
132,Latavius Murray,MIN,RB,7,BAL,18,113,6.3,1,0,0,0,0,0,0,20.3,20.3
132,Carlos Hyde,SF,RB,2,SEA,15,124,8.3,0,6,3,19,0,0,0,20.3,20.3
135,Christian McCaffrey,CAR,RB,10,MIA,5,23,4.6,1,7,3,27,1,0,0,20,20
135,Marshawn Lynch,OAK,RB,12,DEN,26,67,2.6,1,3,3,43,0,0,0,20,20
137,Ameer Abdullah,DET,RB,4,MIN,20,94,4.7,1,4,3,15,0,0,0,19.9,19.9
137,Derrick Henry,TEN,RB,13,HOU,11,109,9.9,1,0,0,0,0,1,0,19.9,19.9
137,Mark Ingram,NO,RB,8,CHI,18,75,4.2,1,6,6,24,0,2,2,19.9,19.9
140,Javorius Allen,BAL,RB,14,PIT,6,25,4.2,2,2,2,32,0,0,0,19.7,19.7
140,LeSean McCoy,BUF,RB,16,NE,17,71,4.2,0,7,5,76,0,0,0,19.7,19.7
140,Dalvin Cook,MIN,RB,1,NO,22,127,5.8,0,5,3,10,0,0,0,19.7,19.7
143,LeGarrette Blount,PHI,RB,4,LAC,16,136,8.5,0,1,1,20,0,0,0,19.6,19.6
143,Todd Gurley,LAR,RB,10,HOU,11,68,6.2,0,7,6,68,0,0,0,19.6,19.6
145,JD McKissic,SEA,RB,4,IND,4,38,9.5,1,1,1,27,1,0,0,19.5,19.5
145,Javorius Allen,BAL,RB,9,TEN,7,21,3,0,8,7,44,1,0,0,19.5,19.5
147,Andre Ellington,ARI,RB,4,SF,5,18,3.6,0,14,9,86,0,0,0,19.4,19.4
148,Rex Burkhead,NE,RB,12,MIA,13,50,3.8,1,2,2,3,1,0,0,19.3,19.3
148,Ty Montgomery,GB,RB,1,SEA,19,54,2.8,1,4,4,39,0,0,0,19.3,19.3
148,Alex Collins,BAL,RB,8,MIA,18,113,6.3,0,2,2,30,0,0,0,19.3,19.3
148,Le'Veon Bell,PIT,RB,11,TEN,12,46,3.8,0,11,9,57,0,0,0,19.3,19.3
148,Le'Veon Bell,PIT,RB,5,JAX,15,47,3.1,0,10,10,46,0,0,0,19.3,19.3
153,Isaiah Crowell,CLE,RB,14,GB,19,121,6.4,0,3,3,10,0,0,0,19.1,19.1
153,Kareem Hunt,KC,RB,4,WAS,21,101,4.8,0,4,4,20,0,0,0,19.1,19.1
155,Giovani Bernard,CIN,RB,14,CHI,11,62,5.6,0,8,6,68,0,0,0,19,19
155,Samaje Perine,WAS,RB,12,NYG,24,100,4.2,0,4,3,30,0,0,0,19,19
157,Jalen Richard,OAK,RB,2,NYJ,6,58,9.7,1,2,2,51,0,0,0,18.9,18.9
157,Melvin Gordon,LAC,RB,1,DEN,18,54,3,0,6,5,25,1,0,0,18.9,18.9
159,CJ Anderson,DEN,RB,15,IND,30,158,5.3,0,1,0,0,0,0,0,18.8,18.8
159,Dion Lewis,NE,RB,11,OAK,10,60,6,0,4,4,28,1,0,0,18.8,18.8
161,DeMarco Murray,TEN,RB,6,IND,12,40,3.3,1,4,4,47,0,0,0,18.7,18.7
162,Javorius Allen,BAL,RB,5,OAK,21,73,3.5,1,5,4,12,0,0,0,18.5,18.5
163,Ezekiel Elliott,DAL,RB,3,ARI,22,80,3.6,1,4,3,14,0,0,0,18.4,18.4
164,Lamar Miller,HOU,RB,11,ARI,22,61,2.8,0,5,4,22,1,1,0,18.3,18.3
165,Tevin Coleman,ATL,RB,4,BUF,9,77,8.6,0,6,4,65,0,1,0,18.2,18.2
166,Matt Forte,NYJ,RB,13,KC,15,58,3.9,0,3,3,33,1,0,0,18.1,18.1
166,Damien Williams,MIA,RB,9,OAK,7,14,2,0,6,6,47,1,0,0,18.1,18.1
166,Jordan Howard,CHI,RB,8,NO,23,102,4.4,0,5,3,19,0,0,0,18.1,18.1
169,Frank Gore,IND,RB,14,BUF,36,130,3.6,0,1,1,10,0,0,0,18,18
170,Wendell Smallwood,PHI,RB,4,LAC,10,34,3.4,1,6,4,45,0,0,0,17.9,17.9
171,Jay Ajayi,MIA,RB,2,LAC,28,122,4.4,0,2,2,4,0,0,0,17.6,17.6
171,Kareem Hunt,KC,RB,5,HOU,29,107,3.7,0,4,3,9,0,0,0,17.6,17.6
171,James White,NE,RB,2,NO,2,11,5.5,0,8,8,85,0,0,0,17.6,17.6
174,Dion Lewis,NE,RB,10,DEN,14,55,3.9,1,0,0,0,0,0,0,17.5,17.5
175,Latavius Murray,MIN,RB,15,CIN,20,76,3.8,1,1,1,28,0,0,0,17.4,17.4
175,Chris Thompson,WAS,RB,7,PHI,7,38,5.4,0,5,5,26,1,0,0,17.4,17.4
175,Kenyan Drake,MIA,RB,9,OAK,9,69,7.7,0,6,6,35,0,1,1,17.4,17.4
178,Duke Johnson,CLE,RB,5,NYJ,6,20,3.3,0,3,3,63,1,0,0,17.3,17.3
179,Kenyan Drake,MIA,RB,10,CAR,7,82,11.7,1,2,2,10,0,0,0,17.2,17.2
179,Ezekiel Elliott,DAL,RB,5,GB,29,116,4,0,2,1,16,0,0,0,17.2,17.2
179,Theo Riddick,DET,RB,13,BAL,9,21,2.3,1,5,5,41,0,0,0,17.2,17.2
182,Alex Collins,BAL,RB,11,GB,20,49,2.4,1,7,4,22,0,0,0,17.1,17.1
182,Duke Johnson,CLE,RB,16,CHI,4,20,5,0,7,7,81,0,0,0,17.1,17.1
184,Orleans Darkwa,NYG,RB,11,KC,20,74,3.7,1,4,2,16,0,0,0,17,17
184,Leonard Fournette,JAX,RB,3,BAL,17,59,3.5,1,4,3,21,0,0,0,17,17
184,Orleans Darkwa,NYG,RB,6,DEN,21,117,5.6,0,1,1,13,0,0,0,17,17
187,Giovani Bernard,CIN,RB,4,CLE,3,12,4,0,4,3,67,1,0,0,16.9,16.9
187,Leonard Fournette,JAX,RB,13,IND,20,57,2.8,1,4,3,22,0,0,0,16.9,16.9
187,Wayne Gallman,NYG,RB,14,DAL,12,59,4.9,0,9,7,40,0,0,0,16.9,16.9
190,Todd Gurley,LAR,RB,12,NO,17,74,4.4,0,7,4,54,0,0,0,16.8,16.8
190,Leonard Fournette,JAX,RB,11,CLE,28,111,4,0,3,2,7,0,0,0,16.8,16.8
192,Frank Gore,IND,RB,16,BAL,17,68,4,0,2,2,18,1,0,0,16.6,16.6
192,Alvin Kamara,NO,RB,8,CHI,8,28,3.5,1,3,3,48,0,0,0,16.6,16.6
192,Duke Johnson,CLE,RB,11,JAX,2,10,5,0,6,4,56,1,1,0,16.6,16.6
195,Isaiah Crowell,CLE,RB,10,DET,16,90,5.6,1,2,1,5,0,0,0,16.5,16.5
196,Jordan Howard,CHI,RB,16,CLE,22,44,2,2,0,0,0,0,0,0,16.4,16.4
196,Chris Thompson,WAS,RB,8,DAL,4,18,4.5,0,9,8,76,0,1,1,16.4,16.4
198,Marlon Mack,IND,RB,5,SF,9,91,10.1,1,1,1,2,0,0,0,16.3,16.3
198,Carlos Hyde,SF,RB,16,JAX,21,54,2.6,1,3,3,19,0,0,0,16.3,16.3
198,Rex Burkhead,NE,RB,14,MIA,5,8,1.6,1,5,5,45,0,0,0,16.3,16.3
198,Duke Johnson,CLE,RB,15,BAL,7,23,3.3,1,7,5,40,0,1,1,16.3,16.3
202,Jonathan Stewart,CAR,RB,1,SF,18,65,3.6,0,2,2,17,1,0,0,16.2,16.2
202,Elijah McGuire,NYJ,RB,15,NO,4,24,6,0,3,3,48,1,0,0,16.2,16.2
202,Le'Veon Bell,PIT,RB,10,IND,26,80,3.1,0,6,5,32,0,0,0,16.2,16.2
202,Jerick McKinnon,MIN,RB,13,ATL,9,24,2.7,0,5,5,28,1,0,0,16.2,16.2
206,Matt Forte,NYJ,RB,6,NE,9,22,2.4,0,8,8,59,0,0,0,16.1,16.1
207,Leonard Fournette,JAX,RB,16,SF,18,48,2.7,1,3,3,22,0,0,0,16,16
207,Jay Ajayi,MIA,RB,6,ATL,26,130,5,0,3,0,0,0,0,0,16,16
207,Todd Gurley,LAR,RB,6,JAX,23,116,5,0,1,1,4,0,0,0,16,16
207,Kareem Hunt,KC,RB,6,PIT,9,21,2.3,0,6,5,89,0,0,0,16,16
207,Alvin Kamara,NO,RB,16,ATL,12,32,2.7,0,9,7,58,0,0,0,16,16
212,Frank Gore,IND,RB,12,TEN,17,62,3.6,1,5,2,17,0,0,0,15.9,15.9
212,Tarik Cohen,CHI,RB,11,DET,9,44,4.9,1,6,4,15,0,0,0,15.9,15.9
212,Christian McCaffrey,CAR,RB,13,NO,6,16,2.7,0,6,5,33,1,0,0,15.9,15.9
215,Tevin Coleman,ATL,RB,10,DAL,20,83,4.2,1,1,1,5,0,0,0,15.8,15.8
215,Devonta Freeman,ATL,RB,4,BUF,18,58,3.2,1,2,2,20,0,0,0,15.8,15.8
215,Ezekiel Elliott,DAL,RB,16,SEA,24,97,4,0,7,4,21,0,0,0,15.8,15.8
218,Kareem Hunt,KC,RB,7,OAK,18,87,4.8,0,4,4,30,0,0,0,15.7,15.7
218,Alvin Kamara,NO,RB,7,GB,9,57,6.3,0,7,5,50,0,0,0,15.7,15.7
218,James White,NE,RB,7,ATL,4,19,4.8,0,5,5,28,1,0,0,15.7,15.7
221,Jordan Howard,CHI,RB,1,ATL,13,52,4,1,5,3,14,0,0,0,15.6,15.6
221,Mark Ingram,NO,RB,16,ATL,13,44,3.4,1,3,3,22,0,0,0,15.6,15.6
221,Chris Thompson,WAS,RB,1,PHI,3,4,1.3,0,5,4,52,1,0,0,15.6,15.6
221,Matt Breida,SF,RB,8,PHI,5,17,3.4,0,6,4,39,1,0,0,15.6,15.6
225,Doug Martin,TB,RB,6,ARI,14,53,3.8,1,2,1,11,0,0,0,15.4,15.4
225,James White,NE,RB,4,CAR,1,7,7,0,12,10,47,0,0,0,15.4,15.4
227,Ezekiel Elliott,DAL,RB,9,KC,27,93,3.4,1,0,0,0,0,0,0,15.3,15.3
227,Melvin Gordon,LAC,RB,14,WAS,22,78,3.5,1,3,1,5,0,0,0,15.3,15.3
227,Charcandrick West,KC,RB,5,HOU,1,1,1,0,2,2,12,2,0,0,15.3,15.3
227,Rex Burkhead,NE,RB,10,DEN,10,36,3.6,0,3,3,27,1,0,0,15.3,15.3
227,Marlon Mack,IND,RB,8,CIN,11,27,2.5,0,5,3,36,1,0,0,15.3,15.3
227,Kapri Bibbs,WAS,RB,15,ARI,2,6,3,0,4,4,47,1,0,0,15.3,15.3
227,Dion Lewis,NE,RB,12,MIA,15,112,7.5,0,2,1,1,0,0,0,15.3,15.3
227,Rex Burkhead,NE,RB,8,LAC,4,15,3.8,0,7,7,68,0,0,0,15.3,15.3
227,Andre Ellington,ARI,RB,5,PHI,1,-2,-2,0,10,9,65,0,0,0,15.3,15.3
236,Derrick Henry,TEN,RB,2,JAX,14,92,6.6,1,0,0,0,0,0,0,15.2,15.2
236,Matt Breida,SF,RB,16,JAX,11,74,6.7,1,1,1,8,0,0,0,15.2,15.2
236,Doug Martin,TB,RB,5,NE,13,74,5.7,1,3,1,8,0,0,0,15.2,15.2
236,Tevin Coleman,ATL,RB,16,NO,6,12,2,0,4,4,40,1,0,0,15.2,15.2
236,CJ Anderson,DEN,RB,4,OAK,20,95,4.8,0,4,4,17,0,0,0,15.2,15.2
241,Devonta Freeman,ATL,RB,14,NO,24,91,3.8,1,0,0,0,0,1,0,15.1,15.1
241,Le'Veon Bell,PIT,RB,8,DET,25,76,3,1,3,2,5,0,1,1,15.1,15.1
243,Dion Lewis,NE,RB,15,PIT,13,67,5.2,1,2,1,13,0,0,0,15,15
243,CJ Anderson,DEN,RB,13,MIA,15,67,4.5,0,7,4,43,0,0,0,15,15
245,DeMarco Murray,TEN,RB,16,LAR,15,48,3.2,1,4,3,11,0,0,0,14.9,14.9
245,Duke Johnson,CLE,RB,14,GB,6,8,1.3,0,4,4,41,1,1,0,14.9,14.9
245,LeSean McCoy,BUF,RB,5,CIN,19,63,3.3,0,9,6,26,0,1,0,14.9,14.9
248,Ty Montgomery,GB,RB,10,CHI,6,54,9,1,2,2,14,0,0,0,14.8,14.8
248,Christian McCaffrey,CAR,RB,5,DET,3,7,2.3,0,7,5,31,1,0,0,14.8,14.8
248,Devontae Booker,DEN,RB,11,CIN,14,44,3.1,0,6,5,54,0,0,0,14.8,14.8
248,Duke Johnson,CLE,RB,10,DET,10,54,5.4,0,6,6,34,0,0,0,14.8,14.8
252,Todd Gurley,LAR,RB,11,MIN,15,37,2.5,1,4,3,19,0,0,0,14.6,14.6
252,Melvin Gordon,LAC,RB,13,CLE,19,77,4.1,0,4,4,29,0,0,0,14.6,14.6
252,Theo Riddick,DET,RB,1,ARI,1,-1,-1,0,7,6,27,1,0,0,14.6,14.6
255,Carlos Hyde,SF,RB,4,ARI,16,68,4.2,0,6,5,27,0,1,0,14.5,14.5
256,Latavius Murray,MIN,RB,12,DET,20,84,4.2,1,1,0,0,0,0,0,14.4,14.4
256,Devontae Booker,DEN,RB,8,KC,6,40,6.7,1,3,3,14,0,0,0,14.4,14.4
256,Austin Ekeler,LAC,RB,7,DEN,7,38,5.4,0,4,4,6,1,0,0,14.4,14.4
256,Tarik Cohen,CHI,RB,13,SF,2,5,2.5,0,4,4,39,0,0,0,14.4,14.4
260,Jordan Howard,CHI,RB,4,GB,18,53,2.9,1,4,2,10,0,0,0,14.3,14.3
260,Jay Ajayi,PHI,RB,16,OAK,14,52,3.7,0,3,2,21,1,1,1,14.3,14.3
