Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Travis Kelce,KC,TE,15,LAC,8,10,7400,19.25
2,Zach Ertz,PHI,TE,15,LAR,18,19,6500,15.47
3,George Kittle,SF,TE,15,SEA,11,3,6300,15.17
4,Eric Ebron,IND,TE,15,DAL,4,24,5900,14.09
5,Rob Gronkowski,NE,TE,15,PIT,13,28,5800,12.73
6,Jared Cook,OAK,TE,15,CIN,32,21,5600,12.51
7,Vance McDonald,PIT,TE,15,NE,22,22,3900,9.59
7,Austin Hooper,ATL,TE,15,ARI,12,7,4200,9.59
9,Evan Engram,NYG,TE,15,TEN,7,1,4100,9.29
10,Jimmy Graham,GB,TE,15,CHI,1,9,3800,8.37
11,Cameron Brate,TB,TE,15,BAL,2,23,4000,8.36
12,Kyle Rudolph,MIN,TE,15,MIA,27,27,3500,8.24
13,David Njoku,CLE,TE,15,DEN,20,29,3600,8.06
14,Ian Thomas,CAR,TE,15,NO,14,5,3400,7.81
15,Chris Herndon IV,NYJ,TE,15,HOU,9,26,2900,7.51
16,CJ Uzomah,CIN,TE,15,OAK,29,32,3600,7.35
17,Trey Burton,CHI,TE,15,GB,15,2,3700,6.77
18,Gerald Everett,LAR,TE,15,PHI,25,4,3000,6.67
19,Anthony Firkser,TEN,TE,15,NYG,19,16,2900,6.55
20,Vernon Davis,WAS,TE,15,JAX,5,18,3200,6.1
21,Ricky Seals-Jones,ARI,TE,15,ATL,28,8,2600,5.67
22,Dallas Goedert,PHI,TE,15,LAR,18,19,2600,5.54
23,Matt LaCosse,DEN,TE,15,CLE,26,20,2600,5.43
24,Benjamin Watson,NO,TE,15,CAR,23,30,2800,5.41
25,Tyler Higbee,LAR,TE,15,PHI,25,4,2700,5.11
26,Nick Vannett,SEA,TE,15,SF,24,12,2600,4.98
27,Jesse James,PIT,TE,15,NE,22,22,3000,4.92
28,Antonio Gates,LAC,TE,15,KC,30,31,2800,4.89
29,Mark Andrews,BAL,TE,15,TB,31,25,2700,4.86
30,Charles Clay,BUF,TE,15,DET,17,15,2500,4.63
31,Jordan Reed,WAS,TE,15,JAX,5,18,4000,4.58
32,James O'Shaughnessy,JAX,TE,15,WAS,16,11,2500,4.49
33,Demetrius Harris,KC,TE,15,LAC,8,10,2600,4.48
34,Ryan Griffin,HOU,TE,15,NYJ,21,13,2700,4.36
35,Blake Jarwin,DAL,TE,15,IND,10,17,2700,4.27
36,Levine Toilolo,DET,TE,15,BUF,3,6,2500,4.08
37,Jordan Thomas,HOU,TE,15,NYJ,21,13,2900,3.56
38,Dalton Schultz,DAL,TE,15,IND,10,17,2500,3.38
39,Niles Paul,JAX,TE,15,WAS,16,11,2500,3.35
40,Dan Arnold,NO,TE,15,CAR,23,30,2500,3.21
41,MyCole Pruitt,TEN,TE,15,NYG,19,16,2500,3.14
42,Mike Gesicki,MIA,TE,15,MIN,6,14,2500,3.11
43,Nick Boyle,BAL,TE,15,TB,31,25,2500,3.1
44,Derek Carrier,OAK,TE,15,CIN,32,21,2500,3.01
45,Virgil Green,LAC,TE,15,KC,30,31,2500,2.99
46,Rhett Ellison,NYG,TE,15,TEN,7,1,2500,2.86
47,Jordan Leggett,NYJ,TE,15,HOU,9,26,2500,2.78
48,Mo Alie-Cox,IND,TE,15,DAL,4,24,2500,2.76
48,Nick O'Leary,MIA,TE,15,MIN,6,14,2500,2.76
50,Luke Willson,DET,TE,15,BUF,3,6,2500,2.74
51,Luke Stocker,TEN,TE,15,NYG,19,16,2500,2.73
52,Ed Dickson,SEA,TE,15,SF,24,12,2500,2.71
53,Jordan Akins,HOU,TE,15,NYJ,21,13,2500,2.66
54,Lee Smith,OAK,TE,15,CIN,32,21,2500,2.43
55,Jermaine Gresham,ARI,TE,15,ATL,28,8,2500,2.42
55,Michael Roberts,DET,TE,15,BUF,3,6,2500,2.42
57,Adam Shaheen,CHI,TE,15,GB,15,2,2500,2.41
58,Josh Hill,NO,TE,15,CAR,23,30,2500,2.37
59,Logan Thomas,BUF,TE,15,DET,17,15,2500,2.31
60,Blake Bell,JAX,TE,15,WAS,16,11,2500,2.21
61,Jason Croom,BUF,TE,15,DET,17,15,2500,2.13
62,Lance Kendricks,GB,TE,15,CHI,1,9,2500,2.12
63,Hayden Hurst,BAL,TE,15,TB,31,25,2500,2
64,Matt Lengel,CIN,TE,15,OAK,29,32,2500,1.89
65,Logan Paulsen,ATL,TE,15,ARI,12,7,2500,1.86
66,Durham Smythe,MIA,TE,15,MIN,6,14,2500,1.67
67,Jordan Franks,CIN,TE,15,OAK,29,32,2500,1.66
68,Erik Swoope,IND,TE,15,DAL,4,24,2500,1.42
69,Brian Parker,DEN,TE,15,CLE,26,20,2500,1.36
70,Eric Tomlinson,NYJ,TE,15,HOU,9,26,2500,1.34
71,Robert Tonyan Jr.,GB,TE,15,CHI,1,9,2500,1.28
72,Ben Koyack,JAX,TE,15,WAS,16,11,2500,1.23
73,Seth DeValve,CLE,TE,15,DEN,20,29,2500,1.12
74,Maxx Williams,BAL,TE,15,TB,31,25,2600,0.99
75,Ross Dwelley,SF,TE,15,SEA,11,3,2500,0.96
76,Jacob Hollister,NE,TE,15,PIT,13,28,2500,0.94
77,David Morgan,MIN,TE,15,MIA,27,27,2500,0.92
78,Eric Saubert,ATL,TE,15,ARI,12,7,2500,0.88
79,Rico Gathers,DAL,TE,15,IND,10,17,2500,0.86
80,Clive Walford,IND,TE,15,DAL,4,24,null,0.85
81,Jerell Adams,HOU,TE,15,NYJ,21,13,null,0.82
81,Darren Fells,CLE,TE,15,DEN,20,29,2500,0.82
83,Chris Manhertz,CAR,TE,15,NO,14,5,2500,0.81
84,Richard Rodgers,PHI,TE,15,LAR,18,19,2500,0.75
85,Orson Charles,CLE,TE,15,DEN,20,29,2500,0.7
86,Garrett Celek,SF,TE,15,SEA,11,3,2500,0.65
86,Dwayne Allen,NE,TE,15,PIT,13,28,2500,0.65
88,Antony Auclair,TB,TE,15,BAL,2,23,2500,0.62
89,Xavier Grimble,PIT,TE,15,NE,22,22,2500,0.61
90,Marcedes Lewis,GB,TE,15,CHI,1,9,2500,0.58
91,Sean Culkin,LAC,TE,15,KC,30,31,2500,0.48
91,Temarrick Hemingway,DEN,TE,15,CLE,26,20,2500,0.48
93,Tyler Conklin,MIN,TE,15,MIA,27,27,2500,0.46
94,Scott Simonson,NYG,TE,15,TEN,7,1,2500,0.4
95,Dion Sims,CHI,TE,15,GB,15,2,null,0.34
96,John Phillips,ARI,TE,15,ATL,28,8,2500,0.27
97,Joshua Perkins,PHI,TE,15,LAR,18,19,null,0.26
98,Ben Braunecker,CHI,TE,15,GB,15,2,2500,0.19
99,Jeremy Sprinkle,WAS,TE,15,JAX,5,18,2500,0.16
100,Darrell Daniels,ARI,TE,15,ATL,28,8,2500,0.03
101,Alex Ellis,KC,TE,15,LAC,8,10,null,0
101,Troy Fumagalli,DEN,TE,15,CLE,26,20,null,0
101,Jake Butt,DEN,TE,15,CLE,26,20,null,0
101,Jeff Heuerman,DEN,TE,15,CLE,26,20,null,0
101,Gabe Holmes,ARI,TE,15,ATL,28,8,null,0
101,Tyler Eifert,CIN,TE,15,OAK,29,32,2500,0
101,Tyler Kroft,CIN,TE,15,OAK,29,32,null,0
101,Cethan Carter,CIN,TE,15,OAK,29,32,null,0
101,Mason Schreck,CIN,TE,15,OAK,29,32,null,0
101,Ross Travis,IND,TE,15,DAL,4,24,null,0
101,Geoff Swaim,DAL,TE,15,IND,10,17,2500,0
101,Jack Doyle,IND,TE,15,DAL,4,24,null,0
101,MarQueis Gray,MIA,TE,15,MIN,6,14,null,0
101,AJ Derby,MIA,TE,15,MIN,6,14,null,0
101,Garrett Dickerson,NYG,TE,15,TEN,7,1,2500,0
101,Jonnu Smith,TEN,TE,15,NYG,19,16,2500,0
101,Cole Wick,TEN,TE,15,NYG,19,16,null,0
101,Delanie Walker,TEN,TE,15,NYG,19,16,2500,0
101,Austin Seferian-Jenkins,JAX,TE,15,WAS,16,11,2500,0
101,David Grinnage,JAX,TE,15,WAS,16,11,null,0
101,OJ Howard,TB,TE,15,BAL,2,23,null,0
101,Tyrone Swoopes,SEA,TE,15,SF,24,12,null,0
101,Will Dissly,SEA,TE,15,SF,24,12,2500,0
101,Ryan Izzo,NE,TE,15,PIT,13,28,null,0
101,Bucky Hodges,PIT,TE,15,NE,22,22,null,0
101,Stephen Anderson,NE,TE,15,PIT,13,28,null,0
101,Ryan Malleck,PIT,TE,15,NE,22,22,null,0
101,Garrett Griffin,NO,TE,15,CAR,23,30,null,0
101,Michael Hoomanawanui,NO,TE,15,CAR,23,30,null,0
101,Greg Olsen,CAR,TE,15,NO,14,5,null,0
