Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
81,Rashard Higgins,CLE,WR,15,DEN,20,14,3500,6.49
82,Kendrick Bourne,SF,WR,15,SEA,11,22,3500,6.21
83,Tajae Sharpe,TEN,WR,15,NYG,19,9,3300,6.12
84,Trent Sherfield,ARI,WR,15,ATL,28,27,3400,5.44
85,Ryan Grant,IND,WR,15,DAL,4,3,3200,5.37
86,Marquez Valdes-Scantling,GB,WR,15,CHI,1,15,3900,5.36
87,Jaron Brown,SEA,WR,15,SF,24,29,3000,5.35
88,Ryan Switzer,PIT,WR,15,NE,22,12,3400,5.32
89,Chris Hogan,NE,WR,15,PIT,13,13,3300,5.16
90,Laquon Treadwell,MIN,WR,15,MIA,27,16,3100,5.11
91,Jarius Wright,CAR,WR,15,NO,14,32,3100,5.09
92,Cody Core,CIN,WR,15,OAK,29,19,3600,4.82
93,Zach Pascal,IND,WR,15,DAL,4,3,3200,4.75
94,Chester Rogers,IND,WR,15,DAL,4,3,3200,4.73
95,Keith Kirkwood,NO,WR,15,CAR,23,24,3500,4.66
96,Maurice Harris,WAS,WR,15,JAX,5,1,3000,4.63
97,Keelan Cole,JAX,WR,15,WAS,16,26,3200,4.44
98,Travis Benjamin,LAC,WR,15,KC,30,11,3200,4.32
99,Breshad Perriman,CLE,WR,15,DEN,20,14,3000,4.25
100,Cordarrelle Patterson,NE,WR,15,PIT,13,13,3400,4.2
101,Chad Williams,ARI,WR,15,ATL,28,27,3000,4.07
102,Equanimeous St. Brown,GB,WR,15,CHI,1,15,3100,4.06
103,Cody Latimer,NYG,WR,15,TEN,7,23,3000,3.94
104,Demarcus Robinson,KC,WR,15,LAC,8,7,3700,3.87
105,Kelvin Benjamin,KC,WR,15,LAC,8,7,3400,3.83
106,D.J. Chark,JAX,WR,15,WAS,16,26,3400,3.79
107,Jordan Matthews,PHI,WR,15,LAR,18,21,3000,3.67
108,TJ Jones,DET,WR,15,BUF,3,2,3300,3.65
109,Allen Hurns,DAL,WR,15,IND,10,6,3000,3.54
110,Aldrick Robinson,MIN,WR,15,MIA,27,16,3200,3.38
111,Cameron Batson,TEN,WR,15,NYG,19,9,3000,3.26
112,Alex Erickson,CIN,WR,15,OAK,29,19,3000,3.24
113,Deonte Thompson,BUF,WR,15,DET,17,20,3000,3.14
114,JJ Nelson,ARI,WR,15,ATL,28,27,3400,3.05
115,Brice Butler,MIA,WR,15,MIN,6,4,3000,3.02
116,Chris Moore,BAL,WR,15,TB,31,28,3000,2.77
117,James Washington,PIT,WR,15,NE,22,12,3100,2.66
118,Corey Coleman,NYG,WR,15,TEN,7,23,3000,2.58
119,Bennie Fowler,NYG,WR,15,TEN,7,23,3000,2.49
120,Justin Hardy,ATL,WR,15,ARI,12,8,3000,2.45
121,Russell Shepard,NYG,WR,15,TEN,7,23,3300,2.44
122,Austin Carr,NO,WR,15,CAR,23,24,3000,2.28
122,Deandre Carter,HOU,WR,15,NYJ,21,25,3100,2.28
124,Damion Ratley,CLE,WR,15,DEN,20,14,3000,2.16
125,Auden Tate,CIN,WR,15,OAK,29,19,3000,2.13
126,Brandon Marshall,NO,WR,15,CAR,23,24,3300,2.07
127,Trent Taylor,SF,WR,15,SEA,11,22,3000,2
128,Chad Beebe,MIN,WR,15,MIA,27,16,3000,1.97
129,Marvin Hall,ATL,WR,15,ARI,12,8,3000,1.92
130,Leonte Carroo,MIA,WR,15,MIN,6,4,3000,1.86
131,Torrey Smith,CAR,WR,15,NO,14,32,3100,1.67
132,Rishard Matthews,NYJ,WR,15,HOU,9,10,3000,1.62
133,Richie James,SF,WR,15,SEA,11,22,3000,1.53
134,Daurice Fountain,IND,WR,15,DAL,4,3,3000,1.52
135,Jalen Tolliver,ARI,WR,15,ATL,28,27,3000,1.51
136,Andy Jones,DET,WR,15,BUF,3,2,3000,1.39
137,Malik Turner,SEA,WR,15,SF,24,29,3000,1.37
138,Josh Bellamy,CHI,WR,15,GB,15,30,3000,1.31
139,Lance Lenoir,DAL,WR,15,IND,10,6,3000,1.27
140,Jesus Wilson,TB,WR,15,BAL,2,5,3000,1.25
141,Andre Holmes,DEN,WR,15,CLE,26,18,3000,1.23
142,Phillip Dorsett,NE,WR,15,PIT,13,13,3000,1.17
143,Vyncint Smith,HOU,WR,15,NYJ,21,25,3000,1.14
144,Kevin White,CHI,WR,15,GB,15,30,3000,1.11
145,Darius Jennings,TEN,WR,15,NYG,19,9,3000,1.07
146,Rashad Greene,JAX,WR,15,WAS,16,26,3000,0.94
147,Marcus Johnson,IND,WR,15,DAL,4,3,null,0.82
147,Eli Rogers,PIT,WR,15,NE,22,12,3000,0.82
149,Michael Floyd,WAS,WR,15,JAX,5,1,3000,0.77
150,Sammie Coates,HOU,WR,15,NYJ,21,25,3000,0.74
151,Brandon Powell,DET,WR,15,BUF,3,2,3000,0.69
152,Jojo Natson,LAR,WR,15,PHI,25,31,3000,0.68
153,River Cracraft,DEN,WR,15,CLE,26,18,3000,0.67
153,Jake Kumerow,GB,WR,15,CHI,1,15,3000,0.67
155,Tommylee Lewis,NO,WR,15,CAR,23,24,3000,0.66
155,Isaiah Ford,MIA,WR,15,MIN,6,4,3000,0.66
157,Gehrig Dieter,KC,WR,15,LAC,8,7,3000,0.61
158,Jordan Taylor,DEN,WR,15,CLE,26,18,3000,0.59
159,Keon Hatcher,OAK,WR,15,CIN,32,17,3000,0.57
160,Jawill Davis,NYG,WR,15,TEN,7,23,3000,0.53
161,Andre Roberts,NYJ,WR,15,HOU,9,10,3000,0.52
161,Charone Peake,NYJ,WR,15,HOU,9,10,3000,0.52
161,Dwayne Harris,OAK,WR,15,CIN,32,17,3000,0.52
164,Ray-Ray McCloud,BUF,WR,15,DET,17,20,3000,0.49
165,Noah Brown,DAL,WR,15,IND,10,6,3000,0.46
165,Tim White,BAL,WR,15,TB,31,28,null,0.46
167,Shelton Gibson,PHI,WR,15,LAR,18,21,3000,0.45
168,Brandon Zylstra,MIN,WR,15,MIA,27,16,3000,0.44
169,Johnny Holton,OAK,WR,15,CIN,32,17,null,0.41
170,Nick Williams,LAR,WR,15,PHI,25,31,null,0.39
171,Pharoh Cooper,LAR,WR,15,PHI,25,31,3000,0.38
172,Javon Wims,CHI,WR,15,GB,15,30,3000,0.32
172,J'mon Moore,GB,WR,15,CHI,1,15,3000,0.32
172,Justin Watson,TB,WR,15,BAL,2,5,3000,0.32
175,Darrius Heyward-Bey,PIT,WR,15,NE,22,12,3000,0.31
176,Khadarel Hodge,LAR,WR,15,PHI,25,31,3000,0.3
177,Russell Gage,ATL,WR,15,ARI,12,8,3000,0.29
178,Marcus Kemp,KC,WR,15,LAC,8,7,3000,0.24
179,Josh Malone,CIN,WR,15,OAK,29,19,3000,0.23
179,Matthew Slater,NE,WR,15,PIT,13,13,3000,0.23
181,Geremy Davis,LAC,WR,15,KC,30,11,3000,0.22
182,Brian Quick,WAS,WR,15,JAX,5,1,null,0.1
183,Jehu Chesson,WAS,WR,15,JAX,5,1,3000,0.02
184,Sammy Watkins,KC,WR,15,LAC,8,7,5000,0
184,De'Anthony Thomas,KC,WR,15,LAC,8,7,null,0
184,Artavis Scott,LAC,WR,15,KC,30,11,3000,0
184,Dylan Cantrell,LAC,WR,15,KC,30,11,3000,0
184,Derrick Willies,CLE,WR,15,DEN,20,14,null,0
184,Ricardo Louis,CLE,WR,15,DEN,20,14,null,0
184,Rod Streater,CLE,WR,15,DEN,20,14,null,0
184,Emmanuel Sanders,DEN,WR,15,CLE,26,18,null,0
184,Neal Sterling,NYJ,WR,15,HOU,9,10,null,0
184,Will Fuller,HOU,WR,15,NYJ,21,25,3000,0
184,Deontay Burnett,NYJ,WR,15,HOU,9,10,3000,0
184,Christian Kirk,ARI,WR,15,ATL,28,27,null,0
184,Kendall Wright,ARI,WR,15,ATL,28,27,null,0
184,Marvin Jones,DET,WR,15,BUF,3,2,null,0
184,Cam Phillips,BUF,WR,15,DET,17,20,null,0
184,Tanner Gentry,CHI,WR,15,GB,15,30,null,0
184,Geronimo Allison,GB,WR,15,CHI,1,15,3000,0
184,Trevor Davis,GB,WR,15,CHI,1,15,null,0
184,Daniel Brown,CHI,WR,15,GB,15,30,2500,0
184,Brandon LaFell,OAK,WR,15,CIN,32,17,null,0
184,AJ Green,CIN,WR,15,OAK,29,19,null,0
184,Martavis Bryant,OAK,WR,15,CIN,32,17,null,0
184,Ardarius Stewart,OAK,WR,15,CIN,32,17,3000,0
184,Saeed Blacknall,OAK,WR,15,CIN,32,17,null,0
184,Steve Ishmael,IND,WR,15,DAL,4,3,null,0
184,Krishawn Hogan,IND,WR,15,DAL,4,3,null,0
184,Reggie Davis,DAL,WR,15,IND,10,6,null,0
184,James Wright,IND,WR,15,DAL,4,3,null,0
184,Terrance Williams,DAL,WR,15,IND,10,6,3000,0
184,Tavon Austin,DAL,WR,15,IND,10,6,3000,0
184,Tavarres King,MIN,WR,15,MIA,27,16,null,0
184,Albert Wilson,MIA,WR,15,MIN,6,4,3000,0
184,Jakeem Grant,MIA,WR,15,MIN,6,4,null,0
184,Quadree Henderson,NYG,WR,15,TEN,7,23,null,0
184,Khalif Raymond,NYG,WR,15,TEN,7,23,null,0
184,Kaelin Clay,NYG,WR,15,TEN,7,23,null,0
184,Michael Campanaro,TEN,WR,15,NYG,19,9,3000,0
184,Paul Richardson,WAS,WR,15,JAX,5,1,null,0
184,Tevaun Smith,JAX,WR,15,WAS,16,26,null,0
184,Jaydon Mickens,JAX,WR,15,WAS,16,26,null,0
184,Robert Davis,WAS,WR,15,JAX,5,1,null,0
184,Trey Quinn,WAS,WR,15,JAX,5,1,null,0
184,Cam Sims,WAS,WR,15,JAX,5,1,null,0
184,Jordan Lasley,BAL,WR,15,TB,31,28,3000,0
184,Jaleel Scott,BAL,WR,15,TB,31,28,3000,0
184,Bernard Reedy,TB,WR,15,BAL,2,5,null,0
184,Pierre Garcon,SF,WR,15,SEA,11,22,3500,0
184,Keenan Reynolds,SEA,WR,15,SF,24,29,null,0
184,Aaron Burbridge,SF,WR,15,SEA,11,22,null,0
184,Maxwell McCaffrey,SF,WR,15,SEA,11,22,null,0
184,Amara Darboh,SEA,WR,15,SF,24,29,null,0
184,Victor Bolden Jr.,SF,WR,15,SEA,11,22,null,0
184,Braxton Berrios,NE,WR,15,PIT,13,13,3000,0
184,Riley McCarron,NE,WR,15,PIT,13,13,null,0
184,Justin Hunter,PIT,WR,15,NE,22,12,null,0
184,Mike Wallace,PHI,WR,15,LAR,18,21,3000,0
184,Kamar Aiken,PHI,WR,15,LAR,18,21,null,0
184,Braxton Miller,PHI,WR,15,LAR,18,21,null,0
184,Mike Thomas,LAR,WR,15,PHI,25,31,null,0
184,Cooper Kupp,LAR,WR,15,PHI,25,31,null,0
184,Mack Hollins,PHI,WR,15,LAR,18,21,3000,0
184,Austin Proehl,LAR,WR,15,PHI,25,31,null,0
184,Justin Hardee,NO,WR,15,CAR,23,24,null,0
184,Tanner McEvoy,NO,WR,15,CAR,23,24,null,0
184,Mose Frazier,CAR,WR,15,NO,14,32,3000,0
184,Cameron Meredith,NO,WR,15,CAR,23,24,null,0
184,Damiere Byrd,CAR,WR,15,NO,14,32,null,0
184,Dez Bryant,NO,WR,15,CAR,23,24,null,0
184,Ted Ginn,NO,WR,15,CAR,23,24,3000,0
