Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Keenan Allen,LAC,WR,15,KC,30,11,7800,20.47
2,Antonio Brown,PIT,WR,15,NE,22,12,8500,19.93
3,Adam Thielen,MIN,WR,15,MIA,27,16,8600,19.42
4,Davante Adams,GB,WR,15,CHI,1,15,7900,19.3
5,Tyreek Hill,KC,WR,15,LAC,8,7,8300,19.09
6,Julio Jones,ATL,WR,15,ARI,12,8,8400,19.08
7,DeAndre Hopkins,HOU,WR,15,NYJ,21,25,8200,18.86
8,Michael Thomas,NO,WR,15,CAR,23,24,8600,18.83
9,JuJu Smith-Schuster,PIT,WR,15,NE,22,12,8000,18.58
10,Amari Cooper,DAL,WR,15,IND,10,6,7500,17.66
11,Odell Beckham Jr,NYG,WR,15,TEN,7,23,8100,17.3
12,T.Y. Hilton,IND,WR,15,DAL,4,3,6800,17.29
13,Stefon Diggs,MIN,WR,15,MIA,27,16,7600,16.95
14,Brandin Cooks,LAR,WR,15,PHI,25,31,7300,16.7
15,Robert Woods,LAR,WR,15,PHI,25,31,7400,16.68
16,Julian Edelman,NE,WR,15,PIT,13,13,7200,15.51
17,Mike Evans,TB,WR,15,BAL,2,5,6700,15.19
18,Tyler Boyd,CIN,WR,15,OAK,29,19,5700,14.85
19,Josh Gordon,NE,WR,15,PIT,13,13,6400,12.86
19,Jarvis Landry,CLE,WR,15,DEN,20,14,6500,12.86
21,Kenny Golladay,DET,WR,15,BUF,3,2,5400,12.74
22,D.J. Moore,CAR,WR,15,NO,14,32,5800,12.55
23,Corey Davis,TEN,WR,15,NYG,19,9,5600,12.49
24,Tyler Lockett,SEA,WR,15,SF,24,29,6200,12.17
25,Larry Fitzgerald,ARI,WR,15,ATL,28,27,4700,11.98
26,Courtland Sutton,DEN,WR,15,CLE,26,18,4500,11.55
27,Calvin Ridley,ATL,WR,15,ARI,12,8,5000,11.51
28,Allen Robinson,CHI,WR,15,GB,15,30,5500,11.44
29,Alshon Jeffery,PHI,WR,15,LAR,18,21,5600,11.37
30,Adam Humphries,TB,WR,15,BAL,2,5,5100,11.35
31,Chris Godwin,TB,WR,15,BAL,2,5,4900,11.02
32,Dede Westbrook,JAX,WR,15,WAS,16,26,4500,10.91
33,Golden Tate,PHI,WR,15,LAR,18,21,4800,10.89
34,Dante Pettis,SF,WR,15,SEA,11,22,4400,10.87
35,Doug Baldwin,SEA,WR,15,SF,24,29,5300,10.49
36,Kenny Stills,MIA,WR,15,MIN,6,4,4300,10.45
37,Sterling Shepard,NYG,WR,15,TEN,7,23,4400,10.4
37,Randall Cobb,GB,WR,15,CHI,1,15,4400,10.4
39,Mohamed Sanu,ATL,WR,15,ARI,12,8,4600,10.34
40,Jordy Nelson,OAK,WR,15,CIN,32,17,4200,10.23
41,Curtis Samuel,CAR,WR,15,NO,14,32,4300,10.22
42,Demaryius Thomas,HOU,WR,15,NYJ,21,25,4200,9.81
43,Mike Williams,LAC,WR,15,KC,30,11,4100,9.68
44,Daesean Hamilton,DEN,WR,15,CLE,26,18,3900,9.65
45,Devante Parker,MIA,WR,15,MIN,6,4,3900,9.51
46,Tyrell Williams,LAC,WR,15,KC,30,11,4300,9.47
47,Zay Jones,BUF,WR,15,DET,17,20,4200,9.27
47,Quincy Enunwa,NYJ,WR,15,HOU,9,10,3600,9.27
47,Danny Amendola,MIA,WR,15,MIN,6,4,3700,9.27
50,Marquise Goodwin,SF,WR,15,SEA,11,22,4500,9.16
51,Robert Foster,BUF,WR,15,DET,17,20,4300,9.03
52,Bruce Ellington,DET,WR,15,BUF,3,2,4000,8.94
53,Josh Reynolds,LAR,WR,15,PHI,25,31,4700,8.78
54,Taylor Gabriel,CHI,WR,15,GB,15,30,4200,8.75
55,Donte Moncrief,JAX,WR,15,WAS,16,26,3700,8.71
56,Jamison Crowder,WAS,WR,15,JAX,5,1,3700,8.67
57,Michael Crabtree,BAL,WR,15,TB,31,28,4300,8.61
58,John Ross,CIN,WR,15,OAK,29,19,4000,8.6
59,Robby Anderson,NYJ,WR,15,HOU,9,10,3900,8.58
60,Tim Patrick,DEN,WR,15,CLE,26,18,3600,8.5
61,David Moore,SEA,WR,15,SF,24,29,4300,8.37
62,Taywan Taylor,TEN,WR,15,NYG,19,9,3800,8.22
63,Michael Gallup,DAL,WR,15,IND,10,6,3600,8.18
63,Antonio Callaway,CLE,WR,15,DEN,20,14,3700,8.18
65,Devin Funchess,CAR,WR,15,NO,14,32,4400,8.06
66,Nelson Agholor,PHI,WR,15,LAR,18,21,3600,8.04
67,John Brown,BAL,WR,15,TB,31,28,4400,7.88
68,Seth Roberts,OAK,WR,15,CIN,32,17,3700,7.72
69,Josh Doctson,WAS,WR,15,JAX,5,1,4100,7.64
70,Tre'Quan Smith,NO,WR,15,CAR,23,24,4200,7.59
71,Anthony Miller,CHI,WR,15,GB,15,30,4300,7.54
72,Chris Conley,KC,WR,15,LAC,8,7,4000,7.5
73,Cole Beasley,DAL,WR,15,IND,10,6,3700,7.49
74,Willie Snead,BAL,WR,15,TB,31,28,3900,7.45
75,Isaiah McKenzie,BUF,WR,15,DET,17,20,3900,7.29
76,Marcell Ateman,OAK,WR,15,CIN,32,17,3600,7.18
77,Jermaine Kearse,NYJ,WR,15,HOU,9,10,3500,7.05
78,Keke Coutee,HOU,WR,15,NYJ,21,25,4300,7.03
79,DeSean Jackson,TB,WR,15,BAL,2,5,4800,6.65
79,Dontrelle Inman,IND,WR,15,DAL,4,3,3800,6.65
