Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
37,Isaiah Crowell,NYJ,RB,7,MIN,20,9,4400,9.11
38,Royce Freeman,DEN,RB,7,ARI,15,32,4200,9.06
39,Frank Gore,MIA,RB,7,DET,22,30,3800,9.02
40,Derrick Henry,TEN,RB,7,LAC,13,13,null,7.55
41,LeGarrette Blount,DET,RB,7,MIA,16,28,3700,6.52
42,Chris Ivory,BUF,RB,7,IND,24,19,3800,6.51
43,Devontae Booker,DEN,RB,7,ARI,15,32,3900,5.64
44,Alfred Blue,HOU,RB,7,JAX,3,8,3700,5.58
45,Kapri Bibbs,WAS,RB,7,DAL,2,6,3100,5.29
46,Justin Jackson,LAC,RB,7,TEN,4,7,null,5.17
47,Jamaal Charles,JAX,RB,7,HOU,12,12,3000,5.14
48,Kyle Juszczyk,SF,FB,7,LAR,8,10,3900,5.02
49,Ameer Abdullah,DET,RB,7,MIA,16,28,3000,4.75
50,Ronald Jones II,TB,RB,7,CLE,21,27,3900,4.71
51,Wayne Gallman,NYG,RB,7,ATL,31,28,3600,4.52
52,Raheem Mostert,SF,RB,7,LAR,8,10,3300,4.14
53,Spencer Ware,KC,RB,7,CIN,25,23,3500,3.7
54,Mark Walton,CIN,RB,7,KC,31,31,3500,3.6
55,Alfred Morris,SF,RB,7,LAR,8,10,4600,3.47
56,CJ Anderson,CAR,RB,7,PHI,9,3,3500,3.24
57,Malcolm Brown,LAR,RB,7,SF,29,22,4300,3.08
58,Chase Edmonds,ARI,RB,7,DEN,24,29,4300,3.06
59,Rod Smith,DAL,RB,7,WAS,7,11,4000,2.77
60,Jordan Wilkins,IND,RB,7,BUF,6,20,3400,2.67
60,Mike Boone,MIN,RB,7,NYJ,19,17,3000,2.67
62,Josh Adams,PHI,RB,7,CAR,14,14,3000,2.44
63,Gus Edwards,BAL,RB,7,NO,27,5,3000,2.36
64,Roc Thomas,MIN,RB,7,NYJ,19,17,3100,2.02
65,Jacquizz Rodgers,TB,RB,7,CLE,21,27,3000,1.89
66,Detrez Newsome,LAC,RB,7,TEN,4,7,null,1.82
67,Anthony Sherman,KC,FB,7,CIN,25,23,3000,1.77
68,De'Lance Turner,BAL,RB,7,NO,27,5,null,1.63
69,CJ Ham,MIN,RB,7,NYJ,19,17,3200,1.62
70,Samaje Perine,WAS,RB,7,DAL,2,6,3000,1.5
71,Marcus Murphy,BUF,RB,7,IND,24,19,3000,1.22
72,James Develin,NE,RB,7,CHI,10,2,3000,1.13
73,David Fluellen,TEN,RB,7,LAC,13,13,null,1.06
74,Trenton Cannon,NYJ,RB,7,MIN,20,9,3000,1
75,Kenjon Barner,NE,RB,7,CHI,10,2,3000,0.98
76,Andy Janovich,DEN,FB,7,ARI,15,32,3000,0.91
77,David Williams,JAX,RB,7,HOU,12,12,3000,0.87
78,Benjamin Cunningham,CHI,RB,7,NE,23,18,3200,0.86
79,Damien Williams,KC,RB,7,CIN,25,23,3000,0.78
80,Tommy Bohanon,JAX,FB,7,HOU,12,12,3000,0.57
81,Derek Watt,LAC,FB,7,TEN,4,7,null,0.54
81,Kalen Ballage,MIA,RB,7,DET,22,30,3300,0.54
81,Dontrell Hilliard,CLE,RB,7,TB,32,24,3000,0.54
84,Brandon Bolden,MIA,RB,7,DET,22,30,3000,0.53
85,Dwayne Washington,NO,RB,7,BAL,1,1,3000,0.48
85,Elijhaa Penny,NYG,RB,7,ATL,31,28,3000,0.48
87,Derrick Coleman,ARI,FB,7,DEN,24,29,3000,0.46
88,Jamize Olawale,DAL,FB,7,WAS,7,11,3000,0.45
89,Tyler Ervin,HOU,RB,7,JAX,3,8,3000,0.44
90,Zach Line,NO,FB,7,BAL,1,1,3000,0.43
91,Ricky Ortiz,ATL,RB,7,NYG,18,20,3000,0.41
92,Patrick DiMarco,BUF,FB,7,IND,24,19,3000,0.4
93,Senorise Perry,MIA,RB,7,DET,22,30,3000,0.36
94,Matt Dayes,SF,RB,7,LAR,8,10,null,0.2
95,Alex Armah,CAR,RB,7,PHI,9,3,3000,0.16
96,DJ Foster,ARI,RB,7,DEN,24,29,null,0
96,TJ Logan,ARI,RB,7,DEN,24,29,null,0
96,Dalyn Dawkins,TEN,RB,7,LAC,13,13,null,0
96,Melvin Gordon,LAC,RB,7,TEN,4,7,null,0
96,Rex Burkhead,NE,RB,7,CHI,10,2,3500,0
96,Jeremy Hill,NE,RB,7,CHI,10,2,null,0
96,Michael Burton,CHI,FB,7,NE,23,18,3000,0
96,Taquan Mizzell,CHI,RB,7,NE,23,18,null,0
96,Robert Turbin,IND,RB,7,BUF,6,20,3500,0
96,Taiwan Jones,BUF,RB,7,IND,24,19,3000,0
96,Christine Michael,IND,RB,7,BUF,6,20,null,0
96,Giovani Bernard,CIN,RB,7,KC,31,31,4500,0
96,Darrel Williams,KC,RB,7,CIN,25,23,3000,0
96,Theo Riddick,DET,RB,7,MIA,16,28,3800,0
96,Nick Bawden,DET,FB,7,MIA,16,28,null,0
96,Dalvin Cook,MIN,RB,7,NYJ,19,17,5700,0
96,Elijah McGuire,NYJ,RB,7,MIN,20,9,3000,0
96,Cameron Artis-Payne,CAR,RB,7,PHI,9,3,3000,0
96,Darren Sproles,PHI,RB,7,CAR,14,14,4000,0
96,Fozzy Whittaker,CAR,RB,7,PHI,9,3,null,0
96,Jay Ajayi,PHI,RB,7,CAR,14,14,3000,0
96,Elijah Hood,CAR,RB,7,PHI,9,3,3000,0
96,Alan Cross,TB,FB,7,CLE,21,27,2500,0
96,Shaun Wilson,TB,RB,7,CLE,21,27,3000,0
96,Dan Vitale,CLE,FB,7,TB,32,24,null,0
96,Leonard Fournette,JAX,RB,7,HOU,12,12,6000,0
96,D'Onta Foreman,HOU,RB,7,JAX,3,8,3700,0
96,Corey Grant,JAX,RB,7,HOU,12,12,3000,0
96,Bo Scarbrough,JAX,RB,7,HOU,12,12,null,0
96,Carlos Hyde,JAX,RB,7,HOU,12,12,4700,0
96,Kenneth Dixon,BAL,RB,7,NO,27,5,3000,0
96,Mike Gillislee,NO,RB,7,BAL,1,1,null,0
96,Daniel Lasco,NO,RB,7,BAL,1,1,null,0
96,Mack Brown,WAS,RB,7,DAL,2,6,null,0
96,Chris Thompson,WAS,RB,7,DAL,2,6,5800,0
96,Byron Marshall,WAS,RB,7,DAL,2,6,3000,0
96,Rob Kelley,WAS,RB,7,DAL,2,6,3000,0
96,Jerick McKinnon,SF,RB,7,LAR,8,10,null,0
96,Justin Davis,LAR,RB,7,SF,29,22,3000,0
96,John Kelly,LAR,RB,7,SF,29,22,3900,0
96,Paul Perkins,NYG,RB,7,ATL,31,28,null,0
96,Brian Hill,ATL,RB,7,NYG,18,20,3000,0
96,Jonathan Stewart,NYG,RB,7,ATL,31,28,3500,0
96,Devonta Freeman,ATL,RB,7,NYG,18,20,5600,0
