Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Patrick Mahomes,KC,QB,7,CIN,25,26,7100,21.25
2,Matt Ryan,ATL,QB,7,NYG,18,18,6500,20.57
3,Jameis Winston,TB,QB,7,CLE,21,5,6300,20.13
4,Kirk Cousins,MIN,QB,7,NYJ,19,15,6400,19.56
5,Andy Dalton,CIN,QB,7,KC,31,28,6400,19.53
6,Jared Goff,LAR,QB,7,SF,29,27,6600,19.52
7,Carson Wentz,PHI,QB,7,CAR,14,18,6000,19.36
8,Cam Newton,CAR,QB,7,PHI,9,19,5900,19.27
9,Andrew Luck,IND,QB,7,BUF,6,3,6200,18.43
10,Baker Mayfield,CLE,QB,7,TB,32,32,5800,18.24
11,Philip Rivers,LAC,QB,7,TEN,4,7,null,18.06
12,Joe Flacco,BAL,QB,7,NO,27,30,5400,18.04
12,Matthew Stafford,DET,QB,7,MIA,16,9,5800,18.04
14,Tom Brady,NE,QB,7,CHI,10,11,6100,18.02
15,Mitch Trubisky,CHI,QB,7,NE,23,23,5600,18
16,Blake Bortles,JAX,QB,7,HOU,12,16,5200,17.99
17,Deshaun Watson,HOU,QB,7,JAX,3,8,5500,17.78
18,Drew Brees,NO,QB,7,BAL,1,2,5700,17.7
19,Eli Manning,NYG,QB,7,ATL,31,31,5200,17.03
20,CJ Beathard,SF,QB,7,LAR,8,10,4800,16.97
21,Dak Prescott,DAL,QB,7,WAS,7,21,5300,16.41
22,Alex Smith,WAS,QB,7,DAL,2,12,5100,16.22
23,Case Keenum,DEN,QB,7,ARI,15,7,5700,15.82
24,Marcus Mariota,TEN,QB,7,LAC,13,20,null,14.78
25,Sam Darnold,NYJ,QB,7,MIN,20,25,4900,14.23
26,Brock Osweiler,MIA,QB,7,DET,22,14,4700,13.86
27,Josh Rosen,ARI,QB,7,DEN,24,13,5200,12.25
28,Derek Anderson,BUF,QB,7,IND,24,24,4300,11.4
29,Taysom Hill,NO,QB,7,BAL,1,2,4000,1.93
30,Lamar Jackson,BAL,QB,7,NO,27,30,4500,1.81
31,Jacoby Brissett,IND,QB,7,BUF,6,3,4500,0.67
32,Tyrod Taylor,CLE,QB,7,TB,32,32,4500,0.25
33,Trevor Siemian,MIN,QB,7,NYJ,19,15,4400,0.21
34,Ryan Fitzpatrick,TB,QB,7,CLE,21,5,4800,0.2
35,Josh McCown,NYJ,QB,7,MIN,20,25,4300,0.17
35,Alex Tanney,NYG,QB,7,ATL,31,31,4000,0.17
37,Nick Foles,PHI,QB,7,CAR,14,18,4500,0.16
38,Nathan Peterman,BUF,QB,7,IND,24,24,4200,0.15
39,Mike Glennon,ARI,QB,7,DEN,24,13,4300,0.14
40,Brian Hoyer,NE,QB,7,CHI,10,11,4500,0.13
40,Cody Kessler,JAX,QB,7,HOU,12,16,4400,0.13
42,Blaine Gabbert,TEN,QB,7,LAC,13,20,null,0.12
42,Sean Mannion,LAR,QB,7,SF,29,27,4400,0.12
44,Chad Kelly,DEN,QB,7,ARI,15,7,4600,0.11
44,Chase Daniel,CHI,QB,7,NE,23,23,4500,0.11
44,Brandon Weeden,HOU,QB,7,JAX,3,8,4300,0.11
44,Colt McCoy,WAS,QB,7,DAL,2,12,4400,0.11
48,Cooper Rush,DAL,QB,7,WAS,7,21,4200,0.1
49,Teddy Bridgewater,NO,QB,7,BAL,1,2,4500,0.09
49,Nick Mullens,SF,QB,7,LAR,8,10,4500,0.09
49,Matt Schaub,ATL,QB,7,NYG,18,18,4400,0.09
52,Chad Henne,KC,QB,7,CIN,25,26,4300,0.08
53,Geno Smith,LAC,QB,7,TEN,4,7,null,0.07
54,Matt Cassel,DET,QB,7,MIA,16,9,4400,0.06
55,Jeff Driskel,CIN,QB,7,KC,31,28,4200,0.04
56,David Fales,MIA,QB,7,DET,22,14,4000,0.03
57,Taylor Heinicke,CAR,QB,7,PHI,9,19,4000,0.02
58,Sam Bradford,ARI,QB,7,DEN,24,13,4500,0
58,Kevin Hogan,DEN,QB,7,ARI,15,7,4000,0
58,Austin Davis,TEN,QB,7,LAC,13,20,null,0
58,Cardale Jones,LAC,QB,7,TEN,4,7,null,0
58,Brad Kaaya,IND,QB,7,BUF,6,3,null,0
58,Josh Allen,BUF,QB,7,IND,24,24,4800,0
58,Christian Hackenberg,CIN,QB,7,KC,31,28,null,0
58,Luke Falk,MIA,QB,7,DET,22,14,null,0
58,Jake Rudock,DET,QB,7,MIA,16,9,null,0
58,Bryce Petty,MIA,QB,7,DET,22,14,null,0
58,Ryan Tannehill,MIA,QB,7,DET,22,14,5200,0
58,Kyle Sloter,MIN,QB,7,NYJ,19,15,4000,0
58,Connor Cook,CAR,QB,7,PHI,9,19,null,0
58,Nate Sudfeld,PHI,QB,7,CAR,14,18,4000,0
58,Drew Stanton,CLE,QB,7,TB,32,32,4000,0
58,Ryan Griffin,TB,QB,7,CLE,21,5,4500,0
58,Joe Webb,HOU,QB,7,JAX,3,8,4000,0
58,Robert Griffin III,BAL,QB,7,NO,27,30,4500,0
58,Jameill Showers,DAL,QB,7,WAS,7,21,null,0
58,Mike White,DAL,QB,7,WAS,7,21,4000,0
58,Tom Savage,SF,QB,7,LAR,8,10,null,0
58,Jimmy Garoppolo,SF,QB,7,LAR,8,10,4000,0
58,Brandon Allen,LAR,QB,7,SF,29,27,null,0
58,Kyle Lauletta,NYG,QB,7,ATL,31,31,4000,0
