Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
52,Matt LaCosse,DEN,TE,7,ARI,15,13,2500,1.92
53,Jerell Adams,HOU,TE,7,JAX,3,5,null,1.8
54,Matt Lengel,CIN,TE,7,KC,31,30,2500,1.78
55,Mo Alie-Cox,IND,TE,7,BUF,6,11,2500,1.68
56,Luke Stocker,TEN,TE,7,LAC,13,17,null,1.65
57,Seth DeValve,CLE,TE,7,TB,32,32,2500,1.55
58,Anthony Firkser,TEN,TE,7,LAC,13,17,null,1.53
59,Ian Thomas,CAR,TE,7,PHI,9,4,2500,1.52
60,Logan Thomas,BUF,TE,7,IND,24,23,2500,1.46
61,Dion Sims,CHI,TE,7,NE,23,25,2500,1.25
62,Gabe Holmes,ARI,TE,7,DEN,24,22,2500,1.23
63,David Morgan,MIN,TE,7,NYJ,19,18,2500,1.18
64,Mason Schreck,CIN,TE,7,KC,31,30,2500,0.95
65,Eric Saubert,ATL,TE,7,NYG,18,9,2500,0.94
66,Scott Simonson,NYG,TE,7,ATL,31,24,2500,0.89
67,Logan Paulsen,ATL,TE,7,NYG,18,9,2500,0.87
68,Michael Roberts,DET,TE,7,MIA,16,10,2500,0.82
69,Joshua Perkins,PHI,TE,7,CAR,14,28,2500,0.74
70,Orson Charles,CLE,TE,7,TB,32,32,2500,0.63
71,Antony Auclair,TB,TE,7,CLE,21,14,2500,0.62
72,Chris Manhertz,CAR,TE,7,PHI,9,4,2500,0.56
73,Jeremy Sprinkle,WAS,TE,7,DAL,2,9,2500,0.5
74,Tyler Conklin,MIN,TE,7,NYJ,19,18,2500,0.48
75,Durham Smythe,MIA,TE,7,DET,22,20,2500,0.43
76,Dalton Schultz,DAL,TE,7,WAS,7,15,2500,0.41
77,Ben Braunecker,CHI,TE,7,NE,23,25,2500,0.39
78,Brian Parker,DEN,TE,7,ARI,15,13,2500,0.28
78,MyCole Pruitt,TEN,TE,7,LAC,13,17,null,0.28
80,Cole Wick,SF,TE,7,LAR,8,16,2500,0.25
81,Jake Butt,DEN,TE,7,ARI,15,13,null,0
81,Troy Fumagalli,DEN,TE,7,ARI,15,13,null,0
81,Delanie Walker,TEN,TE,7,LAC,13,17,null,0
81,Sean Culkin,LAC,TE,7,TEN,4,1,null,0
81,Rob Gronkowski,NE,TE,7,CHI,10,24,6000,0
81,Adam Shaheen,CHI,TE,7,NE,23,25,2500,0
81,Jacob Hollister,NE,TE,7,CHI,10,24,2500,0
81,Ryan Izzo,NE,TE,7,CHI,10,24,null,0
81,Stephen Anderson,NE,TE,7,CHI,10,24,null,0
81,Jack Doyle,IND,TE,7,BUF,6,11,4600,0
81,Khari Lee,BUF,TE,7,IND,24,23,null,0
81,Ross Travis,IND,TE,7,BUF,6,11,null,0
81,Tyler Eifert,CIN,TE,7,KC,31,30,2500,0
81,Tyler Kroft,CIN,TE,7,KC,31,30,2500,0
81,Alex Ellis,KC,TE,7,CIN,25,26,null,0
81,Cethan Carter,CIN,TE,7,KC,31,30,null,0
81,MarQueis Gray,MIA,TE,7,DET,22,20,null,0
81,AJ Derby,MIA,TE,7,DET,22,20,2500,0
81,Hakeem Valles,DET,TE,7,MIA,16,10,null,0
81,Richard Rodgers,PHI,TE,7,CAR,14,28,2500,0
81,Niles Paul,JAX,TE,7,HOU,12,22,2600,0
81,Ryan Griffin,HOU,TE,7,JAX,3,5,2500,0
81,Austin Seferian-Jenkins,JAX,TE,7,HOU,12,22,2700,0
81,James O'Shaughnessy,JAX,TE,7,HOU,12,22,2600,0
81,Michael Hoomanawanui,NO,TE,7,BAL,1,8,null,0
81,Garrett Griffin,NO,TE,7,BAL,1,8,null,0
81,Ross Dwelley,SF,TE,7,LAR,8,16,2500,0
81,Garrett Dickerson,NYG,TE,7,ATL,31,24,2500,0
