Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Zach Ertz,PHI,TE,7,CAR,14,28,7100,16.4
2,Travis Kelce,KC,TE,7,CIN,25,26,6700,16.01
3,Eric Ebron,IND,TE,7,BUF,6,11,5400,13.44
4,George Kittle,SF,TE,7,LAR,8,16,5000,11.38
5,David Njoku,CLE,TE,7,TB,32,32,4200,11.37
6,Austin Hooper,ATL,TE,7,NYG,18,9,4200,10.71
7,Kyle Rudolph,MIN,TE,7,NYJ,19,18,3900,10.66
8,Jordan Reed,WAS,TE,7,DAL,2,9,4800,10.46
9,Greg Olsen,CAR,TE,7,PHI,9,4,4400,10.14
10,Evan Engram,NYG,TE,7,ATL,31,24,4300,9.93
11,Trey Burton,CHI,TE,7,NE,23,25,4300,9.86
12,OJ Howard,TB,TE,7,CLE,21,14,3600,9.03
13,CJ Uzomah,CIN,TE,7,KC,31,30,3400,8.97
14,Ricky Seals-Jones,ARI,TE,7,DEN,24,22,3100,7.63
15,Benjamin Watson,NO,TE,7,BAL,1,8,3000,7.4
16,Charles Clay,BUF,TE,7,IND,24,23,2800,7.05
17,Jeff Heuerman,DEN,TE,7,ARI,15,13,2800,6.39
18,Geoff Swaim,DAL,TE,7,WAS,7,15,2900,6.26
19,Vernon Davis,WAS,TE,7,DAL,2,9,3200,5.94
20,Cameron Brate,TB,TE,7,CLE,21,14,3100,5.86
21,Antonio Gates,LAC,TE,7,TEN,4,1,null,5.76
22,David Grinnage,JAX,TE,7,HOU,12,22,2500,5.33
23,Nick O'Leary,MIA,TE,7,DET,22,20,2600,4.9
24,Dwayne Allen,NE,TE,7,CHI,10,24,2600,4.85
25,Jordan Akins,HOU,TE,7,JAX,3,5,2500,4.53
25,Gerald Everett,LAR,TE,7,SF,29,29,2700,4.53
27,Dallas Goedert,PHI,TE,7,CAR,14,28,2600,4.43
28,Mike Gesicki,MIA,TE,7,DET,22,20,2600,4.11
29,Erik Swoope,IND,TE,7,BUF,6,11,2500,4.06
30,Mark Andrews,BAL,TE,7,NO,27,2,2600,3.83
31,Hayden Hurst,BAL,TE,7,NO,27,2,2600,3.69
32,Nick Boyle,BAL,TE,7,NO,27,2,2500,3.47
33,Jordan Thomas,HOU,TE,7,JAX,3,5,2500,3.32
33,Luke Willson,DET,TE,7,MIA,16,10,2500,3.32
35,Rhett Ellison,NYG,TE,7,ATL,31,24,2800,3.19
36,Tyler Higbee,LAR,TE,7,SF,29,29,2700,3.16
37,Jonnu Smith,TEN,TE,7,LAC,13,17,null,3.14
38,Josh Hill,NO,TE,7,BAL,1,8,2600,3.11
39,Maxx Williams,BAL,TE,7,NO,27,2,2500,3
40,Virgil Green,LAC,TE,7,TEN,4,1,null,2.95
41,Darren Fells,CLE,TE,7,TB,32,32,2500,2.75
42,Jermaine Gresham,ARI,TE,7,DEN,24,22,2900,2.67
43,Demetrius Harris,KC,TE,7,CIN,25,26,2500,2.66
44,Blake Bell,JAX,TE,7,HOU,12,22,null,2.48
45,Jason Croom,BUF,TE,7,IND,24,23,2500,2.46
46,Eric Tomlinson,NYJ,TE,7,MIN,20,27,2500,2.34
47,Garrett Celek,SF,TE,7,LAR,8,16,2500,2.31
48,Jordan Leggett,NYJ,TE,7,MIN,20,27,2500,2.24
49,Blake Jarwin,DAL,TE,7,WAS,7,15,2500,2.19
50,Levine Toilolo,DET,TE,7,MIA,16,10,2500,2.12
51,Rico Gathers,DAL,TE,7,WAS,7,15,2500,2.05
