Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Adam Thielen,MIN,WR,7,NYJ,19,26,8600,21.13
2,AJ Green,CIN,WR,7,KC,31,17,8100,19.3
3,Julio Jones,ATL,WR,7,NYG,18,8,8400,18.92
3,Odell Beckham Jr,NYG,WR,7,ATL,31,29,8100,18.92
5,Tyreek Hill,KC,WR,7,CIN,25,18,8500,17.56
6,Michael Thomas,NO,WR,7,BAL,1,6,7900,17.3
7,Robert Woods,LAR,WR,7,SF,29,24,7000,16.85
8,Stefon Diggs,MIN,WR,7,NYJ,19,26,7200,16.66
9,DeAndre Hopkins,HOU,WR,7,JAX,3,1,6900,16.47
10,Golden Tate,DET,WR,7,MIA,16,11,6400,16.43
11,Jarvis Landry,CLE,WR,7,TB,32,31,7300,16.01
12,Mike Evans,TB,WR,7,CLE,21,23,7700,15.98
13,Keenan Allen,LAC,WR,7,TEN,4,13,null,15.78
14,Alshon Jeffery,PHI,WR,7,CAR,14,15,6300,15.64
15,Brandin Cooks,LAR,WR,7,SF,29,24,7100,15.44
16,Emmanuel Sanders,DEN,WR,7,ARI,15,2,7200,15.11
17,Kenny Golladay,DET,WR,7,MIA,16,11,6000,14.88
18,Julian Edelman,NE,WR,7,CHI,10,27,6600,14.78
19,Tyler Boyd,CIN,WR,7,KC,31,17,6700,14.62
20,Michael Crabtree,BAL,WR,7,NO,27,32,5100,13.81
21,T.Y. Hilton,IND,WR,7,BUF,6,2,6200,13.68
22,John Brown,BAL,WR,7,NO,27,32,5700,13.04
23,Devin Funchess,CAR,WR,7,PHI,9,25,5300,12.98
24,Sterling Shepard,NYG,WR,7,ATL,31,29,5400,12.69
25,Marvin Jones,DET,WR,7,MIA,16,11,4900,12.6
26,Demaryius Thomas,DEN,WR,7,ARI,15,2,6200,12.43
27,Josh Gordon,NE,WR,7,CHI,10,27,5600,12.34
28,Marquise Goodwin,SF,WR,7,LAR,8,22,4600,12.3
29,Taylor Gabriel,CHI,WR,7,NE,23,19,4700,12.24
30,DeSean Jackson,TB,WR,7,CLE,21,23,5800,12.05
31,Corey Davis,TEN,WR,7,LAC,13,21,null,11.98
32,Allen Robinson,CHI,WR,7,NE,23,19,6100,11.68
33,Jermaine Kearse,NYJ,WR,7,MIN,20,12,4100,11.29
34,Christian Kirk,ARI,WR,7,DEN,24,10,4500,11.26
35,Chester Rogers,IND,WR,7,BUF,6,2,4700,11.21
36,Dede Westbrook,JAX,WR,7,HOU,12,7,4800,11.16
37,Chris Godwin,TB,WR,7,CLE,21,23,4600,11.12
38,Keelan Cole,JAX,WR,7,HOU,12,7,4600,11.03
39,Nelson Agholor,PHI,WR,7,CAR,14,15,5000,10.94
40,Willie Snead,BAL,WR,7,NO,27,32,4000,10.72
41,Larry Fitzgerald,ARI,WR,7,DEN,24,10,4700,10.6
42,Cole Beasley,DAL,WR,7,WAS,7,16,3900,10.48
43,Sammy Watkins,KC,WR,7,CIN,25,18,5100,10.47
44,Keke Coutee,HOU,WR,7,JAX,3,1,4300,10.46
45,Albert Wilson,MIA,WR,7,DET,22,5,4000,10.44
46,Kenny Stills,MIA,WR,7,DET,22,5,4400,9.99
47,Will Fuller,HOU,WR,7,JAX,3,1,5500,9.92
48,Robby Anderson,NYJ,WR,7,MIN,20,12,4500,9.78
49,Tyrell Williams,LAC,WR,7,TEN,4,13,null,9.47
50,Pierre Garcon,SF,WR,7,LAR,8,22,4500,9.34
51,Antonio Callaway,CLE,WR,7,TB,32,31,4300,9.33
52,Mike Williams,LAC,WR,7,TEN,4,13,null,9.24
53,Chris Hogan,NE,WR,7,CHI,10,27,3800,9.17
54,Calvin Ridley,ATL,WR,7,NYG,18,8,6000,8.89
55,Kelvin Benjamin,BUF,WR,7,IND,24,14,3500,8.84
56,Donte Moncrief,JAX,WR,7,HOU,12,7,4100,8.79
57,Tre'Quan Smith,NO,WR,7,BAL,1,6,3700,8.78
58,Danny Amendola,MIA,WR,7,DET,22,5,3900,8.63
59,Courtland Sutton,DEN,WR,7,ARI,15,2,4000,8.2
60,D.J. Moore,CAR,WR,7,PHI,9,25,3900,8.18
61,Taywan Taylor,TEN,WR,7,LAC,13,21,null,8.03
62,Mohamed Sanu,ATL,WR,7,NYG,18,8,5200,7.94
63,Zay Jones,BUF,WR,7,IND,24,14,3700,7.92
64,Cameron Meredith,NO,WR,7,BAL,1,6,3800,7.71
65,Anthony Miller,CHI,WR,7,NE,23,19,3400,7.65
66,Maurice Harris,WAS,WR,7,DAL,2,3,3000,7.59
67,Josh Reynolds,LAR,WR,7,SF,29,24,3500,7.38
68,Josh Doctson,WAS,WR,7,DAL,2,3,3600,7.03
69,Adam Humphries,TB,WR,7,CLE,21,23,3500,6.89
