Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Travis Kelce,KC,TE,9,79,51,64.6,741,6,43,9.4,14.5,0,0,0,0,0,0,18.9,170.1
2,Zach Ertz,PHI,TE,8,84,61,72.6,644,3,34,7.7,10.6,0,0,0,0,0,0,19,152.4
3,George Kittle,SF,TE,9,61,41,67.2,692,3,82,11.3,16.9,0,0,0,0,0,0,15.1,136.2
4,Eric Ebron,IND,TE,8,62,36,58.1,394,7,28,6.4,10.9,1,-1,-1,0,0,0,15,120.3
5,Jared Cook,OAK,TE,8,50,38,76,494,3,45,9.9,13,0,0,0,0,0,0,13.9,111.4
6,OJ Howard,TB,TE,8,40,28,70,472,5,75,11.8,16.9,0,0,0,0,0,0,13.2,105.2
7,Trey Burton,CHI,TE,8,41,29,70.7,371,5,47,9,12.8,1,2,2,0,0,0,12.4,99.3
8,Jimmy Graham,GB,TE,8,55,32,58.2,425,2,54,7.7,13.3,0,0,0,0,0,0,11.2,89.5
9,Austin Hooper,ATL,TE,8,44,36,81.8,362,2,36,8.2,10.1,0,0,0,0,0,0,10.8,86.2
10,David Njoku,CLE,TE,9,57,35,61.4,350,2,24,6.1,10,0,0,0,0,0,0,9.1,82
11,Rob Gronkowski,NE,TE,7,43,29,67.4,448,1,42,10.4,15.4,0,0,0,0,1,1,11.7,81.8
12,Kyle Rudolph,MIN,TE,9,44,34,77.3,349,2,25,7.9,10.3,0,0,0,0,0,0,9,80.9
13,Jordan Reed,WAS,TE,8,53,33,62.3,340,1,34,6.4,10.3,0,0,0,0,1,1,9,72
14,Vance McDonald,PIT,TE,7,34,26,76.5,346,1,75,10.2,13.3,0,0,0,0,2,1,9.8,68.6
15,Benjamin Watson,NO,TE,8,32,26,81.2,292,2,32,9.1,11.2,0,0,0,0,0,0,8.4,67.2
16,Jesse James,PIT,TE,8,27,21,77.8,336,1,51,12.4,16,0,0,0,0,0,0,8,63.6
17,Jeff Heuerman,DEN,TE,9,40,25,62.5,217,2,36,5.4,8.7,0,0,0,0,0,0,6.5,58.7
18,Greg Olsen,CAR,TE,5,24,18,75,218,3,23,9.1,12.1,0,0,0,0,0,0,11.6,57.8
19,Mark Andrews,BAL,TE,9,32,21,65.6,244,2,30,7.6,11.6,0,0,0,0,0,0,6.4,57.4
20,Chris Herndon IV,NYJ,TE,7,22,16,72.7,223,3,32,10.1,13.9,0,0,0,0,1,0,8,56.3
21,Dallas Goedert,PHI,TE,8,21,18,85.7,188,3,32,9,10.4,0,0,0,0,0,0,6.8,54.8
22,CJ Uzomah,CIN,TE,8,23,17,73.9,184,2,29,8,10.8,0,0,0,0,0,0,5.9,47.4
23,Ricky Seals-Jones,ARI,TE,8,39,19,48.7,216,1,40,5.5,11.4,0,0,0,0,0,0,5.8,46.6
24,Geoff Swaim,DAL,TE,7,24,19,79.2,205,1,43,8.5,10.8,0,0,0,0,0,0,6.5,45.5
25,Evan Engram,NYG,TE,5,26,17,65.4,145,2,19,5.6,8.5,1,10,10,0,0,0,8.9,44.5
26,Vernon Davis,WAS,TE,8,20,15,75,232,1,50,11.6,15.5,0,0,0,0,0,0,5.5,44.2
27,Cameron Brate,TB,TE,8,20,14,70,129,3,21,6.4,9.2,0,0,0,0,1,1,5.5,43.9
28,Nick Vannett,SEA,TE,7,29,19,65.5,178,1,32,6.1,9.4,0,0,0,0,1,0,6.1,42.8
29,Jordan Thomas,HOU,TE,9,14,9,64.3,127,3,39,9.1,14.1,0,0,0,0,0,0,4.4,39.7
30,Tyler Eifert,CIN,TE,4,19,15,78.9,179,1,29,9.4,11.9,0,0,0,0,0,0,9.7,38.9
31,Will Dissly,SEA,TE,4,14,8,57.1,156,2,66,11.1,19.5,0,0,0,0,0,0,9.6,38.6
32,Jack Doyle,IND,TE,3,22,15,68.2,150,1,17,6.8,10,0,0,0,0,1,1,11.7,35
33,Charles Clay,BUF,TE,9,31,19,61.3,169,0,21,5.5,8.9,0,0,0,0,1,1,3.9,34.9
34,Erik Swoope,IND,TE,5,8,7,87.5,83,3,26,10.4,11.9,0,0,0,0,0,0,6.7,33.3
35,Rhett Ellison,NYG,TE,7,17,13,76.5,117,1,17,6.9,9,0,0,0,0,0,0,4.7,32.7
36,Antonio Gates,LAC,TE,8,21,12,57.1,123,1,27,5.9,10.2,0,0,0,0,0,0,4,32.3
37,Jason Croom,BUF,TE,9,21,13,61.9,131,1,26,6.2,10.1,0,0,0,0,1,1,3.5,31.1
38,Mike Gesicki,MIA,TE,9,23,16,69.6,146,0,27,6.3,9.1,0,0,0,0,0,0,3.4,30.6
39,Michael Roberts,DET,TE,5,9,5,55.6,75,3,29,8.3,15,0,0,0,0,0,0,6.1,30.5
40,Virgil Green,LAC,TE,8,13,11,84.6,132,1,25,10.2,12,0,0,0,0,0,0,3.8,30.2
41,Gerald Everett,LAR,TE,9,21,13,61.9,146,0,22,7,11.2,0,0,0,0,0,0,3.3,29.6
42,Josh Hill,NO,TE,8,12,10,83.3,134,1,23,11.2,13.4,0,0,0,0,0,0,3.7,29.4
43,Nick Boyle,BAL,TE,9,27,14,51.9,136,0,25,5,9.7,0,0,0,0,0,0,3.1,27.6
44,Maxx Williams,BAL,TE,7,14,14,100,127,0,25,9.1,9.1,2,8,4,0,0,0,3.9,27.5
45,Demetrius Harris,KC,TE,8,11,5,45.5,94,2,35,8.5,18.8,0,0,0,0,0,0,3.3,26.4
46,Ryan Griffin,HOU,TE,7,27,11,40.7,153,0,32,5.7,13.9,0,0,0,0,0,0,3.8,26.3
47,Austin Seferian-Jenkins,JAX,TE,5,20,11,55,90,1,21,4.5,8.2,0,0,0,0,0,0,5.2,26
48,Tyler Higbee,LAR,TE,9,15,8,53.3,110,1,33,7.3,13.8,0,0,0,0,0,0,2.8,25
49,Matt LaCosse,DEN,TE,9,15,10,66.7,128,0,44,8.5,12.8,0,0,0,0,0,0,2.5,22.8
50,Luke Stocker,TEN,TE,8,11,8,72.7,79,1,31,7.2,9.9,0,0,0,0,0,0,2.7,21.9
51,Darren Fells,CLE,TE,9,7,6,85.7,90,1,49,12.9,15,0,0,0,0,0,0,2.3,21
