Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Adam Thielen,MIN,WR,9,105,78,74.3,947,7,68,9,12.1,2,20,10,0,1,1,26.6,239.7
2,DeAndre Hopkins,HOU,WR,9,90,63,70,894,7,49,9.9,14.2,1,-7,-7,0,1,1,22.7,204.7
3,Michael Thomas,NO,WR,8,79,70,88.6,880,5,72,11.1,12.6,0,0,0,0,2,2,24.4,195
4,Tyreek Hill,KC,WR,9,70,48,68.6,774,7,75,11.1,16.1,12,61,5.1,0,0,0,20.6,185.5
5,Davante Adams,GB,WR,8,87,58,66.7,730,7,51,8.4,12.6,0,0,0,0,0,0,22.8,182
6,Julio Jones,ATL,WR,8,91,60,65.9,933,1,58,10.3,15.6,1,11,11,0,1,1,21.8,174.4
7,Odell Beckham Jr,NYG,WR,8,91,61,67,785,2,51,8.6,12.9,4,8,2,0,2,1,21.6,172.58
8,Antonio Brown,PIT,WR,8,91,51,56,594,9,48,6.5,11.6,0,0,0,0,0,0,21.3,170.4
9,Emmanuel Sanders,DEN,WR,9,74,56,75.7,707,3,64,9.6,12.6,3,47,15.7,1,1,0,18.8,169.52
10,Robert Woods,LAR,WR,9,74,51,68.9,743,3,36,10,14.6,10,94,9.4,0,0,0,18,161.7
11,Mike Evans,TB,WR,8,78,47,60.3,786,4,72,10.1,16.7,0,0,0,0,2,1,20.1,160.6
12,Stefon Diggs,MIN,WR,8,86,58,67.4,587,4,75,6.8,10.1,7,36,5.1,0,0,0,19.4,155.3
13,AJ Green,CIN,WR,8,76,45,59.2,687,6,38,9,15.3,0,0,0,0,2,1,19.3,154.7
14,Tyler Boyd,CIN,WR,8,66,49,74.2,620,5,49,9.4,12.7,2,3,1.5,0,0,0,18.8,150.3
15,Brandin Cooks,LAR,WR,9,60,41,68.3,757,3,57,12.6,18.5,5,32,6.4,0,1,0,16.3,146.9
16,JuJu Smith-Schuster,PIT,WR,8,78,53,67.9,672,2,67,8.6,12.7,0,0,0,0,0,0,18.3,146.2
17,Jarvis Landry,CLE,WR,9,101,55,54.5,578,2,39,5.7,10.5,0,0,0,0,0,0,14.8,132.8
18,DeSean Jackson,TB,WR,8,47,28,59.6,626,4,75,13.3,22.4,4,19,4.8,1,0,0,16.4,131.5
