Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
62,Spencer Ware,KC,RB,9,20,118,5.9,0,16,13,158,0,0,0,4.5,40.6
63,Raheem Mostert,SF,RB,9,34,261,7.7,1,7,6,25,0,1,1,4.4,39.6
64,Jordan Wilkins,IND,RB,8,52,235,4.5,0,11,10,42,0,1,1,4.6,36.7
65,Kapri Bibbs,WAS,RB,6,13,56,4.3,2,8,6,64,1,0,0,6,36
66,Malcolm Brown,LAR,RB,9,37,189,5.1,0,6,4,42,1,0,0,3.9,35.1
67,Doug Martin,OAK,RB,8,51,220,4.3,0,9,7,42,0,1,1,4,32.2
68,Rashaad Penny,SEA,RB,8,42,146,3.5,0,12,9,75,0,0,0,3.9,31.1
69,Chase Edmonds,ARI,RB,8,22,61,2.8,0,15,13,63,0,0,0,3.2,25.4
70,Marcus Murphy,BUF,RB,6,22,129,5.9,0,18,10,18,0,1,0,4.1,24.7
71,Jacquizz Rodgers,TB,RB,8,15,39,2.6,0,15,13,75,0,0,0,3,24.4
72,Trenton Cannon,NYJ,RB,9,14,29,2.1,0,11,9,102,0,0,0,2.5,22.1
73,CJ Anderson,CAR,RB,8,22,105,4.8,0,3,1,24,1,0,0,2.5,19.9
74,Corey Grant,JAX,RB,5,13,40,3.1,0,12,9,67,0,0,0,3.9,19.7
75,Ronald Jones II,TB,RB,4,19,42,2.2,1,7,6,34,0,0,0,4.9,19.6
76,Anthony Sherman,KC,FB,9,0,0,0,0,5,5,75,1,0,0,2.1,18.5
77,Wayne Gallman,NYG,RB,8,15,48,3.2,0,12,8,62,0,1,1,2.2,18
78,CJ Ham,MIN,RB,9,4,7,1.8,0,12,8,61,0,0,0,1.6,14.8
79,Rex Burkhead,NE,RB,3,24,86,3.6,0,6,3,31,0,1,0,4.9,14.7
80,Devonta Freeman,ATL,RB,2,14,68,4.9,0,7,5,23,0,0,0,7,14.1
81,Alex Armah,CAR,RB,8,5,11,2.2,2,0,0,0,0,0,0,1.6,13.1
82,Leonard Fournette,JAX,RB,2,20,71,3.6,0,4,4,19,0,0,0,6.5,13
83,Josh Adams,PHI,RB,5,20,107,5.4,0,1,1,6,0,0,0,2.5,12.3
84,Mark Walton,CIN,RB,6,13,24,1.8,0,8,5,41,0,0,0,1.9,11.5
85,Zach Line,NO,FB,8,0,0,0,0,7,4,13,1,0,0,1.4,11.3
86,James Develin,NE,RB,9,0,0,0,0,14,8,32,0,0,0,1.2,11.2
87,Kenneth Dixon,BAL,RB,1,13,44,3.4,1,0,0,0,0,0,0,10.4,10.4
88,Elijah McGuire,NYJ,RB,1,7,30,4.3,0,5,3,37,0,0,0,9.7,9.7
89,Andy Janovich,DEN,FB,9,1,2,2,0,3,3,52,0,0,0,0.9,8.4
90,Gus Edwards,BAL,RB,4,15,64,4.3,0,1,1,7,0,0,0,2,8.1
91,Darren Sproles,PHI,RB,1,5,10,2,0,7,4,22,0,0,0,7.2,7.2
92,Kenjon Barner,NE,RB,5,19,71,3.7,0,0,0,0,0,0,0,1.4,7.1
92,Roc Thomas,MIN,RB,5,8,30,3.8,0,4,2,21,0,0,0,1.4,7.1
94,Rod Smith,DAL,RB,8,15,41,2.7,0,4,2,8,0,0,0,0.9,6.9
95,Mike Boone,MIN,RB,7,11,47,4.3,0,3,2,1,0,0,0,1,6.8
95,Stevan Ridley,PIT,RB,6,10,30,3,0,3,3,18,0,1,1,1.1,6.8
97,Tyler Ervin,HOU,RB,9,0,0,0,0,4,3,35,0,1,0,0.7,6.5
98,Keith Smith,OAK,FB,8,1,0,0,0,5,4,22,0,0,0,0.8,6.2
99,Samaje Perine,WAS,RB,3,5,25,5,0,4,3,5,0,0,0,2,6
100,Mike Gillislee,NO,RB,4,16,43,2.7,0,1,1,9,0,1,1,1.3,5.2
100,CJ Prosise,SEA,RB,4,0,0,0,0,3,3,22,0,0,0,1.3,5.2
102,Shaun Wilson,TB,RB,4,4,22,5.5,0,2,2,9,0,0,0,1.3,5.1
103,Damien Williams,KC,RB,7,3,1,0.3,0,3,3,18,0,0,0,0.7,4.9
104,Justin Jackson,LAC,RB,2,5,7,1.4,0,2,2,19,0,0,0,2.3,4.6
105,Kalen Ballage,MIA,RB,5,4,8,2,0,2,2,17,0,0,0,0.9,4.5
106,Patrick DiMarco,BUF,FB,9,0,0,0,0,2,2,24,0,0,0,0.5,4.4
107,Jeremy Hill,NE,RB,1,4,25,6.2,0,1,1,6,0,0,0,4.1,4.1
107,De'Lance Turner,BAL,RB,4,1,4,4,0,2,2,17,0,0,0,1,4.1
109,Derrick Coleman,ARI,FB,8,2,3,1.5,0,2,2,17,0,0,0,0.5,4
110,Dontrell Hilliard,CLE,RB,4,0,0,0,0,2,1,24,0,0,0,0.8,3.4
110,Jamaal Charles,JAX,RB,2,6,7,1.2,0,3,2,7,0,0,0,1.7,3.4
112,Deandre Washington,OAK,RB,2,6,31,5.2,0,0,0,0,0,0,0,1.6,3.1
113,Tommy Bohanon,JAX,FB,8,0,0,0,0,4,2,10,0,0,0,0.4,3
114,Roosevelt Nix,PIT,RB,8,0,0,0,0,2,1,19,0,0,0,0.4,2.9
114,Ameer Abdullah,DET,RB,3,1,1,1,0,2,2,18,0,1,1,1,2.9
116,Benjamin Cunningham,CHI,RB,8,4,8,2,0,2,1,9,0,0,0,0.3,2.7
116,Ricky Ortiz,ATL,RB,8,0,0,0,0,3,2,7,0,0,0,0.3,2.7
118,Tre Madden,SEA,RB,8,3,3,1,0,2,1,7,0,0,0,0.2,2
119,Jaylen Samuels,PIT,FB,6,5,19,3.8,0,0,0,0,0,0,0,0.3,1.9
120,Jonathan Stewart,NYG,RB,3,6,17,2.8,0,0,0,0,0,0,0,0.6,1.7
121,Alan Cross,TB,FB,8,0,0,0,0,4,1,6,0,0,0,0.2,1.6
121,Michael Burton,CHI,FB,4,0,0,0,0,1,1,6,0,0,0,0.4,1.6
123,Brandon Wilds,JAX,RB,3,6,15,2.5,0,0,0,0,0,0,0,0.5,1.5
123,Taquan Mizzell,CHI,RB,1,0,0,0,0,2,1,5,0,0,0,1.5,1.5
125,Jamize Olawale,DAL,FB,8,0,0,0,0,1,1,3,0,0,0,0.2,1.3
125,Robert Turbin,IND,RB,2,4,10,2.5,0,2,1,3,0,1,1,0.6,1.3
127,Jonathan Williams,NO,RB,3,3,0,0,0,1,1,1,0,0,0,0.4,1.1
128,Christine Michael,IND,RB,1,2,9,4.5,0,0,0,0,0,0,0,0.9,0.9
129,Rob Kelley,WAS,RB,2,4,8,2,0,0,0,0,0,0,0,0.4,0.8
130,Nick Bellore,DET,RB,8,0,0,0,0,1,1,-5,0,0,0,0.1,0.5
131,Jeremy McNichols,IND,RB,1,2,4,2,0,0,0,0,0,0,0,0.4,0.4
132,David Fluellen,TEN,RB,6,1,2,2,0,0,0,0,0,0,0,0,0.2
132,Dwayne Washington,NO,RB,2,2,2,1,0,0,0,0,0,0,0,0.1,0.2
132,Elijhaa Penny,NYG,RB,4,1,2,2,0,0,0,0,0,0,0,0,0.2
132,David Williams,JAX,RB,1,1,2,2,0,0,0,0,0,0,0,0.2,0.2
136,Derek Watt,LAC,FB,8,1,1,1,0,0,0,0,0,0,0,0,0.1
137,Taiwan Jones,BUF,RB,6,0,0,0,0,2,0,0,0,0,0,0,0
137,Brandon Bolden,MIA,RB,9,0,0,0,0,0,0,0,0,0,0,0,0
137,Senorise Perry,MIA,RB,9,0,0,0,0,0,0,0,0,0,0,0,0
137,Tra Carson,GB,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
137,Patrick Ricard,BAL,FB,8,0,0,0,0,0,0,0,0,0,0,0,0
137,Shane Smith,NYG,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
137,Detrez Newsome,LAC,RB,4,1,0,0,0,0,0,0,0,0,0,0,0
137,Gregory Howell Jr.,HOU,RB,8,0,0,0,0,0,0,0,0,0,0,0,0
137,Darius Jackson,GB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
137,Justin Davis,LAR,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
137,Cameron Artis-Payne,CAR,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
137,Brian Hill,ATL,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
137,TJ Logan,ARI,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
137,Thomas Rawls,CIN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
