Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Evan Engram,NYG,TE,15,TEN,12,8,66.7,75,0,22,6.2,9.4,0,0,0,0,0,0,15.5,15.5
2,Garrett Celek,SF,TE,15,SEA,2,2,100,61,1,41,30.5,30.5,0,0,0,0,0,0,14.1,14.1
3,Trey Burton,CHI,TE,15,GB,7,4,57.1,36,1,13,5.1,9,0,0,0,0,0,0,13.6,13.6
4,Travis Kelce,KC,TE,15,LAC,9,7,77.8,61,0,16,6.8,8.7,0,0,0,0,0,0,13.1,13.1
5,Chris Manhertz,CAR,TE,15,NO,2,1,50,50,1,50,25,50,0,0,0,0,0,0,12,12
6,Jeremy Sprinkle,WAS,TE,15,JAX,3,3,100,19,1,9,6.3,6.3,0,0,0,0,0,0,10.9,10.9
7,Gerald Everett,LAR,TE,15,PHI,7,5,71.4,46,0,20,6.6,9.2,0,0,0,0,0,0,9.6,9.6
8,Antonio Gates,LAC,TE,15,KC,5,4,80,54,0,22,10.8,13.5,0,0,0,0,0,0,9.4,9.4
9,Vance McDonald,PIT,TE,15,NE,3,2,66.7,13,1,8,4.3,6.5,0,0,0,0,0,0,9.3,9.3
10,Blake Jarwin,DAL,TE,15,IND,7,4,57.1,45,0,18,6.4,11.2,0,0,0,0,0,0,8.5,8.5
11,Chris Herndon IV,NYJ,TE,15,HOU,4,3,75,53,0,25,13.2,17.7,0,0,0,0,0,0,8.3,8.3
11,Matt LaCosse,DEN,TE,15,CLE,6,4,66.7,43,0,14,7.2,10.8,0,0,0,0,0,0,8.3,8.3
13,George Kittle,SF,TE,15,SEA,8,3,37.5,51,0,21,6.4,17,0,0,0,0,0,0,8.1,8.1
14,Tyler Conklin,MIN,TE,15,MIA,3,2,66.7,53,0,33,17.7,26.5,0,0,0,0,0,0,7.3,7.3
15,Lee Smith,OAK,TE,15,CIN,1,1,100,1,1,1,1,1,0,0,0,0,0,0,7.1,7.1
16,Levine Toilolo,DET,TE,15,BUF,4,4,100,28,0,18,7,7,0,0,0,0,0,0,6.8,6.8
17,Lance Kendricks,GB,TE,15,CHI,4,4,100,27,0,16,6.8,6.8,0,0,0,0,0,0,6.7,6.7
18,Jimmy Graham,GB,TE,15,CHI,5,3,60,32,0,13,6.4,10.7,0,0,0,0,0,0,6.2,6.2
19,David Njoku,CLE,TE,15,DEN,5,3,60,30,0,20,6,10,0,0,0,0,0,0,6,6
20,Adam Shaheen,CHI,TE,15,GB,2,2,100,39,0,23,19.5,19.5,0,0,0,0,0,0,5.9,5.9
21,Dalton Schultz,DAL,TE,15,IND,4,3,75,23,0,8,5.8,7.7,0,0,0,0,0,0,5.3,5.3
21,Kyle Rudolph,MIN,TE,15,MIA,3,3,100,23,0,12,7.7,7.7,0,0,0,0,0,0,5.3,5.3
23,Ricky Seals-Jones,ARI,TE,15,ATL,8,3,37.5,22,0,9,2.8,7.3,0,0,0,0,0,0,5.2,5.2
23,Zach Ertz,PHI,TE,15,LAR,7,3,42.9,22,0,11,3.1,7.3,0,0,0,0,0,0,5.2,5.2
25,Mark Andrews,BAL,TE,15,TB,4,2,50,31,0,17,7.8,15.5,0,0,0,0,0,0,5.1,5.1
26,Hayden Hurst,BAL,TE,15,TB,3,3,100,20,0,8,6.7,6.7,0,0,0,0,0,0,5,5
27,Luke Stocker,TEN,TE,15,NYG,2,2,100,27,0,15,13.5,13.5,0,0,0,0,0,0,4.7,4.7
28,Josh Hill,NO,TE,15,CAR,3,2,66.7,24,0,14,8,12,0,0,0,0,0,0,4.4,4.4
29,Jared Cook,OAK,TE,15,CIN,5,2,40,23,0,13,4.6,11.5,0,0,0,0,0,0,4.3,4.3
29,Mike Gesicki,MIA,TE,15,MIN,3,2,66.7,23,0,14,7.7,11.5,0,0,0,0,0,0,4.3,4.3
31,Rob Gronkowski,NE,TE,15,PIT,5,2,40,21,0,13,4.2,10.5,0,0,0,0,0,0,4.1,4.1
32,Benjamin Watson,NO,TE,15,CAR,2,1,50,28,0,28,14,28,0,0,0,0,0,0,3.8,3.8
32,Brian Parker,DEN,TE,15,CLE,2,2,100,18,0,11,9,9,0,0,0,0,0,0,3.8,3.8
34,CJ Uzomah,CIN,TE,15,OAK,5,1,20,27,0,27,5.4,27,0,0,0,0,0,0,3.7,3.7
35,Vernon Davis,WAS,TE,15,JAX,3,2,66.7,16,0,9,5.3,8,0,0,0,0,0,0,3.6,3.6
36,Jason Croom,BUF,TE,15,DET,1,1,100,25,0,25,25,25,0,0,0,0,0,0,3.5,3.5
37,Ed Dickson,SEA,TE,15,SF,2,2,100,14,0,8,7,7,0,0,0,0,0,0,3.4,3.4
37,Tyler Higbee,LAR,TE,15,PHI,2,2,100,14,0,11,7,7,0,0,0,0,0,0,3.4,3.4
37,Ian Thomas,CAR,TE,15,NO,4,2,50,14,0,8,3.5,7,0,0,0,0,0,0,3.4,3.4
40,Dallas Goedert,PHI,TE,15,LAR,2,2,100,12,0,10,6,6,0,0,0,0,0,0,3.2,3.2
41,Virgil Green,LAC,TE,15,KC,3,2,66.7,9,0,6,3,4.5,0,0,0,0,0,0,2.9,2.9
42,Jermaine Gresham,ARI,TE,15,ATL,1,1,100,16,0,16,16,16,0,0,0,0,0,0,2.6,2.6
43,Eric Tomlinson,NYJ,TE,15,HOU,1,1,100,11,0,11,11,11,0,0,0,0,0,0,2.1,2.1
44,Cameron Brate,TB,TE,15,BAL,2,1,50,9,0,9,4.5,9,0,0,0,0,0,0,1.9,1.9
44,Jesse James,PIT,TE,15,NE,1,1,100,9,0,9,9,9,0,0,0,0,0,0,1.9,1.9
46,Jordan Leggett,NYJ,TE,15,HOU,1,1,100,8,0,8,8,8,0,0,0,0,0,0,1.8,1.8
46,Eric Ebron,IND,TE,15,DAL,3,1,33.3,8,0,8,2.7,8,0,0,0,0,0,0,1.8,1.8
48,James O'Shaughnessy,JAX,TE,15,WAS,1,1,100,7,0,7,7,7,0,0,0,0,0,0,1.7,1.7
49,Blake Bell,JAX,TE,15,WAS,1,1,100,6,0,6,6,6,0,0,0,0,0,0,1.6,1.6
49,Maxx Williams,BAL,TE,15,TB,2,1,50,6,0,6,3,6,0,0,0,0,0,0,1.6,1.6
51,Jordan Thomas,HOU,TE,15,NYJ,1,1,100,2,0,2,2,2,0,0,0,0,0,0,1.2,1.2
51,MyCole Pruitt,TEN,TE,15,NYG,2,1,50,2,0,2,1,2,0,0,0,0,0,0,1.2,1.2
53,Ryan Griffin,HOU,TE,15,NYJ,1,1,100,-1,0,-1,-1,-1,0,0,0,0,0,0,0.9,0.9
54,Demetrius Harris,KC,TE,15,LAC,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Temarrick Hemingway,DEN,TE,15,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Seth DeValve,CLE,TE,15,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Darren Fells,CLE,TE,15,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Jordan Akins,HOU,TE,15,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Eric Saubert,ATL,TE,15,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Austin Hooper,ATL,TE,15,ARI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Logan Paulsen,ATL,TE,15,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,John Phillips,ARI,TE,15,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Charles Clay,BUF,TE,15,DET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Luke Willson,DET,TE,15,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Robert Tonyan Jr.,GB,TE,15,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Ben Braunecker,CHI,TE,15,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Marcedes Lewis,GB,TE,15,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Derek Carrier,OAK,TE,15,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Matt Lengel,CIN,TE,15,OAK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Mo Alie-Cox,IND,TE,15,DAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Rico Gathers,DAL,TE,15,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Ryan Hewitt,IND,TE,15,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Nick O'Leary,MIA,TE,15,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,David Morgan,MIN,TE,15,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Durham Smythe,MIA,TE,15,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Anthony Firkser,TEN,TE,15,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Scott Simonson,NYG,TE,15,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Rhett Ellison,NYG,TE,15,TEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Ben Koyack,JAX,TE,15,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Nick Deluca,JAX,TE,15,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Matt Flanagan,WAS,TE,15,JAX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Antony Auclair,TB,TE,15,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Nick Boyle,BAL,TE,15,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,James Hurst,BAL,TE,15,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Nick Vannett,SEA,TE,15,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Ross Dwelley,SF,TE,15,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Xavier Grimble,PIT,TE,15,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Dwayne Allen,NE,TE,15,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Richard Rodgers,PHI,TE,15,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Johnny Mundt,LAR,TE,15,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Dan Arnold,NO,TE,15,CAR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
