Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
52,Giovani Bernard,CIN,RB,15,OAK,6,7,1.2,0,2,2,25,0,0,0,5.2,5.2
53,Doug Martin,OAK,RB,15,CIN,9,39,4.3,0,1,0,0,0,0,0,3.9,3.9
54,James Develin,NE,RB,15,PIT,0,0,0,0,2,2,18,0,0,0,3.8,3.8
55,Devontae Booker,DEN,RB,15,CLE,0,0,0,0,3,2,17,0,0,0,3.7,3.7
56,Jeffery Wilson,SF,RB,15,SEA,7,46,6.6,0,1,0,0,0,1,1,3.6,3.6
57,Marcus Murphy,BUF,RB,15,DET,11,35,3.2,0,0,0,0,0,0,0,3.5,3.5
57,Alfred Blue,HOU,RB,15,NYJ,9,6,0.7,0,2,2,9,0,0,0,3.5,3.5
59,David Williams,JAX,RB,15,WAS,5,32,6.4,0,0,0,0,0,0,0,3.2,3.2
60,Byron Marshall,WAS,RB,15,JAX,0,0,0,0,1,1,17,0,0,0,2.7,2.7
61,Chris Thompson,WAS,RB,15,JAX,5,9,1.8,0,2,1,4,0,0,0,2.3,2.3
62,TJ Yeldon,JAX,RB,15,WAS,3,6,2,0,3,1,5,0,0,0,2.1,2.1
63,Taquan Mizzell,CHI,RB,15,GB,1,1,1,0,1,1,9,0,0,0,2,2
64,Royce Freeman,DEN,RB,15,CLE,4,7,1.8,0,1,1,1,0,0,0,1.8,1.8
65,Stevan Ridley,PIT,RB,15,NE,3,16,5.3,0,0,0,0,0,0,0,1.6,1.6
65,Jordan Wilkins,IND,RB,15,DAL,0,0,0,0,1,1,6,0,0,0,1.6,1.6
67,Rod Smith,DAL,RB,15,IND,3,14,4.7,0,0,0,0,0,0,0,1.4,1.4
67,Frank Gore,MIA,RB,15,MIN,5,14,2.8,0,0,0,0,0,0,0,1.4,1.4
69,Kyle Juszczyk,SF,FB,15,SEA,0,0,0,0,1,1,3,0,0,0,1.3,1.3
70,Brandon Bolden,MIA,RB,15,MIN,1,12,12,0,0,0,0,0,0,0,1.2,1.2
71,Jacquizz Rodgers,TB,RB,15,BAL,0,0,0,0,1,1,1,0,0,0,1.1,1.1
72,LeGarrette Blount,DET,RB,15,BUF,7,9,1.3,0,1,0,0,0,0,0,0.9,0.9
72,Patrick DiMarco,BUF,FB,15,DET,1,9,9,0,0,0,0,0,0,0,0.9,0.9
72,Ronald Jones II,TB,RB,15,BAL,0,0,0,0,2,1,-1,0,0,0,0.9,0.9
75,Lamar Miller,HOU,RB,15,NYJ,3,8,2.7,0,0,0,0,0,0,0,0.8,0.8
75,Aaron Jones,GB,RB,15,CHI,4,8,2,0,0,0,0,0,0,0,0.8,0.8
77,Brian Hill,ATL,RB,15,ARI,3,7,2.3,0,0,0,0,0,0,0,0.7,0.7
78,Zach Line,NO,FB,15,CAR,2,6,3,0,0,0,0,0,0,0,0.6,0.6
79,John Kelly,LAR,RB,15,PHI,2,4,2,0,0,0,0,0,0,0,0.4,0.4
80,Elijhaa Penny,NYG,RB,15,TEN,1,2,2,0,0,0,0,0,0,0,0.2,0.2
80,JD McKissic,SEA,RB,15,SF,2,2,1,0,0,0,0,0,0,0,0.2,0.2
82,Deandre Washington,OAK,RB,15,CIN,1,1,1,0,0,0,0,0,0,0,0.1,0.1
83,Anthony Sherman,KC,FB,15,LAC,0,0,0,0,0,0,0,0,0,0,0,0
83,Charcandrick West,KC,RB,15,LAC,0,0,0,0,0,0,0,0,0,0,0,0
83,Derek Watt,LAC,FB,15,KC,0,0,0,0,0,0,0,0,0,0,0,0
83,Dontrell Hilliard,CLE,RB,15,DEN,0,0,0,0,0,0,0,0,0,0,0,0
83,Andy Janovich,DEN,FB,15,CLE,0,0,0,0,0,0,0,0,0,0,0,0
83,Gregory Howell Jr.,HOU,RB,15,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
83,Derrick Coleman,ARI,FB,15,ATL,0,0,0,0,0,0,0,0,0,0,0,0
83,Dan Vitale,GB,FB,15,CHI,0,0,0,0,0,0,0,0,0,0,0,0
83,Keith Smith,OAK,FB,15,CIN,0,0,0,0,1,0,0,0,0,0,0,0
83,Mark Walton,CIN,RB,15,OAK,0,0,0,0,0,0,0,0,0,0,0,0
83,Jamize Olawale,DAL,FB,15,IND,0,0,0,0,1,0,0,0,0,0,0,0
83,Ameer Abdullah,MIN,RB,15,MIA,0,0,0,0,0,0,0,0,0,0,0,0
83,Senorise Perry,MIA,RB,15,MIN,0,0,0,0,0,0,0,0,0,0,0,0
83,CJ Ham,MIN,RB,15,MIA,0,0,0,0,0,0,0,0,0,0,0,0
83,Tommy Bohanon,JAX,FB,15,WAS,0,0,0,0,0,0,0,0,0,0,0,0
83,Alan Cross,TB,FB,15,BAL,0,0,0,0,0,0,0,0,0,0,0,0
83,Javorius Allen,BAL,RB,15,TB,0,0,0,0,0,0,0,0,0,0,0,0
83,Tre Madden,SEA,RB,15,SF,0,0,0,0,0,0,0,0,0,0,0,0
83,Matt Dayes,SF,RB,15,SEA,0,0,0,0,0,0,0,0,0,0,0,0
83,Trey Edmunds,PIT,RB,15,NE,0,0,0,0,0,0,0,0,0,0,0,0
83,Roosevelt Nix,PIT,RB,15,NE,0,0,0,0,0,0,0,0,0,0,0,0
83,Justin Davis,LAR,RB,15,PHI,1,0,0,0,0,0,0,0,0,0,0,0
83,Alex Armah,CAR,RB,15,NO,0,0,0,0,0,0,0,0,0,0,0,0
83,Cameron Artis-Payne,CAR,RB,15,NO,0,0,0,0,0,0,0,0,0,0,0,0
83,Kenjon Barner,CAR,RB,15,NO,0,0,0,0,0,0,0,0,0,0,0,0
108,Benjamin Cunningham,CHI,RB,15,GB,1,-1,-1,0,0,0,0,0,0,0,-0.1,-0.1
