Week,Team,Home,PointSpread,OverUnder
2,CIN,TRUE,-5.5,38.5
2,BAL,TRUE,-7.5,39.5
2,CAR,TRUE,-6.5,43.5
2,ARI,FALSE,-6.5,43.5
2,TEN,FALSE,-1.5,41.5
2,KC,TRUE,-4,46.5
2,NE,FALSE,-5.5,55
2,PIT,TRUE,-8.5,43
2,TB,TRUE,-7,44
2,OAK,TRUE,-14,43.5
2,LAC,TRUE,-3.5,46.5
2,LAR,TRUE,-3,46.5
2,DAL,FALSE,-2.5,44
2,SEA,TRUE,-13.5,41.5
2,ATL,TRUE,-3,54.5
2,NYG,TRUE,-3,42.5
2,HOU,FALSE,5.5,38.5
2,CLE,FALSE,7.5,39.5
2,BUF,FALSE,6.5,43.5
2,IND,TRUE,6.5,43.5
2,JAX,TRUE,1.5,41.5
2,PHI,FALSE,4,46.5
2,NO,TRUE,5.5,55
2,MIN,FALSE,8.5,43
2,CHI,FALSE,7,44
2,NYJ,FALSE,14,43.5
2,MIA,FALSE,3.5,46.5
2,WAS,FALSE,3,46.5
2,DEN,TRUE,2.5,44
2,SF,FALSE,13.5,41.5
2,GB,FALSE,3,54.5
2,DET,FALSE,3,42.5
3,LAR,FALSE,-3,40.5
3,BAL,FALSE,-3,38
3,CLE,FALSE,-1,42
3,DEN,FALSE,-3.5,40
3,CAR,TRUE,-5,46.5
3,PIT,FALSE,-7,43.5
3,ATL,FALSE,-3,50.5
3,TB,FALSE,-1,41
3,NE,TRUE,-13.5,44.5
3,MIA,FALSE,-5.5,43
3,PHI,TRUE,-5,42
3,TEN,TRUE,-2.5,41.5
3,GB,TRUE,-7,47.5
3,KC,FALSE,-3,47.5
3,OAK,FALSE,-3,53.5
3,DAL,FALSE,-3,46.5
3,SF,TRUE,3,40.5
3,JAX,TRUE,3,38
3,IND,TRUE,1,42
3,BUF,TRUE,3.5,40
3,NO,FALSE,5,46.5
3,CHI,TRUE,7,43.5
3,DET,TRUE,3,50.5
3,MIN,TRUE,1,41
3,HOU,FALSE,13.5,44.5
3,NYJ,TRUE,5.5,43
3,NYG,FALSE,5,42
3,SEA,FALSE,2.5,41.5
3,CIN,FALSE,7,47.5
3,LAC,TRUE,3,47.5
3,WAS,TRUE,3,53.5
3,ARI,TRUE,3,46.5
4,GB,TRUE,-7,44
4,NO,FALSE,-4,52
4,MIN,TRUE,-2.5,43.5
4,NE,TRUE,-9,48
4,JAX,FALSE,-4,38.5
4,TEN,FALSE,-2.5,43.5
4,ATL,TRUE,-8,48
4,PIT,FALSE,-3.5,42
4,CIN,FALSE,-3.5,41.5
4,DAL,TRUE,-5.5,50.5
4,ARI,TRUE,-6.5,43.5
4,LAC,TRUE,-2,48
4,TB,TRUE,-2.5,45.5
4,DEN,TRUE,-3.5,43.5
4,SEA,TRUE,-12,41.5
4,KC,TRUE,-6.5,48
4,CHI,FALSE,7,44
4,MIA,TRUE,4,52
4,DET,FALSE,2.5,43.5
4,CAR,FALSE,9,48
4,NYJ,TRUE,4,38.5
4,HOU,TRUE,2.5,43.5
4,BUF,FALSE,8,48
4,BAL,TRUE,3.5,42
4,CLE,TRUE,3.5,41.5
4,LAR,FALSE,5.5,50.5
4,SF,FALSE,6.5,43.5
4,PHI,FALSE,2,48
4,NYG,FALSE,2.5,45.5
4,OAK,FALSE,3.5,43.5
4,IND,FALSE,12,41.5
4,WAS,FALSE,6.5,48
5,NE,FALSE,-3.5,54.5
5,PHI,TRUE,-6,44.5
5,PIT,TRUE,-7,41
5,CIN,TRUE,-3,39.5
5,NYJ,FALSE,-1.5,41.5
5,DET,TRUE,-2,41.5
5,SF,FALSE,-1,43.5
5,TEN,FALSE,-1,41.5
5,NYG,TRUE,-3,45.5
5,OAK,TRUE,-3,40.5
5,LAR,TRUE,-2,46.5
5,DAL,TRUE,-2.5,52
5,KC,FALSE,-1.5,45.5
5,MIN,FALSE,-3.5,41
5,TB,TRUE,3.5,54.5
5,ARI,FALSE,6,44.5
5,JAX,FALSE,7,41
5,BUF,FALSE,3,39.5
5,CLE,TRUE,1.5,41.5
5,CAR,FALSE,2,41.5
5,IND,TRUE,1,43.5
5,MIA,TRUE,1,41.5
5,LAC,FALSE,3,45.5
5,BAL,FALSE,3,40.5
5,SEA,FALSE,2,46.5
5,GB,FALSE,2.5,52
5,HOU,TRUE,1.5,45.5
5,CHI,TRUE,3.5,41
6,CAR,TRUE,-3,44
6,ATL,TRUE,-14,46
6,BAL,TRUE,-5,39.5
6,GB,FALSE,-3,46
6,NO,TRUE,-5.5,50.5
6,NE,FALSE,-9.5,48.5
6,HOU,TRUE,-7,46
6,WAS,TRUE,-11.5,46.5
6,TB,FALSE,-2.5,46.5
6,LAR,FALSE,-1,42
6,KC,TRUE,-3.5,46
6,OAK,TRUE,-3,48
6,DEN,TRUE,-13.5,37.5
6,TEN,TRUE,-6.5,46
6,PHI,FALSE,3,44
6,MIA,FALSE,14,46
6,CHI,FALSE,5,39.5
6,MIN,TRUE,3,46
6,DET,FALSE,5.5,50.5
6,NYJ,TRUE,9.5,48.5
6,CLE,FALSE,7,46
6,SF,FALSE,11.5,46.5
6,ARI,TRUE,2.5,46.5
6,JAX,TRUE,1,42
6,PIT,FALSE,3.5,46
6,LAC,FALSE,3,48
6,NYG,FALSE,13.5,37.5
6,IND,FALSE,6.5,46
7,KC,FALSE,-3,46.5
7,BUF,TRUE,-3,46.5
7,CAR,FALSE,-2.5,39.5
7,TEN,FALSE,-6,42.5
7,NO,FALSE,-3.5,45.5
7,JAX,FALSE,-3,41
7,LAR,TRUE,-3,45.5
7,MIA,TRUE,-3,40
7,MIN,TRUE,-5.5,37.5
7,DAL,FALSE,-6,48
7,SEA,FALSE,-3.5,38.5
7,PIT,TRUE,-4.5,40
7,DEN,FALSE,-1,41
7,NE,TRUE,-2.5,56.5
7,PHI,TRUE,-5.5,48.5
7,OAK,TRUE,3,46.5
7,TB,FALSE,3,46.5
7,CHI,TRUE,2.5,39.5
7,CLE,TRUE,6,42.5
7,GB,TRUE,3.5,45.5
7,IND,TRUE,3,41
7,ARI,FALSE,3,45.5
7,NYJ,FALSE,3,40
7,BAL,FALSE,5.5,37.5
7,SF,TRUE,6,48
7,NYG,TRUE,3.5,38.5
7,CIN,FALSE,4.5,40
7,LAC,TRUE,1,41
