Week,Team,Home,PointSpread,OverUnder
7,ATL,FALSE,2.5,56.5
7,WAS,FALSE,5.5,48.5
8,BAL,TRUE,-3,38
8,MIN,FALSE,-11,38.5
8,BUF,TRUE,-2,47.5
8,CIN,TRUE,-10.5,44
8,NE,TRUE,-6.5,49
8,NO,TRUE,-7.5,46
8,ATL,FALSE,-6.5,44
8,PHI,TRUE,-12.5,45
8,CAR,FALSE,-1.5,46
8,SEA,TRUE,-6,45
8,DAL,FALSE,-3,46.5
8,PIT,FALSE,-3,44.5
8,KC,TRUE,-7,42
8,MIA,FALSE,3,38
8,CLE,TRUE,11,38.5
8,OAK,FALSE,2,47.5
8,IND,FALSE,10.5,44
8,LAC,FALSE,6.5,49
8,CHI,FALSE,7.5,46
8,NYJ,TRUE,6.5,44
8,SF,FALSE,12.5,45
8,TB,TRUE,1.5,46
8,HOU,FALSE,6,45
8,WAS,TRUE,3,46.5
8,DET,TRUE,3,44.5
8,DEN,FALSE,7,42
9,BUF,FALSE,-3,42
9,PHI,TRUE,-7,41
9,ATL,FALSE,-3,42
9,HOU,TRUE,-6,45
9,JAX,TRUE,-6,38
9,NO,TRUE,-6.5,54.5
9,LAR,FALSE,-6,42.5
9,TEN,TRUE,-3,41
9,SEA,TRUE,-8,44
9,ARI,FALSE,-2.5,39.5
9,DAL,TRUE,-2.5,53
9,OAK,FALSE,-3,44.5
9,DET,FALSE,-2.5,43
9,NYJ,TRUE,3,42
9,DEN,FALSE,7,41
9,CAR,TRUE,3,42
9,IND,FALSE,6,45
9,CIN,FALSE,6,38
9,TB,FALSE,6.5,54.5
9,NYG,TRUE,6,42.5
9,BAL,FALSE,3,41
9,WAS,FALSE,8,44
9,SF,TRUE,2.5,39.5
9,KC,FALSE,2.5,53
9,MIA,TRUE,3,44.5
9,GB,TRUE,2.5,43
10,SEA,FALSE,-6,40
10,NO,FALSE,-2,48.5
10,DET,TRUE,-10,42.5
10,PIT,FALSE,-10.5,47
10,JAX,TRUE,-5,41
10,CHI,TRUE,-4.5,37.5
10,NYJ,FALSE,-1.5,44.5
10,TEN,TRUE,-4.5,40.5
10,MIN,FALSE,-1,42.5
10,LAR,TRUE,-12.5,44.5
10,NYG,FALSE,-3,41.5
10,ATL,TRUE,-3.5,48.5
10,NE,FALSE,-7,44.5
10,CAR,TRUE,-8,38.5
10,ARI,TRUE,6,40
10,BUF,TRUE,2,48.5
10,CLE,FALSE,10,42.5
10,IND,TRUE,10.5,47
10,LAC,FALSE,5,41
10,GB,FALSE,4.5,37.5
10,TB,TRUE,1.5,44.5
10,CIN,FALSE,4.5,40.5
10,WAS,TRUE,1,42.5
10,HOU,FALSE,12.5,44.5
10,SF,TRUE,3,41.5
10,DAL,FALSE,3.5,48.5
10,DEN,TRUE,7,44.5
10,MIA,FALSE,8,38.5
11,PIT,TRUE,-7,44.5
11,DET,FALSE,-3,41
11,JAX,FALSE,-7,37
11,BAL,FALSE,-2.5,38.5
11,HOU,TRUE,-2.5,38.5
11,TB,FALSE,-1,43.5
11,LAR,FALSE,-1.5,46
11,NO,TRUE,-9.5,53
11,KC,FALSE,-9.5,44.5
11,LAC,TRUE,-7,41.5
11,NE,FALSE,-7,54.5
11,DEN,TRUE,-2.5,37.5
11,PHI,FALSE,-6,48
11,ATL,FALSE,-1,46
11,TEN,FALSE,7,44.5
11,CHI,TRUE,3,41
11,CLE,TRUE,7,37
11,GB,TRUE,2.5,38.5
11,ARI,FALSE,2.5,38.5
11,MIA,TRUE,1,43.5
11,MIN,TRUE,1.5,46
11,WAS,FALSE,9.5,53
11,NYG,TRUE,9.5,44.5
11,BUF,FALSE,7,41.5
11,OAK,TRUE,7,54.5
11,CIN,FALSE,2.5,37.5
11,DAL,TRUE,6,48
11,SEA,TRUE,1,46
12,MIN,FALSE,-2.5,45.5
12,LAC,FALSE,-1,46.5
12,WAS,TRUE,-7,44
12,NE,TRUE,-16.5,49
12,CAR,FALSE,-5.5,39
12,PHI,TRUE,-13.5,43
12,TEN,FALSE,-3,46.5
12,KC,TRUE,-8,47
12,ATL,TRUE,-10,47.5
12,CIN,TRUE,-7.5,39
12,SEA,FALSE,-6.5,44.5
12,OAK,TRUE,-4,41
12,JAX,FALSE,-6,37
12,LAR,TRUE,-2.5,54
12,PIT,TRUE,-14,43
12,BAL,TRUE,-7.5,39.5
12,DET,TRUE,2.5,45.5
12,DAL,TRUE,1,46.5
12,NYG,FALSE,7,44
12,MIA,FALSE,16.5,49
12,NYJ,TRUE,5.5,39
12,CHI,FALSE,13.5,43
12,IND,TRUE,3,46.5
12,BUF,FALSE,8,47
12,TB,FALSE,10,47.5
12,CLE,FALSE,7.5,39
12,SF,TRUE,6.5,44.5
12,DEN,FALSE,4,41
12,ARI,TRUE,6,37
12,NO,FALSE,2.5,54
12,GB,FALSE,14,43
12,HOU,FALSE,7.5,39.5
13,WAS,FALSE,-1.5,47
13,GB,TRUE,-3,45.5
13,JAX,TRUE,-10,41
13,ATL,TRUE,-2,48.5
13,BAL,TRUE,-2.5,43
13,NE,FALSE,-7.5,49
13,CHI,TRUE,-2.5,42
13,DEN,FALSE,-1.5,41
13,KC,FALSE,-3.5,44
13,TEN,TRUE,-7,42
13,LAC,TRUE,-13,44.5
13,LAR,FALSE,-7,43
13,OAK,TRUE,-10,43
13,NO,TRUE,-6,47.5
13,PHI,FALSE,-4,46.5
13,PIT,FALSE,-4.5,43
13,DAL,TRUE,1.5,47
13,TB,FALSE,3,45.5
13,IND,FALSE,10,41
13,MIN,FALSE,2,48.5
13,DET,FALSE,2.5,43
13,BUF,TRUE,7.5,49
13,SF,FALSE,2.5,42
13,MIA,TRUE,1.5,41
13,NYJ,TRUE,3.5,44
13,HOU,FALSE,7,42
13,CLE,FALSE,13,44.5
13,ARI,TRUE,7,43
13,NYG,FALSE,10,43
13,CAR,FALSE,6,47.5
13,SEA,TRUE,4,46.5
13,CIN,TRUE,4.5,43
14,ATL,TRUE,-2,51.5
14,BUF,TRUE,-3.5,36.5
14,MIN,FALSE,-2.5,40.5
14,CIN,TRUE,-6,40
14,GB,FALSE,-2.5,38.5
14,KC,TRUE,-4,48.5
14,SF,FALSE,-1.5,45.5
14,DAL,FALSE,-4,42.5
14,DET,FALSE,-1,48
14,TEN,FALSE,-2.5,42
14,LAC,TRUE,-6,46.5
14,NYJ,FALSE,-1,40.5
14,PHI,FALSE,-1,47.5
14,JAX,TRUE,-2.5,40.5
14,PIT,TRUE,-6,43
14,NE,FALSE,-10.5,48
14,NO,FALSE,2,51.5
14,IND,FALSE,3.5,36.5
14,CAR,TRUE,2.5,40.5
14,CHI,FALSE,6,40
14,CLE,TRUE,2.5,38.5
14,OAK,FALSE,4,48.5
14,HOU,TRUE,1.5,45.5
14,NYG,TRUE,4,42.5
14,TB,TRUE,1,48
14,ARI,TRUE,2.5,42
14,WAS,FALSE,6,46.5
14,DEN,TRUE,1,40.5
14,LAR,TRUE,1,47.5
14,SEA,FALSE,2.5,40.5
14,BAL,FALSE,6,43
14,MIA,TRUE,10.5,48
15,DEN,FALSE,-2.5,40.5
15,DET,TRUE,-5,43.5
15,LAC,FALSE,-1,46.5
15,MIN,TRUE,-13,43
15,NO,TRUE,-16,47
15,PHI,FALSE,-7.5,41
15,JAX,TRUE,-10.5,39.5
15,BUF,TRUE,-3.5,39.5
15,CAR,TRUE,-3,46.5
15,BAL,FALSE,-6.5,42.5
15,WAS,TRUE,-4,40
15,LAR,FALSE,-1,47.5
15,SF,TRUE,-2.5,44.5
15,NE,FALSE,-2.5,53
15,DAL,FALSE,-3,46.5
15,ATL,FALSE,-7,49.5
15,IND,TRUE,2.5,40.5
15,CHI,FALSE,5,43.5
15,KC,TRUE,1,46.5
15,CIN,FALSE,13,43
15,NYJ,FALSE,16,47
15,NYG,TRUE,7.5,41
15,HOU,FALSE,10.5,39.5
15,MIA,FALSE,3.5,39.5
15,GB,FALSE,3,46.5
15,CLE,TRUE,6.5,42.5
15,ARI,FALSE,4,40
15,SEA,TRUE,1,47.5
15,TEN,FALSE,2.5,44.5
15,PIT,TRUE,2.5,53
15,OAK,TRUE,3,46.5
15,TB,TRUE,7,49.5
16,BAL,TRUE,-13.5,41
16,MIN,FALSE,-9,41
16,LAR,FALSE,-6,46
16,WAS,TRUE,-3,38.5
16,CAR,TRUE,-10,47
16,CHI,TRUE,-6,36.5
16,DET,FALSE,-3.5,43.5
16,KC,TRUE,-11,43.5
16,NE,TRUE,-11,47.5
16,NO,TRUE,-5.5,52
16,LAC,FALSE,-7,42.5
16,JAX,FALSE,-4,43
16,ARI,TRUE,-3,39
16,DAL,TRUE,-4,47.5
16,PIT,FALSE,-8.5,45.5
16,PHI,TRUE,-10,46
16,IND,FALSE,13.5,41
16,GB,TRUE,9,41
16,TEN,TRUE,6,46
16,DEN,FALSE,3,38.5
16,TB,FALSE,10,47
16,CLE,FALSE,6,36.5
16,CIN,TRUE,3.5,43.5
16,MIA,FALSE,11,43.5
16,BUF,FALSE,11,47.5
16,ATL,FALSE,5.5,52
16,NYJ,TRUE,7,42.5
16,SF,TRUE,4,43
16,NYG,FALSE,3,39
16,SEA,FALSE,4,47.5
16,HOU,TRUE,8.5,45.5
16,OAK,FALSE,10,46
