Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Zach Ertz,PHI,TE,10,DAL,16,14,87.5,145,2,23,9.1,10.4,0,0,0,0,0,0,43.5,43.5
2,Eric Ebron,IND,TE,10,JAX,3,3,100,69,2,53,23,23,1,2,2,1,0,0,28.1,28.1
3,Austin Hooper,ATL,TE,10,CLE,11,10,90.9,56,1,10,5.1,5.6,0,0,0,0,0,0,21.6,21.6
4,George Kittle,SF,TE,10,NYG,10,9,90,83,0,22,8.3,9.2,0,0,0,0,0,0,17.3,17.3
5,Vance McDonald,PIT,TE,10,CAR,4,4,100,44,1,19,11,11,0,0,0,0,0,0,14.4,14.4
6,Jonnu Smith,TEN,TE,10,NE,3,3,100,45,1,29,15,15,0,0,0,0,1,0,13.5,13.5
7,Tyler Higbee,LAR,TE,10,SEA,3,3,100,25,1,10,8.3,8.3,0,0,0,0,0,0,11.5,11.5
8,Mo Alie-Cox,IND,TE,10,JAX,4,2,50,28,1,27,7,14,0,0,0,0,0,0,10.8,10.8
9,Travis Kelce,KC,TE,10,ARI,7,6,85.7,46,0,10,6.6,7.7,0,0,0,0,1,0,10.6,10.6
10,Ricky Seals-Jones,ARI,TE,10,KC,9,5,55.6,51,0,21,5.7,10.2,0,0,0,0,0,0,10.1,10.1
11,Trey Burton,CHI,TE,10,DET,4,4,100,40,0,24,10,10,0,0,0,0,0,0,10,10
12,James O'Shaughnessy,JAX,TE,10,IND,6,5,83.3,46,0,17,7.7,9.2,0,0,0,0,0,0,9.6,9.6
13,Gerald Everett,LAR,TE,10,SEA,2,2,100,15,1,10,7.5,7.5,0,0,0,0,0,0,9.5,9.5
14,Jared Cook,OAK,TE,10,LAC,9,4,44.4,52,0,31,5.8,13,0,0,0,0,0,0,9.2,9.2
15,Jordan Reed,WAS,TE,10,TB,6,4,66.7,51,0,24,8.5,12.8,0,0,0,0,0,0,9.1,9.1
16,Evan Engram,NYG,TE,10,SF,5,4,80,46,0,31,9.2,11.5,0,0,0,0,0,0,8.6,8.6
