Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Tyreek Hill,KC,WR,10,ARI,10,7,70,117,2,38,11.7,16.7,1,20,20,0,0,0,35.7,35.7
2,Allen Robinson,CHI,WR,10,DET,8,6,75,133,2,36,16.6,22.2,0,0,0,0,0,0,34.3,34.3
3,Brandin Cooks,LAR,WR,10,SEA,12,10,83.3,100,0,17,8.3,10,1,9,9,1,0,0,29.9,29.9
4,Corey Davis,TEN,WR,10,NE,10,7,70,125,1,27,12.5,17.9,0,0,0,0,0,0,28.5,28.5
5,Michael Thomas,NO,WR,10,CIN,8,8,100,70,2,17,8.8,8.8,0,0,0,0,0,0,27,27
6,Julio Jones,ATL,WR,10,CLE,11,7,63.6,107,1,30,9.7,15.3,0,0,0,0,0,0,26.7,26.7
7,Anthony Miller,CHI,WR,10,DET,6,5,83.3,122,1,55,20.3,24.4,0,0,0,0,0,0,26.2,26.2
8,Odell Beckham Jr,NYG,WR,10,SF,11,4,36.4,73,2,30,6.6,18.2,0,0,0,0,0,0,23.3,23.3
8,Zay Jones,BUF,WR,10,NYJ,11,8,72.7,93,1,33,8.5,11.6,0,0,0,0,1,0,23.3,23.3
10,Julian Edelman,NE,WR,10,TEN,12,9,75,104,0,30,8.7,11.6,0,0,0,0,0,0,22.6,22.64
11,Davante Adams,GB,WR,10,MIA,7,4,57.1,57,2,25,8.1,14.2,0,0,0,0,0,0,21.7,21.7
12,Antonio Brown,PIT,WR,10,CAR,6,6,100,96,1,53,16,16,0,0,0,0,0,0,21.6,21.6
13,Chris Godwin,TB,WR,10,WAS,7,7,100,103,0,20,14.7,14.7,0,0,0,0,1,0,20.3,20.3
14,Kenny Golladay,DET,WR,10,CHI,13,6,46.2,78,1,25,6,13,0,0,0,0,1,0,19.8,19.8
15,Tyler Lockett,SEA,WR,10,LAR,6,5,83.3,67,1,29,11.2,13.4,1,18,18,0,0,0,19.5,19.5
16,JuJu Smith-Schuster,PIT,WR,10,CAR,5,3,60,90,1,75,18,30,1,13,13,0,0,0,19.3,19.3
17,Donte Moncrief,JAX,WR,10,IND,4,3,75,98,1,80,24.5,32.7,0,0,0,0,0,0,18.8,18.8
18,Keenan Allen,LAC,WR,10,OAK,9,6,66.7,57,1,18,6.3,9.5,0,0,0,0,0,0,17.7,17.7
19,Robert Foster,BUF,WR,10,NYJ,4,3,75,105,0,47,26.2,35,0,0,0,0,0,0,16.5,16.5
20,Josh Doctson,WAS,WR,10,TB,4,4,100,46,1,15,11.5,11.5,0,0,0,0,0,0,14.6,14.6
20,Robert Woods,LAR,WR,10,SEA,5,4,80,89,0,35,17.8,22.2,3,17,5.7,0,0,0,14.6,14.6
22,Danny Amendola,MIA,WR,10,GB,10,7,70,72,0,39,7.2,10.3,0,0,0,0,0,0,14.2,14.2
23,Amari Cooper,DAL,WR,10,PHI,10,6,60,75,0,24,7.5,12.5,0,0,0,0,0,0,13.5,13.5
24,Nelson Agholor,PHI,WR,10,DAL,7,5,71.4,83,0,51,11.9,16.6,0,0,0,0,0,0,13.3,13.3
25,Josh Gordon,NE,WR,10,TEN,12,4,33.3,81,0,44,6.8,20.2,0,0,0,0,0,0,12.1,12.1
26,John Ross,CIN,WR,10,NO,6,2,33.3,39,1,37,6.5,19.5,0,0,0,0,0,0,11.9,11.9
27,DeSean Jackson,TB,WR,10,WAS,8,5,62.5,67,0,24,8.4,13.4,0,0,0,0,0,0,11.7,11.7
28,Sterling Shepard,NYG,WR,10,SF,3,2,66.7,9,1,6,3,4.5,1,27,27,0,0,0,11.6,11.6
29,Larry Fitzgerald,ARI,WR,10,KC,10,6,60,50,0,15,5,8.3,0,0,0,0,0,0,11,11
30,Marquise Goodwin,SF,WR,10,NYG,5,4,80,69,0,26,13.8,17.2,0,0,0,0,0,0,10.9,10.9
31,T.Y. Hilton,IND,WR,10,JAX,7,3,42.9,77,0,35,11,25.7,0,0,0,0,0,0,10.7,10.7
32,Maurice Harris,WAS,WR,10,TB,5,5,100,52,0,20,10.4,10.4,1,4,4,0,0,0,10.6,10.6
33,Marquez Valdes-Scantling,GB,WR,10,MIA,7,6,85.7,44,0,11,6.3,7.3,0,0,0,0,0,0,10.4,10.4
34,Rashard Higgins,CLE,WR,10,ATL,1,1,100,28,1,28,28,28,0,0,0,0,0,0,9.8,9.8
35,Mohamed Sanu,ATL,WR,10,CLE,8,6,75,47,0,11,5.9,7.8,0,0,0,0,1,1,9.7,9.7
36,Tyler Boyd,CIN,WR,10,NO,4,3,75,65,0,36,16.2,21.7,0,0,0,0,0,0,9.5,9.5
37,Devante Parker,MIA,WR,10,GB,11,5,45.5,43,0,14,3.9,8.6,0,0,0,0,0,0,9.3,9.3
37,Dede Westbrook,JAX,WR,10,IND,10,5,50,30,0,11,3,6,2,13,6.5,0,0,0,9.3,9.3
39,Doug Baldwin,SEA,WR,10,LAR,5,5,100,39,0,15,7.8,7.8,0,0,0,0,0,0,8.9,8.9
39,Cooper Kupp,LAR,WR,10,SEA,8,5,62.5,39,0,25,4.9,7.8,0,0,0,0,0,0,8.9,8.9
41,Alshon Jeffery,PHI,WR,10,DAL,8,4,50,48,0,17,6,12,0,0,0,0,0,0,8.8,8.8
42,Brandon LaFell,OAK,WR,10,LAC,6,4,66.7,47,0,15,7.8,11.8,0,0,0,0,0,0,8.7,8.7
43,Tyrell Williams,LAC,WR,10,OAK,6,4,66.7,46,0,31,7.7,11.5,0,0,0,0,0,0,8.6,8.6
44,Marvin Jones,DET,WR,10,CHI,7,3,42.9,55,0,32,7.9,18.3,0,0,0,0,0,0,8.5,8.5
45,Mike Evans,TB,WR,10,WAS,6,3,50,51,0,23,8.5,17,0,0,0,0,0,0,8.1,8.1
45,Dontrelle Inman,IND,WR,10,JAX,4,4,100,41,0,16,10.2,10.2,0,0,0,0,0,0,8.1,8.1
47,Cole Beasley,DAL,WR,10,PHI,5,4,80,37,0,21,7.4,9.2,0,0,0,0,0,0,7.7,7.7
48,Adam Humphries,TB,WR,10,WAS,3,2,66.7,53,0,29,17.7,26.5,0,0,0,0,0,0,7.3,7.3
48,Kendrick Bourne,SF,WR,10,NYG,7,4,57.1,33,0,13,4.7,8.2,0,0,0,0,0,0,7.3,7.3
50,Calvin Ridley,ATL,WR,10,CLE,5,3,60,37,0,31,7.4,12.3,1,3,3,0,0,0,7,7
50,Jordan Matthews,PHI,WR,10,DAL,3,3,100,40,0,18,13.3,13.3,0,0,0,0,0,0,7,7
