Rank,Name,Team,Position,Week,Opponent,SnapsPlayed,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
20,De'Anthony Thomas,KC,WR,11,LAC,1,1.6,100,0,100,100,0.7,70
21,Sammy Watkins,BUF,WR,9,MIA,33,60,0,24.2,24.2,24.2,33.8,102.4
22,Phillip Dorsett,IND,WR,3,TEN,15,24.6,0,20,13.3,20,12.3,82
23,Rashad Ross,WAS,WR,14,CHI,4,5.7,0,50,50,50,4.7,117.5
24,Paul Richardson,SEA,WR,10,ARI,6,9.8,0,16.7,16.7,16.7,5,83.3
25,Nick Williams,ATL,WR,13,TB,10,14.9,0,20,10,20,7.5,75
26,Kendall Wright,TEN,WR,1,TB,25,42.4,0,16,16,16,23.1,92.4
26,Ricardo Lockette,SEA,WR,6,CAR,16,26.2,0,12.5,12.5,12.5,12.3,76.9
28,Russell Shepard,TB,WR,11,PHI,10,12.8,0,10,10,10,7.4,74
29,TJ Graham,NO,WR,10,WAS,4,7,0,50,50,50,4.5,112.5
30,Andre Holmes,OAK,WR,8,NYJ,28,44.4,0,10.7,7.1,10.7,19.4,69.3
31,Jerome Simpson,SF,WR,14,CLE,13,23.2,0,30.8,15.4,30.8,10,76.9
32,Doug Baldwin,SEA,WR,12,PIT,53,85.5,0,15.1,11.3,15.1,41.5,78.3
33,Michael Campanaro,BAL,WR,4,PIT,14,17.7,7.1,14.3,21.4,21.4,10.5,75
34,Allen Robinson,JAX,WR,13,TEN,56,93.3,0,26.8,17.9,26.8,46.3,82.7
35,DeSean Jackson,WAS,WR,15,BUF,36,63.2,0,22.2,16.7,22.2,30.3,84.2
36,Dorial Green-Beckham,TEN,WR,3,IND,14,17.1,0,21.4,14.3,21.4,10.2,72.9
37,Rishard Matthews,MIA,WR,3,BUF,40,51.3,0,25,15,25,32.3,80.8
37,Josh Huff,PHI,WR,11,TB,17,23.9,0,5.9,5.9,5.9,10.9,64.1
39,Rashad Greene,JAX,WR,13,TEN,13,21.7,0,23.1,15.4,23.1,9.5,73.1
40,De'Anthony Thomas,KC,WR,8,DET,16,24.6,6.2,18.8,25,25,12.2,76.2
41,Dorial Green-Beckham,TEN,WR,2,CLE,13,16.2,0,15.4,7.7,15.4,8.3,63.8
42,Miles Austin,PHI,WR,4,WAS,20,35.7,0,15,10,15,13.1,65.5
43,Steve Smith,BAL,WR,3,CIN,57,76,0,29.8,22.8,29.8,46.6,81.8
44,Doug Baldwin,SEA,WR,14,BAL,49,70,0,18.4,12.2,18.4,32.2,65.7
45,Griff Whalen,IND,WR,4,JAX,3,3.8,0,33.3,33.3,33.3,2.6,86.7
46,JJ Nelson,ARI,WR,11,CIN,38,63.3,0,15.8,10.5,15.8,27.2,71.6
47,Antonio Brown,PIT,WR,2,SF,52,91.2,0,21.2,17.3,21.2,39.5,76
48,Kenny Stills,MIA,WR,4,NYJ,27,42.2,0,29.6,18.5,29.6,19.1,70.7
49,Larry Fitzgerald,ARI,WR,2,CHI,57,96.6,0,15.8,14,15.8,40.2,70.5
49,John Brown,ARI,WR,5,DET,26,56.5,0,15.4,15.4,15.4,17.3,66.5
51,Bennie Fowler,DEN,WR,5,OAK,9,15.5,0,22.2,22.2,22.2,6.6,73.3
52,Cole Beasley,DAL,WR,9,PHI,46,59,0,23.9,19.6,23.9,35.2,76.5
53,Tavon Austin,LAR,WR,4,ARI,47,88.7,4.3,14.9,17,19.1,29.6,63
54,Charles Johnson,MIN,WR,8,CHI,7,12.1,0,14.3,14.3,14.3,4.5,64.3
55,Doug Baldwin,SEA,WR,13,MIN,43,64.2,0,16.3,11.6,16.3,26.4,61.4
56,Kenny Britt,LAR,WR,16,SEA,22,41.5,0,18.2,13.6,18.2,13.9,63.2
56,Andre Holmes,OAK,WR,10,MIN,19,29.7,0,10.5,5.3,10.5,10.4,54.7
58,Chris Hogan,BUF,WR,5,TEN,23,43.4,0,13,17.4,17.4,14.36,62.4
59,Andre Johnson,IND,WR,5,HOU,40,61.5,0,17.5,15,17.5,25.7,64.2
60,Quinton Patton,SF,WR,6,BAL,20,33.9,0,15,10,15,11.8,59
61,Tyler Lockett,SEA,WR,14,BAL,46,65.7,0,15.2,13,15.2,31.4,68.3
62,AJ Green,CIN,WR,3,BAL,72,93.5,0,18.1,13.9,18.1,47.7,66.2
63,Griff Whalen,IND,WR,8,CAR,10,11.6,0,50,50,50,9.8,98
64,Julio Jones,ATL,WR,3,DAL,60,81.1,0,33.3,20,33.3,43.4,72.3
65,AJ Green,CIN,WR,13,CLE,40,70.2,0,15,12.5,15,26.8,67
66,Mike Evans,TB,WR,7,WAS,48,76.2,0,25,16.7,25,33.4,69.6
67,Odell Beckham Jr,NYG,WR,14,MIA,62,93.9,0,14.5,11.3,14.5,38.6,62.3
68,Bruce Ellington,SF,WR,16,DET,12,19.4,0,33.3,25,33.3,8.5,70.8
69,Ted Ginn,CAR,WR,15,NYG,45,58.4,0,31.1,13.3,31.1,26.5,58.9
70,Allen Robinson,JAX,WR,2,MIA,61,83.6,0,19.7,9.8,19.7,36.5,59.8
71,Albert Wilson,KC,WR,6,MIN,26,41.9,0,23.1,11.5,23.1,14.7,56.5
71,Greg Jennings,MIA,WR,10,PHI,2,3,0,50,50,50,1.9,95
73,Julio Jones,ATL,WR,16,CAR,53,85.5,0,20.8,17,20.8,35.8,67.5
73,Brandin Cooks,NO,WR,10,WAS,51,89.5,2,15.7,11.8,17.6,27.9,54.7
73,Tavon Austin,LAR,WR,15,TB,43,82.7,9.3,7,16.3,16.3,22.3,51.9
76,Tavon Austin,LAR,WR,8,SF,49,71,6.1,14.3,14.3,20.4,26.9,54.9
77,Allen Hurns,JAX,WR,16,NO,51,89.5,0,19.6,15.7,19.6,33.7,66.1
78,Odell Beckham Jr,NYG,WR,8,NO,70,95.9,0,12.9,11.4,12.9,42,60
78,T.Y. Hilton,IND,WR,7,NO,61,96.8,0,24.6,6.6,24.6,34,55.7
78,Bradley Marquez,LAR,WR,11,BAL,7,11.5,0,14.3,14.3,14.3,4.1,58.6
81,Julio Jones,ATL,WR,1,PHI,59,76.6,0,18.6,15.3,18.6,38.1,64.6
82,Dorial Green-Beckham,TEN,WR,13,JAX,41,58.6,0,14.6,12.2,14.6,25.9,63.2
83,Antonio Brown,PIT,WR,10,CLE,64,97,0,21.9,15.6,21.9,40.9,63.9
84,Markus Wheaton,PIT,WR,12,SEA,60,75,0,21.7,15,21.7,38.1,63.5
85,Randall Cobb,GB,WR,3,KC,66,86.8,1.5,18.2,12.1,19.7,35.3,53.5
86,Stefon Diggs,MIN,WR,15,CHI,41,66.1,0,9.8,7.3,9.8,20.5,50
87,Tre McBride,TEN,WR,16,HOU,16,24.2,0,18.8,12.5,18.8,8.8,55
88,Jeremy Maclin,KC,WR,13,OAK,46,90.2,0,21.7,19.6,21.7,29.5,64.1
88,Martavis Bryant,PIT,WR,13,IND,41,55.4,0,19.5,9.8,19.5,24.4,59.5
90,Jaelen Strong,HOU,WR,5,IND,41,53.9,0,4.9,4.9,4.9,19.3,47.1
91,Emmanuel Sanders,DEN,WR,15,PIT,64,83.1,1.6,25,17.2,26.6,39.5,61.7
92,Jordan Matthews,PHI,WR,15,ARI,53,82.8,0,20.8,15.1,20.8,32.9,62.1
93,John Brown,ARI,WR,2,CHI,11,18.6,0,45.5,45.5,45.5,9.5,86.4
94,Torrey Smith,SF,WR,2,PIT,49,54.4,0,14.3,12.2,14.3,29,59.2
95,Ted Ginn,CAR,WR,4,TB,34,58.6,0,8.8,5.9,8.8,15.8,46.5
96,De'Anthony Thomas,KC,WR,5,CHI,22,37.9,4.5,13.6,13.6,18.2,10.9,49.5
97,Antonio Brown,PIT,WR,15,DEN,77,96.2,0,23.4,20.8,23.4,49.9,64.8
97,Calvin Johnson,DET,WR,12,PHI,68,94.4,0,20.6,11.8,20.6,35.3,51.9
99,Jeremy Maclin,KC,WR,12,BUF,55,88.7,0,20,16.4,20,34,61.8
99,Percy Harvin,BUF,WR,1,IND,37,62.7,2.7,13.5,16.2,16.2,19.8,53.5
99,Brandon Tate,CIN,WR,9,CLE,1,1.5,0,100,100,100,1.4,140
102,Sammy Watkins,BUF,WR,12,KC,70,97.2,0,14.3,8.6,14.3,36.8,52.6
102,Kenny Britt,LAR,WR,15,TB,33,63.5,0,6.1,6.1,6.1,15.1,45.8
104,Martavis Bryant,PIT,WR,10,CLE,55,83.3,0,18.2,10.9,18.2,31.8,57.8
105,Allen Hurns,JAX,WR,14,IND,42,64.6,0,9.5,7.1,9.5,22.5,53.6
106,Larry Fitzgerald,ARI,WR,3,SF,65,85.5,0,16.9,13.8,16.9,37.4,57.5
107,TJ Jones,DET,WR,16,SF,23,32.4,0,4.3,4.3,4.3,9.9,43
108,Brandin Cooks,NO,WR,16,JAX,50,64.1,8,14,18,22,27.3,54.6
109,Allen Robinson,JAX,WR,16,NO,55,96.5,0,16.4,10.9,16.4,30.1,54.7
110,DeAndre Hopkins,HOU,WR,6,JAX,70,97.2,0,21.4,14.3,21.4,39.8,56.9
111,Amari Cooper,OAK,WR,15,GB,63,81.8,0,14.3,9.5,14.3,33,52.4
111,Seth Roberts,OAK,WR,14,DEN,21,36.8,0,19,9.5,19,10,47.6
113,JJ Nelson,ARI,WR,12,SF,14,17.5,0,35.7,14.3,35.7,7.3,52.1
114,Ted Ginn,CAR,WR,13,NO,53,65.4,0,18.9,9.4,18.9,25,47.2
115,Michael Floyd,ARI,WR,10,SEA,62,69.7,0,14.5,11.3,14.5,33.3,53.7
116,Golden Tate,DET,WR,15,NO,44,83,0,13.6,13.6,13.6,22.5,51.1
117,Lance Moore,DET,WR,6,CHI,45,55.6,0,13.3,11.1,13.3,24.6,54.7
118,Michael Crabtree,OAK,WR,8,NYJ,44,69.8,0,27.3,15.9,27.3,26.2,59.5
118,Michael Floyd,ARI,WR,14,MIN,44,65.7,0,20.5,11.4,20.5,24.2,55
120,Riley Cooper,PHI,WR,4,WAS,36,64.3,0,8.3,5.6,8.3,15.2,42.2
120,Markus Wheaton,PIT,WR,5,LAC,36,63.2,0,8.3,2.8,8.3,14.2,39.4
122,Donte Moncrief,IND,WR,2,NYJ,50,78.1,0,16,14,16,28.2,56.4
123,Greg Jennings,MIA,WR,12,NYJ,19,26.4,0,15.8,10.5,15.8,8.9,46.8
124,Michael Crabtree,OAK,WR,9,PIT,63,90,0,19,11.1,19,32.8,52.1
125,Sammy Watkins,BUF,WR,15,WAS,64,95.5,0,15.6,7.8,15.6,31.1,48.6
126,Jarvis Landry,MIA,WR,12,NYJ,64,88.9,1.6,25,21.9,26.6,38.9,60.8
126,Riley Cooper,PHI,WR,6,NYG,38,48.7,0,15.8,7.9,15.8,16.6,43.7
126,Michael Floyd,ARI,WR,16,GB,31,53.4,0,25.8,19.4,25.8,20.1,64.8
129,Andre Holmes,OAK,WR,2,BAL,14,18.9,0,28.6,21.4,28.6,8,57.1
130,Kamar Aiken,BAL,WR,15,KC,53,77.9,0,22.6,15.1,22.6,29.8,56.2
130,AJ Green,CIN,WR,12,LAR,51,86.4,0,15.7,11.8,15.7,24.1,47.3
132,Brandon Marshall,NYJ,WR,12,MIA,71,94.7,0,15.5,12.7,15.5,37.1,52.3
133,Doug Baldwin,SEA,WR,10,ARI,55,90.2,0,18.2,12.7,18.2,29.4,53.5
133,Julian Edelman,NE,WR,5,DAL,51,86.4,0,9.8,7.8,9.8,25,49
135,T.Y. Hilton,IND,WR,12,TB,61,82.4,0,19.7,9.8,19.7,27.5,45.1
136,Amari Cooper,OAK,WR,7,LAC,55,88.7,0,10.9,9.1,10.9,27.3,49.6
137,DeSean Jackson,WAS,WR,11,CAR,42,87.5,0,19,11.9,19,19.7,46.9
137,JJ Nelson,ARI,WR,8,CLE,20,24.7,5,20,20,25,10,50
137,Willie Snead,NO,WR,1,ARI,18,24.3,0,16.7,5.6,16.7,7.3,40.6
137,Lucky Whitehead,DAL,WR,7,NYG,10,13.7,40,0,40,40,3.5,35
141,AJ Green,CIN,WR,14,PIT,55,94.8,0,16.4,10.9,16.4,28.2,51.3
141,Emmanuel Sanders,DEN,WR,9,IND,43,82.7,0,25.6,14,25.6,21,48.8
143,Tyler Lockett,SEA,WR,7,SF,40,55.6,0,12.5,12.5,12.5,18.9,47.2
144,Keenan Allen,LAC,WR,3,MIN,73,98.6,0,24.7,16.4,24.7,40.3,55.2
145,Doug Baldwin,SEA,WR,2,GB,44,73.3,0,18.2,15.9,18.2,22.2,50.5
146,Allen Robinson,JAX,WR,5,TB,56,94.9,0,16.1,12.5,16.1,26.2,46.8
147,Brandin Cooks,NO,WR,8,NYG,60,76.9,1.7,13.3,11.7,15,26.5,44.2
148,Leonard Hankerson,ATL,WR,4,HOU,48,67.6,0,16.7,12.5,16.7,25.3,52.7
149,Tavon Austin,LAR,WR,12,CIN,46,63,8.7,13,21.7,21.7,21.6,47
149,Jerricho Cotchery,CAR,WR,1,JAX,31,43.7,0,19.4,12.9,19.4,14.5,46.8
151,Rashad Ross,WAS,WR,3,NYG,8,10.4,0,25,25,25,10.7,133.8
152,Odell Beckham Jr,NYG,WR,13,NYJ,62,95.4,0,17.7,9.7,17.7,29.9,48.2
152,Josh Huff,PHI,WR,5,NO,41,48.8,0,12.2,9.8,12.2,17.8,43.4
152,Larry Fitzgerald,ARI,WR,5,DET,35,76.1,0,20,14.3,20,16.8,48
155,Antonio Brown,PIT,WR,9,OAK,85,100,2.4,27.1,22.4,29.4,49.6,58.4
156,Brice Butler,DAL,WR,4,NO,20,32.8,0,5,5,5,7.7,38.5
157,Mohamed Sanu,CIN,WR,9,CLE,33,49.3,3,9.1,12.1,12.1,14,42.4
157,Bennie Fowler,DEN,WR,3,DET,15,23.1,0,26.7,26.7,26.7,9,60
159,Brandon Marshall,NYJ,WR,16,NE,71,100,0,14.1,11.3,14.1,34.5,48.6
159,Malcom Floyd,LAC,WR,8,BAL,64,95.5,0,9.4,6.2,9.4,25.2,39.4
161,Chris Hogan,BUF,WR,3,MIA,31,47.7,0,12.9,9.7,12.9,13.2,42.6
161,Chris Matthews,BAL,WR,16,PIT,24,32,0,20.8,12.5,20.8,10.9,45.4
163,Steve Smith,BAL,WR,6,SF,60,77.9,0,16.7,11.7,16.7,29.7,49.5
164,Dwayne Harris,NYG,WR,8,NO,48,65.8,0,14.6,6.2,14.6,18.7,39
165,DeAndre Hopkins,HOU,WR,11,NYJ,73,97.3,0,16.4,6.8,16.4,31.8,43.6
165,Antonio Brown,PIT,WR,13,IND,73,98.6,0,15.1,11,15.1,40.8,55.9
167,Nate Washington,HOU,WR,7,MIA,76,93.8,0,21.1,11.8,21.1,36.7,48.3
167,Sammy Watkins,BUF,WR,3,MIA,12,18.5,0,16.7,8.3,16.7,4.9,40.8
169,Travis Benjamin,CLE,WR,1,NYJ,46,64.8,0,6.5,6.5,6.5,17.9,38.9
169,M White,NYG,WR,16,MIN,29,47.5,0,13.8,6.9,13.8,11.4,39.3
171,Jordan Matthews,PHI,WR,9,DAL,60,82.2,0,20,15,20,31.3,52.2
172,Rishard Matthews,MIA,WR,7,HOU,42,66.7,0,7.1,7.1,7.1,16.5,39.3
173,Golden Tate,DET,WR,14,LAR,61,85.9,1.6,16.4,16.4,18,28.5,46.7
173,Tyler Lockett,SEA,WR,11,SF,54,69.2,1.9,9.3,9.3,11.1,21.3,39.4
175,Martavis Bryant,PIT,WR,7,KC,37,64.9,2.7,21.6,10.8,24.3,14.8,40
175,Jerricho Cotchery,CAR,WR,13,NO,27,33.3,0,11.1,11.1,11.1,11.6,43
177,Demaryius Thomas,DEN,WR,8,GB,53,79.1,0,20.8,15.1,20.8,27.8,52.5
177,Doug Baldwin,SEA,WR,15,CLE,52,73.2,0,11.5,7.7,11.5,20.5,39.4
177,Marqise Lee,JAX,WR,16,NO,30,52.6,3.3,13.3,13.3,16.7,12.5,41.7
180,Marques Colston,NO,WR,8,NYG,55,70.5,0,16.4,14.5,16.4,28.4,51.6
180,Stefon Diggs,MIN,WR,8,CHI,49,84.5,0,24.5,12.2,24.5,21.5,43.9
180,Marvin Jones,CIN,WR,6,BUF,49,80.3,0,24.5,18.4,24.5,24.5,50
183,Jermaine Kearse,SEA,WR,12,PIT,53,85.5,0,9.4,7.5,9.4,20.7,39.1
184,Odell Beckham Jr,NYG,WR,5,SF,59,74.7,1.7,18.6,13.6,20.3,28.4,48.1
185,James Jones,GB,WR,1,CHI,55,91.7,0,7.3,7.3,7.3,21.1,38.4
185,Kenny Stills,MIA,WR,11,DAL,36,75,0,5.6,5.6,5.6,13.2,36.7
187,Stedman Bailey,LAR,WR,4,ARI,29,54.7,0,10.3,6.9,10.3,11,37.9
188,DeAndre Hopkins,HOU,WR,1,KC,77,100,0,16.9,11.7,16.9,32.8,42.6
188,Eric Decker,NYJ,WR,9,JAX,45,69.2,0,20,13.3,20,19.9,44.2
188,Andre Caldwell,DEN,WR,12,NE,22,27.8,0,18.2,9.1,18.2,8.8,40
191,Odell Beckham Jr,NYG,WR,2,ATL,67,94.4,0,17.9,10.4,17.9,30.6,45.7
191,DeSean Jackson,WAS,WR,12,NYG,41,57.7,0,9.8,4.9,9.8,14.6,35.6
193,Julian Edelman,NE,WR,2,BUF,75,87.2,1.3,25.3,16,26.7,33.9,45.2
193,Stedman Bailey,LAR,WR,1,SEA,19,31.7,0,21.1,15.8,21.1,8.8,46.3
195,Emmanuel Sanders,DEN,WR,2,KC,68,93.2,1.5,20.6,13.2,22.1,28.7,42.2
195,Griff Whalen,IND,WR,9,DEN,24,30.4,0,25,20.8,25,12.3,51.2
197,Alshon Jeffery,CHI,WR,8,MIN,58,95.1,0,25.9,17.2,25.9,30.6,52.8
197,Allen Hurns,JAX,WR,5,TB,58,98.3,0,10.3,8.6,10.3,25.6,44.1
199,James Jones,GB,WR,3,KC,66,86.8,0,12.1,10.6,12.1,29.9,45.3
199,Terrance Williams,DAL,WR,11,MIA,46,64.8,0,8.7,8.7,8.7,17.9,38.9
201,Alshon Jeffery,CHI,WR,6,DET,69,86.2,0,15.9,11.6,15.9,31.7,45.9
201,Torrey Smith,SF,WR,6,BAL,52,88.1,0,11.5,5.8,11.5,18.6,35.8
201,Albert Wilson,KC,WR,14,LAC,49,90.7,0,12.2,8.2,12.2,18.7,38.2
201,Sammy Watkins,BUF,WR,6,CIN,36,51.4,0,13.9,11.1,13.9,14.8,41.1
201,Devin Funchess,CAR,WR,15,NYG,30,39,0,23.3,6.7,23.3,11,36.7
201,Jeremy Kerley,NYJ,WR,7,NE,29,40.3,0,13.8,10.3,13.8,11.7,40.3
201,Andre Holmes,OAK,WR,3,CLE,21,29.6,0,4.8,4.8,4.8,7.3,34.8
201,Jared Abbrederis,GB,WR,10,DET,19,21.8,0,36.8,21.1,36.8,9.7,51.1
201,Jeremy Ross,BAL,WR,5,CLE,8,11.4,0,25,25,25,4.4,55
201,Mario Alford,CIN,WR,13,CLE,5,8.8,0,20,20,20,2.5,50
201,Cordarrelle Patterson,MIN,WR,10,OAK,2,3.2,50,0,50,50,6.6,330
201,Bradley Marquez,LAR,WR,9,MIN,1,1.4,0,100,100,100,1.3,130
213,Alshon Jeffery,CHI,WR,14,WAS,56,94.9,0,16.1,10.7,16.1,25.7,45.9
213,Brian Hartline,CLE,WR,8,ARI,51,81,0,19.6,7.8,19.6,19.2,37.6
213,Darrius Heyward-Bey,PIT,WR,2,SF,46,80.7,0,10.9,8.7,10.9,17.7,38.5
216,Doug Baldwin,SEA,WR,16,LAR,60,83.3,0,16.7,13.3,16.7,28.8,48
217,Julian Edelman,NE,WR,8,MIA,68,94.4,0,13.2,10.3,13.2,27.1,39.9
217,Brandon Coleman,NO,WR,13,CAR,45,73.8,0,15.6,8.9,15.6,17.3,38.4
219,Stefon Diggs,MIN,WR,7,DET,60,80,1.7,15,11.7,16.7,26.7,44.5
219,DeAndre Hopkins,HOU,WR,16,TEN,60,83.3,0,18.3,11.7,18.3,27.7,46.2
221,Odell Beckham Jr,NYG,WR,12,WAS,69,100,0,26.1,13,26.1,32.2,46.7
221,Brandin Cooks,NO,WR,13,CAR,56,91.8,0,17.9,10.7,17.9,25.4,45.4
223,Calvin Johnson,DET,WR,7,MIN,50,92.6,0,14,10,14,19.6,39.2
223,Ryan Grant,WAS,WR,7,TB,39,60.9,0,7.7,7.7,7.7,14.4,36.9
225,Jeremy Maclin,KC,WR,3,GB,69,97.2,0,15.9,11.6,15.9,31.1,45.1
225,Eric Decker,NYJ,WR,2,IND,54,78.3,0,20.4,14.8,20.4,23.7,43.9
225,Mohamed Sanu,CIN,WR,16,DEN,34,47.2,5.9,8.8,14.7,14.7,12.9,37.9
225,Wes Welker,LAR,WR,10,CHI,11,17.5,0,54.5,27.3,54.5,6.2,56.4
225,Lucky Whitehead,DAL,WR,15,NYJ,11,19.3,18.2,0,18.2,18.2,3.2,29.1
230,Calvin Johnson,DET,WR,6,CHI,78,96.3,0,11.5,7.7,11.5,31.6,40.5
230,Michael Floyd,ARI,WR,7,BAL,41,66.1,0,9.8,7.3,9.8,14.9,36.3
230,Harry Douglas,TEN,WR,1,TB,29,49.2,0,6.9,6.9,6.9,10.4,35.9
233,Andre Roberts,WAS,WR,9,NE,9,15.5,0,22.2,22.2,22.2,4.6,51.1
234,Willie Snead,NO,WR,5,PHI,49,71,0,22.4,12.2,22.4,23.1,47.1
235,James Jones,GB,WR,11,MIN,66,85.7,0,16.7,9.1,16.7,27.9,42.3
235,Devante Parker,MIA,WR,13,BAL,43,89.6,0,11.6,7,11.6,15.3,35.6
235,Lucky Whitehead,DAL,WR,13,WAS,14,25,14.3,7.1,21.4,21.4,5,35.7
238,Leonard Hankerson,ATL,WR,2,NYG,48,66.7,0,22.9,12.5,22.9,19.7,41
238,Donte Moncrief,IND,WR,15,HOU,39,72.2,0,17.9,12.8,17.9,16.1,41.3
240,Antonio Brown,PIT,WR,1,NE,68,93.2,0,16.2,13.2,16.2,31.3,46
241,Jerricho Cotchery,CAR,WR,9,GB,29,43.3,0,20.7,10.3,20.7,11.2,38.6
242,Amari Cooper,OAK,WR,2,BAL,60,81.1,0,18.3,11.7,18.3,26.9,44.8
242,John Brown,ARI,WR,14,MIN,49,73.1,0,10.2,8.2,10.2,17.8,36.3
244,Julio Jones,ATL,WR,8,TB,72,90,0,18.1,16.7,18.1,36.2,50.3
244,Devin Funchess,CAR,WR,13,NO,26,32.1,0,11.5,3.8,11.5,8.3,31.9
246,Jordan Matthews,PHI,WR,2,DAL,50,80.6,0,18,12,18,20,40
247,Willie Snead,NO,WR,8,NYG,68,87.2,0,11.8,8.8,11.8,25,36.8
247,Brandin Cooks,NO,WR,15,DET,66,85.7,0,19.7,15.2,19.7,31.4,47.6
247,Marques Colston,NO,WR,14,TB,56,68.3,0,14.3,10.7,14.3,21.6,38.6
250,AJ Green,CIN,WR,8,PIT,64,95.5,0,26.6,17.2,26.6,31.8,49.7
250,Dwayne Harris,NYG,WR,10,NE,51,68,0,17.6,11.8,17.6,20.2,39.6
252,Sammy Watkins,BUF,WR,13,HOU,61,98.4,0,6.6,4.9,6.6,22.9,37.5
252,Allen Hurns,JAX,WR,3,NE,47,82.5,0,8.5,4.3,8.5,15,31.9
254,Allen Hurns,JAX,WR,9,NYJ,66,100,0,12.1,7.6,12.1,26.2,39.7
254,Seth Roberts,OAK,WR,3,CLE,42,59.2,0,11.9,7.1,11.9,14.6,34.8
254,Kenny Britt,LAR,WR,3,PIT,37,71.2,0,27,18.9,27,20.2,54.6
254,Michael Crabtree,OAK,WR,4,CHI,29,50,0,20.7,17.2,20.7,13,44.8
258,Kendall Wright,TEN,WR,3,IND,61,74.4,1.6,19.7,13.1,21.3,23.8,39
258,Kamar Aiken,BAL,WR,12,CLE,51,86.4,0,19.6,11.8,19.6,20,39.2
260,Brandin Cooks,NO,WR,5,PHI,61,88.4,0,14.8,8.2,14.8,24.7,40.5
261,Cecil Shorts,HOU,WR,11,NYJ,46,61.3,8.7,10.9,15.2,21.7,14.54,31.6
262,Vincent Jackson,TB,WR,4,CAR,76,96.2,0,19.7,13.2,19.7,33.7,44.3
262,Allen Robinson,JAX,WR,7,BUF,58,86.6,0,15.5,10.3,15.5,21.8,37.6
262,Torrey Smith,SF,WR,13,CHI,50,82,0,6,4,6,15.6,31.2
265,Rueben Randle,NYG,WR,3,WAS,65,95.6,0,10.8,10.8,10.8,27.6,42.5
265,John Brown,ARI,WR,6,PIT,65,90.3,0,21.5,15.4,21.5,31.6,48.6
267,Julio Jones,ATL,WR,15,JAX,66,89.2,0,19.7,13.6,19.7,29.8,45.2
267,DeAndre Hopkins,HOU,WR,8,TEN,57,89.1,0,19.3,14,19.3,23.4,41.1
269,Markus Wheaton,PIT,WR,13,IND,41,55.4,0,14.6,7.3,14.6,14,34.1
270,Travis Benjamin,CLE,WR,12,BAL,60,87,1.7,21.7,11.7,23.3,22,36.7
270,Marvin Jones,CIN,WR,13,CLE,43,75.4,0,11.6,11.6,11.6,16.5,38.4
270,Chris Matthews,SEA,WR,1,LAR,3,3.6,0,33.3,33.3,33.3,1.8,60
273,Danny Amendola,NE,WR,11,BUF,44,65.7,0,27.3,20.5,27.3,23.7,53.9
273,Devin Smith,NYJ,WR,12,MIA,35,46.7,0,8.6,5.7,8.6,11.3,32.3
275,Anquan Boldin,SF,WR,5,NYG,63,92.6,0,19,12.7,19,27.7,44
275,Brandon Marshall,NYJ,WR,6,WAS,57,85.1,0,15.8,12.3,15.8,26.1,45.8
275,Kendall Wright,TEN,WR,7,ATL,40,74.1,0,20,10,20,14.6,36.5
275,Julian Edelman,NE,WR,10,NYG,20,27.4,0,25,20,25,9.3,46.5
