Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Antonio Brown,PIT,WR,15,DEN,18,16,88.9,189,2,23,10.5,11.8,0,0,0,0,0,0,49.9,49.9
2,Antonio Brown,PIT,WR,9,OAK,23,17,73.9,284,0,59,12.3,16.7,2,22,11,0,1,1,49.6,49.6
3,AJ Green,CIN,WR,3,BAL,13,10,76.9,227,2,80,17.5,22.7,0,0,0,0,0,0,47.7,47.7
4,Steve Smith,BAL,WR,3,CIN,17,13,76.5,186,2,50,10.9,14.3,0,0,0,0,0,0,46.6,46.6
5,Allen Robinson,JAX,WR,13,TEN,15,10,66.7,153,3,44,10.2,15.3,0,0,0,0,0,0,46.3,46.3
6,Julio Jones,ATL,WR,3,DAL,20,12,60,164,2,45,8.2,13.7,0,0,0,0,0,0,43.4,43.4
7,Odell Beckham Jr,NYG,WR,8,NO,9,8,88.9,130,3,50,14.4,16.2,0,0,0,0,0,0,42,42
8,Doug Baldwin,SEA,WR,12,PIT,8,6,75,145,3,80,18.1,24.2,0,0,0,0,0,0,41.5,41.5
9,Antonio Brown,PIT,WR,10,CLE,14,10,71.4,139,2,56,9.9,13.9,0,0,0,0,0,0,40.9,40.9
10,Antonio Brown,PIT,WR,13,IND,11,8,72.7,118,2,48,10.7,14.8,0,0,0,0,0,0,40.8,40.8
11,Keenan Allen,LAC,WR,3,MIN,18,12,66.7,133,2,34,7.4,11.1,0,0,0,0,0,0,40.3,40.3
12,Larry Fitzgerald,ARI,WR,2,CHI,9,8,88.9,112,3,28,12.4,14,0,0,0,0,0,0,40.2,40.2
13,DeAndre Hopkins,HOU,WR,6,JAX,15,10,66.7,148,2,29,9.9,14.8,0,0,0,0,0,0,39.8,39.8
