,Name,TargetsGame,RecGame,RecPercentage,RecYardsGame,RecTdGame,YardsTarget,RecYardsRec,RushesGame,RushYardsGame,YardAttempt,RushTdGame,PointsGame,Score,RZTargetsGame,RZRecGame,RZRecPercentage,RZRecYardsGame,RZRecTdGame,RZYardsTarget,RZRecYardsRec,RZRushesGame,RZRushYardsGame,RZYardAttempt,RZRushTdGame,RZPointsGame,SnapsPlayed,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,DPointsAllowed,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,PassingAttempts,CompletionPercentage,PassingYards,TeamPassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PasserRating,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentTimesSackedPercentage,QuarterbackHitsPercentage,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns,OpponentPasserRating
10,Ian Thomas,2.0,2.0,100.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.4,3.0,1.0,1.0,100.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1.7,37.0,55.2,0.0,5.4,5.4,5.4,11.2,False,5.5,43.5,19.0,26.8,61.60663900414938,357.5186721991701,5.8,21.57344398340249,11.342738589211619,40.2,3.336099585062241,73.3,32.58257261410788,68.6,218.95933609958507,6.7,9.8,1.8904564315352697,99,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,4.7,10.5,345,70.4,294.21259842519686,7.7,10.9,2.331496062992126,103
11,Tyler Eifert,5.0,3.6666666666666665,75.0,47.0,0.0,9.9,12.833333333333334,0.0,0.0,0.0,0.0,8.366666666666667,13.8,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.666666666666664,56.36666666666667,0.0,13.6,10.666666666666666,13.6,9.666666666666666,False,3.5,52.5,24.5,26.1,58.19744680851065,337.41191489361705,5.8,20.32468085106383,10.66212765957447,38.5,2.9987234042553195,77.8,35.429361702127665,63.6,242.78553191489365,6.9,10.8,1.999148936170213,89,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,4.7,10.5,345,70.4,294.21259842519686,7.7,10.9,2.331496062992126,103
12,CJ Uzomah,2.3333333333333335,2.0,91.66666666666667,22.666666666666668,0.3333333333333333,8.233333333333333,9.5,0.0,0.0,0.0,0.0,6.266666666666666,1.6,0.3333333333333333,0.3333333333333333,33.333333333333336,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.3666666666666667,36.0,56.0,0.0,6.433333333333334,5.533333333333334,6.433333333333334,9.666666666666666,False,3.5,52.5,24.5,26.1,58.19744680851065,337.41191489361705,5.8,20.32468085106383,10.66212765957447,38.5,2.9987234042553195,77.8,35.429361702127665,63.6,242.78553191489365,6.9,10.8,1.999148936170213,89,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,4.7,10.5,345,70.4,294.21259842519686,7.7,10.9,2.331496062992126,103
13,Tyler Kroft,1.3333333333333333,1.3333333333333333,100.0,12.0,0.0,10.166666666666666,10.166666666666666,0.0,0.0,0.0,0.0,2.533333333333333,0.0,0.3333333333333333,0.3333333333333333,33.333333333333336,1.6666666666666667,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,0.5,24.0,35.96666666666667,0.0,5.533333333333334,5.533333333333334,5.533333333333334,9.666666666666666,False,3.5,52.5,24.5,26.1,58.19744680851065,337.41191489361705,5.8,20.32468085106383,10.66212765957447,38.5,2.9987234042553195,77.8,35.429361702127665,63.6,242.78553191489365,6.9,10.8,1.999148936170213,89,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,4.7,10.5,345,70.4,294.21259842519686,7.7,10.9,2.331496062992126,103
14,Benjamin Watson,4.5,3.5,80.0,31.5,0.0,7.4,8.65,0.0,0.0,0.0,0.0,6.65,12.1,1.0,0.5,50.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.8,52.5,80.75,0.0,8.55,6.699999999999999,8.55,7.1,False,-1.5,54.0,27.75,36.7,66.06,414.2651515151515,6.3,26.134848484848487,11.566060606060606,46.2,4.8933333333333335,72.7,34.36454545454546,76.7,287.3721212121212,8.4,10.9,2.3354545454545454,122,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,4.7,10.5,345,70.4,294.21259842519686,7.7,10.9,2.331496062992126,103
15,Evan Engram,4.333333333333333,3.3333333333333335,80.0,34.666666666666664,0.3333333333333333,10.733333333333334,12.533333333333333,0.0,0.0,0.0,0.0,8.799999999999999,4.6,0.3333333333333333,0.3333333333333333,33.333333333333336,6.0,0.3333333333333333,6.0,6.0,0.0,0.0,0.0,0.0,2.9333333333333336,45.666666666666664,66.43333333333334,0.0,9.066666666666666,7.5,9.066666666666666,13.016666666666666,False,6.0,54.0,24.0,19.7,61.32598870056498,345.3621468926554,5.6,18.475706214689268,12.465536723163842,35.7,3.2276836158192093,41.4,38.62090395480226,67.7,265.2265536723164,6.9,10.1,1.335593220338983,91,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,4.7,10.5,345,70.4,294.21259842519686,7.7,10.9,2.331496062992126,103
16,Rhett Ellison,2.8,2.2,85.34,21.2,0.2,8.6,9.940000000000001,0.0,0.0,0.0,0.0,5.92,3.1,0.4,0.2,20.0,3.2,0.2,3.2,3.2,0.0,0.0,0.0,0.0,2.12,43.2,69.70000000000002,0.0,6.42,5.3,6.42,13.016666666666666,False,6.0,54.0,24.0,19.7,61.32598870056498,345.3621468926554,5.6,18.475706214689268,12.465536723163842,35.7,3.2276836158192093,41.4,38.62090395480226,67.7,265.2265536723164,6.9,10.1,1.335593220338983,91,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,4.7,10.5,345,70.4,294.21259842519686,7.7,10.9,2.331496062992126,103
17,Scott Simonson,0.8333333333333334,0.3333333333333333,22.21666666666667,5.166666666666667,0.0,2.5,5.166666666666667,0.0,0.0,0.0,0.0,0.85,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.666666666666668,31.233333333333334,0.0,2.9166666666666665,1.45,2.9166666666666665,13.016666666666666,False,6.0,54.0,24.0,19.7,61.32598870056498,345.3621468926554,5.6,18.475706214689268,12.465536723163842,35.7,3.2276836158192093,41.4,38.62090395480226,67.7,265.2265536723164,6.9,10.1,1.335593220338983,91,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,4.7,10.5,345,70.4,294.21259842519686,7.7,10.9,2.331496062992126,103
18,Vance McDonald,5.0,4.0,80.0,66.66666666666667,0.3333333333333333,13.333333333333334,16.366666666666664,0.0,0.0,0.0,0.0,13.333333333333334,1.6,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,51.833333333333336,0.0,13.966666666666667,11.133333333333333,13.966666666666667,11.100000000000001,True,-3.5,57.0,30.25,31.0,67.0,419.8888888888889,6.3,24.333333333333332,12.777777777777779,48.7,3.111111111111111,78.6,41.333333333333336,66.1,314.22222222222223,7.6,11.5,2.3333333333333335,100,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,4.7,10.5,345,70.4,294.21259842519686,7.7,10.9,2.331496062992126,103
19,OJ Howard,4.25,2.75,62.5,55.5,0.25,15.0,17.75,0.0,0.0,0.0,0.0,9.8,16.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.25,58.625,0.0,12.425,5.85,12.425,10.38,False,3.0,57.5,27.25,25.8,68.39224137931035,453.1681034482759,6.6,25.911206896551725,11.676724137931034,47.6,3.8922413793103448,54.3,41.59137931034483,66.0,361.53362068965515,8.7,13.2,2.557758620689655,93,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,4.7,10.5,345,70.4,294.21259842519686,7.7,10.9,2.331496062992126,103
20,Cameron Brate,2.5,1.5,37.5,15.75,0.5,3.925,5.25,0.0,0.0,0.0,0.0,6.075,8.5,0.75,0.5,50.0,5.0,0.5,5.0,5.0,0.0,0.0,0.0,0.0,4.0,26.5,40.275,0.0,8.0,4.449999999999999,8.0,10.38,False,3.0,57.5,27.25,25.8,68.39224137931035,453.1681034482759,6.6,25.911206896551725,11.676724137931034,47.6,3.8922413793103448,54.3,41.59137931034483,66.0,361.53362068965515,8.7,13.2,2.557758620689655,93,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,4.7,10.5,345,70.4,294.21259842519686,7.7,10.9,2.331496062992126,103
21,Jordan Reed,6.714285714285714,4.142857142857143,60.857142857142854,43.714285714285715,0.14285714285714285,7.757142857142857,13.214285714285714,0.0,0.0,0.0,0.0,9.228571428571428,7.4,0.42857142857142855,0.14285714285714285,7.142857142857143,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,0.0,1.0571428571428572,43.0,64.11428571428571,0.0,15.185714285714283,9.442857142857141,15.185714285714283,12.257142857142856,True,-1.5,48.5,25.0,19.6,63.477272727272734,338.21136363636367,5.3,19.6,13.475000000000001,38.0,2.784090909090909,52.0,33.52045454545455,64.1,216.71363636363637,6.5,10.1,1.1136363636363638,89,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,4.7,10.5,345,70.4,294.21259842519686,7.7,10.9,2.331496062992126,103
22,Jeremy Sprinkle,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.142857142857142,29.642857142857142,0.0,0.7571428571428571,0.0,0.7571428571428571,12.257142857142856,True,-1.5,48.5,25.0,19.6,63.477272727272734,338.21136363636367,5.3,19.6,13.475000000000001,38.0,2.784090909090909,52.0,33.52045454545455,64.1,216.71363636363637,6.5,10.1,1.1136363636363638,89,28.2,63.28346456692913,414.00708661417326,6.5,24.31417322834646,11.768503937007875,51.9,3.9968503937007873,75.0,4.7,10.5,345,70.4,294.21259842519686,7.7,10.9,2.331496062992126,103
23,Greg Olsen,4.666666666666667,2.6666666666666665,65.7,28.666666666666668,0.3333333333333333,8.133333333333333,10.333333333333334,0.0,0.0,0.0,0.0,7.533333333333334,15.6,0.3333333333333333,0.3333333333333333,33.333333333333336,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.3666666666666667,44.666666666666664,74.06666666666666,0.0,10.966666666666667,7.566666666666666,10.966666666666667,11.771428571428572,True,2.0,44.0,21.0,26.8,61.60663900414938,357.5186721991701,5.8,21.57344398340249,11.342738589211619,40.2,3.336099585062241,73.3,32.58257261410788,68.6,218.95933609958507,6.7,9.8,1.8904564315352697,99,17.8,64.08000000000001,305.38125,4.8,18.69,13.906250000000002,35.2,2.7812500000000004,60.0,8.0,16.0,322,59.6,205.47875000000002,5.7,9.6,1.3350000000000002,82
24,Ian Thomas,2.6666666666666665,1.6666666666666667,46.11666666666667,12.0,0.0,2.6,4.3999999999999995,0.0,0.0,0.0,0.0,2.8666666666666667,2.5,0.5,0.3333333333333333,25.0,2.5,0.0,1.8333333333333333,2.5,0.0,0.0,0.0,0.0,0.5833333333333334,33.833333333333336,49.833333333333336,0.0,5.316666666666666,3.4,5.316666666666666,11.771428571428572,True,2.0,44.0,21.0,26.8,61.60663900414938,357.5186721991701,5.8,21.57344398340249,11.342738589211619,40.2,3.336099585062241,73.3,32.58257261410788,68.6,218.95933609958507,6.7,9.8,1.8904564315352697,99,17.8,64.08000000000001,305.38125,4.8,18.69,13.906250000000002,35.2,2.7812500000000004,60.0,8.0,16.0,322,59.6,205.47875000000002,5.7,9.6,1.3350000000000002,82
25,Jake Butt,4.5,3.0,65.0,38.5,0.0,8.4,13.25,0.0,0.0,0.0,0.0,6.8500000000000005,2.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,44.0,0.0,15.149999999999999,10.5,15.149999999999999,11.05,False,5.5,46.5,20.5,22.8,64.06243902439024,377.4790243902439,5.9,21.020487804878048,12.901463414634147,35.3,2.8917073170731706,53.8,36.813658536585365,63.7,250.68878048780488,6.8,10.7,1.3346341463414635,83,17.8,64.08000000000001,305.38125,4.8,18.69,13.906250000000002,35.2,2.7812500000000004,60.0,8.0,16.0,322,59.6,205.47875000000002,5.7,9.6,1.3350000000000002,82
26,Jeff Heuerman,2.0,1.5,83.35,12.5,0.0,9.15,10.0,0.0,0.0,0.0,0.0,2.75,2.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,71.6,0.0,4.5,3.3000000000000003,4.5,11.05,False,5.5,46.5,20.5,22.8,64.06243902439024,377.4790243902439,5.9,21.020487804878048,12.901463414634147,35.3,2.8917073170731706,53.8,36.813658536585365,63.7,250.68878048780488,6.8,10.7,1.3346341463414635,83,17.8,64.08000000000001,305.38125,4.8,18.69,13.906250000000002,35.2,2.7812500000000004,60.0,8.0,16.0,322,59.6,205.47875000000002,5.7,9.6,1.3350000000000002,82
27,Benjamin Watson,4.4,3.4,75.32000000000001,37.4,0.0,8.360000000000001,12.4,0.0,0.0,0.0,0.0,7.139999999999999,16.3,0.8,0.4,40.0,2.6,0.0,2.6,2.6,0.0,0.0,0.0,0.0,0.6599999999999999,44.6,65.17999999999999,0.0,9.920000000000002,7.660000000000001,9.920000000000002,11.016666666666667,False,2.5,50.0,23.75,36.7,66.06,414.2651515151515,6.3,26.134848484848487,11.566060606060606,46.2,4.8933333333333335,72.7,34.36454545454546,76.7,287.3721212121212,8.4,10.9,2.3354545454545454,122,17.8,64.08000000000001,305.38125,4.8,18.69,13.906250000000002,35.2,2.7812500000000004,60.0,8.0,16.0,322,59.6,205.47875000000002,5.7,9.6,1.3350000000000002,82
28,Josh Hill,1.6,1.6,100.0,24.8,0.2,14.0,14.0,0.0,0.0,0.0,0.0,5.28,0.0,0.2,0.2,20.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,1.42,38.6,55.52,0.0,4.220000000000001,4.220000000000001,4.220000000000001,11.016666666666667,False,2.5,50.0,23.75,36.7,66.06,414.2651515151515,6.3,26.134848484848487,11.566060606060606,46.2,4.8933333333333335,72.7,34.36454545454546,76.7,287.3721212121212,8.4,10.9,2.3354545454545454,122,17.8,64.08000000000001,305.38125,4.8,18.69,13.906250000000002,35.2,2.7812500000000004,60.0,8.0,16.0,322,59.6,205.47875000000002,5.7,9.6,1.3350000000000002,82
29,Vance McDonald,5.0,3.5,70.0,69.0,0.5,13.799999999999999,18.35,0.0,0.0,0.0,0.0,14.899999999999999,10.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,46.8,0.0,14.55,10.3,14.55,9.200000000000001,True,-3.0,51.0,27.0,31.0,67.0,419.8888888888889,6.3,24.333333333333332,12.777777777777779,48.7,3.111111111111111,78.6,41.333333333333336,66.1,314.22222222222223,7.6,11.5,2.3333333333333335,100,17.8,64.08000000000001,305.38125,4.8,18.69,13.906250000000002,35.2,2.7812500000000004,60.0,8.0,16.0,322,59.6,205.47875000000002,5.7,9.6,1.3350000000000002,82
30,Jesse James,3.4285714285714284,2.7142857142857144,85.44285714285714,40.42857142857143,0.14285714285714285,12.328571428571431,13.900000000000002,0.0,0.0,0.0,0.0,8.042857142857143,7.3,0.2857142857142857,0.14285714285714285,7.142857142857143,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.24285714285714285,43.142857142857146,59.51428571428572,0.0,7.385714285714286,6.057142857142858,7.385714285714286,12.5625,False,3.0,47.5,22.25,31.0,67.0,419.8888888888889,6.3,24.333333333333332,12.777777777777779,48.7,3.111111111111111,78.6,41.333333333333336,66.1,314.22222222222223,7.6,11.5,2.3333333333333335,100,17.8,64.08000000000001,305.38125,4.8,18.69,13.906250000000002,35.2,2.7812500000000004,60.0,8.0,16.0,322,59.6,205.47875000000002,5.7,9.6,1.3350000000000002,82
31,Vance McDonald,4.666666666666667,3.8333333333333335,79.58333333333333,53.5,0.16666666666666666,11.200000000000001,13.416666666666666,0.0,0.0,0.0,0.0,10.516666666666667,5.5,0.3333333333333333,0.16666666666666666,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,37.166666666666664,54.01666666666667,0.0,12.350000000000001,10.15,12.350000000000001,12.5625,False,3.0,47.5,22.25,31.0,67.0,419.8888888888889,6.3,24.333333333333332,12.777777777777779,48.7,3.111111111111111,78.6,41.333333333333336,66.1,314.22222222222223,7.6,11.5,2.3333333333333335,100,17.8,64.08000000000001,305.38125,4.8,18.69,13.906250000000002,35.2,2.7812500000000004,60.0,8.0,16.0,322,59.6,205.47875000000002,5.7,9.6,1.3350000000000002,82
32,Luke Stocker,1.4,1.0,50.0,12.6,0.0,6.3,7.4,0.0,0.0,0.0,0.0,2.26,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,48.660000000000004,0.0,4.58,3.34,4.58,11.879999999999999,True,2.5,43.5,20.5,18.7,60.441071428571426,299.53392857142853,5.0,18.14345238095238,13.691071428571428,43.1,3.0053571428571426,55.6,27.938690476190477,65.3,184.88511904761904,6.6,10.1,1.0017857142857143,86,17.8,64.08000000000001,305.38125,4.8,18.69,13.906250000000002,35.2,2.7812500000000004,60.0,8.0,16.0,322,59.6,205.47875000000002,5.7,9.6,1.3350000000000002,82
