,Name,TargetsGame,RecGame,RecPercentage,RecYardsGame,RecTdGame,YardsTarget,RecYardsRec,RushesGame,RushYardsGame,YardAttempt,RushTdGame,PointsGame,Score,RZTargetsGame,RZRecGame,RZRecPercentage,RZRecYardsGame,RZRecTdGame,RZYardsTarget,RZRecYardsRec,RZRushesGame,RZRushYardsGame,RZYardAttempt,RZRushTdGame,RZPointsGame,SnapsPlayed,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,DPointsAllowed,Home,PointSpread,OverUnder,total,PointsPerGame,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownAttempts,ThirdDownPercentage,RedZoneAttempts,RedZonePercentage,PassingAttempts,CompletionPercentage,PassingYards,TeamPassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PasserRating,OpponentPointsPerGame,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentTimesSackedPercentage,QuarterbackHitsPercentage,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns,OpponentPasserRating
10,Kenny Britt,7.333333333333333,4.666666666666667,64.46666666666667,66.33333333333333,0.0,8.966666666666667,14.0,0.0,0.0,0.0,0.0,10.966666666666667,12.2,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,87.90000000000002,0.0,13.5,8.566666666666668,13.5,35.9,False,9.5,43.5,17.0,14.0,60.0,262.6875,4.4,15.3125,13.3125,31.5,2.125,47.1,33.5,58.2,184.4375,5.5,9.5,0.875,67,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
11,Tavon Austin,9.666666666666666,4.666666666666667,50.46666666666666,48.333333333333336,0.3333333333333333,5.633333333333333,9.866666666666665,1.6666666666666667,10.0,5.333333333333333,0.0,12.5,2.8,0.3333333333333333,0.3333333333333333,33.333333333333336,-0.6666666666666666,0.0,-0.6666666666666666,-0.6666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666,50.666666666666664,80.96666666666667,3.4000000000000004,19.033333333333335,12.800000000000002,22.400000000000002,35.9,False,9.5,43.5,17.0,14.0,60.0,262.6875,4.4,15.3125,13.3125,31.5,2.125,47.1,33.5,58.2,184.4375,5.5,9.5,0.875,67,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
12,Kenny Stills,4.666666666666667,2.3333333333333335,49.67499999999999,41.75,0.4166666666666667,9.191666666666668,18.991666666666664,0.0,0.0,0.0,0.0,9.258333333333331,21.7,0.25,0.08333333333333333,8.333333333333334,0.5833333333333334,0.0,0.5833333333333334,0.5833333333333334,0.0,0.0,0.0,0.0,0.14166666666666666,49.833333333333336,84.11666666666666,0.0,8.983333333333334,4.616666666666667,8.983333333333334,36.5,True,2.0,44.0,21.0,22.7,57.0,332.75,5.8,17.375,11.75,36.7,2.9375,55.3,29.8125,66.2,218.75,7.3,11.1,1.6875,94,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
13,Jarvis Landry,8.583333333333334,6.25,75.1,68.33333333333333,0.16666666666666666,7.866666666666667,10.891666666666666,0.3333333333333333,1.4166666666666667,0.75,0.0,14.808333333333335,16.3,0.5833333333333334,0.4166666666666667,41.666666666666664,2.9166666666666665,0.08333333333333333,2.9166666666666665,2.9166666666666665,0.0,0.0,0.0,0.0,1.375,56.166666666666664,94.75833333333334,0.5833333333333334,15.216666666666663,11.916666666666666,15.941666666666663,36.5,True,2.0,44.0,21.0,22.7,57.0,332.75,5.8,17.375,11.75,36.7,2.9375,55.3,29.8125,66.2,218.75,7.3,11.1,1.6875,94,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
14,Devante Parker,6.181818181818182,4.0,64.43636363636364,53.0,0.2727272727272727,8.881818181818183,14.054545454545455,0.0,0.0,0.0,0.0,11.481818181818182,3.4,0.8181818181818182,0.45454545454545453,31.818181818181817,3.6363636363636362,0.18181818181818182,2.590909090909091,3.090909090909091,0.0,0.0,0.0,0.0,1.9090909090909092,49.09090909090909,82.11818181818182,0.0,12.5,8.045454545454545,12.5,36.5,True,2.0,44.0,21.0,22.7,57.0,332.75,5.8,17.375,11.75,36.7,2.9375,55.3,29.8125,66.2,218.75,7.3,11.1,1.6875,94,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
15,Tony Lippett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,True,2.0,44.0,21.0,22.7,57.0,332.75,5.8,17.375,11.75,36.7,2.9375,55.3,29.8125,66.2,218.75,7.3,11.1,1.6875,94,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
16,Leonte Carroo,0.5,0.25,16.666666666666668,2.4166666666666665,0.08333333333333333,1.8333333333333333,1.8333333333333333,0.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.16666666666666666,0.16666666666666666,16.666666666666668,2.25,0.08333333333333333,2.25,2.25,0.0,0.0,0.0,0.0,0.8916666666666666,9.416666666666666,16.35,0.0,4.291666666666667,1.125,4.291666666666667,36.5,True,2.0,44.0,21.0,22.7,57.0,332.75,5.8,17.375,11.75,36.7,2.9375,55.3,29.8125,66.2,218.75,7.3,11.1,1.6875,94,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
17,Jakeem Grant,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4166666666666667,2.3000000000000003,0.0,2.0833333333333335,0.0,2.0833333333333335,36.5,True,2.0,44.0,21.0,22.7,57.0,332.75,5.8,17.375,11.75,36.7,2.9375,55.3,29.8125,66.2,218.75,7.3,11.1,1.6875,94,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
18,Adam Thielen,5.0,3.5555555555555554,70.10000000000001,50.333333333333336,0.2222222222222222,9.333333333333336,13.922222222222222,0.1111111111111111,1.2222222222222223,1.2222222222222223,0.0,10.377777777777778,17.5,0.5555555555555556,0.4444444444444444,44.44444444444444,1.7777777777777777,0.1111111111111111,1.7777777777777777,1.7777777777777777,0.0,0.0,0.0,0.0,1.288888888888889,47.22222222222222,70.75555555555556,0.2,11.155555555555557,8.188888888888888,11.355555555555556,33.26666666666667,True,-2.0,40.0,21.0,20.4,62.875,315.0625,5.0,18.9375,13.3125,38.0,3.125,46.0,36.75,70.4,239.75,6.5,9.3,1.25,96,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
19,Cordarrelle Patterson,4.0,3.3333333333333335,77.77777777777777,28.444444444444443,0.2222222222222222,6.466666666666667,7.355555555555556,0.4444444444444444,1.6666666666666667,1.6666666666666667,0.0,7.677777777777777,15.3,0.4444444444444444,0.3333333333333333,22.22222222222222,4.222222222222222,0.2222222222222222,2.888888888888889,2.888888888888889,0.0,0.0,0.0,0.0,2.088888888888889,30.0,43.21111111111111,6.477777777777778,13.344444444444443,18.21111111111111,19.82222222222222,33.26666666666667,True,-2.0,40.0,21.0,20.4,62.875,315.0625,5.0,18.9375,13.3125,38.0,3.125,46.0,36.75,70.4,239.75,6.5,9.3,1.25,96,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
20,Stefon Diggs,10.125,7.625,71.15,88.75,0.25,8.2875,11.450000000000001,0.375,1.25,1.25,0.0,19.25,9.7,1.0,0.875,25.0,4.25,0.0,1.3375,1.3375,0.125,-0.125,-0.125,0.0,1.2874999999999999,56.0,85.8625,0.625,18.524999999999995,14.6,19.15,33.26666666666667,True,-2.0,40.0,21.0,20.4,62.875,315.0625,5.0,18.9375,13.3125,38.0,3.125,46.0,36.75,70.4,239.75,6.5,9.3,1.25,96,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
21,Charles Johnson,2.111111111111111,0.7777777777777778,33.333333333333336,11.222222222222221,0.0,3.4222222222222225,6.5,0.0,0.0,0.0,0.0,1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.88888888888889,40.96666666666667,0.0,7.577777777777777,3.2111111111111112,7.577777777777777,33.26666666666667,True,-2.0,40.0,21.0,20.4,62.875,315.0625,5.0,18.9375,13.3125,38.0,3.125,46.0,36.75,70.4,239.75,6.5,9.3,1.25,96,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
22,Laquon Treadwell,0.2,0.2,20.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,8.24,0.0,1.1800000000000002,1.1800000000000002,1.1800000000000002,33.26666666666667,True,-2.0,40.0,21.0,20.4,62.875,315.0625,5.0,18.9375,13.3125,38.0,3.125,46.0,36.75,70.4,239.75,6.5,9.3,1.25,96,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
23,Brandin Cooks,7.230769230769231,4.846153846153846,61.56923076923077,66.92307692307692,0.46153846153846156,8.707692307692307,12.984615384615385,0.46153846153846156,2.3076923076923075,2.0384615384615383,0.0,15.0,40.6,0.8461538461538461,0.7692307692307693,53.84615384615385,4.384615384615385,0.23076923076923078,2.753846153846154,2.753846153846154,0.23076923076923078,1.0,0.7307692307692307,0.0,2.6923076923076925,54.69230769230769,77.86153846153846,0.7538461538461539,13.238461538461538,9.66153846153846,13.984615384615383,36.87692307692308,False,3.0,48.0,22.5,29.3,69.0625,426.0,6.2,24.6875,13.75,48.6,4.25,66.2,42.125,70.0,317.125,7.5,10.8,2.375,101,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
24,Michael Thomas,7.416666666666667,5.75,80.34166666666667,69.25,0.5833333333333334,9.750000000000002,12.049999999999999,0.0,0.0,0.0,0.0,16.508333333333333,18.2,0.8333333333333334,0.6666666666666666,43.05833333333334,4.5,0.4166666666666667,3.125,3.2916666666666665,0.0,0.0,0.0,0.0,3.6166666666666667,55.916666666666664,78.28333333333333,0.0,13.274999999999999,10.374999999999998,13.274999999999999,36.87692307692308,False,3.0,48.0,22.5,29.3,69.0625,426.0,6.2,24.6875,13.75,48.6,4.25,66.2,42.125,70.0,317.125,7.5,10.8,2.375,101,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
25,Willie Snead,7.0,4.916666666666667,70.86666666666666,59.666666666666664,0.3333333333333333,9.266666666666666,12.841666666666667,0.0,0.0,0.0,0.0,13.633333333333335,15.6,0.8333333333333334,0.6666666666666666,50.0,3.9166666666666665,0.3333333333333333,2.7083333333333335,2.7083333333333335,0.0,0.0,0.0,0.0,3.0583333333333336,49.0,70.69166666666666,0.0,14.533333333333333,10.4,14.741666666666667,36.87692307692308,False,3.0,48.0,22.5,29.3,69.0625,426.0,6.2,24.6875,13.75,48.6,4.25,66.2,42.125,70.0,317.125,7.5,10.8,2.375,101,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
26,Brandon Coleman,2.6153846153846154,1.9230769230769231,66.66923076923078,21.0,0.23076923076923078,7.630769230769231,9.076923076923077,0.0,0.0,0.0,0.0,5.407692307692307,0.0,0.6153846153846154,0.6153846153846154,53.84615384615385,4.615384615384615,0.23076923076923078,3.9615384615384617,3.9615384615384617,0.0,0.0,0.0,0.0,2.4615384615384617,23.923076923076923,33.71538461538461,0.0,9.46923076923077,6.638461538461538,9.46923076923077,36.87692307692308,False,3.0,48.0,22.5,29.3,69.0625,426.0,6.2,24.6875,13.75,48.6,4.25,66.2,42.125,70.0,317.125,7.5,10.8,2.375,101,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
27,Tommylee Lewis,1.2222222222222223,0.7777777777777778,37.96666666666667,8.444444444444445,0.0,3.088888888888889,3.922222222222222,0.3333333333333333,1.2222222222222223,1.2222222222222223,0.0,1.7444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,0.03333333333333333,4.666666666666667,6.644444444444444,6.3999999999999995,20.06666666666667,16.355555555555554,26.466666666666665,36.87692307692308,False,3.0,48.0,22.5,29.3,69.0625,426.0,6.2,24.6875,13.75,48.6,4.25,66.2,42.125,70.0,317.125,7.5,10.8,2.375,101,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
28,Brandon Marshall,10.8,4.8,44.160000000000004,72.6,0.4,6.58,14.580000000000002,0.0,0.0,0.0,0.0,15.660000000000002,10.0,1.8,0.6,36.660000000000004,7.2,0.4,5.16,7.2,0.0,0.0,0.0,0.0,3.7199999999999998,64.4,94.04,0.0,17.16,7.640000000000001,17.16,34.88000000000001,False,7.0,45.5,19.25,17.2,62.6875,329.25,5.3,18.1875,13.125,36.2,3.375,35.2,34.375,56.5,216.625,6.3,11.1,1.0,66,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
29,Quincy Enunwa,7.8,5.4,73.34,58.8,0.2,8.28,11.0,0.2,1.8,1.8,0.0,12.66,7.2,0.6,0.4,30.0,1.4,0.2,1.0,1.4,0.0,0.0,0.0,0.0,1.7399999999999998,56.2,82.25999999999999,0.32,14.0,10.0,14.319999999999999,34.88000000000001,False,7.0,45.5,19.25,17.2,62.6875,329.25,5.3,18.1875,13.125,36.2,3.375,35.2,34.375,56.5,216.625,6.3,11.1,1.0,66,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
30,Doug Baldwin,7.2,5.6,78.36,72.2,0.4,9.559999999999999,11.74,0.2,-0.8,-0.8,0.0,15.74,12.9,1.2,0.8,26.68,6.6,0.4,2.2,3.3,0.0,0.0,0.0,0.0,3.8599999999999994,56.8,82.08,0.36,12.4,10.1,12.76,34.900000000000006,False,1.5,43.0,20.75,22.1,63.25,357.1875,5.6,19.5625,12.9375,38.2,3.5,46.4,35.4375,64.9,257.75,7.3,11.2,1.4375,91,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
31,Jermaine Kearse,4.6,3.0,72.94,27.4,0.0,6.0200000000000005,8.36,0.0,0.0,0.0,0.0,5.74,8.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.2,79.64000000000001,0.0,8.16,5.380000000000001,8.16,34.900000000000006,False,1.5,43.0,20.75,22.1,63.25,357.1875,5.6,19.5625,12.9375,38.2,3.5,46.4,35.4375,64.9,257.75,7.3,11.2,1.4375,91,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
32,Tyler Lockett,4.0,2.2,46.160000000000004,30.4,0.0,7.159999999999999,10.24,0.2,0.4,0.4,0.0,5.279999999999999,3.3,0.4,0.4,40.0,1.8,0.0,1.8,1.8,0.0,0.0,0.0,0.0,0.58,33.6,47.14,0.48,12.2,7.239999999999999,12.68,34.900000000000006,False,1.5,43.0,20.75,22.1,63.25,357.1875,5.6,19.5625,12.9375,38.2,3.5,46.4,35.4375,64.9,257.75,7.3,11.2,1.4375,91,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
33,Doug Baldwin,7.285714285714286,5.642857142857143,78.96428571428571,65.21428571428571,0.42857142857142855,9.321428571428571,11.607142857142858,0.07142857142857142,-0.2857142857142857,-0.2857142857142857,0.0,15.464285714285714,39.7,0.9285714285714286,0.7857142857142857,30.957142857142856,5.928571428571429,0.42857142857142855,1.842857142857143,2.2357142857142858,0.0,0.0,0.0,0.0,4.278571428571429,55.285714285714285,84.42857142857142,0.1285714285714286,13.10714285714286,10.52142857142857,13.364285714285717,39.55714285714286,True,-8.0,43.5,25.75,22.1,63.25,357.1875,5.6,19.5625,12.9375,38.2,3.5,46.4,35.4375,64.9,257.75,7.3,11.2,1.4375,91,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
34,Paul Richardson,1.8461538461538463,1.0,42.30769230769231,15.846153846153847,0.0,7.253846153846154,10.784615384615384,0.0,0.0,0.0,0.0,2.5846153846153848,14.2,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.923076923076923,29.107692307692307,0.0,10.253846153846153,5.753846153846155,10.253846153846153,39.55714285714286,True,-8.0,43.5,25.75,22.1,63.25,357.1875,5.6,19.5625,12.9375,38.2,3.5,46.4,35.4375,64.9,257.75,7.3,11.2,1.4375,91,22.6,63.6875,305.1875,4.8,18.3125,13.6875,38.8,2.8125,55.6,8.1,17.3,34.1875,62.9,210.3125,6.2,9.8,1.3125,82
