Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
40,Josh Adams,PHI,RB,16,HOU,10,5,4400,8.66
41,LeSean McCoy,BUF,RB,16,NE,21,18,4800,8.61
42,Zach Zenner,DET,RB,16,MIN,5,10,3600,8.59
43,Jeffery Wilson,SF,RB,16,CHI,2,1,3700,8.45
44,Duke Johnson,CLE,RB,16,CIN,32,32,3800,8.06
45,Trenton Cannon,NYJ,RB,16,GB,18,19,3400,7.96
46,Kenneth Dixon,BAL,RB,16,LAC,8,22,4400,7.93
47,Chris Thompson,WAS,RB,16,TEN,3,3,4300,7.84
48,Darren Sproles,PHI,RB,16,HOU,10,5,3600,7.74
49,Mike Davis,SEA,RB,16,KC,31,30,3800,7.54
50,TJ Yeldon,JAX,RB,16,MIA,28,28,4000,6.93
51,Wendell Smallwood,PHI,RB,16,HOU,10,5,3000,6.52
52,Rex Burkhead,NE,RB,16,BUF,4,23,3300,6.39
53,Alfred Blue,HOU,RB,16,PHI,25,16,4500,6.02
54,Latavius Murray,MIN,RB,16,DET,16,21,3800,5.99
55,Giovani Bernard,CIN,RB,16,CLE,24,24,3900,5.95
56,Royce Freeman,DEN,RB,16,OAK,29,26,3500,5.78
57,Austin Ekeler,LAC,RB,16,BAL,1,2,5600,5.61
58,Rashaad Penny,SEA,RB,16,KC,31,30,4000,4.6
59,Chase Edmonds,ARI,RB,16,LAR,20,17,3800,4.57
60,Keith Ford,BUF,RB,16,NE,21,18,3400,4.44
61,Kapri Bibbs,GB,RB,16,NYJ,23,12,3000,4.41
62,LeGarrette Blount,DET,RB,16,MIN,5,10,3400,4.4
63,Kyle Juszczyk,SF,FB,16,CHI,2,1,3000,4.13
64,Jacquizz Rodgers,TB,RB,16,DAL,7,6,3300,3.73
65,Wayne Gallman,NYG,RB,16,IND,9,11,3500,3.53
65,Devontae Booker,DEN,RB,16,OAK,29,26,3200,3.53
67,David Williams,JAX,RB,16,MIA,28,28,3000,3.47
68,Justin Jackson,LAC,RB,16,BAL,1,2,5400,3.3
69,D'Onta Foreman,HOU,RB,16,PHI,25,16,3600,2.92
70,Chris Ivory,BUF,RB,16,NE,21,18,3900,2.79
71,Brian Hill,ATL,RB,16,CAR,22,8,3000,2.73
72,John Kelly,LAR,RB,16,ARI,15,31,4000,2.7
73,Rod Smith,DAL,RB,16,TB,30,29,4000,2.48
74,Carlos Hyde,JAX,RB,16,MIA,28,28,3200,2.47
75,Darrel Williams,KC,RB,16,SEA,11,15,3500,2.42
76,Cameron Artis-Payne,CAR,RB,16,ATL,27,27,3000,2.32
77,Detrez Newsome,LAC,RB,16,BAL,1,2,3200,1.98
78,Stevan Ridley,PIT,RB,16,NO,13,4,3500,1.9
79,Brandon Bolden,MIA,RB,16,JAX,6,7,3300,1.82
80,Justin Davis,LAR,RB,16,ARI,15,31,3000,1.74
81,Ronald Jones II,TB,RB,16,DAL,7,6,3100,1.69
82,Jordan Wilkins,IND,RB,16,NYG,17,25,3100,1.68
83,Alfred Morris,SF,RB,16,CHI,2,1,3200,1.65
84,Travaris Cadet,CAR,RB,16,ATL,27,27,3000,1.62
85,James Develin,NE,RB,16,BUF,4,23,3000,1.56
86,Charcandrick West,KC,RB,16,SEA,11,15,3000,1.45
87,Andy Janovich,DEN,FB,16,OAK,29,26,3000,1.42
88,Taquan Mizzell,CHI,RB,16,SF,26,20,3000,1.39
89,Dontrell Hilliard,CLE,RB,16,CIN,32,32,3300,1.35
90,Byron Marshall,WAS,RB,16,TEN,3,3,3000,1.34
91,Ty Montgomery,BAL,RB,16,LAC,8,22,3000,1.33
92,Deandre Washington,OAK,RB,16,DEN,19,14,3000,1.21
93,Javorius Allen,BAL,RB,16,LAC,8,22,3000,1.2
94,Anthony Sherman,KC,FB,16,SEA,11,15,3000,1.16
95,De'Angelo Henderson,NYJ,RB,16,GB,18,19,3000,1.03
96,TJ Logan,ARI,RB,16,LAR,20,17,3000,0.89
97,Tra Carson,GB,RB,16,NYJ,23,12,null,0.69
98,Elijhaa Penny,NYG,RB,16,IND,9,11,3000,0.61
99,Ameer Abdullah,MIN,RB,16,DET,16,21,3000,0.59
100,Zach Line,NO,FB,16,PIT,14,9,3000,0.54
101,Nick Bellore,DET,RB,16,MIN,5,10,3000,0.5
102,Alex Armah,CAR,RB,16,ATL,27,27,3000,0.47
103,Rob Kelley,WAS,RB,16,TEN,3,3,3000,0.46
104,Mark Walton,CIN,RB,16,CLE,24,24,3000,0.45
104,CJ Anderson,LAR,RB,16,ARI,15,31,null,0.45
106,Senorise Perry,MIA,RB,16,JAX,6,7,3000,0.4
107,CJ Ham,MIN,RB,16,DET,16,21,3000,0.39
108,Dwayne Washington,NO,RB,16,PIT,14,9,3000,0.37
109,Patrick DiMarco,BUF,FB,16,NE,21,18,3000,0.34
109,Benjamin Cunningham,CHI,RB,16,SF,26,20,3000,0.34
111,De'Lance Turner,BAL,RB,16,LAC,8,22,null,0.33
112,Jamize Olawale,DAL,FB,16,TB,30,29,3000,0.32
113,Boston Scott,PHI,RB,16,HOU,10,5,3000,0.29
114,Roosevelt Nix,PIT,RB,16,NO,13,4,3000,0.28
115,Trey Edmunds,PIT,RB,16,NO,13,4,3000,0.27
115,Matt Dayes,SF,RB,16,CHI,2,1,3000,0.27
117,Derrick Coleman,ARI,FB,16,LAR,20,17,3000,0.26
118,Keith Smith,OAK,FB,16,DEN,19,14,3000,0.25
119,Dan Vitale,GB,FB,16,NYJ,23,12,3000,0.24
119,Gregory Howell Jr.,HOU,RB,16,PHI,25,16,3000,0.24
121,Derek Watt,LAC,FB,16,BAL,1,2,3000,0.23
122,Tommy Bohanon,JAX,FB,16,MIA,28,28,3000,0.2
122,Michael Burton,CHI,FB,16,SF,26,20,3000,0.2
124,Ricky Ortiz,ATL,RB,16,CAR,22,8,3000,0.18
125,Samaje Perine,WAS,RB,16,TEN,3,3,3000,0.17
125,Troymaine Pope,LAC,RB,16,BAL,1,2,3000,0.17
127,Kenjon Barner,CAR,RB,16,ATL,27,27,3000,0.15
127,Tre Madden,SEA,RB,16,KC,31,30,3000,0.15
129,Mike Boone,MIN,RB,16,DET,16,21,3000,0.13
130,Shaun Wilson,TB,RB,16,DAL,7,6,null,0.09
131,David Fluellen,TEN,RB,16,WAS,12,13,3000,0.03
132,Alan Cross,TB,FB,16,DAL,7,6,2500,0
132,Kerryon Johnson,DET,RB,16,MIN,5,10,5200,0
132,Nick Bawden,DET,FB,16,MIN,5,10,null,0
132,Roc Thomas,MIN,RB,16,DET,16,21,null,0
132,Jeremy McNichols,TEN,RB,16,WAS,12,13,3000,0
132,Jalston Fowler,TEN,RB,16,WAS,12,13,null,0
132,Mack Brown,WAS,RB,16,TEN,3,3,null,0
132,Dalyn Dawkins,TEN,RB,16,WAS,12,13,null,0
132,Jonathan Stewart,NYG,RB,16,IND,9,11,3000,0
132,Robert Turbin,IND,RB,16,NYG,17,25,null,0
132,Paul Perkins,NYG,RB,16,IND,9,11,null,0
132,Jonathan Williams,IND,RB,16,NYG,17,25,3000,0
132,Jamaal Charles,JAX,RB,16,MIA,28,28,null,0
132,Frank Gore,MIA,RB,16,JAX,6,7,3300,0
132,Corey Grant,JAX,RB,16,MIA,28,28,3000,0
132,Taiwan Jones,BUF,RB,16,NE,21,18,null,0
132,Jeremy Hill,NE,RB,16,BUF,4,23,null,0
132,Marcus Murphy,BUF,RB,16,NE,21,18,3900,0
132,Bilal Powell,NYJ,RB,16,GB,18,19,3000,0
132,Isaiah Crowell,NYJ,RB,16,GB,18,19,null,0
132,Joe Kerridge,GB,FB,16,NYJ,23,12,null,0
132,Aaron Jones,GB,RB,16,NYJ,23,12,5900,0
132,Jay Ajayi,PHI,RB,16,HOU,10,5,3000,0
132,Donnel Pumphrey,PHI,RB,16,HOU,10,5,null,0
132,Corey Clement,PHI,RB,16,HOU,10,5,null,0
132,Fozzy Whittaker,CAR,RB,16,ATL,27,27,null,0
132,Devonta Freeman,ATL,RB,16,CAR,22,8,4500,0
132,Elijah Hood,CAR,RB,16,ATL,27,27,3000,0
132,Ito Smith,ATL,RB,16,CAR,22,8,3600,0
132,Malcolm Brown,LAR,RB,16,ARI,15,31,null,0
132,DJ Foster,ARI,RB,16,LAR,20,17,null,0
132,Alex Collins,BAL,RB,16,LAC,8,22,null,0
132,Tyler Ervin,BAL,RB,16,LAC,8,22,null,0
132,Jerick McKinnon,SF,RB,16,CHI,2,1,null,0
132,Raheem Mostert,SF,RB,16,CHI,2,1,null,0
132,Le'Veon Bell,PIT,RB,16,NO,13,4,3000,0
132,Daniel Lasco,NO,RB,16,PIT,14,9,null,0
132,Bo Scarbrough,SEA,RB,16,KC,31,30,null,0
132,CJ Prosise,SEA,RB,16,KC,31,30,null,0
132,JD McKissic,SEA,RB,16,KC,31,30,3000,0
132,Marshawn Lynch,OAK,RB,16,DEN,19,14,3000,0
132,Chris Warren III,OAK,RB,16,DEN,19,14,null,0
