Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
51,MyCole Pruitt,TEN,TE,16,WAS,12,6,2500,2.69
52,Jeremy Sprinkle,WAS,TE,16,TEN,3,1,2500,2.66
53,Hayden Hurst,BAL,TE,16,LAC,8,13,2500,2.64
54,Josh Hill,NO,TE,16,PIT,14,28,2500,2.59
55,Blake Bell,JAX,TE,16,MIA,28,27,2500,2.45
55,Brian Parker,DEN,TE,16,OAK,29,32,2500,2.45
57,Nick O'Leary,MIA,TE,16,JAX,6,21,2500,2.41
58,Garrett Celek,SF,TE,16,CHI,2,12,2500,2.39
59,Nick Boyle,BAL,TE,16,LAC,8,13,2500,2.31
60,Jason Croom,BUF,TE,16,NE,21,24,2500,2.3
61,Jermaine Gresham,ARI,TE,16,LAR,20,18,2500,2.28
62,Chris Manhertz,CAR,TE,16,ATL,27,7,2500,2.16
63,Maxx Williams,BAL,TE,16,LAC,8,13,2600,1.94
64,Lee Smith,OAK,TE,16,DEN,19,29,2500,1.87
65,Darren Fells,CLE,TE,16,CIN,32,23,2500,1.76
66,Clive Walford,IND,TE,16,NYG,17,16,null,1.75
67,Eric Saubert,ATL,TE,16,CAR,22,30,2500,1.66
68,Logan Thomas,BUF,TE,16,NE,21,24,2500,1.47
69,Derek Carrier,OAK,TE,16,DEN,19,29,2500,1.38
70,Matt Lengel,CIN,TE,16,CLE,24,22,2500,1.27
71,Antony Auclair,TB,TE,16,DAL,7,19,2500,1.25
72,Logan Paulsen,ATL,TE,16,CAR,22,30,2500,1.23
72,Eric Tomlinson,NYJ,TE,16,GB,18,5,2500,1.23
74,Seth DeValve,CLE,TE,16,CIN,32,23,2500,1.12
74,Jacob Hollister,NE,TE,16,BUF,4,3,2500,1.12
76,Robert Tonyan Jr.,GB,TE,16,NYJ,23,10,2500,1.05
77,Ross Dwelley,SF,TE,16,CHI,2,12,2500,0.92
77,Temarrick Hemingway,DEN,TE,16,OAK,29,32,2500,0.92
79,Tyler Conklin,MIN,TE,16,DET,16,15,2500,0.91
80,Jerell Adams,HOU,TE,16,PHI,25,4,null,0.84
81,David Morgan,MIN,TE,16,DET,16,15,2500,0.75
82,Marcedes Lewis,GB,TE,16,NYJ,23,10,2500,0.73
83,Rico Gathers,DAL,TE,16,TB,30,25,2500,0.71
84,Richard Rodgers,PHI,TE,16,HOU,10,26,2500,0.59
85,Ben Koyack,JAX,TE,16,MIA,28,27,2500,0.51
85,Dwayne Allen,NE,TE,16,BUF,4,3,2500,0.51
87,Xavier Grimble,PIT,TE,16,NO,13,7,2500,0.49
88,Sean Culkin,LAC,TE,16,BAL,1,19,2500,0.46
89,Matt Flanagan,WAS,TE,16,TEN,3,1,2500,0.44
90,Scott Simonson,NYG,TE,16,IND,9,17,2500,0.4
90,Ryan Hewitt,IND,TE,16,NYG,17,16,2500,0.4
92,Jordan Franks,CIN,TE,16,CLE,24,22,2500,0.38
92,Ben Braunecker,CHI,TE,16,SF,26,11,2500,0.38
94,Dion Sims,CHI,TE,16,SF,26,11,null,0.35
95,John Phillips,ARI,TE,16,LAR,20,18,2500,0.3
96,Durham Smythe,MIA,TE,16,JAX,6,21,2500,0.29
96,Joshua Perkins,PHI,TE,16,HOU,10,26,null,0.29
98,Orson Charles,CLE,TE,16,CIN,32,23,null,0.21
99,Darrell Daniels,ARI,TE,16,LAR,20,18,2500,0.02
100,Tyler Eifert,CIN,TE,16,CLE,24,22,2500,0
100,Tyler Kroft,CIN,TE,16,CLE,24,22,null,0
100,Mason Schreck,CIN,TE,16,CLE,24,22,null,0
100,Cethan Carter,CIN,TE,16,CLE,24,22,null,0
100,Geoff Swaim,DAL,TE,16,TB,30,25,2500,0
100,OJ Howard,TB,TE,16,DAL,7,19,null,0
100,Michael Roberts,DET,TE,16,MIN,5,14,null,0
100,Cole Wick,TEN,TE,16,WAS,12,6,2500,0
100,Delanie Walker,TEN,TE,16,WAS,12,6,2500,0
100,Jonnu Smith,TEN,TE,16,WAS,12,6,null,0
100,Jack Doyle,IND,TE,16,NYG,17,16,null,0
100,Ross Travis,IND,TE,16,NYG,17,16,null,0
100,Garrett Dickerson,NYG,TE,16,IND,9,17,2500,0
100,Niles Paul,JAX,TE,16,MIA,28,27,2500,0
100,MarQueis Gray,MIA,TE,16,JAX,6,21,null,0
100,Austin Seferian-Jenkins,JAX,TE,16,MIA,28,27,2500,0
100,AJ Derby,MIA,TE,16,JAX,6,21,null,0
100,David Grinnage,JAX,TE,16,MIA,28,27,null,0
100,Ryan Izzo,NE,TE,16,BUF,4,3,null,0
100,Stephen Anderson,NE,TE,16,BUF,4,3,null,0
100,Greg Olsen,CAR,TE,16,ATL,27,7,null,0
100,Gabe Holmes,ARI,TE,16,LAR,20,18,null,0
100,Michael Hoomanawanui,NO,TE,16,PIT,14,28,null,0
100,Ryan Malleck,PIT,TE,16,NO,13,7,null,0
100,Garrett Griffin,NO,TE,16,PIT,14,28,null,0
100,Bucky Hodges,PIT,TE,16,NO,13,7,null,0
100,Erik Swoope,NO,TE,16,PIT,14,28,null,0
100,Alex Ellis,KC,TE,16,SEA,11,9,null,0
100,Tyrone Swoopes,SEA,TE,16,KC,31,31,null,0
100,Will Dissly,SEA,TE,16,KC,31,31,2500,0
100,Jeff Heuerman,DEN,TE,16,OAK,29,32,null,0
100,Jake Butt,DEN,TE,16,OAK,29,32,null,0
100,Troy Fumagalli,DEN,TE,16,OAK,29,32,null,0
