Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
22,Michael Thomas,NO,WR,14,826,59,88.6,0,15.4,13.2,15.4,290.7,35.2
23,DeAndre Hopkins,HOU,WR,14,944,67.4,99.2,0.1,14.3,10.2,14.5,304.4,32.2
24,Antonio Brown,PIT,WR,14,927,66.2,95.2,0,16.1,9.8,16.2,291.2,31.4
25,Mike Evans,TB,WR,14,823,58.8,84.4,0,14.6,9,14.6,262.8,31.9
25,Derrick Willies,CLE,WR,5,30,6,7.7,0,16.7,10,16.7,9.1,30.3
27,Adam Thielen,MIN,WR,14,901,64.4,96.6,0.3,16.1,12,16.4,315.3,35
28,JuJu Smith-Schuster,PIT,WR,14,828,59.1,85,0.1,17,11.6,17.1,282.7,34.1
29,Will Fuller,HOU,WR,7,375,53.6,77,0,12,8.5,12,115.3,30.7
30,Isaiah McKenzie,BUF,WR,6,172,28.7,41,5.8,12.8,15.7,18.6,51.7,30.1
31,Golden Tate,PHI,WR,13,538,41.4,64.9,0.7,19.3,13.4,20.1,178.3,33.1
32,Emmanuel Sanders,DEN,WR,12,658,54.8,84.3,0.6,14.9,11.6,15.7,207.22,31.5
33,Stefon Diggs,MIN,WR,13,765,58.8,82,1.3,17.5,13.3,18.8,250.6,32.8
34,Amari Cooper,DAL,WR,13,728,56,79.1,0.3,12.5,9.3,12.8,216.3,29.7
35,Tyler Boyd,CIN,WR,14,773,55.2,85.8,0.3,14,10.2,14.4,230.1,29.8
36,Tyler Lockett,SEA,WR,14,784,56,84.8,1.5,8.2,8,9.7,196.6,25.1
37,Robert Foster,BUF,WR,11,329,29.9,45.4,0,9.7,5.8,9.7,86.8,26.4
38,Geronimo Allison,GB,WR,5,241,48.2,59.1,0,12.4,8.3,12.4,62.3,25.9
39,Dante Pettis,SF,WR,11,435,39.5,59.9,0.2,9.2,5.7,9.4,101.4,23.3
39,Keith Kirkwood,NO,WR,6,172,28.7,43.9,0,9.9,6.4,9.9,40.4,23.5
41,Russell Shepard,NYG,WR,12,183,15.2,24,0,10.4,5.5,10.4,40.8,22.3
41,Marcus Johnson,IND,WR,5,95,19,26.2,1.1,8.4,7.4,9.5,22,23.2
43,Robert Woods,LAR,WR,14,930,66.4,97,1.7,12.9,10.1,14.6,241.7,26
43,Julian Edelman,NE,WR,10,632,63.2,88.8,1.1,14.6,11.4,16,174.12,27.6
45,Ted Ginn,NO,WR,4,170,42.5,60.9,1.8,12.9,8.8,14.7,41.1,24.2
45,Breshad Perriman,CLE,WR,8,167,20.9,33.4,1.8,10.2,8.4,12,38.6,23.1
47,Chris Godwin,TB,WR,14,605,43.2,62.1,0,13.2,8.3,13.2,155.9,25.8
47,Sammy Watkins,KC,WR,10,462,46.2,49.6,1.1,11.9,9.7,13,121.1,26.2
49,Brandin Cooks,LAR,WR,14,876,62.6,91.3,0.8,12,9,12.8,225.8,25.8
50,D.J. Moore,CAR,WR,14,587,41.9,65.7,2.2,11.4,10.6,13.6,147,25
51,Tommylee Lewis,NO,WR,5,59,11.8,15.6,1.7,3.4,5.1,5.1,12.2,20.7
52,Kenny Golladay,DET,WR,14,846,60.4,91.2,0.1,12.3,7.7,12.4,204.3,24.1
52,Marquise Goodwin,SF,WR,10,398,39.8,51.2,1,8.8,6,9.8,84.5,21.2
54,Alshon Jeffery,PHI,WR,11,652,59.3,83.1,0,12.6,8.7,12.6,163.2,25
54,Josh Gordon,NE,WR,12,634,52.8,71.9,0,11.2,6.5,11.2,144.7,22.8
56,Dwayne Harris,OAK,WR,13,34,2.6,4,5.9,17.6,23.5,23.5,11.2,32.9
57,Marvin Jones,DET,WR,9,538,59.8,72.8,0,11.5,6.5,11.5,118.8,22.1
58,Christian Kirk,ARI,WR,12,542,45.2,79.1,0.6,12.5,8.5,13.1,123.5,22.8
59,Adam Humphries,TB,WR,14,668,47.7,68.5,0.3,13,9.4,13.3,159.2,23.8
59,Robby Anderson,NYJ,WR,12,572,47.7,64.6,0.3,12.6,7,12.9,127,22.2
59,Rashard Higgins,CLE,WR,11,398,36.2,48.4,0,10.3,7.3,10.3,88.6,22.3
59,Jaron Brown,SEA,WR,13,306,23.5,33.1,0,5.6,3.9,5.6,57,18.6
63,Dede Westbrook,JAX,WR,14,708,50.6,76.5,1.1,12.1,9,13.3,169.1,23.9
64,John Brown,BAL,WR,14,687,49.1,65.4,0.4,12.8,6.1,13.2,143.5,20.9
64,Anthony Miller,CHI,WR,13,544,41.8,61.7,0.6,9.4,6.2,10.1,110.72,20.4
66,Tyrell Williams,LAC,WR,14,663,47.4,75.9,0.3,9,6,9.4,137.3,20.7
67,Corey Davis,TEN,WR,14,786,56.1,89.2,0.6,12.7,7.9,13.4,172.2,21.9
67,Jordan Matthews,PHI,WR,12,293,24.4,37.2,0,8.5,6.1,8.5,58.7,20
67,Jakeem Grant,MIA,WR,10,282,28.2,34.7,0.4,12.1,7.8,12.4,72.3,25.6
70,Kenny Stills,MIA,WR,13,652,50.2,80.2,0,8.4,5.1,8.4,129.1,19.8
70,David Moore,SEA,WR,14,526,37.6,56.9,0.2,8.7,4.6,8.9,98.7,18.8
72,Jamison Crowder,WAS,WR,7,332,47.4,42.4,1.2,10.5,8.1,11.7,68.3,20.6
73,Terrelle Pryor,BUF,WR,8,277,34.6,41.7,0.4,10.8,6.1,11.2,53.1,19.2
74,Jarvis Landry,CLE,WR,14,844,60.3,87.6,0.2,15.6,8.9,16,194.1,23
74,Keon Hatcher,OAK,WR,3,6,2,1.8,0,33.3,16.7,33.3,1.8,30
76,Keke Coutee,HOU,WR,6,267,44.5,33,1.1,15.4,11.6,16.5,65.7,24.6
76,Ryan Switzer,PIT,WR,14,242,17.3,24.8,2.5,15.7,15.7,18.2,63.4,26.2
76,Justin Hardy,ATL,WR,14,195,13.9,20.9,0,10.3,7.2,10.3,39.3,20.2
79,Demaryius Thomas,HOU,WR,14,729,52.1,78.1,0,11.5,7.7,11.5,153,21
80,Larry Fitzgerald,ARI,WR,14,755,53.9,91.6,0,12.5,7.8,12.5,158.5,21
80,Devin Funchess,CAR,WR,13,600,46.2,67.1,0,12.5,7,12.5,118.6,19.8
82,Marvin Hall,ATL,WR,14,164,11.7,17.5,1.2,10.4,7.3,11.6,30.9,18.8
83,Allen Robinson,CHI,WR,12,720,60,76.4,0,11.9,6.8,11.9,142.9,19.8
83,Trey Quinn,WAS,WR,3,107,35.7,27.3,0.9,9.3,9.3,10.3,22.5,21
83,Russell Gage,ATL,WR,13,39,3,4.2,0,15.4,10.3,15.4,8.9,22.8
86,Tre'Quan Smith,NO,WR,13,503,38.7,54,0,7.8,4.8,7.8,92.6,18.4
87,Martavis Bryant,OAK,WR,8,219,27.4,27.9,1.4,12.3,10,13.7,46.9,21.4
88,Cameron Meredith,NO,WR,6,126,21,30.7,0,7.9,7.1,7.9,25.4,20.2
89,Taywan Taylor,TEN,WR,11,359,32.6,40.7,0,13.1,8.9,13.1,79.4,22.1
90,Sterling Shepard,NYG,WR,14,814,58.1,91.2,0.1,11.2,7,11.3,156.9,19.3
90,Doug Baldwin,SEA,WR,11,588,53.5,74.4,0,9.5,7,9.5,111.5,19
92,Mohamed Sanu,ATL,WR,14,736,52.6,78.7,0.5,10.3,8,11,144,19.6
92,Courtland Sutton,DEN,WR,14,679,48.5,73.2,0.1,10.5,5.3,10.6,114.3,16.8
92,Brice Butler,MIA,WR,6,103,17.2,19.3,0,9.7,5.8,9.7,18,17.5
95,Seth Roberts,OAK,WR,13,498,38.3,59.2,0.4,11.4,8,11.8,95.8,19.2
96,Phillip Dorsett,NE,WR,14,334,23.9,34.2,0,11.1,8.1,11.1,64.6,19.3
97,Antonio Callaway,CLE,WR,14,672,48,69.7,0.3,10.4,6.1,10.7,115.4,17.2
97,John Ross,CIN,WR,11,507,46.1,65,0.6,9.5,4.3,10.1,75.8,15
99,Tim Patrick,DEN,WR,14,279,19.9,30.1,0.7,10.4,6.5,11.1,46.7,16.7
100,Randall Cobb,GB,WR,8,420,52.5,60,0,13.3,8.8,13.3,86.6,20.6
100,Brandon LaFell,OAK,WR,6,233,38.8,45.6,0,6.9,5.2,6.9,37.5,16.1
102,Marquez Valdes-Scantling,GB,WR,14,569,40.6,61.3,0.4,9.7,5.6,10,97.2,17.1
102,Kendrick Bourne,SF,WR,14,496,35.4,52.8,0,11.1,6.7,11.1,86.5,17.4
102,Devante Parker,MIA,WR,9,330,36.7,56.7,0,12.4,6.7,12.4,60.6,18.4
105,Travis Benjamin,LAC,WR,10,243,24.3,34.8,2.1,8.2,6.6,10.3,36.9,15.2
106,Jordy Nelson,OAK,WR,13,737,56.7,80.4,0.1,9,6.5,9.1,128.4,17.4
106,Donte Moncrief,JAX,WR,14,720,51.4,77.8,0,11.4,5.8,11.4,122.4,17
106,Michael Crabtree,BAL,WR,14,706,50.4,67.2,0,13.3,7.2,13.3,125.7,17.8
106,Jarius Wright,CAR,WR,14,450,32.1,50.3,0.4,10.4,8,10.9,81.7,18.2
106,Paul Richardson,WAS,WR,7,368,52.6,76.3,0.5,9.5,6,10.1,59.1,16.1
111,Cole Beasley,DAL,WR,14,619,44.2,65.2,0,12.1,8.9,12.3,121.8,19.7
111,Torrey Smith,CAR,WR,9,295,32.8,33,0,9.2,5.4,9.2,47.1,16
111,Bruce Ellington,DET,WR,7,273,39,40.8,0.4,15.4,12.1,16.1,59.6,21.8
114,Danny Amendola,MIA,WR,13,599,46.1,73.7,0,11.9,8.8,12,114.02,19
115,Brandon Marshall,NO,WR,7,190,27.1,24.9,0,12.1,5.8,12.1,30.6,16.1
116,Taylor Gabriel,CHI,WR,14,750,53.6,79.6,1.1,11.5,9.1,12.5,142.2,19
117,Chester Rogers,IND,WR,14,502,35.9,50.8,0.2,12.2,8.8,12.4,92.5,18.4
118,Willie Snead,BAL,WR,14,716,51.1,68.1,0.1,13,8.7,13.1,130.9,18.3
119,Josh Reynolds,LAR,WR,14,506,36.1,52.8,0.4,8.7,4.9,9.1,72.1,14.2
120,Chris Hogan,NE,WR,14,678,48.4,69.4,0,6.5,4.3,6.5,93.8,13.8
121,Quincy Enunwa,NYJ,WR,11,525,47.7,64.5,0.2,13.1,7.4,13.3,87.9,16.7
121,Chad Beebe,MIN,WR,2,42,21,11.2,0,9.5,9.5,9.5,7.9,18.8
123,Pierre Garcon,SF,WR,8,377,47.1,40.1,0,11.9,6.4,11.9,58.6,15.5
123,Deontay Burnett,NYJ,WR,3,76,25.3,14.9,0,10.5,6.6,10.5,12,15.8
125,Zay Jones,BUF,WR,14,822,58.7,87.8,0.1,10.2,5.7,10.5,120.2,14.6
126,Demarcus Robinson,KC,WR,14,344,24.6,36.9,0,8.1,5.5,8.1,49.2,14.3
127,Dontrelle Inman,IND,WR,7,283,40.4,51.9,0,9.9,6.7,9.9,43.1,15.2
127,Trent Taylor,SF,WR,12,275,22.9,31.2,0,12.7,8,12.7,45.5,16.5
129,Damion Ratley,CLE,WR,11,172,15.6,24.1,0,11.6,7.6,11.6,27.4,15.9
129,Andre Roberts,NYJ,WR,14,132,9.4,14.9,1.5,10.6,6.8,12.1,25.1,19
131,Allen Hurns,DAL,WR,14,440,31.4,46.4,0,8,4.3,8,55.6,12.6
131,Austin Carr,NO,WR,13,263,20.2,28.2,0,4.9,3.4,4.9,30.7,11.7
133,Kelvin Benjamin,KC,WR,13,524,40.3,55.9,0,12.2,4.6,12.2,67.1,12.8
133,Bennie Fowler,NYG,WR,8,258,32.2,50.7,0,7.8,4.7,7.8,33.2,12.9
135,Nelson Agholor,PHI,WR,14,847,60.5,90.2,0.4,9.9,6.8,10.4,121.8,14.4
135,Zach Pascal,IND,WR,14,449,32.1,45.4,0.4,8.7,5.6,9.1,58.7,13.1
137,Josh Doctson,WAS,WR,13,750,57.7,88,0,9.2,5.2,9.2,97.9,13.1
137,Chris Conley,KC,WR,14,709,50.6,76.1,0,6.2,4.1,6.2,86,12.1
139,Tajae Sharpe,TEN,WR,14,582,41.6,66.1,0.2,7.9,4.6,8.1,74.2,12.7
139,Josh Bellamy,CHI,WR,14,242,17.3,25.7,0,8.3,5,8.3,30.9,12.8
141,Marcell Ateman,OAK,WR,5,273,54.6,54.8,0,10.3,5.1,10.3,34.7,12.7
142,Keelan Cole,JAX,WR,14,619,44.2,66.9,0,9.7,5.5,9.7,85.6,13.8
142,Equanimeous St. Brown,GB,WR,11,319,29,40.8,0.3,9.7,5.3,10,39.9,12.5
142,Trent Sherfield,ARI,WR,11,247,22.5,34.3,0,7.3,4.5,7.3,29.5,11.9
142,Shelton Gibson,PHI,WR,14,64,4.6,6.8,0,4.7,1.6,4.7,5.8,9.1
146,Michael Gallup,DAL,WR,14,634,45.3,66.8,0,9.1,4.3,9.1,73.4,11.6
146,Ryan Grant,IND,WR,12,524,43.7,56.8,0,8.8,6.3,8.8,71.5,13.6
148,Deandre Carter,HOU,WR,12,179,14.9,21.9,0.6,7.3,7.3,7.8,24.9,13.9
149,Cody Core,CIN,WR,12,258,21.5,33.5,0,9.3,4.3,9.3,29.4,11.4
149,Eli Rogers,PIT,WR,1,28,28,43.8,0,14.3,14.3,14.3,6,21.4
151,Corey Coleman,NYG,WR,6,101,16.8,26.9,0,6.9,5,6.9,12.1,12
152,Maurice Harris,WAS,WR,12,462,38.5,55.4,0.4,10.2,6.5,10.6,62.4,13.5
153,Laquon Treadwell,MIN,WR,14,529,37.8,56.7,0,9.6,6.4,9.6,69.5,13.1
154,Cody Latimer,NYG,WR,4,163,40.8,50.6,0,5.5,3.7,5.5,16.8,10.3
155,Jawill Davis,NYG,WR,6,62,10.3,9.9,0,12.9,6.5,12.9,8,12.9
156,Jermaine Kearse,NYJ,WR,13,592,45.5,71.8,0,12.2,5.6,12.2,70.6,11.9
156,Daesean Hamilton,DEN,WR,12,335,27.9,36.1,0,8.7,5.7,8.7,40.4,12.1
156,Andy Jones,DET,WR,5,122,24.4,37.5,0,5.7,3.3,5.7,11.8,9.7
159,Deonte Thompson,BUF,WR,12,240,20,28.2,0,11.7,6.7,11.7,31,12.9
160,Chris Moore,BAL,WR,14,406,29,38.6,1.2,5.2,5.2,6.4,40.6,10
161,Richie James,SF,WR,11,130,11.8,17.4,0,6.2,3.8,6.2,19.4,14.9
162,Kevin White,CHI,WR,8,124,15.5,13.2,0,4,2.4,4,10,8.1
162,Noah Brown,DAL,WR,6,81,13.5,18.3,0,6.2,3.7,6.2,7.5,9.3
164,D.J. Chark,JAX,WR,10,279,27.9,30.2,0,10.8,5,10.8,30.4,10.9
164,Brandon Powell,DET,WR,4,38,9.5,7.2,2.6,15.8,13.2,18.4,6.1,16.1
166,Andre Holmes,DEN,WR,14,309,22.1,32.9,0,7.8,4.2,7.8,29.2,9.4
166,Darius Jennings,TEN,WR,14,121,8.6,13.7,0,5.8,5,6.6,17.34,14.3
168,Auden Tate,CIN,WR,3,40,13.3,23.3,0,22.5,7.5,22.5,5,12.5
168,Jake Kumerow,GB,WR,3,32,10.7,15.3,0,12.5,6.2,12.5,3.6,11.2
170,Chad Williams,ARI,WR,8,350,43.8,42.5,0,8.9,3.1,8.9,28.3,8.1
171,Cameron Batson,TEN,WR,9,173,19.2,30.6,0.6,6.4,5.2,6.9,16.3,9.4
172,James Washington,PIT,WR,12,450,37.5,46.2,0,7.3,2.9,7.3,34.3,7.6
172,Malik Turner,SEA,WR,6,43,7.2,9,0,7,4.7,7,4,9.3
174,Terrance Williams,DAL,WR,3,39,13,21.9,0,7.7,5.1,7.7,3.8,9.7
175,Kamar Aiken,PHI,WR,5,131,26.2,15.1,0,5.3,4.6,5.3,11.3,8.6
175,Jalen Tolliver,ARI,WR,2,55,27.5,39.6,0,5.5,3.6,5.5,4.2,7.6
177,Michael Floyd,WAS,WR,11,254,23.1,36.3,0,7.1,2.8,7.1,16.8,6.6
178,Neal Sterling,NYJ,WR,5,129,25.8,29.1,0,6.2,4.7,6.2,10.7,8.3
179,Cam Phillips,BUF,WR,2,27,13.5,22.5,0,3.7,3.7,3.7,1.9,7
180,Charone Peake,NYJ,WR,11,78,7.1,11.2,0,3.8,2.6,3.8,4.5,5.8
180,Sammie Coates,HOU,WR,12,37,3.1,4.2,0,5.4,2.7,5.4,2.2,5.9
180,Marcus Kemp,KC,WR,14,22,1.6,2.4,0,9.1,4.5,9.1,1.7,7.7
183,Vyncint Smith,HOU,WR,5,89,17.8,13.5,0,4.5,1.1,4.5,3.8,4.3
184,JJ Nelson,ARI,WR,14,213,15.2,25.8,1.9,8.9,5.2,10.8,13.4,6.3
185,TJ Jones,DET,WR,13,368,28.3,39.7,0,4.6,2.7,4.6,20.8,5.7
185,Khadarel Hodge,LAR,WR,11,58,5.3,7.5,0,5.2,3.4,5.2,3.7,6.4
187,Alex Erickson,CIN,WR,14,289,20.6,32.1,1,7.3,5.2,8.3,20.1,7
187,Nick Williams,LAR,WR,4,69,17.2,9.6,0,5.8,2.9,5.8,3.7,5.4
189,Brian Quick,WAS,WR,6,82,13.7,9.8,0,3.7,3.7,3.7,4.8,5.9
190,Rashad Greene,JAX,WR,7,89,12.7,13.5,0,6.7,4.5,6.7,6.8,7.6
190,Josh Malone,CIN,WR,7,59,8.4,7,0,6.8,1.7,6.8,2.2,3.7
192,Jesus Wilson,TB,WR,3,42,14,22.7,0,2.4,2.4,2.4,1.8,4.3
193,Damiere Byrd,CAR,WR,8,44,5.5,7.8,0,4.5,2.3,4.5,1.8,4.1
194,Justin Hunter,PIT,WR,5,123,24.6,16.1,0,10.6,2.4,10.6,5.1,4.1
194,J'mon Moore,GB,WR,10,58,5.8,8,0,1.7,1.7,1.7,2,3.4
196,Rishard Matthews,NYJ,WR,8,153,19.1,24.4,0,5.9,3.3,5.9,7.4,4.8
196,Jeremy Kerley,BUF,WR,1,44,44,68.8,0,9.1,4.5,9.1,2.7,6.1
198,Victor Bolden Jr.,SF,WR,4,65,16.2,23.3,0,6.2,1.5,6.2,2,3.1
199,Ray-Ray McCloud,BUF,WR,9,117,13,15.5,1.7,4.3,5.1,6,6.5,5.6
200,Justin Watson,TB,WR,11,64,5.8,8.2,0,3.1,1.6,3.1,1.5,2.3
201,Darrius Heyward-Bey,PIT,WR,12,59,4.9,7,1.7,3.4,3.4,5.1,1.2,2
202,Justin Hardee,NO,WR,14,0,0,0,0,0,0,0,2,0
202,Mike Wallace,PHI,WR,2,73,36.5,48.3,0,4.1,0,4.1,0,0
202,Markus Wheaton,PHI,WR,1,2,2,2.8,0,0,0,0,0,0
202,Deante Burton,GB,WR,1,0,0,0,0,0,0,0,0,0
202,Matthew Slater,NE,WR,14,15,1.1,1.5,0,0,0,0,0,0
202,Freddie Martino,TB,WR,4,24,6,7.3,0,4.2,0,4.2,0,0
202,Tanner McEvoy,MIA,WR,2,0,0,0,0,0,0,0,0,0
202,Jaydon Mickens,JAX,WR,6,3,0.5,0.8,0,0,0,0,0,0
202,Stacy Coley,NYG,WR,3,19,6.3,7.1,0,5.3,0,5.3,0,0
202,Cam Sims,WAS,WR,1,0,0,0,0,0,0,0,0,0
202,Janarion Grant,BAL,WR,2,20,10,12.1,0,0,0,0,0,0
202,Bradley Marquez,DET,WR,1,7,7,10,0,0,0,0,0,0
202,Pharoh Cooper,LAR,WR,5,6,1.2,1.7,0,16.7,0,16.7,0,0
202,Mike Thomas,LAR,WR,1,0,0,0,0,0,0,0,0,0
202,Geremy Davis,LAC,WR,12,65,5.4,8.2,0,1.5,0,1.5,0,0
202,Keenan Reynolds,SEA,WR,2,21,10.5,8,0,0,0,0,0,0
202,Daniel Brown,CHI,WR,13,21,1.6,2.4,0,0,0,0,0,0
202,Javon Wims,CHI,WR,3,9,3,1.6,0,11.1,0,11.1,0,0
202,Brandon Tate,NO,WR,1,0,0,0,0,0,0,0,0,0
202,Cayleb Jones,MIN,WR,1,0,0,0,0,0,0,0,0,0
202,Quadree Henderson,NYG,WR,5,0,0,0,0,0,0,0,0,0
202,Da'mari Scott,BUF,WR,1,0,0,0,0,0,0,0,0,0
202,Tony Lippett,NYG,WR,1,0,0,0,0,0,0,0,0,0
202,River Cracraft,DEN,WR,6,16,2.7,4.2,0,0,0,0,0,0
202,Lance Lenoir,DAL,WR,6,6,1,1.4,0,0,0,0,0,0
202,Trevor Davis,GB,WR,2,0,0,0,0,0,0,0,0,0
202,Saeed Blacknall,OAK,WR,1,16,16,23.5,0,0,0,0,0,0
202,Johnny Holton,OAK,WR,1,5,5,8.6,0,20,0,20,0,0
202,Isaiah Ford,MIA,WR,1,13,13,23.6,0,7.7,0,7.7,0,0
202,Gehrig Dieter,KC,WR,2,16,8,7.4,0,6.2,0,6.2,0,0
202,Kaelin Clay,NYG,WR,2,0,0,0,0,0,0,0,-1,0
233,Rod Streater,CLE,WR,3,23,7.7,9.7,4.3,0,4.3,4.3,-1.1,-4.8
234,Jojo Natson,LAR,WR,11,22,2,2.8,0,0,0,0,-1,-4.5
235,Riley McCarron,NE,WR,1,15,15,20,0,6.7,0,6.7,-1,-6.7
236,Jehu Chesson,WAS,WR,5,2,0.4,0.6,50,50,50,100,-0.4,-20
237,JJ Jones,LAC,WR,3,3,1,1,33.3,0,33.3,33.3,-1,-33.3
