Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
101,Shaun Wilson,TB,RB,5,22,4.4,3.9,27.3,22.7,40.9,50,6.4,29.1
102,Anthony Sherman,KC,FB,14,90,6.4,9.7,1.1,7.8,7.8,8.9,19.9,22.1
102,Ronald Jones II,TB,RB,7,89,12.7,11.5,25.8,10.1,33.7,36,20.7,23.3
104,Wayne Gallman,NYG,RB,13,135,10.4,15.1,31.9,15.6,41.5,47.4,34.3,25.4
105,Rod Smith,DAL,RB,14,99,7.1,10.4,30.3,9.1,37.4,39.4,21.5,21.7
106,Theo Riddick,DET,RB,12,362,30.2,41.9,9.1,19.1,24.9,28.2,109.6,30.3
107,Alex Armah,CAR,RB,14,94,6.7,10.5,8.5,0,8.5,8.5,13.4,14.3
107,Dontrell Hilliard,CLE,RB,9,49,5.4,8.5,0,18.4,18.4,20.4,16,32.7
109,Marcus Murphy,BUF,RB,11,196,17.8,26.1,26.5,9.7,32.1,36.2,38.6,19.7
110,Devonta Freeman,ATL,RB,2,67,33.5,32.7,20.9,10.4,28.4,31.3,14.1,21
111,Deandre Washington,OAK,RB,8,58,7.2,10.1,43.1,1.7,44.8,44.8,9.5,16.4
111,Keith Ford,BUF,RB,1,41,41,60.3,34.1,2.4,36.6,36.6,6.3,15.4
113,Mike Gillislee,NO,RB,4,25,6.2,7.2,64,4,68,68,5.2,20.8
114,Mike Boone,MIN,RB,7,39,5.6,4.9,28.2,7.7,33.3,35.9,6.8,17.4
115,Samaje Perine,WAS,RB,4,25,6.2,3.6,20,16,32,36,6,24
116,Jacquizz Rodgers,TB,RB,14,311,22.2,31.9,9,11.9,18.6,20.9,66.8,21.5
117,Jonathan Stewart,NYG,RB,3,17,5.7,8.5,35.3,0,35.3,35.3,1.7,10
117,Cameron Artis-Payne,CAR,RB,7,6,0.9,0.9,33.3,0,33.3,33.3,0.6,10
119,James Develin,NE,RB,14,335,23.9,34.3,1.8,5.1,5.1,6.9,41.7,12.4
120,Byron Marshall,WAS,RB,4,43,10.8,13.7,7,11.6,16.3,18.6,7.9,18.4
121,Rob Kelley,WAS,RB,2,9,4.5,5.9,44.4,0,44.4,44.4,0.8,8.9
122,Mark Walton,CIN,RB,12,93,7.8,12.1,15.1,8.6,20.4,23.7,12.5,13.4
123,Elijhaa Penny,NYG,RB,10,81,8.1,14.1,8.6,8.6,16,17.3,12.4,15.3
124,Zach Line,NO,FB,14,199,14.2,21.4,3,4.5,5.5,7.5,20.6,10.4
125,Jamaal Charles,JAX,RB,2,20,10,3.5,30,15,40,45,3.4,17
126,CJ Ham,MIN,RB,14,137,9.8,14.7,3.6,10.9,11.7,14.6,20.2,14.7
127,Kyle Juszczyk,SF,FB,14,589,42.1,62.7,1,6.5,5.9,7.5,67,11.4
127,CJ Prosise,SEA,RB,5,30,6,5.1,3.3,10,13.3,13.3,4.9,16.3
129,Brian Hill,ATL,RB,7,20,2.9,3,20,0,20,20,1.2,6
130,Tre Madden,SEA,RB,12,66,5.5,7.1,4.5,4.5,7.6,9.1,5.8,8.8
131,John Kelly,LAR,RB,2,7,3.5,1.3,28.6,0,28.6,28.6,0.4,5.7
132,Patrick DiMarco,BUF,FB,14,129,9.2,13.8,0.8,3.1,3.1,3.9,10.1,7.8
132,Benjamin Cunningham,CHI,RB,13,29,2.2,3.1,17.2,6.9,20.7,24.1,2.6,9
134,Ameer Abdullah,MIN,RB,8,17,2.1,2.9,5.9,23.5,23.5,29.4,4.9,28.8
135,Tyler Ervin,HOU,RB,9,77,8.6,12.4,0,5.2,3.9,5.2,6.5,8.4
136,Roosevelt Nix,PIT,RB,14,100,7.1,10.3,0,4,3,4,6.6,6.6
137,Andy Janovich,DEN,FB,14,216,15.4,23.3,0.9,3.2,3.2,4.2,12.6,5.8
138,JD McKissic,SEA,RB,3,6,2,3,33.3,16.7,33.3,50,0.2,3.3
139,Derrick Coleman,ARI,FB,14,65,4.6,7.9,3.1,4.6,6.2,7.7,4,6.2
140,Tommy Bohanon,JAX,FB,14,136,9.7,14.7,0.7,5.9,4.4,6.6,8.4,6.2
141,Keith Smith,OAK,FB,14,132,9.4,14.4,0.8,4.5,3.8,5.3,6.2,4.7
142,Jamize Olawale,DAL,FB,14,95,6.8,10,0,3.2,2.1,3.2,3.3,3.5
142,Michael Burton,CHI,FB,7,43,6.1,5.9,0,2.3,2.3,2.3,1.6,3.7
144,Alan Cross,TB,FB,14,102,7.3,10.5,0,4.9,2,4.9,2.9,2.8
145,Nick Bellore,DET,RB,12,90,7.5,9.7,1.1,3.3,4.4,4.4,3.7,4.1
146,Ricky Ortiz,ATL,RB,10,103,10.3,11,0,2.9,1.9,2.9,2.7,2.6
147,Jonathan Williams,IND,RB,3,18,6,3.2,16.7,5.6,22.2,22.2,1.1,6.1
148,Derek Watt,LAC,FB,14,122,8.7,14,2.5,0.8,3.3,3.3,1.5,1.2
149,Taiwan Jones,BUF,RB,6,2,0.3,0.2,0,100,0,100,0,0
149,Senorise Perry,MIA,RB,14,0,0,0,0,0,0,0,0,0
149,Tra Carson,GB,RB,6,5,0.8,0.7,0,0,0,0,0,0
149,Patrick Ricard,BAL,FB,10,96,9.6,9.8,0,0,0,0,0,0
149,Shane Smith,NYG,FB,2,9,4.5,6.5,0,0,0,0,0,0
149,Gregory Howell Jr.,HOU,RB,13,3,0.2,0.3,0,0,0,0,0,0
149,Darius Jackson,GB,RB,2,0,0,0,0,0,0,0,0,0
149,Thomas Rawls,CIN,RB,1,2,2,1.7,0,0,0,0,0,0
149,Dan Vitale,GB,FB,3,9,3,2.6,0,0,0,0,0,0
149,Dare Ogunbowale,TB,RB,2,2,1,1,0,0,0,0,0,0
149,Matt Dayes,SF,RB,4,0,0,0,0,0,0,0,0,0
149,Charcandrick West,KC,RB,1,1,1,0.7,0,0,0,0,0,0
149,Trey Edmunds,PIT,RB,2,0,0,0,0,0,0,0,0,0
162,Robert Turbin,IND,RB,2,22,11,3.5,18.2,9.1,22.7,27.3,1.3,5.9
