Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
1,Brandon Bolden,MIA,RB,14,10,0.7,1.2,40,10,50,50,21.2,212
2,Darrel Williams,KC,RB,3,20,6.7,4.3,10,15,25,25,13,65
3,Nick Chubb,CLE,RB,14,334,23.9,34.6,49.1,6.9,53.9,56,186,55.7
4,Derrick Henry,TEN,RB,14,342,24.4,38.8,52,4.7,56.4,57.3,180.56,52.8
5,Zach Zenner,DET,RB,6,54,9,13.6,48.1,9.3,55.6,57.4,29.1,53.9
6,Melvin Gordon,LAC,RB,10,451,45.1,54.3,33.9,13.3,43.7,47.2,263.5,58.4
7,Phillip Lindsay,DEN,RB,14,432,30.9,46.6,42.1,10.4,49.8,52.5,224.1,51.9
8,Alvin Kamara,NO,RB,14,616,44,66.1,30.4,16.1,42.9,46.4,336.7,54.7
9,Kareem Hunt,KC,RB,11,505,45.9,64.2,35.8,6.9,41,42.8,236.2,46.8
9,Kalen Ballage,MIA,RB,10,52,5.2,9.1,38.5,11.5,50,50,30,57.7
11,Sony Michel,NE,RB,11,274,24.9,30.4,64.6,4,67.2,68.6,126.5,46.2
12,Marlon Mack,IND,RB,10,347,34.7,51.4,45.5,5.8,49.3,51.3,158.5,45.7
13,Aaron Jones,GB,RB,12,376,31.3,47.5,35.4,9.3,42.3,44.7,175.4,46.6
14,Todd Gurley,LAR,RB,14,825,58.9,86,31,9.8,38.2,40.8,391.1,47.4
14,Justin Davis,LAR,RB,10,5,0.5,0.6,40,0,40,40,1.9,38
16,Matt Breida,SF,RB,13,356,27.4,37.9,41.9,8.4,49.2,50.3,168.9,47.4
17,Leonard Fournette,JAX,RB,7,231,33,42.8,49.8,9.1,58,58.9,104.3,45.2
18,Chris Carson,SEA,RB,12,377,31.4,43.9,53.3,6.1,58.4,59.4,171.9,45.6
19,Raheem Mostert,SF,RB,9,89,9.9,15,38.2,7.9,44.9,46.1,39.6,44.5
20,Adrian Peterson,WAS,RB,14,431,30.8,47.2,51.3,5.6,55.7,56.8,183.3,42.5
21,Isaiah Crowell,NYJ,RB,13,333,25.6,41.1,42.9,8.4,49.2,51.4,146.7,44.1
22,Mark Ingram,NO,RB,10,299,29.9,45.8,40.8,7.7,46.8,48.5,131.9,44.1
23,Saquon Barkley,NYG,RB,14,738,52.7,82.6,30.2,14.4,41.3,44.6,360.9,48.9
23,Austin Ekeler,LAC,RB,13,333,25.6,38.1,29.4,15.6,41.1,45,158,47.4
25,Justin Jackson,LAC,RB,7,116,16.6,27.4,37.1,7.8,44,44.8,48.5,41.8
26,Joe Mixon,CIN,RB,12,524,43.7,63.3,39.5,9.9,47.1,49.4,230.9,44.1
27,Rashaad Penny,SEA,RB,13,176,13.5,19,46,6.8,51.1,52.8,72.8,41.4
28,Tarik Cohen,CHI,RB,14,443,31.6,47,19.9,19.6,35.4,39.7,228.84,51.7
29,CJ Anderson,OAK,RB,9,55,6.1,7.8,43.6,5.5,45.5,49.1,19.8,36
30,Damien Williams,KC,RB,12,138,11.5,14.8,18.8,11.6,29.7,30.4,60.7,44
31,Jaylen Samuels,PIT,FB,12,142,11.8,14.6,29.6,12.7,40.8,42.3,65.9,46.4
31,Kenneth Dixon,BAL,RB,4,102,25.5,33,39.2,2.9,42.2,42.2,36.7,36
33,Josh Adams,PHI,RB,11,208,18.9,29.3,47.1,4.3,49,51.4,70.5,33.9
33,Darren Sproles,PHI,RB,4,80,20,13.7,16.2,17.5,28.8,33.8,35.6,44.5
35,Jay Ajayi,PHI,RB,4,121,30.2,42,37.2,5,41.3,42.1,44.4,36.7
36,James Conner,PIT,RB,12,689,57.4,70.7,29.2,9.9,36.7,39,284.6,41.3
36,Royce Freeman,DEN,RB,12,239,19.9,25.8,44.4,3.8,46.9,48.1,81.9,34.3
38,Kerryon Johnson,DET,RB,10,347,34.7,37.4,34,11.2,43.2,45.2,146.4,42.2
39,Gus Edwards,BAL,RB,9,228,25.3,35.1,48.7,0.4,49.1,49.1,79.7,35
40,James White,NE,RB,14,544,38.9,55.7,15.1,21,30,36,246.3,45.3
41,Marshawn Lynch,OAK,RB,6,211,35.2,50.4,42.7,9.5,49.8,52.1,82,38.9
42,Alex Collins,BAL,RB,10,311,31.1,37.8,36.7,6.8,41.5,43.4,111.6,35.9
43,LeGarrette Blount,DET,RB,14,242,17.3,26.1,54.5,4.5,57.9,59.1,81.6,33.7
43,Christine Michael,IND,RB,1,3,3,0.8,66.7,0,66.7,66.7,0.9,30
45,Kenyan Drake,MIA,RB,14,464,33.1,57.1,22.2,13.6,31.7,35.8,183.3,39.5
46,Christian McCaffrey,CAR,RB,14,873,62.4,97.7,22.2,12.6,33.1,34.9,366.7,42
47,Ezekiel Elliott,DAL,RB,14,844,60.3,88.9,33.9,10.5,42.4,44.4,335.3,39.7
48,Wendell Smallwood,PHI,RB,14,281,20.1,29.9,26.3,9.6,33.5,35.9,100,35.6
49,Malcolm Brown,LAR,RB,12,123,10.2,12.8,35,5.7,39,40.7,39.4,32
50,Kapri Bibbs,WAS,RB,10,160,16,21.1,12.5,11.2,20.6,23.8,57.3,35.8
51,Tevin Coleman,ATL,RB,14,525,37.5,56.1,28.4,8,34.3,36.4,182.1,34.7
52,Frank Gore,MIA,RB,14,331,23.6,40.7,47.1,4.8,50.8,52,105.6,31.9
53,David Johnson,ARI,RB,14,657,46.9,79.7,35.2,10.2,42.2,45.4,226.1,34.4
53,Doug Martin,OAK,RB,14,285,20.4,31.1,45.6,7,51.2,52.6,94.2,33.1
53,David Fluellen,TEN,RB,7,6,0.9,0.8,66.7,0,66.7,66.7,1.6,26.7
56,Mike Davis,SEA,RB,13,331,25.5,38.1,29.6,11.5,39.3,41.1,123.1,37.2
57,De'Lance Turner,BAL,RB,4,8,2,2.5,12.5,25,37.5,37.5,4.1,51.2
58,Jeremy Hill,NE,RB,1,12,12,16,33.3,8.3,41.7,41.7,4.1,34.2
59,Carlos Hyde,JAX,RB,12,327,27.2,35.5,47.1,4.3,49.5,51.4,90.8,27.8
60,Corey Clement,PHI,RB,11,238,21.6,29.9,28.6,10.5,37.8,39.1,81.1,34.1
61,Lamar Miller,HOU,RB,13,555,42.7,58.3,34.8,5.9,38.9,40.7,172,31
62,Dalvin Cook,MIN,RB,9,391,43.4,58.8,27.1,10.5,35.5,37.6,133.2,34.1
62,David Williams,JAX,RB,2,14,7,11.7,42.9,0,42.9,42.9,3.4,24.3
64,Spencer Ware,KC,RB,13,247,19,26.5,20.6,9.3,28.7,30,79,32
64,Stevan Ridley,PIT,RB,9,56,6.2,5.7,46.4,7.1,51.8,53.6,17.4,31.1
66,Latavius Murray,MIN,RB,14,442,31.6,47.4,29.2,5.4,33.7,34.6,128.3,29
66,Bilal Powell,NYJ,RB,7,207,29.6,41.3,38.6,8.7,44,47.3,61.3,29.6
68,Detrez Newsome,LAC,RB,8,29,3.6,5.8,37.9,6.9,44.8,44.8,8.8,30.3
69,TJ Yeldon,JAX,RB,14,507,36.2,54.8,20.5,15.2,31.4,35.7,174.1,34.3
70,Chase Edmonds,ARI,RB,14,170,12.1,20.6,29.4,11.2,39.4,40.6,56.2,33.1
71,Taquan Mizzell,CHI,RB,7,55,7.9,12.1,14.5,14.5,25.5,29.1,18.6,33.8
72,Jordan Howard,CHI,RB,14,543,38.8,57.6,39.8,4.1,42.9,43.8,144.6,26.6
72,Ito Smith,ATL,RB,14,310,22.1,33.2,29,10.3,37.7,39.4,97.7,31.5
74,Jordan Wilkins,IND,RB,14,185,13.2,18.7,30.8,8.6,38.9,39.5,58.8,31.8
75,Peyton Barber,TB,RB,14,534,38.1,54.8,37.8,4.7,40.8,42.5,137.9,25.8
76,Dwayne Washington,NO,RB,5,22,4.4,6.4,72.7,0,72.7,72.7,4.6,20.9
77,Chris Ivory,BUF,RB,12,269,22.4,28.7,37.5,7.4,42,45,67.9,25.2
78,Alfred Morris,SF,RB,11,206,18.7,21.9,46.1,6.3,49.5,52.4,50.6,24.6
79,Jalen Richard,OAK,RB,14,373,26.6,40.7,12.9,19.8,29.5,32.7,139.7,37.5
80,Jeremy McNichols,IND,RB,1,2,2,2.2,100,0,100,100,0.4,20
81,Giovani Bernard,CIN,RB,10,298,29.8,41.3,17.8,13.8,28.2,31.5,90.4,30.3
81,Trenton Cannon,NYJ,RB,14,147,10.5,16.6,23.1,15,34,38.1,45.2,30.7
83,Duke Johnson,CLE,RB,14,390,27.9,40.5,8.7,13.3,19,22.1,116,29.7
84,LeSean McCoy,BUF,RB,12,427,35.6,49.1,34,9.4,40.7,43.3,112.9,26.4
84,Ty Montgomery,BAL,RB,11,233,21.2,25.2,16.7,15.5,27,32.2,69.1,29.7
84,Rex Burkhead,NE,RB,6,109,18.2,27.1,35.8,11.9,44,47.7,29.6,27.2
87,Javorius Allen,BAL,RB,14,311,22.2,29.6,13.2,13.8,24.4,27,94.6,30.4
88,Elijah McGuire,NYJ,RB,6,224,37.3,58.3,26.8,10.7,33,37.5,56.9,25.4
89,TJ Logan,ARI,RB,8,21,2.6,4.3,9.5,33.3,42.9,42.9,10.9,51.9
90,Nyheim Hines,IND,RB,14,462,33,46.7,17.7,15.4,29.9,33.1,140.7,30.5
91,Jeffery Wilson,SF,RB,4,154,38.5,56.2,33.8,8.4,40.3,42.2,39.7,25.8
92,Chris Thompson,WAS,RB,8,257,32.1,30.5,14.4,17.9,28,32.3,80.4,31.3
93,Roc Thomas,MIN,RB,5,29,5.8,6.2,27.6,13.8,34.5,41.4,7.1,24.5
94,Dion Lewis,TEN,RB,14,553,39.5,62.8,27.5,10.7,37.1,38.2,150.9,27.3
95,Alfred Blue,HOU,RB,14,408,29.1,42.9,35,4.7,38.5,39.7,84.9,20.8
96,Kenjon Barner,CAR,RB,8,42,5.2,5.1,45.2,0,45.2,45.2,7.1,16.9
97,Brandon Wilds,JAX,RB,3,9,3,3.5,66.7,0,66.7,66.7,1.5,16.7
98,Corey Grant,JAX,RB,5,65,13,18.5,20,18.5,33.8,38.5,19.7,30.3
99,Devontae Booker,DEN,RB,14,257,18.4,27.7,10.1,15.2,21.8,25.3,73.2,28.5
100,Jamaal Williams,GB,RB,14,398,28.4,42.9,24.6,7.3,29.1,31.9,81.8,20.6
