Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
1,Erik Swoope,NO,TE,7,78,11.1,9.3,0,12.8,10.3,12.8,34.7,44.5
2,Jordan Franks,CIN,TE,3,11,3.7,5.9,0,27.3,18.2,27.3,5.7,51.8
3,Robert Tonyan Jr.,GB,TE,14,38,2.7,4.1,0,7.9,5.3,7.9,13.9,36.6
4,Eric Ebron,IND,TE,14,575,41.1,58.1,0.5,17.2,11,17.9,204.4,35.5
5,Anthony Firkser,TEN,TE,8,109,13.6,22.5,0,14.7,14.7,14.7,42.1,38.6
6,Will Dissly,SEA,TE,4,127,31.8,49.2,0,11,6.3,11,38.6,30.4
7,Travis Kelce,KC,TE,14,894,63.9,95.9,0,14.8,10.4,14.8,289,32.3
8,OJ Howard,TB,TE,10,436,43.6,60.8,0,11,7.8,11,120.5,27.6
9,Tyler Eifert,CIN,TE,4,132,33,49.1,0,14.4,11.4,14.4,38.9,29.5
10,Michael Roberts,DET,TE,8,159,19.9,21.5,0,12.6,5.7,12.6,37,23.3
11,George Kittle,SF,TE,14,813,58.1,86.6,0.1,13.5,9,13.7,223.4,27.5
11,Jared Cook,OAK,TE,14,691,49.4,75.4,0,13.5,9.1,13.5,195.8,28.3
13,Gerald Everett,LAR,TE,14,284,20.3,29.6,0,15.5,9.9,15.5,77.2,27.2
14,Dan Arnold,NO,TE,9,128,14.2,17.5,0,14.8,9.4,14.8,33,25.8
15,Seth DeValve,CLE,TE,11,82,7.5,11,0,7.3,4.9,7.3,17.3,21.1
16,Zach Ertz,PHI,TE,14,874,62.4,93.1,0,15.6,11.6,15.6,252.8,28.9
17,Vance McDonald,PIT,TE,13,489,37.6,54.9,0,12.9,9.4,12.9,124.2,25.4
17,Antonio Gates,LAC,TE,14,310,22.1,35.5,0,12.6,8.1,12.6,72.2,23.3
19,Mark Andrews,BAL,TE,14,367,26.2,34.9,0,11.7,7.6,11.7,81.5,22.2
20,Adam Shaheen,CHI,TE,3,73,24.3,26.9,0,5.5,5.5,5.5,14.4,19.7
21,Evan Engram,NYG,TE,9,382,42.4,53.8,0.3,13.1,9.2,13.4,87.9,23
22,Mo Alie-Cox,IND,TE,7,171,24.4,24.3,0,6.4,3.5,6.4,29.2,17.1
23,Delanie Walker,TEN,TE,1,39,39,56.5,0,17.9,10.3,17.9,9.2,23.6
24,Cameron Brate,TB,TE,14,441,31.5,45.2,0,9.5,5.9,9.5,85.2,19.3
25,Jordan Reed,WAS,TE,13,511,39.3,56,0,16.4,10.6,16.4,120.8,23.6
26,Chris Herndon IV,NYJ,TE,12,464,38.7,52.4,0,9.9,6.9,9.9,91.2,19.7
27,Greg Olsen,CAR,TE,9,429,47.7,56.7,0,8.9,6.3,8.9,80.1,18.7
28,Dallas Goedert,PHI,TE,14,433,30.9,46.1,0,8.8,6.2,8.8,78.7,18.2
29,Trey Burton,CHI,TE,14,762,54.4,80.9,0.1,8.7,5.9,8.8,134.8,17.7
30,Rob Gronkowski,NE,TE,11,725,65.9,79.4,0,9.2,6.2,9.2,133.8,18.5
30,Vernon Davis,WAS,TE,14,447,31.9,49,0,8.1,5.6,8.1,75.7,16.9
32,Austin Hooper,ATL,TE,14,729,52.1,78,0,11,8.8,11,145.7,20
33,Benjamin Watson,NO,TE,14,452,32.3,48.5,0,9.1,7.1,9.1,80.5,17.8
34,Jack Doyle,IND,TE,6,330,55,81.1,0,10,7.9,10,61.5,18.6
34,Demetrius Harris,KC,TE,13,327,25.2,37.3,0,7.3,3.7,7.3,46.4,14.2
36,Jesse James,PIT,TE,14,523,37.4,53.7,0,7.3,5.7,7.3,87.3,16.7
36,Lee Smith,OAK,TE,14,243,17.4,26.5,0,4.5,4.1,4.5,35.3,14.5
38,Jordan Thomas,HOU,TE,14,442,31.6,46.4,0,5.7,4.3,5.7,63.9,14.5
39,Jimmy Graham,GB,TE,14,692,49.4,74.6,0,11.7,7.1,11.7,122.1,17.6
40,Ed Dickson,SEA,TE,8,253,31.6,46.6,0,4,3.6,4,33.4,13.2
41,Niles Paul,JAX,TE,6,103,17.2,22.8,1,12.6,10.7,13.6,19.5,18.9
42,David Grinnage,JAX,TE,3,68,22.7,37.8,0,11.8,8.8,11.8,12.1,17.8
43,Matt Lengel,CIN,TE,6,87,14.5,21.7,0,9.2,3.4,9.2,10.7,12.3
44,David Njoku,CLE,TE,14,776,55.4,80.5,0,10.1,6.4,10.1,118.4,15.3
44,Jake Butt,DEN,TE,3,97,32.3,46.6,0,12.4,8.2,12.4,16.5,17
44,Jacob Hollister,NE,TE,7,59,8.4,8.3,0,8.5,6.8,8.5,9.2,15.6
44,Tyrone Swoopes,SEA,TE,1,26,26,20.5,0,3.8,3.8,3.8,3.3,12.7
48,Jason Croom,BUF,TE,13,314,24.2,33.5,0,8,5.1,8,44.2,14.1
48,AJ Derby,MIA,TE,4,124,31,21.9,0,4,2.4,4,13.8,11.1
50,Nick Vannett,SEA,TE,13,461,35.5,53.5,0,8.2,5.4,8.2,61.1,13.3
50,Matt LaCosse,DEN,TE,14,356,25.4,38.4,0,8.1,5.3,8.1,46.7,13.1
52,Garrett Celek,SF,TE,14,273,19.5,29.1,0,2.9,1.8,2.9,26,9.5
53,Kyle Rudolph,MIN,TE,14,818,58.4,87.7,0,8.2,6.2,8.2,112.3,13.7
53,Ricky Seals-Jones,ARI,TE,14,533,38.1,64.7,0,12.9,6.2,12.9,73,13.7
