Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
55,Jonnu Smith,TEN,TE,13,610,46.9,75.2,0,5.1,3.3,5.1,63.8,10.5
55,Jeff Heuerman,DEN,TE,11,555,50.5,76.9,0,8.6,5.6,8.6,71.1,12.8
57,Joshua Perkins,PHI,TE,9,95,10.6,15,0,11.6,5.3,11.6,11.7,12.3
58,Lance Kendricks,GB,TE,14,295,21.1,31.8,0,7.5,5.8,7.5,37.4,12.7
59,Hayden Hurst,BAL,TE,10,237,23.7,32.2,0.4,7.2,4.6,7.6,26.2,11.1
59,Austin Seferian-Jenkins,JAX,TE,5,221,44.2,63,0,9,5,9,26,11.8
61,CJ Uzomah,CIN,TE,14,755,53.9,83.8,0,7.7,5,7.7,88.4,11.7
62,Maxx Williams,BAL,TE,11,325,29.5,30.9,0.6,5.2,5.5,5.8,37.1,11.4
63,Derek Carrier,OAK,TE,14,197,14.1,21.5,0,6.1,3.6,6.1,19.7,10
64,Rhett Ellison,NYG,TE,13,533,41,64.4,0,6,4.3,6,56.4,10.6
65,Geoff Swaim,DAL,TE,9,514,57.1,54.2,0,6.2,5.1,6.2,56.2,10.9
66,Jordan Akins,HOU,TE,14,333,23.8,35,0,6,4.5,6,34.2,10.3
67,Ian Thomas,CAR,TE,14,394,28.1,44.1,0,9.4,6.9,9.4,49.4,12.5
67,Darren Fells,CLE,TE,14,380,27.1,39.4,0,2.1,1.8,2.1,28.6,7.5
67,Tyler Conklin,MIN,TE,14,134,9.6,14.4,0,5.2,3.7,5.2,12.7,9.5
70,Blake Jarwin,DAL,TE,14,321,22.9,33.8,0,7.8,5.6,7.8,36,11.2
70,Jordan Leggett,NYJ,TE,13,281,21.6,34.3,0,7.1,4.3,7.1,27.8,9.9
72,Nick O'Leary,MIA,TE,8,272,34,57,0,3.7,2.9,3.7,22.6,8.3
73,Tyler Higbee,LAR,TE,14,695,49.6,72.5,0,4.6,3.2,4.6,58,8.3
74,Luke Stocker,TEN,TE,14,418,29.9,47.4,0.2,4.3,3.6,4.5,34.3,8.2
75,Levine Toilolo,DET,TE,14,431,30.8,46.4,0,4.4,3.7,4.4,36.4,8.4
76,Dalton Schultz,DAL,TE,9,222,24.7,35.2,0,6.8,5,6.8,20.9,9.4
77,Ryan Griffin,HOU,TE,12,635,52.9,71.5,0,6,3.3,6,49.2,7.7
77,Mike Gesicki,MIA,TE,14,362,25.9,44.5,0,8,5.5,8,36.9,10.2
79,Virgil Green,LAC,TE,14,597,42.6,68.3,0,4,2.8,4,42.8,7.2
79,Josh Hill,NO,TE,14,568,40.6,60.9,0,3.5,2.5,3.5,38.4,6.8
79,Logan Paulsen,ATL,TE,13,308,23.7,32.9,0,2.6,2.6,2.6,21.2,6.9
82,James O'Shaughnessy,JAX,TE,12,454,37.8,53,0,7.5,4.6,7.5,39.9,8.8
83,Chris Manhertz,CAR,TE,14,274,19.6,30.6,0,1.8,0.7,1.8,13.2,4.8
84,Hakeem Valles,DET,TE,3,29,9.7,11.2,0,10.3,6.9,10.3,3.1,10.7
85,Blake Bell,JAX,TE,8,182,22.8,34.6,0,4.9,3.8,4.9,13.7,7.5
86,Charles Clay,BUF,TE,12,475,39.6,50.7,0,7.6,4.4,7.6,38.4,8.1
86,MyCole Pruitt,TEN,TE,13,135,10.4,16.6,0,4.4,3.7,4.4,9.7,7.2
86,Ross Dwelley,SF,TE,8,23,2.9,4.4,0,4.3,4.3,4.3,1.8,7.8
89,Nick Boyle,BAL,TE,14,576,41.1,54.8,0,6.1,3.6,6.1,40.8,7.1
89,Xavier Grimble,PIT,TE,14,148,10.6,15.2,0,4.1,3.4,4.1,11,7.4
89,Rico Gathers,DAL,TE,13,134,10.3,15.1,0,5.2,2.2,5.2,7.5,5.6
89,Brian Parker,DEN,TE,10,68,6.8,10.3,0,10.3,4.4,10.3,5.3,7.8
93,Logan Thomas,BUF,TE,10,251,25.1,30.9,0,6.4,5.2,6.8,20.3,8.1
94,Eric Saubert,ATL,TE,14,152,10.9,16.3,0,5.9,3.3,5.9,9.8,6.4
95,Tyler Kroft,CIN,TE,5,116,23.2,13.8,0,5.2,3.4,5.2,7.6,6.6
96,Jeremy Sprinkle,WAS,TE,14,281,20.1,30.8,0,2.1,1.1,2.1,10.9,3.9
97,Scott Simonson,NYG,TE,14,234,16.7,26.2,0,3.8,1.7,3.8,9.6,4.1
97,Ben Braunecker,CHI,TE,13,98,7.5,10.4,0,4.1,2,4.1,4.4,4.5
99,Marcedes Lewis,GB,TE,14,176,12.6,19,0,2.3,1.7,2.3,6.9,3.9
100,Luke Willson,DET,TE,13,412,31.7,44.4,0,4.6,3.2,4.6,21.7,5.3
100,Eric Tomlinson,NYJ,TE,14,337,24.1,38.1,0,4.2,2.4,4.2,15.2,4.5
100,Durham Smythe,MIA,TE,13,127,9.8,15.6,0,3.9,1.6,3.9,4.7,3.7
103,Jermaine Gresham,ARI,TE,12,370,30.8,51,0,3.2,2.4,3.2,17.4,4.7
104,David Morgan,MIN,TE,9,196,21.8,22.6,0,3.1,2.6,3.1,8.6,4.4
105,Antony Auclair,TB,TE,14,280,20,28.7,0,2.5,2.5,2.5,11.8,4.2
106,Sean Culkin,LAC,TE,12,176,14.7,20.1,0,0.6,0.6,0.6,3.4,1.9
107,Orson Charles,CLE,TE,13,174,13.4,18,0,2.9,1.7,2.9,5.3,3
108,Khari Lee,BUF,TE,2,46,23,18.3,0,2.2,2.2,2.2,1.5,3.3
109,Dwayne Allen,NE,TE,11,299,27.2,30.6,0,1.3,1,1.3,5.7,1.9
110,Dion Sims,CHI,TE,8,195,24.4,20.7,0,2.1,1,2.1,2.9,1.5
111,James Hurst,BAL,TE,8,575,71.9,58.5,0,0,0,0,0,0
111,Gabe Holmes,ARI,TE,8,81,10.1,18,0,0,0,0,0,0
111,Cole Wick,SF,TE,5,11,2.2,3.1,0,9.1,0,9.1,0,0
111,Alex Ellis,KC,TE,2,11,5.5,5.8,0,0,0,0,0,0
111,Mason Schreck,CIN,TE,6,21,3.5,4.8,0,0,0,0,0,0
111,Darrell Daniels,ARI,TE,10,70,7,8.1,0,1.4,0,1.4,0,0
111,Johnny Mundt,LAR,TE,8,21,2.6,2.2,0,0,0,0,0,0
111,Ryan Hewitt,IND,TE,10,169,16.9,18.6,0,0.6,0,0.6,0,0
111,Nick Deluca,JAX,TE,7,0,0,0,0,0,0,0,0,0
111,Deon Yelder,KC,TE,3,1,0.3,0.2,0,0,0,0,0,0
111,John Phillips,ARI,TE,6,62,10.3,16.5,0,0,0,0,0,0
111,Ben Koyack,JAX,TE,5,84,16.8,26.3,0,0,0,0,0,0
111,Richard Rodgers,PHI,TE,4,24,6,9.4,0,0,0,0,0,0
111,Temarrick Hemingway,DEN,TE,3,1,0.3,0.5,0,0,0,0,0,0
111,Matt Flanagan,WAS,TE,1,22,22,32.4,0,0,0,0,0,0
