Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Davante Adams,GB,WR,14,151,100,66.2,1315,12,57,8.7,13.2,0,0,0,0,0,0,22.9,320.5
2,Adam Thielen,MIN,WR,14,145,105,72.4,1255,9,68,8.7,12,3,28,9.3,0,1,1,22.5,315.3
3,Julio Jones,ATL,WR,14,152,100,65.8,1511,6,58,9.9,15.1,2,12,6,0,2,2,22.4,313.3
4,Tyreek Hill,KC,WR,14,121,78,64.5,1304,11,75,10.8,16.7,19,119,6.3,0,0,0,22,307.3
5,DeAndre Hopkins,HOU,WR,14,135,94,69.6,1321,11,49,9.8,14.1,1,-7,-7,0,2,2,21.7,304.4
6,Antonio Brown,PIT,WR,14,149,90,60.4,1112,13,78,7.5,12.4,0,0,0,0,0,0,20.8,291.2
7,Michael Thomas,NO,WR,14,127,109,85.8,1267,8,72,10,11.6,0,0,0,0,2,2,20.8,290.7
8,JuJu Smith-Schuster,PIT,WR,14,141,95,67.4,1274,6,97,9,13.4,1,13,13,0,0,0,20.2,282.7
9,Mike Evans,TB,WR,14,120,74,61.7,1328,5,72,11.1,17.9,0,0,0,1,2,1,18.8,262.8
10,Stefon Diggs,MIN,WR,13,134,92,68.7,964,7,75,7.2,10.5,10,62,6.2,0,0,0,19.3,250.6
11,Keenan Allen,LAC,WR,14,121,88,72.7,1074,6,54,8.9,12.2,9,75,8.3,0,3,1,17.8,248.9
12,Odell Beckham Jr,NYG,WR,12,124,77,62.1,1052,6,51,8.5,13.7,5,19,3.8,0,2,1,20.5,246.34
13,Robert Woods,LAR,WR,14,120,78,65,1106,5,36,9.2,14.2,16,141,8.8,0,0,0,17.3,241.7
14,Tyler Boyd,CIN,WR,14,108,76,70.4,1028,7,49,9.5,13.5,2,3,1.5,0,0,0,16.4,230.1
15,Brandin Cooks,LAR,WR,14,105,72,68.6,1107,3,57,10.5,15.4,7,41,5.9,1,1,0,16.1,225.8
16,T.Y. Hilton,IND,WR,12,106,67,63.2,1071,6,68,10.1,16,0,0,0,0,0,0,18.5,222.1
17,Amari Cooper,DAL,WR,13,91,66,72.5,953,7,90,10.5,14.4,2,20,10,0,1,1,16.6,216.3
18,Emmanuel Sanders,DEN,WR,12,98,71,72.4,868,4,64,8.9,12.2,4,53,13.2,1,1,0,17.3,207.22
19,Kenny Golladay,DET,WR,14,104,64,61.5,1005,5,60,9.7,15.7,1,8,8,0,1,0,14.6,204.3
20,Tyler Lockett,SEA,WR,14,64,51,79.7,800,9,52,12.5,15.7,12,66,5.5,0,1,0,14,196.6
21,Jarvis Landry,CLE,WR,14,132,72,54.5,827,3,51,6.3,11.5,2,54,27,1,1,1,13.9,194.1
22,Calvin Ridley,ATL,WR,14,82,56,68.3,699,8,75,8.5,12.5,6,27,4.5,0,2,1,12.8,178.6
23,Golden Tate,PHI,WR,13,104,68,65.4,749,4,67,7.2,11,4,34,8.5,0,2,0,13.7,178.3
24,Julian Edelman,NE,WR,10,92,63,68.5,711,4,36,7.7,11.3,7,83,11.9,0,1,0,17.4,174.12
25,Corey Davis,TEN,WR,14,100,57,57,798,4,51,8,14,5,54,10.8,0,1,0,12.3,172.2
26,Dede Westbrook,JAX,WR,14,86,56,65.1,662,5,61,7.7,11.8,8,89,11.1,0,2,1,12.1,169.1
27,Alshon Jeffery,PHI,WR,11,82,57,69.5,702,5,50,8.6,12.3,0,0,0,0,1,0,14.8,163.2
28,Mike Williams,LAC,WR,14,57,37,64.9,592,9,55,10.4,16,5,35,7,1,0,0,11.6,161.7
29,Adam Humphries,TB,WR,14,87,61,70.1,671,5,51,7.7,11,2,11,5.5,0,1,0,11.4,159.2
30,Larry Fitzgerald,ARI,WR,14,94,59,62.8,645,5,37,6.9,10.9,0,0,0,0,0,0,11.3,158.5
31,Sterling Shepard,NYG,WR,14,91,56,61.5,692,4,58,7.6,12.4,1,27,27,0,1,0,11.2,156.9
32,DeSean Jackson,TB,WR,11,70,40,57.1,750,4,75,10.7,18.8,5,25,5,1,0,0,14.2,156.5
33,AJ Green,CIN,WR,9,77,46,59.7,694,6,38,9,15.1,0,0,0,0,2,1,17.4,156.4
34,Chris Godwin,TB,WR,14,80,50,62.5,689,5,48,8.6,13.8,0,0,0,0,4,1,11.1,155.9
35,Demaryius Thomas,HOU,WR,14,84,56,66.7,640,5,45,7.6,11.4,0,0,0,0,0,0,10.9,153
36,D.J. Moore,CAR,WR,14,67,49,73.1,688,2,82,10.3,14,13,172,13.2,0,4,3,10.5,147
37,Josh Gordon,NE,WR,12,71,41,57.7,737,4,55,10.4,18,0,0,0,0,0,0,12.1,144.7
38,Mohamed Sanu,ATL,WR,14,76,54,71.1,667,3,43,8.8,12.4,4,13,3.2,0,2,1,10.3,144
