Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
1,Nick Chubb,CLE,RB,11,234,21.3,29.7,52.1,5.6,56,57.7,138.5,59.2
2,Leonard Fournette,JAX,RB,5,149,29.8,35.7,60.4,9.4,69.8,69.8,88.8,59.6
3,Sony Michel,NE,RB,8,187,23.4,27.3,67.9,5.3,71.1,73.3,106.9,57.2
4,Kenneth Dixon,BAL,RB,1,22,22,27.5,59.1,0,59.1,59.1,10.4,47.3
5,Melvin Gordon,LAC,RB,10,451,45.1,70.9,33.9,13.3,43.7,47.2,263.5,58.4
6,Alvin Kamara,NO,RB,11,493,44.8,66.4,30.4,14.8,42,45.2,282.5,57.3
7,Phillip Lindsay,DEN,RB,11,320,29.1,44.3,42.2,9.7,49.7,51.9,168.7,52.7
8,Marlon Mack,IND,RB,7,235,33.6,51.1,46.4,7.2,51.1,53.6,115,48.9
9,Aaron Jones,GB,RB,9,288,32,49.5,35.1,9.7,41.7,44.8,139.8,48.5
10,Kareem Hunt,KC,RB,11,505,45.9,70.6,35.8,6.9,41,42.8,236.2,46.8
11,Todd Gurley,LAR,RB,11,635,57.7,84.6,33.1,8.8,39.8,41.9,313.4,49.4
11,Austin Ekeler,LAC,RB,11,245,22.3,36,28.6,15.9,41.6,44.5,131.3,53.6
13,Mark Ingram,NO,RB,7,216,30.9,46.7,41.7,6.9,47.7,48.6,105.4,48.8
14,Matt Breida,SF,RB,11,301,27.4,41.3,42.2,7.3,48.2,49.5,145.6,48.4
15,Isaiah Crowell,NYJ,RB,11,284,25.8,41.3,42.3,7.7,47.9,50,130.3,45.9
16,Josh Adams,PHI,RB,8,122,15.2,23.5,45.9,6.6,49.2,52.5,49.6,40.7
17,Saquon Barkley,NYG,RB,11,585,53.2,84.5,29.2,14.9,41.4,44.1,298,50.9
17,Taquan Mizzell,CHI,RB,4,25,6.2,10.4,12,20,24,32,12.2,48.8
19,Adrian Peterson,WAS,RB,11,359,32.6,48.6,51,5.6,55.4,56.5,155.5,43.3
19,Raheem Mostert,SF,RB,9,89,9.9,15,38.2,7.9,44.9,46.1,39.6,44.5
