Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Zach Ertz,PHI,TE,11,111,84,75.7,895,6,34,8.1,10.7,0,0,0,0,0,0,20.1,221.5
2,Travis Kelce,KC,TE,11,101,67,66.3,914,7,43,9,13.6,0,0,0,0,1,0,19.3,212.4
3,Eric Ebron,IND,TE,11,72,44,61.1,508,11,53,7.1,11.5,2,1,0.5,1,0,0,15.4,169.9
4,George Kittle,SF,TE,11,84,56,66.7,823,3,82,9.8,14.7,1,10,10,0,0,0,15,165.3
5,Jared Cook,OAK,TE,11,70,47,67.1,609,5,45,8.7,13,0,0,0,0,0,0,13.1,143.9
6,Austin Hooper,ATL,TE,11,68,55,80.9,476,3,36,7,8.7,0,0,0,0,0,0,11.1,122.6
7,OJ Howard,TB,TE,10,48,34,70.8,565,5,75,11.8,16.6,0,0,0,0,0,0,12,120.5
8,Trey Burton,CHI,TE,11,53,38,71.7,448,5,47,8.5,11.8,1,2,2,0,1,1,10.6,117
9,Jordan Reed,WAS,TE,11,78,50,64.1,537,2,34,6.9,10.7,0,0,0,0,1,1,10.4,114.7
10,David Njoku,CLE,TE,11,63,41,65.1,431,3,24,6.8,10.5,0,0,0,0,0,0,9.3,102.1
11,Vance McDonald,PIT,TE,10,49,36,73.5,444,3,75,9.1,12.3,0,0,0,0,2,1,10,100.4
12,Jimmy Graham,GB,TE,11,61,36,59,486,2,54,8,13.5,0,0,0,0,0,0,9.1,99.6
13,Kyle Rudolph,MIN,TE,11,56,43,76.8,425,2,25,7.6,9.9,0,0,0,0,0,0,8.9,97.5
14,Rob Gronkowski,NE,TE,8,50,32,64,504,2,42,10.1,15.8,0,0,0,0,1,1,12,96.4
15,Jesse James,PIT,TE,11,32,26,81.2,379,2,51,11.8,14.6,0,0,0,0,0,0,7.2,78.9
16,Greg Olsen,CAR,TE,8,37,26,70.3,278,4,23,7.5,10.7,0,0,0,0,0,0,9.7,77.8
17,Chris Herndon IV,NYJ,TE,9,34,26,76.5,314,3,32,9.2,12.1,0,0,0,0,1,0,8.4,75.4
