Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
50,Nick Chubb,CLE,RB,9,KC,5,16,3.2,1,1,1,5,0,0,0,9.1,9.1
50,Tevin Coleman,ATL,RB,3,NO,2,-3,-1.5,0,2,2,14,1,0,0,9.1,9.1
52,TJ Yeldon,JAX,RB,1,NYG,2,19,9.5,0,1,1,1,1,0,0,9,9
52,Corey Clement,PHI,RB,6,NYG,3,20,6.7,1,1,1,0,0,0,0,9,9
54,Alvin Kamara,NO,RB,7,BAL,6,29,4.8,1,0,0,0,0,0,0,8.9,8.9
54,Saquon Barkley,NYG,RB,3,HOU,4,21,5.2,1,1,1,-2,0,0,0,8.9,8.9
56,Christian McCaffrey,CAR,RB,5,NYG,0,0,0,0,1,1,18,1,0,0,8.8,8.8
56,Malcolm Brown,LAR,RB,9,NO,0,0,0,0,1,1,18,1,0,0,8.8,8.8
56,Alex Collins,BAL,RB,3,DEN,2,10,5,1,1,1,8,0,0,0,8.8,8.8
56,Latavius Murray,MIN,RB,7,NYJ,3,11,3.7,1,1,1,7,0,0,0,8.8,8.8
60,Ito Smith,ATL,RB,4,CIN,3,12,4,1,1,1,5,0,0,0,8.7,8.7
61,David Johnson,ARI,RB,1,WAS,1,2,2,1,4,2,4,0,0,0,8.6,8.6
61,Zach Line,NO,FB,3,ATL,0,0,0,0,2,2,6,1,0,0,8.6,8.6
63,James White,NE,RB,1,HOU,1,3,3,0,2,1,12,1,0,0,8.5,8.5
64,Saquon Barkley,NYG,RB,7,ATL,3,4,1.3,1,0,0,0,0,0,0,8.4,8.4
64,TJ Yeldon,JAX,RB,5,KC,0,0,0,0,2,1,14,1,0,0,8.4,8.4
64,Frank Gore,MIA,RB,4,NE,2,8,4,0,1,1,6,1,0,0,8.4,8.4
64,Marshawn Lynch,OAK,RB,2,DEN,2,1,0.5,1,2,2,3,0,0,0,8.4,8.4
68,Alex Collins,BAL,RB,9,PIT,4,23,5.8,1,0,0,0,0,0,0,8.3,8.3
68,Kareem Hunt,KC,RB,2,PIT,3,8,2.7,0,1,1,5,1,0,0,8.3,8.3
68,Austin Ekeler,LAC,RB,1,KC,0,0,0,0,1,1,13,1,0,0,8.3,8.3
68,Saquon Barkley,NYG,RB,4,NO,3,6,2,1,2,1,7,0,0,0,8.3,8.3
72,Corey Clement,PHI,RB,2,TB,2,22,11,1,0,0,0,0,0,0,8.2,8.2
72,Jay Ajayi,PHI,RB,2,TB,4,8,2,1,1,1,4,0,0,0,8.2,8.2
72,Ezekiel Elliott,DAL,RB,2,NYG,3,12,4,1,2,1,0,0,0,0,8.2,8.2
72,Javorius Allen,BAL,RB,1,BUF,1,1,1,1,1,1,11,0,0,0,8.2,8.2
76,James Conner,PIT,RB,8,CLE,4,21,5.2,1,0,0,0,0,0,0,8.1,8.1
76,Saquon Barkley,NYG,RB,5,CAR,1,-4,-4,0,1,1,15,1,0,0,8.1,8.1
76,Marshawn Lynch,OAK,RB,1,LAR,3,9,3,1,1,1,2,0,0,0,8.1,8.1
76,Kerryon Johnson,DET,RB,4,DAL,2,10,5,1,1,1,1,0,0,0,8.1,8.1
76,Tarik Cohen,CHI,RB,7,NE,1,5,5,0,2,1,6,1,0,0,8.1,8.1
81,Alex Collins,BAL,RB,8,CAR,2,20,10,1,0,0,0,0,0,0,8,8
81,James White,NE,RB,3,DET,0,0,0,0,1,1,10,1,0,0,8,8
83,Tarik Cohen,CHI,RB,4,TB,0,0,0,0,2,1,9,1,0,0,7.9,7.9
83,Javorius Allen,BAL,RB,8,CAR,0,0,0,0,1,1,9,1,0,0,7.9,7.9
85,Royce Freeman,DEN,RB,4,KC,2,18,9,1,0,0,0,0,0,0,7.8,7.8
86,Melvin Gordon,LAC,RB,3,LAR,3,17,5.7,1,0,0,0,0,0,0,7.7,7.7
86,Carlos Hyde,CLE,RB,4,OAK,6,17,2.8,1,0,0,0,0,1,0,7.7,7.7
86,Matt Breida,SF,RB,5,ARI,1,2,2,0,1,1,5,1,0,0,7.7,7.7
86,Peyton Barber,TB,RB,6,ATL,4,2,0.5,0,1,1,5,1,0,0,7.7,7.7
90,Melvin Gordon,LAC,RB,5,OAK,3,16,5.3,1,0,0,0,0,0,0,7.6,7.6
90,Ito Smith,ATL,RB,6,TB,4,16,4,1,0,0,0,0,0,0,7.6,7.6
90,Tevin Coleman,ATL,RB,6,TB,0,0,0,0,2,1,6,1,0,0,7.6,7.6
90,TJ Yeldon,JAX,RB,7,HOU,0,0,0,0,1,1,6,1,0,0,7.6,7.6
90,Phillip Lindsay,DEN,RB,8,KC,2,4,2,1,1,1,2,0,0,0,7.6,7.6
95,Sony Michel,NE,RB,4,MIA,6,15,2.5,1,0,0,0,0,0,0,7.5,7.5
95,Marshawn Lynch,OAK,RB,3,MIA,5,5,1,1,1,1,0,0,0,0,7.5,7.5
97,Devontae Booker,DEN,RB,9,HOU,1,14,14,1,0,0,0,0,0,0,7.4,7.4
97,Lamar Miller,HOU,RB,3,NYG,2,0,0,0,1,1,4,1,0,0,7.4,7.4
97,Latavius Murray,MIN,RB,8,NO,2,1,0.5,1,1,1,3,0,0,0,7.4,7.4
100,James Conner,PIT,RB,5,ATL,5,13,2.6,1,0,0,0,0,1,0,7.3,7.3
100,Kareem Hunt,KC,RB,4,DEN,5,13,2.6,1,0,0,0,0,0,0,7.3,7.3
102,Kenyan Drake,MIA,RB,2,NYJ,2,12,6,1,0,0,0,0,0,0,7.2,7.2
102,Ito Smith,ATL,RB,9,WAS,1,12,12,1,0,0,0,0,0,0,7.2,7.2
102,Todd Gurley,LAR,RB,9,NO,3,12,4,1,0,0,0,0,0,0,7.2,7.2
102,Kenyan Drake,MIA,RB,8,HOU,1,12,12,1,0,0,0,0,0,0,7.2,7.2
106,Mike Davis,SEA,RB,5,LAR,3,11,3.7,1,0,0,0,0,0,0,7.1,7.1
106,Tevin Coleman,ATL,RB,1,PHI,2,11,5.5,1,0,0,0,0,0,0,7.1,7.1
106,Wendell Smallwood,PHI,RB,3,IND,3,11,3.7,1,1,0,0,0,0,0,7.1,7.1
106,Ezekiel Elliott,DAL,RB,6,JAX,2,11,5.5,1,0,0,0,0,0,0,7.1,7.1
106,Jordan Howard,CHI,RB,8,NYJ,4,11,2.8,1,0,0,0,0,0,0,7.1,7.1
111,Latavius Murray,MIN,RB,9,DET,3,10,3.3,1,0,0,0,0,0,0,7,7
111,Alex Collins,BAL,RB,1,BUF,3,10,3.3,1,0,0,0,0,0,0,7,7
111,Ezekiel Elliott,DAL,RB,1,CAR,3,10,3.3,1,0,0,0,0,0,0,7,7
111,Isaiah Crowell,NYJ,RB,1,DET,4,10,2.5,1,0,0,0,0,0,0,7,7
111,Chris Carson,SEA,RB,3,DAL,3,10,3.3,1,0,0,0,0,0,0,7,7
111,TJ Yeldon,JAX,RB,4,NYJ,5,10,2,1,0,0,0,0,0,0,7,7
111,Jordan Howard,CHI,RB,7,NE,3,10,3.3,1,0,0,0,0,0,0,7,7
118,James Conner,PIT,RB,1,CLE,2,9,4.5,1,1,0,0,0,0,0,6.9,6.9
118,Adrian Peterson,WAS,RB,1,ARI,7,9,1.3,1,0,0,0,0,0,0,6.9,6.9
120,Nyheim Hines,IND,RB,2,WAS,2,8,4,1,0,0,0,0,0,0,6.8,6.8
120,LeGarrette Blount,DET,RB,5,GB,3,8,2.7,1,0,0,0,0,0,0,6.8,6.8
120,Giovani Bernard,CIN,RB,3,CAR,3,8,2.7,1,0,0,0,0,0,0,6.8,6.8
120,Ronald Jones II,TB,RB,7,CLE,4,8,2,1,0,0,0,0,0,0,6.8,6.8
120,Adrian Peterson,WAS,RB,8,NYG,2,1,0.5,0,1,1,7,1,1,1,6.8,6.8
125,Joe Mixon,CIN,RB,1,IND,3,7,2.3,1,0,0,0,0,0,0,6.7,6.7
125,David Johnson,ARI,RB,6,MIN,5,7,1.4,1,1,0,0,0,0,0,6.7,6.7
125,Derrick Henry,TEN,RB,7,LAC,3,7,2.3,1,0,0,0,0,0,0,6.7,6.7
125,Lamar Miller,HOU,RB,7,JAX,2,7,3.5,1,0,0,0,0,0,0,6.7,6.7
125,Lamar Miller,HOU,RB,8,MIA,4,7,1.8,1,0,0,0,0,0,0,6.7,6.7
130,Nick Chubb,CLE,RB,7,TB,3,6,2,1,0,0,0,0,0,0,6.6,6.6
131,Royce Freeman,DEN,RB,2,OAK,3,5,1.7,1,0,0,0,0,0,0,6.5,6.5
131,Dion Lewis,TEN,RB,1,MIA,2,5,2.5,1,0,0,0,0,0,0,6.5,6.5
131,Todd Gurley,LAR,RB,3,LAC,3,5,1.7,1,0,0,0,0,0,0,6.5,6.5
131,Aaron Jones,GB,RB,4,BUF,2,5,2.5,1,0,0,0,0,0,0,6.5,6.5
131,David Johnson,ARI,RB,4,SEA,3,5,1.7,1,0,0,0,0,0,0,6.5,6.5
131,Phillip Lindsay,DEN,RB,4,KC,3,5,1.7,1,0,0,0,0,0,0,6.5,6.5
131,Joe Mixon,CIN,RB,6,PIT,2,5,2.5,1,0,0,0,0,0,0,6.5,6.5
138,Kareem Hunt,KC,RB,5,JAX,1,4,4,1,1,0,0,0,0,0,6.4,6.4
138,Alex Collins,BAL,RB,4,PIT,2,1,0.5,0,1,1,3,1,1,1,6.4,6.4
140,Kapri Bibbs,WAS,RB,9,ATL,1,3,3,1,0,0,0,0,0,0,6.3,6.3
140,Alfred Morris,SF,RB,3,KC,1,3,3,1,0,0,0,0,0,0,6.3,6.3
140,Jordan Howard,CHI,RB,3,ARI,3,3,1,1,0,0,0,0,0,0,6.3,6.3
140,Matt Breida,SF,RB,6,GB,1,3,3,1,0,0,0,0,0,0,6.3,6.3
140,LeGarrette Blount,DET,RB,7,MIA,3,3,1,1,0,0,0,0,0,0,6.3,6.3
145,Carlos Hyde,CLE,RB,2,NO,2,2,1,1,0,0,0,0,0,0,6.2,6.2
145,Ito Smith,ATL,RB,5,PIT,1,2,2,1,0,0,0,0,0,0,6.2,6.2
145,Kenneth Dixon,BAL,RB,1,BUF,1,2,2,1,0,0,0,0,0,0,6.2,6.2
145,Ty Montgomery,GB,RB,6,SF,1,2,2,1,0,0,0,0,0,0,6.2,6.2
149,Javorius Allen,BAL,RB,2,CIN,1,1,1,1,0,0,0,0,0,0,6.1,6.1
149,Chris Ivory,BUF,RB,2,LAC,1,1,1,1,0,0,0,0,0,0,6.1,6.1
149,Kapri Bibbs,WAS,RB,5,NO,2,1,0.5,1,0,0,0,0,0,0,6.1,6.1
149,Alex Armah,CAR,RB,9,TB,1,1,1,1,0,0,0,0,0,0,6.1,6.1
149,Derrick Henry,TEN,RB,9,DAL,1,1,1,1,0,0,0,0,0,0,6.1,6.1
149,Carlos Hyde,CLE,RB,1,PIT,1,1,1,1,0,0,0,0,0,0,6.1,6.1
149,Alfred Blue,HOU,RB,1,NE,1,1,1,1,0,0,0,0,0,0,6.1,6.1
149,Alex Armah,CAR,RB,1,DAL,1,1,1,1,0,0,0,0,0,0,6.1,6.1
149,Royce Freeman,DEN,RB,7,ARI,1,1,1,1,0,0,0,0,0,0,6.1,6.1
149,Peyton Barber,TB,RB,8,CIN,1,1,1,1,0,0,0,0,0,0,6.1,6.1
149,Jamaal Williams,GB,RB,8,LAR,1,1,1,1,0,0,0,0,0,0,6.1,6.1
149,James White,NE,RB,8,BUF,2,1,0.5,1,1,0,0,0,0,0,6.1,6.1
161,Duke Johnson,CLE,RB,4,OAK,0,0,0,0,1,1,3,0,0,0,5.3,5.3
162,Theo Riddick,DET,RB,1,NYJ,1,3,3,0,3,3,12,0,0,0,4.5,4.5
163,Ezekiel Elliott,DAL,RB,5,HOU,3,1,0.3,0,3,3,13,0,0,0,4.4,4.4
164,Jamaal Williams,GB,RB,5,DET,1,5,5,0,1,1,7,0,0,0,4.2,4.2
165,Tarik Cohen,CHI,RB,3,ARI,3,25,8.3,0,1,1,5,0,0,0,4,4
166,Matt Breida,SF,RB,3,KC,1,13,13,0,1,1,13,0,0,0,3.6,3.6
166,Saquon Barkley,NYG,RB,6,PHI,1,1,1,0,3,2,15,0,0,0,3.6,3.6
168,Jordan Wilkins,IND,RB,1,CIN,2,1,0.5,0,2,2,14,0,0,0,3.5,3.5
168,Tarik Cohen,CHI,RB,6,MIA,0,0,0,0,2,2,15,0,0,0,3.5,3.5
170,Nyheim Hines,IND,RB,8,OAK,5,17,3.4,0,1,1,7,0,0,0,3.4,3.4
171,Phillip Lindsay,DEN,RB,5,NYJ,3,18,6,0,2,1,3,0,0,0,3.1,3.1
172,Ito Smith,ATL,RB,2,CAR,5,12,2.4,0,1,1,8,0,1,0,3,3
172,TJ Yeldon,JAX,RB,6,DAL,0,0,0,0,1,1,20,0,0,0,3,3
174,Malcolm Brown,LAR,RB,2,ARI,5,9,1.8,0,0,0,0,0,0,0,2.9,2.9
175,Alvin Kamara,NO,RB,2,CLE,4,8,2,0,0,0,0,0,0,0,2.8,2.8
175,Theo Riddick,DET,RB,2,SF,0,0,0,0,2,2,8,0,0,0,2.8,2.8
177,Jordan Howard,CHI,RB,1,GB,1,2,2,0,2,2,5,0,0,0,2.7,2.7
178,Matt Breida,SF,RB,2,DET,4,8,2,0,1,1,8,0,0,0,2.6,2.6
178,Anthony Sherman,KC,FB,3,SF,0,0,0,0,1,1,16,0,0,0,2.6,2.6
178,Marcus Murphy,BUF,RB,7,IND,1,1,1,0,2,2,5,0,0,0,2.6,2.6
181,Todd Gurley,LAR,RB,8,GB,4,5,1.2,0,0,0,0,0,0,0,2.5,2.5
182,James Conner,PIT,RB,4,BAL,2,4,2,0,0,0,0,0,0,0,2.4,2.4
183,Chris Carson,SEA,RB,5,LAR,1,2,2,0,1,1,11,0,0,0,2.3,2.3
184,Sony Michel,NE,RB,5,IND,6,22,3.7,0,0,0,0,0,0,0,2.2,2.2
184,Jalen Richard,OAK,RB,3,MIA,0,0,0,0,1,1,12,0,0,0,2.2,2.2
184,Marlon Mack,IND,RB,6,NYJ,3,8,2.7,0,1,1,4,0,0,0,2.2,2.2
184,Kareem Hunt,KC,RB,8,DEN,2,8,4,0,1,1,4,0,0,0,2.2,2.2
188,Jalen Richard,OAK,RB,5,LAC,1,4,4,0,1,1,7,0,0,0,2.1,2.1
188,Jacquizz Rodgers,TB,RB,3,PIT,0,0,0,0,1,1,11,0,0,0,2.1,2.1
190,Melvin Gordon,LAC,RB,1,KC,0,0,0,0,1,0,0,0,0,0,2,2
190,Latavius Murray,MIN,RB,4,LAR,0,0,0,0,0,0,0,0,0,0,2,2
190,Kerryon Johnson,DET,RB,3,NE,1,5,5,0,1,1,5,0,0,0,2,2
193,Austin Ekeler,LAC,RB,2,BUF,3,4,1.3,0,1,1,5,0,0,0,1.9,1.9
193,Jordan Wilkins,IND,RB,2,WAS,1,6,6,0,1,1,3,0,0,0,1.9,1.9
193,Devontae Booker,DEN,RB,3,BAL,0,0,0,0,1,1,9,0,0,0,1.9,1.9
196,Adrian Peterson,WAS,RB,6,CAR,4,18,4.5,0,0,0,0,0,0,0,1.8,1.8
196,Corey Grant,JAX,RB,2,NE,0,0,0,0,1,1,8,0,0,0,1.8,1.8
196,Kyle Juszczyk,SF,FB,5,ARI,0,0,0,0,1,1,8,0,0,0,1.8,1.8
196,Frank Gore,MIA,RB,9,NYJ,1,2,2,0,1,1,6,0,0,0,1.8,1.8
196,Phillip Lindsay,DEN,RB,9,HOU,1,-4,-4,0,1,1,12,0,0,0,1.8,1.8
196,Darren Sproles,PHI,RB,1,ATL,2,5,2.5,0,1,1,3,0,0,0,1.8,1.8
196,Spencer Ware,KC,RB,6,NE,1,4,4,0,1,1,4,0,0,0,1.8,1.8
203,Aaron Jones,GB,RB,9,NE,2,17,8.5,0,2,0,0,0,0,0,1.7,1.7
203,Damien Williams,KC,RB,3,SF,0,0,0,0,1,1,7,0,0,0,1.7,1.7
203,Wendell Smallwood,PHI,RB,4,TEN,0,0,0,0,1,1,7,0,0,0,1.7,1.7
206,Aaron Jones,GB,RB,6,SF,3,16,5.3,0,0,0,0,0,0,0,1.6,1.6
206,Javorius Allen,BAL,RB,5,CLE,2,2,1,0,1,1,4,0,0,0,1.6,1.6
206,Alvin Kamara,NO,RB,5,WAS,0,0,0,0,1,1,6,0,0,0,1.6,1.6
206,Ezekiel Elliott,DAL,RB,9,TEN,4,-1,-0.2,0,2,1,7,0,0,0,1.6,1.6
206,Nyheim Hines,IND,RB,3,PHI,2,4,2,0,1,1,2,0,0,0,1.6,1.6
211,Lamar Miller,HOU,RB,4,IND,4,15,3.8,0,0,0,0,0,0,0,1.5,1.5
211,Wendell Smallwood,PHI,RB,6,NYG,6,15,2.5,0,0,0,0,0,0,0,1.5,1.5
211,Austin Ekeler,LAC,RB,3,LAR,1,-1,-1,0,1,1,6,0,0,0,1.5,1.5
211,Shaun Wilson,TB,RB,3,PIT,0,0,0,0,1,1,5,0,0,0,1.5,1.5
211,Kyle Juszczyk,SF,FB,4,LAC,0,0,0,0,1,1,5,0,0,0,1.5,1.5
211,Ronald Jones II,TB,RB,6,ATL,0,0,0,0,1,1,5,0,0,0,1.5,1.5
211,Jacquizz Rodgers,TB,RB,8,CIN,0,0,0,0,1,1,5,0,0,0,1.5,1.5
211,Saquon Barkley,NYG,RB,8,WAS,1,1,1,0,2,1,4,0,0,0,1.5,1.5
219,Austin Ekeler,LAC,RB,5,OAK,2,14,7,0,0,0,0,0,0,0,1.4,1.4
219,Zach Line,NO,FB,2,CLE,0,0,0,0,1,1,4,0,0,0,1.4,1.4
219,Chris Thompson,WAS,RB,2,IND,1,1,1,0,1,1,3,0,0,0,1.4,1.4
219,Rashaad Penny,SEA,RB,9,LAC,0,0,0,0,1,1,4,0,0,0,1.4,1.4
219,Alfred Blue,HOU,RB,3,NYG,0,0,0,0,1,1,4,0,0,0,1.4,1.4
219,Adrian Peterson,WAS,RB,7,DAL,2,-4,-2,0,1,1,8,0,0,0,1.4,1.4
225,Zach Line,NO,FB,9,LAR,0,0,0,0,1,1,3,0,0,0,1.3,1.3
225,James Conner,PIT,RB,3,TB,0,0,0,0,1,1,3,0,0,0,1.3,1.3
225,Corey Grant,JAX,RB,4,NYJ,0,0,0,0,1,1,3,0,0,0,1.3,1.3
225,Christian McCaffrey,CAR,RB,6,WAS,0,0,0,0,2,1,3,0,0,0,1.3,1.3
225,Jamize Olawale,DAL,FB,6,JAX,0,0,0,0,1,1,3,0,0,0,1.3,1.3
230,Marlon Mack,IND,RB,2,WAS,3,12,4,0,0,0,0,0,0,0,1.2,1.2
230,Phillip Lindsay,DEN,RB,2,OAK,4,12,3,0,0,0,0,0,0,0,1.2,1.2
230,Mark Ingram,NO,RB,9,LAR,2,12,6,0,0,0,0,0,0,0,1.2,1.2
230,Matt Breida,SF,RB,7,LAR,3,12,4,0,0,0,0,0,0,0,1.2,1.2
230,Jacquizz Rodgers,TB,RB,1,NO,0,0,0,0,1,1,2,0,0,0,1.2,1.2
230,Keith Smith,OAK,FB,3,MIA,1,0,0,0,1,1,2,0,0,0,1.2,1.2
230,Rod Smith,DAL,RB,4,DET,2,2,1,0,1,1,0,0,0,0,1.2,1.2
230,Dion Lewis,TEN,RB,4,PHI,0,0,0,0,1,1,2,0,0,0,1.2,1.2
238,Jordan Howard,CHI,RB,2,SEA,2,11,5.5,0,0,0,0,0,0,0,1.1,1.1
238,Kerryon Johnson,DET,RB,7,MIA,6,11,1.8,0,1,0,0,0,0,0,1.1,1.1
238,Joe Mixon,CIN,RB,2,BAL,4,-2,-0.5,0,1,1,3,0,0,0,1.1,1.1
238,Austin Ekeler,LAC,RB,7,TEN,1,-3,-3,0,1,1,4,0,0,0,1.1,1.1
238,Javorius Allen,BAL,RB,7,NO,1,0,0,0,1,1,1,0,0,0,1.1,1.1
238,Jalen Richard,OAK,RB,8,IND,0,0,0,0,1,1,1,0,0,0,1.1,1.1
244,Marshawn Lynch,OAK,RB,5,LAC,2,10,5,0,0,0,0,0,0,0,1,1
244,CJ Anderson,CAR,RB,1,DAL,2,10,5,0,0,0,0,0,0,0,1,1
244,Doug Martin,OAK,RB,8,IND,4,10,2.5,0,0,0,0,0,0,0,1,1
244,Samaje Perine,WAS,RB,9,ATL,0,0,0,0,1,1,0,0,0,0,1,1
244,Jordan Wilkins,IND,RB,3,PHI,0,0,0,0,1,1,0,0,0,0,1,1
249,Corey Clement,PHI,RB,3,IND,4,9,2.2,0,0,0,0,0,0,0,0.9,0.9
249,Christian McCaffrey,CAR,RB,3,CIN,4,9,2.2,0,0,0,0,0,0,0,0.9,0.9
249,Derrick Henry,TEN,RB,3,JAX,4,9,2.2,0,0,0,0,0,0,0,0.9,0.9
249,Leonard Fournette,JAX,RB,4,NYJ,2,9,4.5,0,0,0,0,0,0,0,0.9,0.9
249,Javorius Allen,BAL,RB,9,PIT,0,0,0,0,1,1,-1,0,0,0,0.9,0.9
249,Derrick Henry,TEN,RB,4,PHI,3,5,1.7,0,1,1,-6,0,0,0,0.9,0.9
249,James Develin,NE,RB,6,KC,0,0,0,0,1,1,-1,0,0,0,0.9,0.9
249,David Johnson,ARI,RB,8,SF,0,0,0,0,1,1,-1,0,0,0,0.9,0.9
257,Alfred Morris,SF,RB,2,DET,2,8,4,0,0,0,0,0,0,0,0.8,0.8
257,TJ Yeldon,JAX,RB,2,NE,3,8,2.7,0,2,0,0,0,0,0,0.8,0.8
257,Chris Ivory,BUF,RB,3,MIN,2,8,4,0,0,0,0,0,0,0,0.8,0.8
257,Doug Martin,OAK,RB,4,CLE,2,8,4,0,0,0,0,0,0,0,0.8,0.8
257,Frank Gore,MIA,RB,6,CHI,3,8,2.7,0,0,0,0,0,0,0,0.8,0.8
257,Kenjon Barner,NE,RB,7,CHI,3,8,2.7,0,0,0,0,0,0,0,0.8,0.8
257,Spencer Ware,KC,RB,7,CIN,4,8,2,0,0,0,0,0,0,0,0.8,0.8
257,Anthony Sherman,KC,FB,6,NE,0,0,0,0,1,1,-2,0,0,0,0.8,0.8
257,Christian McCaffrey,CAR,RB,1,DAL,2,5,2.5,0,1,1,3,0,1,1,0.8,0.8
266,Jacquizz Rodgers,TB,RB,2,PHI,1,7,7,0,0,0,0,0,0,0,0.7,0.7
266,Tarik Cohen,CHI,RB,9,BUF,2,7,3.5,0,0,0,0,0,0,0,0.7,0.7
