Rank,Name,Team,Position,Week,Opponent,SnapsPlayed,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
68,Wendell Smallwood,PHI,RB,5,MIN,29,49.2,10.3,13.8,20.7,24.1,18.1,62.4
68,Wendell Smallwood,PHI,RB,3,IND,29,35.4,34.5,17.2,44.8,51.7,18.1,62.4
68,Derrick Henry,TEN,RB,7,LAC,24,33.8,50,8.3,58.3,58.3,14.5,60.4
72,Saquon Barkley,NYG,RB,5,CAR,48,85.7,31.2,8.3,39.6,39.6,28.9,60.2
72,Mike Davis,SEA,RB,4,ARI,47,71.2,44.7,8.5,53.2,53.2,31.4,66.8
74,Austin Ekeler,LAC,RB,5,OAK,23,35.9,26.1,13,30.4,39.1,12.9,56.1
75,Alvin Kamara,NO,RB,8,MIN,38,71.7,34.2,21.1,52.6,55.3,26.6,70
76,Alex Collins,BAL,RB,6,TEN,34,45.3,55.9,0,55.9,55.9,17.4,51.2
77,Austin Ekeler,LAC,RB,4,SF,23,33.8,34.8,13,43.5,47.8,13.6,59.1
77,Kapri Bibbs,WAS,RB,7,DAL,23,38.3,8.7,21.7,26.1,30.4,15.6,67.8
79,Gus Edwards,BAL,RB,9,PIT,2,3.3,50,0,50,50,1,50
79,Brandon Wilds,JAX,RB,3,TEN,1,1.8,100,0,100,100,0.5,50
79,Kalen Ballage,MIA,RB,8,HOU,1,1.5,100,0,100,100,0.5,50
82,Joe Mixon,CIN,RB,1,IND,42,76.4,40.5,16.7,52.4,57.1,25.9,61.7
83,Carlos Hyde,CLE,RB,3,NYJ,45,58.4,51.1,6.7,55.6,57.8,24.3,54
83,Corey Clement,PHI,RB,6,NYG,26,36.6,42.3,11.5,53.8,53.8,15.9,61.2
85,Giovani Bernard,CIN,RB,4,ATL,44,60.3,34.1,9.1,43.2,43.2,25.6,58.2
86,Adrian Peterson,WAS,RB,1,ARI,42,53.2,61.9,7.1,66.7,69,23.6,56.2
86,Aaron Jones,GB,RB,4,BUF,29,38.2,37.9,3.4,41.4,41.4,15.2,52.4
88,Melvin Gordon,LAC,RB,4,SF,49,72.1,30.6,20.4,44.9,51,33.9,69.2
89,Latavius Murray,MIN,RB,9,DET,22,44.9,45.5,4.5,50,50,11.7,53.2
90,James White,NE,RB,7,CHI,45,70.3,24.4,22.2,42.2,46.7,29.7,66
91,Roosevelt Nix,PIT,RB,2,KC,4,4.9,0,25,25,25,2.9,72.5
92,Tarik Cohen,CHI,RB,6,MIA,34,48.6,14.7,26.5,35.3,41.2,24.1,70.9
93,Kenneth Dixon,BAL,RB,1,BUF,22,27.5,59.1,0,59.1,59.1,10.4,47.3
94,Kerryon Johnson,DET,RB,7,MIA,38,59.4,50,7.9,55.3,57.9,22.9,60.3
95,Joe Mixon,CIN,RB,8,TB,55,84.6,38.2,7.3,43.6,45.5,31.8,57.8
96,Frank Gore,MIA,RB,4,NE,25,51,44,12,52,56,13.7,54.8
97,De'Lance Turner,BAL,RB,4,PIT,3,3.9,33.3,33.3,66.7,66.7,2.4,80
97,Nick Chubb,CLE,RB,2,NO,3,4.8,66.7,0,66.7,66.7,1.4,46.7
97,Jordan Wilkins,IND,RB,8,OAK,3,3.8,66.7,0,66.7,66.7,1.4,46.7
97,Roc Thomas,MIN,RB,8,NO,3,4.1,33.3,33.3,66.7,66.7,2.4,80
101,Aaron Jones,GB,RB,8,LAR,32,61.5,37.5,6.2,43.8,43.8,16.6,51.9
102,Christian McCaffrey,CAR,RB,9,TB,61,98.4,27.9,9.8,36.1,37.7,32.7,53.6
103,Kapri Bibbs,WAS,RB,9,ATL,21,30.4,14.3,4.8,19,19,10.5,50
104,Matt Breida,SF,RB,6,GB,27,47.4,51.9,0,51.9,51.9,12.1,44.8
105,Tarik Cohen,CHI,RB,8,NYJ,38,57.6,13.2,7.9,15.8,21.1,18,47.4
106,Phillip Lindsay,DEN,RB,7,ARI,35,59.3,40,2.9,42.9,42.9,16.6,47.4
107,Todd Gurley,LAR,RB,5,SEA,66,100,33.3,7.6,39.4,40.9,33.3,50.5
107,James White,NE,RB,3,DET,25,52.1,16,12,28,28,14.1,56.4
107,Spencer Ware,KC,RB,1,LAC,9,16.1,33.3,11.1,44.4,44.4,5,55.6
110,Ito Smith,ATL,RB,9,WAS,28,41.2,35.7,7.1,39.3,42.9,13.4,47.9
111,Corey Clement,PHI,RB,2,TB,33,41.8,18.2,18.2,33.3,36.4,19.5,59.1
112,Chris Carson,SEA,RB,8,DET,42,66.7,59.5,4.8,64.3,64.3,23.4,55.7
113,Kenyan Drake,MIA,RB,5,CIN,41,64.1,14.6,26.8,31.7,41.5,24.5,59.8
114,Phillip Lindsay,DEN,RB,8,KC,41,56.2,43.9,7.3,51.2,51.2,20.2,49.3
115,TJ Yeldon,JAX,RB,4,NYJ,48,62.3,37.5,6.2,43.8,43.8,24,50
116,Bilal Powell,NYJ,RB,2,MIA,34,52.3,14.7,17.6,29.4,32.4,19,55.9
117,Todd Gurley,LAR,RB,4,MIN,53,96.4,32.1,11.3,39.6,43.4,25.6,48.3
117,Kenyan Drake,MIA,RB,7,DET,36,64.3,16.7,22.2,27.8,38.9,18.7,51.9
117,Austin Ekeler,LAC,RB,2,BUF,24,42.1,45.8,12.5,58.3,58.3,12.8,53.3
120,Melvin Gordon,LAC,RB,9,SEA,45,88.2,35.6,8.9,37.8,44.4,22.3,49.6
120,Royce Freeman,DEN,RB,3,BAL,29,42.6,44.8,3.4,48.3,48.3,12.8,44.1
122,Wendell Smallwood,PHI,RB,8,JAX,31,50,25.8,9.7,32.3,35.5,14.6,47.1
123,Peyton Barber,TB,RB,6,ATL,41,62.1,31.7,9.8,41.5,41.5,20.6,50.2
123,Nick Chubb,CLE,RB,9,KC,37,49.3,59.5,2.7,62.2,62.2,16,43.2
123,Spencer Ware,KC,RB,7,CIN,22,31.4,36.4,13.6,50,50,11.9,54.1
126,Marshawn Lynch,OAK,RB,1,LAR,27,36.5,40.7,7.4,48.1,48.1,12.9,47.8
127,Matt Breida,SF,RB,3,KC,29,42.6,34.5,10.3,44.8,44.8,14.7,50.7
128,Saquon Barkley,NYG,RB,3,HOU,44,71,38.6,11.4,50,50,22.7,51.6
129,Melvin Gordon,LAC,RB,5,OAK,45,70.3,42.2,8.9,51.1,51.1,22,48.9
129,Mark Ingram,NO,RB,8,MIN,23,43.4,56.5,13,69.6,69.6,12.2,53
129,Chris Carson,SEA,RB,9,LAC,10,12.3,80,0,80,80,4,40
129,Corey Grant,JAX,RB,5,KC,2,2.4,50,0,50,50,0.8,40
129,Jonathan Stewart,NYG,RB,3,HOU,2,3.2,100,0,100,100,0.8,40
134,James White,NE,RB,9,GB,56,78.9,21.4,12.5,32.1,33.9,28.3,50.5
134,David Johnson,ARI,RB,5,SF,48,94.1,37.5,6.2,41.7,43.8,21.1,44
136,Frank Gore,MIA,RB,6,CHI,30,38.5,50,3.3,53.3,53.3,15.9,53
137,Phillip Lindsay,DEN,RB,2,OAK,28,42.4,50,3.6,53.6,53.6,15.1,53.9
138,Jay Ajayi,PHI,RB,2,TB,22,27.8,31.8,4.5,36.4,36.4,9.7,44.1
139,Todd Gurley,LAR,RB,8,GB,70,89.7,35.7,10,44.3,45.7,36.5,52.1
140,Dalvin Cook,MIN,RB,9,DET,28,57.1,35.7,14.3,50,50,14.9,53.2
140,Marcus Murphy,BUF,RB,7,IND,18,32.1,22.2,33.3,50,55.6,12,66.7
142,Marlon Mack,IND,RB,6,NYJ,24,34.8,50,8.3,54.2,58.3,10.3,42.9
142,CJ Anderson,CAR,RB,2,ATL,8,11.9,37.5,25,37.5,62.5,3.1,38.8
144,Tevin Coleman,ATL,RB,7,NYG,37,56.9,29.7,5.4,35.1,35.1,16.2,43.8
145,Alex Collins,BAL,RB,3,DEN,35,48.6,51.4,11.4,60,62.9,16.4,46.9
146,James Conner,PIT,RB,1,CLE,77,91.7,40.3,7.8,46.8,48.1,38.2,49.6
147,Raheem Mostert,SF,RB,6,GB,23,40.4,52.2,0,52.2,52.2,8.7,37.8
147,Austin Ekeler,LAC,RB,9,SEA,9,17.6,33.3,22.2,44.4,55.6,4.4,48.9
149,James Conner,PIT,RB,6,CIN,66,90.4,28.8,10.6,34.8,39.4,31.9,48.3
150,Latavius Murray,MIN,RB,6,ARI,58,81.7,41.4,3.4,43.1,44.8,25.8,44.5
151,Josh Adams,PHI,RB,3,IND,8,9.8,75,0,75,75,3,37.5
151,Kalen Ballage,MIA,RB,9,NYJ,4,7,25,50,75,75,3.5,87.5
153,Javorius Allen,BAL,RB,3,DEN,39,54.2,15.4,10.3,23.1,25.6,17.6,45.1
154,Joe Mixon,CIN,RB,5,MIA,47,78.3,46.8,8.5,53.2,55.3,20.5,43.6
154,Josh Adams,PHI,RB,8,JAX,18,29,50,5.6,55.6,55.6,7.7,42.8
156,Jordan Howard,CHI,RB,8,NYJ,38,57.6,57.9,2.6,57.9,60.5,14.1,37.1
156,Rex Burkhead,NE,RB,3,DET,7,14.6,0,42.9,28.6,42.9,4.6,65.7
156,LeGarrette Blount,DET,RB,8,SEA,7,11.9,42.9,14.3,57.1,57.1,3.6,51.4
159,Ty Montgomery,GB,RB,4,BUF,20,26.3,25,15,35,40,9.4,47
160,Chris Carson,SEA,RB,3,DAL,50,72.5,64,4,68,68,23.4,46.8
161,Chris Carson,SEA,RB,5,LAR,35,58.3,54.3,2.9,57.1,57.1,16.7,47.7
162,Kenyan Drake,MIA,RB,2,NYJ,36,60,30.6,11.1,41.7,41.7,17,47.2
163,Melvin Gordon,LAC,RB,3,LAR,40,76.9,37.5,10,42.5,47.5,16.4,41
163,Ito Smith,ATL,RB,4,CIN,30,42.9,23.3,10,33.3,33.3,13.8,46
163,Jordan Wilkins,IND,RB,7,BUF,15,22.7,40,6.7,46.7,46.7,6.4,42.7
163,Stevan Ridley,PIT,RB,3,TB,5,7.6,60,0,60,60,1.8,36
167,Nick Chubb,CLE,RB,6,LAC,7,9.5,42.9,0,42.9,42.9,2.5,35.7
168,Raheem Mostert,SF,RB,7,LAR,22,37.9,31.8,18.2,50,50,11.8,53.6
169,Lamar Miller,HOU,RB,7,JAX,45,70.3,48.9,6.7,51.1,55.6,19.9,44.2
169,David Johnson,ARI,RB,1,WAS,36,67.9,25,25,38.9,50,17.7,49.2
171,Todd Gurley,LAR,RB,1,OAK,59,93.7,33.9,8.5,39,42.4,26.7,45.3
172,Latavius Murray,MIN,RB,7,NYJ,58,84.1,25.9,3.4,29.3,29.3,22.3,38.4
172,Kareem Hunt,KC,RB,2,PIT,40,69,45,2.5,47.5,47.5,15,37.5
172,Ito Smith,ATL,RB,3,NO,10,14.7,20,40,50,60,6.5,65
175,Kareem Hunt,KC,RB,3,SF,47,61.8,38.3,2.1,38.3,40.4,16.4,34.9
176,Marshawn Lynch,OAK,RB,3,MIA,42,55.3,45.2,9.5,52.4,54.8,17.6,41.9
177,Dion Lewis,TEN,RB,1,MIA,49,71,32.7,16.3,42.9,49,22,44.9
178,Alvin Kamara,NO,RB,7,BAL,39,54.9,43.6,5.1,48.7,48.7,15.5,39.7
179,Dion Lewis,TEN,RB,7,LAC,45,63.4,28.9,13.3,42.2,42.2,21.5,47.8
180,Joe Mixon,CIN,RB,6,PIT,42,68.9,26.2,16.7,35.7,42.9,18.4,43.8
181,Saquon Barkley,NYG,RB,1,JAX,55,77.5,32.7,10.9,36.4,43.6,23.8,43.3
182,Tarik Cohen,CHI,RB,7,NE,42,51.2,14.3,31,33.3,45.2,22.3,53.1
183,Javorius Allen,BAL,RB,8,CAR,23,33.8,0,21.7,13,21.7,10.8,47
183,Frank Gore,MIA,RB,1,TEN,18,29,50,0,50,50,6.1,33.9
185,Peyton Barber,TB,RB,8,CIN,43,48.9,44.2,0,44.2,44.2,14.5,33.7
186,Kerryon Johnson,DET,RB,3,NE,33,44.6,48.5,9.1,54.5,57.6,16,48.5
187,TJ Yeldon,JAX,RB,1,NYG,39,61.9,35.9,17.9,43.6,53.8,15.9,40.8
187,Duke Johnson,CLE,RB,4,OAK,29,35.4,6.9,20.7,20.7,27.6,13.6,46.9
187,Doug Martin,OAK,RB,3,MIA,13,17.1,69.2,0,69.2,69.2,4.3,33.1
190,Phillip Lindsay,DEN,RB,6,LAR,20,30.3,20,35,50,55,12.6,63
191,James Conner,PIT,RB,9,BAL,68,84,35.3,13.2,45.6,48.5,32.3,47.5
192,James White,NE,RB,5,IND,42,60.9,4.8,33.3,28.6,38.1,23.7,56.4
193,Ty Montgomery,GB,RB,3,WAS,20,29,20,35,50,55,12.5,62.5
194,Adrian Peterson,WAS,RB,5,NO,13,21.3,30.8,23.1,46.2,53.8,6.2,47.7
194,Malcolm Brown,LAR,RB,3,LAC,13,16.9,38.5,7.7,38.5,46.2,4.2,32.3
196,James White,NE,RB,1,HOU,36,48,13.9,25,25,38.9,15.6,43.3
197,Kenjon Barner,NE,RB,6,KC,5,6.4,60,0,60,60,1.6,32
198,Alex Collins,BAL,RB,9,PIT,31,50.8,29,3.2,32.3,32.3,10.9,35.2
199,Trenton Cannon,NYJ,RB,7,MIN,23,32.4,8.7,21.7,26.1,30.4,11.3,49.1
200,Devontae Booker,DEN,RB,8,KC,32,43.8,28.1,12.5,40.6,40.6,14.1,44.1
201,Adrian Peterson,WAS,RB,7,DAL,34,56.7,70.6,5.9,73.5,76.5,11.7,34.4
201,Ty Montgomery,GB,RB,6,SF,26,36.6,15.4,11.5,23.1,26.9,10.2,39.2
201,Sony Michel,NE,RB,2,JAX,13,21.3,76.9,15.4,84.6,92.3,5.1,39.2
204,Marshawn Lynch,OAK,RB,4,CLE,50,54.3,40,10,46,50,21.7,43.4
205,Marshawn Lynch,OAK,RB,2,DEN,41,63.1,43.9,4.9,48.8,48.8,14.8,36.1
205,Alex Collins,BAL,RB,8,CAR,33,48.5,33.3,6.1,39.4,39.4,13.3,40.3
207,Nyheim Hines,IND,RB,4,HOU,62,68.9,6.5,17.7,21,24.2,28.3,45.6
207,Nick Chubb,CLE,RB,7,TB,45,66.2,40,4.4,40,44.4,14,31.1
207,Duke Johnson,CLE,RB,6,LAC,35,47.3,5.7,14.3,17.1,20,14.9,42.6
210,Dion Lewis,TEN,RB,9,DAL,59,84.3,32.2,6.8,39,39,22.2,37.6
211,Jordan Howard,CHI,RB,3,ARI,46,62.2,52.2,4.3,56.5,56.5,16.1,35
211,Javorius Allen,BAL,RB,1,BUF,30,37.5,13.3,20,30,33.3,14.2,47.3
213,Todd Gurley,LAR,RB,3,LAC,64,83.1,35.9,9.4,43.8,45.3,28.6,44.7
213,Carlos Hyde,CLE,RB,2,NO,36,58.1,44.4,2.8,47.2,47.2,12,33.3
213,Rashaad Penny,SEA,RB,4,ARI,16,24.2,56.2,0,56.2,56.2,4.9,30.6
216,Tevin Coleman,ATL,RB,2,CAR,41,65.1,39,9.8,48.8,48.8,19.5,47.6
216,Alex Armah,CAR,RB,1,DAL,20,29.9,5,0,5,5,6.1,30.5
218,Nyheim Hines,IND,RB,8,OAK,28,35.9,39.3,7.1,46.4,46.4,10.5,37.5
219,Ronald Jones II,TB,RB,7,CLE,29,30.5,20.7,3.4,24.1,24.1,9.8,33.8
220,Melvin Gordon,LAC,RB,1,KC,62,75.6,24.2,21,38.7,45.2,30.6,49.4
220,Ito Smith,ATL,RB,2,CAR,18,28.6,50,5.6,55.6,55.6,6.4,35.6
220,Gus Edwards,BAL,RB,6,TEN,14,18.7,71.4,0,71.4,71.4,4.2,30
220,Latavius Murray,MIN,RB,1,SF,14,19.7,78.6,0,78.6,78.6,4.2,30
220,Patrick DiMarco,BUF,FB,2,LAC,8,12.9,0,12.5,12.5,12.5,3.4,42.5
220,Anthony Sherman,KC,FB,5,JAX,5,7.1,0,20,20,20,2.5,50
220,Mike Gillislee,NO,RB,4,NYG,5,7.1,40,20,60,60,2.5,50
220,Shaun Wilson,TB,RB,3,PIT,3,4.1,0,66.7,66.7,66.7,2.9,96.7
220,Christine Michael,IND,RB,1,CIN,3,3.7,66.7,0,66.7,66.7,0.9,30
220,Shaun Wilson,TB,RB,2,PHI,3,5.2,33.3,0,33.3,33.3,0.9,30
220,Shaun Wilson,TB,RB,1,NO,2,3,50,0,50,50,0.6,30
220,Kalen Ballage,MIA,RB,4,NE,1,2,100,0,100,100,0.3,30
232,Kareem Hunt,KC,RB,8,DEN,49,84.5,32.7,12.2,42.9,44.9,19.6,40
233,Saquon Barkley,NYG,RB,4,NO,54,87.1,18.5,14.8,29.6,33.3,22,40.7
233,Kareem Hunt,KC,RB,5,JAX,52,74.3,42.3,3.8,44.2,46.2,16.4,31.5
235,Saquon Barkley,NYG,RB,7,ATL,59,92.2,23.7,16.9,39,40.7,26.4,44.7
235,Jalen Richard,OAK,RB,3,MIA,20,26.3,0,35,30,35,11.9,59.5
237,Ezekiel Elliott,DAL,RB,2,NYG,50,94.3,34,12,44,46,19.7,39.4
237,Chris Ivory,BUF,RB,7,IND,36,64.3,44.4,16.7,52.8,61.1,13.6,37.8
239,Kerryon Johnson,DET,RB,5,GB,29,46.8,41.4,6.9,48.3,48.3,10.5,36.2
240,Tevin Coleman,ATL,RB,1,PHI,36,51.4,25,5.6,27.8,30.6,11.5,31.9
240,CJ Anderson,CAR,RB,1,DAL,12,17.9,58.3,0,58.3,58.3,3.5,29.2
242,Jalen Richard,OAK,RB,8,IND,22,44,9.1,36.4,45.5,45.5,14.4,65.5
243,Christian McCaffrey,CAR,RB,3,CIN,67,100,41.8,3,44.8,44.8,24.4,36.4
244,Malcolm Brown,LAR,RB,2,ARI,23,31.9,52.2,4.3,52.2,56.5,6.6,28.7
245,Austin Ekeler,LAC,RB,6,CLE,21,35,33.3,0,33.3,33.3,6,28.6
246,Alvin Kamara,NO,RB,3,ATL,67,84.8,23.9,29.9,46.3,53.7,37,55.2
246,Carlos Hyde,CLE,RB,4,OAK,50,61,44,2,44,46,14.2,28.4
246,Malcolm Brown,LAR,RB,7,SF,25,41,52,4,56,56,8.1,32.4
249,Austin Ekeler,LAC,RB,3,LAR,18,34.6,22.2,16.7,38.9,38.9,9.1,50.6
250,Chase Edmonds,ARI,RB,1,WAS,17,32.1,23.5,23.5,47.1,47.1,8.8,51.8
251,Ezekiel Elliott,DAL,RB,6,JAX,63,86.3,38.1,1.6,39.7,39.7,21.7,34.4
251,David Johnson,ARI,RB,3,CHI,43,86,27.9,9.3,37.2,37.2,16.1,37.4
253,Justin Jackson,LAC,RB,7,TEN,5,11.4,40,20,60,60,2.4,48
254,James White,NE,RB,6,KC,33,42.3,18.2,21.2,33.3,39.4,14.2,43
254,Phillip Lindsay,DEN,RB,5,NYJ,29,37.7,41.4,13.8,51.7,55.2,11.1,38.3
256,David Johnson,ARI,RB,4,SEA,55,91.7,40,7.3,45.5,47.3,19.2,34.9
256,CJ Ham,MIN,RB,3,BUF,17,25.8,0,35.3,29.4,35.3,9.7,57.1
256,Aaron Jones,GB,RB,3,WAS,17,24.6,35.3,5.9,41.2,41.2,5.7,33.5
259,Christian McCaffrey,CAR,RB,8,BAL,64,98.5,21.9,9.4,28.1,31.2,21.6,33.8
259,Carlos Hyde,CLE,RB,5,BAL,28,35,60.7,10.7,67.9,71.4,9.7,34.6
261,Bilal Powell,NYJ,RB,1,DET,24,40,50,8.3,54.2,58.3,7.5,31.2
261,Nyheim Hines,IND,RB,2,WAS,24,39.3,16.7,4.2,20.8,20.8,7.5,31.2
263,Deandre Washington,OAK,RB,9,SF,10,17.5,50,0,50,50,2.7,27
264,Aaron Jones,GB,RB,5,DET,22,27.2,31.8,13.6,40.9,45.5,7.9,35.9
264,Devontae Booker,DEN,RB,5,NYJ,22,28.6,0,27.3,22.7,27.3,10.9,49.5
266,Jordan Wilkins,IND,RB,2,WAS,24,39.3,41.7,8.3,50,50,8.4,35
266,Derrick Henry,TEN,RB,5,BUF,21,38.9,52.4,4.8,52.4,57.1,5.6,26.7
266,Raheem Mostert,SF,RB,3,KC,3,4.4,33.3,33.3,66.7,66.7,1.8,60
269,Carlos Hyde,CLE,RB,1,PIT,47,52.8,46.8,4.3,48.9,51.1,13.5,28.7
269,Tevin Coleman,ATL,RB,6,TB,38,56.7,26.3,5.3,28.9,31.6,11.1,29.2
271,Doug Martin,OAK,RB,9,SF,26,45.6,42.3,7.7,46.2,50,7.9,30.4
272,Adrian Peterson,WAS,RB,6,CAR,37,52.9,45.9,2.7,45.9,48.6,9.7,26.2
272,Leonard Fournette,JAX,RB,1,NYG,21,33.3,42.9,14.3,57.1,57.1,8.5,40.5
274,Ito Smith,ATL,RB,6,TB,31,46.3,35.5,6.5,41.9,41.9,10.1,32.6
274,Isaiah Crowell,NYJ,RB,9,MIA,23,34.8,56.5,8.7,60.9,65.2,7,30.4
