Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
58,Taquan Mizzell,CHI,RB,13,NYG,3,7,2.3,0,2,2,16,0,0,0,4.3,4.3
60,Frank Gore,MIA,RB,13,BUF,8,21,2.6,0,1,1,10,0,0,0,4.1,4.1
61,Royce Freeman,DEN,RB,13,CIN,12,48,4,0,0,0,0,0,1,1,3.8,3.8
62,Carlos Hyde,JAX,RB,13,IND,13,36,2.8,0,1,1,1,0,1,1,3.7,3.7
63,Trenton Cannon,NYJ,RB,13,TEN,4,18,4.5,0,1,1,7,0,0,0,3.5,3.5
64,Latavius Murray,MIN,RB,13,NE,4,11,2.8,0,2,2,3,0,0,0,3.4,3.4
65,Ito Smith,ATL,RB,13,BAL,7,22,3.1,0,1,1,0,0,0,0,3.2,3.2
65,Duke Johnson,CLE,RB,13,HOU,0,0,0,0,3,2,12,0,0,0,3.2,3.2
67,CJ Ham,MIN,RB,13,NE,0,0,0,0,2,2,11,0,0,0,3.1,3.1
68,Elijah McGuire,NYJ,RB,13,TEN,6,19,3.2,0,2,1,-4,0,0,0,2.5,2.5
69,Wayne Gallman,NYG,RB,13,CHI,5,16,3.2,0,2,1,-2,0,0,0,2.4,2.4
70,Tevin Coleman,ATL,RB,13,BAL,6,8,1.3,0,3,1,3,0,1,0,2.1,2.1
71,Andy Janovich,DEN,FB,13,CIN,0,0,0,0,2,1,7,0,0,0,1.7,1.7
72,Alan Cross,TB,FB,13,CAR,0,0,0,0,1,1,3,0,0,0,1.3,1.3
73,Mark Walton,CIN,RB,13,DEN,1,10,10,0,0,0,0,0,0,0,1,1
73,Brandon Bolden,MIA,RB,13,BUF,1,10,10,0,0,0,0,0,0,0,1,1
73,Mike Davis,SEA,RB,13,SF,4,10,2.5,0,0,0,0,0,0,0,1,1
73,Jordan Wilkins,IND,RB,13,JAX,0,0,0,0,1,1,0,0,0,0,1,1
77,Malcolm Brown,LAR,RB,13,DET,2,8,4,0,0,0,0,0,0,0,0.8,0.8
78,Zach Zenner,DET,RB,13,LAR,1,7,7,0,0,0,0,0,0,0,0.7,0.7
78,Marcus Murphy,BUF,RB,13,MIA,1,7,7,0,0,0,0,0,0,0,0.7,0.7
80,TJ Logan,ARI,RB,13,GB,1,5,5,0,0,0,0,0,0,0,0.5,0.5
81,Chris Ivory,BUF,RB,13,MIA,6,4,0.7,0,0,0,0,0,1,0,0.4,0.4
82,Kalen Ballage,MIA,RB,13,BUF,4,3,0.8,0,0,0,0,0,0,0,0.3,0.3
83,Rod Smith,DAL,RB,13,NO,3,2,0.7,0,0,0,0,0,0,0,0.2,0.2
83,Ronald Jones II,TB,RB,13,CAR,4,2,0.5,0,0,0,0,0,0,0,0.2,0.2
85,Jamize Olawale,DAL,FB,13,NO,0,0,0,0,0,0,0,0,0,0,0,0
85,Zach Line,NO,FB,13,DAL,0,0,0,0,0,0,0,0,0,0,0,0
85,Ricky Ortiz,ATL,RB,13,BAL,0,0,0,0,0,0,0,0,0,0,0,0
85,Javorius Allen,BAL,RB,13,ATL,0,0,0,0,0,0,0,0,0,0,0,0
85,Derrick Coleman,ARI,FB,13,GB,0,0,0,0,0,0,0,0,0,0,0,0
85,Dan Vitale,GB,FB,13,ARI,0,0,0,0,0,0,0,0,0,0,0,0
85,Senorise Perry,MIA,RB,13,BUF,0,0,0,0,0,0,0,0,0,0,0,0
85,Michael Burton,CHI,FB,13,NYG,0,0,0,0,0,0,0,0,0,0,0,0
85,Elijhaa Penny,NYG,RB,13,CHI,0,0,0,0,1,0,0,0,0,0,0,0
85,Detrez Newsome,LAC,RB,13,PIT,0,0,0,0,0,0,0,0,0,0,0,0
85,Derek Watt,LAC,FB,13,PIT,0,0,0,0,0,0,0,0,0,0,0,0
85,Roosevelt Nix,PIT,RB,13,LAC,0,0,0,0,0,0,0,0,0,0,0,0
85,Jacquizz Rodgers,TB,RB,13,CAR,0,0,0,0,0,0,0,0,0,0,0,0
85,Kenjon Barner,CAR,RB,13,TB,0,0,0,0,0,0,0,0,1,0,0,0
85,Cameron Artis-Payne,CAR,RB,13,TB,0,0,0,0,0,0,0,0,0,0,0,0
85,Alex Armah,CAR,RB,13,TB,0,0,0,0,0,0,0,0,0,0,0,0
85,Tommy Bohanon,JAX,FB,13,IND,0,0,0,0,0,0,0,0,0,0,0,0
85,Gregory Howell Jr.,HOU,RB,13,CLE,0,0,0,0,0,0,0,0,0,0,0,0
85,Anthony Sherman,KC,FB,13,OAK,0,0,0,0,0,0,0,0,0,0,0,0
85,Keith Smith,OAK,FB,13,KC,0,0,0,0,0,0,0,0,0,0,0,0
85,Darrel Williams,KC,RB,13,OAK,0,0,0,0,0,0,0,0,0,0,0,0
85,Ameer Abdullah,MIN,RB,13,NE,0,0,0,0,0,0,0,0,0,0,0,0
85,JD McKissic,SEA,RB,13,SF,0,0,0,0,1,0,0,0,0,0,0,0
85,Matt Dayes,SF,RB,13,SEA,0,0,0,0,0,0,0,0,0,0,0,0
85,Wendell Smallwood,PHI,RB,13,WAS,0,0,0,0,0,0,0,0,0,0,0,0
85,Kapri Bibbs,WAS,RB,13,PHI,0,0,0,0,0,0,0,0,0,0,0,0
111,Deandre Washington,OAK,RB,13,KC,3,7,2.3,0,0,0,0,0,1,1,-0.3,-0.3
