Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
22,Nyheim Hines,IND,RB,16,NYG,2,2,1,1,5,4,41,0,0,0,14.3,14.3
23,Dalvin Cook,MIN,RB,16,DET,16,73,4.6,0,3,3,35,0,0,0,13.8,13.8
24,David Johnson,ARI,RB,16,LAR,10,35,3.5,0,5,1,32,1,0,0,13.7,13.7
25,Brian Hill,ATL,RB,16,CAR,8,115,14.4,0,1,0,0,0,1,1,13.5,13.5
26,James White,NE,RB,16,BUF,8,41,5.1,1,4,2,13,0,0,0,13.4,13.4
27,Duke Johnson,CLE,RB,16,CIN,2,12,6,0,6,6,54,0,0,0,12.6,12.6
28,Charcandrick West,KC,RB,16,SEA,1,1,1,0,3,2,37,1,0,0,11.8,11.8
29,Justin Jackson,LAC,RB,16,BAL,1,-1,-1,0,10,7,47,0,0,0,11.6,11.6
30,Gus Edwards,BAL,RB,16,LAC,14,92,6.6,0,1,1,13,0,0,0,11.5,11.5
31,Mark Ingram,NO,RB,16,PIT,11,35,3.2,1,2,1,8,0,1,0,11.3,11.3
32,Rex Burkhead,NE,RB,16,BUF,13,39,3,0,5,4,40,0,1,1,10.9,10.9
33,Marlon Mack,IND,RB,16,NYG,12,34,2.8,1,3,1,4,0,0,0,10.8,10.8
34,D'Onta Foreman,HOU,RB,16,PHI,7,-1,-0.1,0,2,2,28,1,1,0,10.7,10.7
35,Joe Mixon,CIN,RB,16,CLE,17,68,4,0,2,2,10,0,0,0,9.8,9.8
36,Kenyan Drake,MIA,RB,16,JAX,6,23,3.8,0,5,4,31,0,0,0,9.4,9.4
37,Zach Zenner,DET,RB,16,MIN,8,45,5.6,0,3,2,22,0,0,0,8.7,8.7
38,Peyton Barber,TB,RB,16,DAL,17,43,2.5,0,3,3,13,0,0,0,8.6,8.6
39,Alfred Blue,HOU,RB,16,PHI,4,14,3.5,0,5,4,26,0,0,0,8,8
40,Phillip Lindsay,DEN,RB,16,OAK,10,46,4.6,0,2,2,11,0,0,0,7.7,7.7
41,Brandon Bolden,MIA,RB,16,JAX,4,9,2.2,0,1,1,4,1,1,1,7.3,7.3
42,Devontae Booker,DEN,RB,16,OAK,3,21,7,0,5,3,21,0,0,0,7.2,7.2
43,Kalen Ballage,MIA,RB,16,JAX,4,10,2.5,0,4,2,39,0,0,0,6.9,6.9
44,Keith Ford,BUF,RB,16,NE,7,33,4.7,0,4,2,14,0,0,0,6.7,6.7
44,Wendell Smallwood,PHI,RB,16,HOU,1,3,3,0,4,4,24,0,0,0,6.7,6.7
46,John Kelly,LAR,RB,16,ARI,10,40,4,0,1,1,9,0,0,0,5.9,5.9
47,Jeffery Wilson,SF,RB,16,CHI,11,27,2.5,0,2,2,11,0,0,0,5.8,5.8
47,Kenneth Dixon,BAL,RB,16,LAC,8,28,3.5,0,3,2,20,0,1,1,5.8,5.8
49,Dion Lewis,TEN,RB,16,WAS,3,5,1.7,0,4,3,20,0,0,0,5.5,5.5
50,Tevin Coleman,ATL,RB,16,CAR,10,51,5.1,0,1,0,0,0,0,0,5.1,5.1
51,LeSean McCoy,BUF,RB,16,NE,6,9,1.5,0,3,3,10,0,0,0,4.9,4.9
52,Latavius Murray,MIN,RB,16,DET,9,22,2.4,0,2,2,6,0,0,0,4.8,4.8
52,Taquan Mizzell,CHI,RB,16,SF,1,1,1,0,2,2,27,0,0,0,4.8,4.8
54,Carlos Hyde,JAX,RB,16,MIA,8,47,5.9,0,0,0,0,0,0,0,4.7,4.7
55,Theo Riddick,DET,RB,16,MIN,3,-2,-0.7,0,5,4,7,0,0,0,4.5,4.5
56,LeGarrette Blount,DET,RB,16,MIN,11,29,2.6,0,4,2,-5,0,0,0,4.4,4.4
57,Chris Thompson,WAS,RB,16,TEN,4,20,5,0,1,1,8,0,0,0,3.8,3.8
58,Matt Breida,SF,RB,16,CHI,4,20,5,0,1,1,6,0,0,0,3.6,3.6
59,Mike Davis,SEA,RB,16,KC,7,31,4.4,0,1,0,0,0,0,0,3.1,3.1
59,Chase Edmonds,ARI,RB,16,LAR,4,20,5,0,2,1,1,0,0,0,3.1,3.1
61,Cameron Artis-Payne,CAR,RB,16,ATL,1,7,7,0,2,1,13,0,0,0,3,3
62,Tarik Cohen,CHI,RB,16,SF,6,12,2,0,1,1,7,0,0,0,2.9,2.9
63,Dontrell Hilliard,CLE,RB,16,CIN,0,0,0,0,1,1,15,0,0,0,2.5,2.5
64,Royce Freeman,DEN,RB,16,OAK,7,21,3,0,1,0,0,0,0,0,2.1,2.1
64,Andy Janovich,DEN,FB,16,OAK,0,0,0,0,1,1,11,0,0,0,2.1,2.1
66,Giovani Bernard,CIN,RB,16,CLE,0,0,0,0,2,2,0,0,0,0,2,2
67,Trenton Cannon,NYJ,RB,16,GB,2,4,2,0,2,1,5,0,0,0,1.9,1.9
68,Tommy Bohanon,JAX,FB,16,MIA,0,0,0,0,1,1,7,0,0,0,1.7,1.7
69,Elijhaa Penny,NYG,RB,16,IND,0,0,0,0,1,1,5,0,0,0,1.5,1.5
70,Ricky Ortiz,ATL,RB,16,CAR,0,0,0,0,1,1,4,0,0,0,1.4,1.4
71,Kenjon Barner,CAR,RB,16,ATL,0,0,0,0,1,1,3,0,0,0,1.3,1.3
72,Wayne Gallman,NYG,RB,16,IND,2,12,6,0,0,0,0,0,0,0,1.2,1.2
72,Dan Vitale,GB,FB,16,NYJ,0,0,0,0,2,1,2,0,0,0,1.2,1.2
74,Josh Adams,PHI,RB,16,HOU,11,21,1.9,0,1,0,0,0,1,1,1.1,1.1
74,Keith Smith,OAK,FB,16,DEN,0,0,0,0,1,1,1,0,0,0,1.1,1.1
76,JD McKissic,SEA,RB,16,KC,1,6,6,0,0,0,0,0,0,0,0.6,0.6
77,Roosevelt Nix,PIT,RB,16,NO,1,4,4,0,1,0,0,0,0,0,0.4,0.4
78,CJ Ham,MIN,RB,16,DET,1,1,1,0,0,0,0,0,0,0,0.1,0.1
79,Mark Walton,CIN,RB,16,CLE,0,0,0,0,0,0,0,0,0,0,0,0
79,Darius Jackson,DAL,RB,16,TB,0,0,0,0,0,0,0,0,0,0,0,0
79,Jamize Olawale,DAL,FB,16,TB,0,0,0,0,0,0,0,0,0,0,0,0
79,Ronald Jones II,TB,RB,16,DAL,0,0,0,0,0,0,0,0,0,0,0,0
79,Nick Bellore,DET,RB,16,MIN,0,0,0,0,0,0,0,0,0,0,0,0
79,Ameer Abdullah,MIN,RB,16,DET,0,0,0,0,0,0,0,0,0,0,0,0
79,Byron Marshall,WAS,RB,16,TEN,0,0,0,0,1,0,0,0,0,0,0,0
79,Jordan Wilkins,IND,RB,16,NYG,0,0,0,0,0,0,0,0,0,0,0,0
79,Senorise Perry,MIA,RB,16,JAX,0,0,0,0,0,0,0,0,0,0,0,0
79,James Develin,NE,RB,16,BUF,0,0,0,0,0,0,0,0,0,0,0,0
79,Patrick DiMarco,BUF,FB,16,NE,0,0,0,0,0,0,0,0,0,0,0,0
79,Kapri Bibbs,GB,RB,16,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
79,Boston Scott,PHI,RB,16,HOU,0,0,0,0,0,0,0,0,0,0,0,0
79,Gregory Howell Jr.,HOU,RB,16,PHI,0,0,0,0,0,0,0,0,0,0,0,0
79,Alex Armah,CAR,RB,16,ATL,0,0,0,0,0,0,0,0,0,0,0,0
79,Derrick Coleman,ARI,FB,16,LAR,0,0,0,0,0,0,0,0,0,0,0,0
79,TJ Logan,ARI,RB,16,LAR,0,0,0,0,0,0,0,0,0,0,0,0
79,Ty Montgomery,BAL,RB,16,LAC,0,0,0,0,1,0,0,0,0,0,0,0
79,Derek Watt,LAC,FB,16,BAL,0,0,0,0,0,0,0,0,0,0,0,0
79,Detrez Newsome,LAC,RB,16,BAL,0,0,0,0,0,0,0,0,0,0,0,0
79,Kyle Juszczyk,SF,FB,16,CHI,0,0,0,0,0,0,0,0,0,0,0,0
79,Benjamin Cunningham,CHI,RB,16,SF,0,0,0,0,0,0,0,0,0,0,0,0
79,Michael Burton,CHI,FB,16,SF,0,0,0,0,0,0,0,0,0,0,0,0
79,Matt Dayes,SF,RB,16,CHI,0,0,0,0,0,0,0,0,0,0,0,0
79,Zach Line,NO,FB,16,PIT,0,0,0,0,0,0,0,0,0,0,0,0
79,Trey Edmunds,PIT,RB,16,NO,0,0,0,0,0,0,0,0,0,0,0,0
79,Anthony Sherman,KC,FB,16,SEA,0,0,0,0,0,0,0,0,0,0,0,0
79,Tre Madden,SEA,RB,16,KC,0,0,0,0,0,0,0,0,0,0,0,0
107,Deandre Washington,OAK,RB,16,DEN,1,-1,-1,0,0,0,0,0,0,0,-0.1,-0.1
108,Stevan Ridley,PIT,RB,16,NO,3,4,1.3,0,0,0,0,0,1,1,-0.6,-0.6
109,Rod Smith,DAL,RB,16,TB,2,-7,-3.5,0,0,0,0,0,0,0,-0.7,-0.7
