Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Antonio Brown,PIT,WR,16,NO,19,14,73.7,185,2,28,9.7,13.2,0,0,0,0,0,0,47.5,47.5
2,Robby Anderson,NYJ,WR,16,GB,13,9,69.2,140,1,33,10.8,15.6,0,0,0,0,0,0,32,32
3,Michael Thomas,NO,WR,16,PIT,13,11,84.6,109,1,28,8.4,9.9,0,0,0,0,0,0,30.9,30.9
4,Doug Baldwin,SEA,WR,16,KC,12,7,58.3,126,1,29,10.5,18,0,0,0,0,0,0,28.6,28.6
5,Robert Woods,LAR,WR,16,ARI,7,6,85.7,89,1,39,12.7,14.8,2,15,7.5,1,0,0,28.4,28.4
6,Nelson Agholor,PHI,WR,16,HOU,7,5,71.4,116,1,83,16.6,23.2,0,0,0,0,0,0,25.6,25.6
7,JuJu Smith-Schuster,PIT,WR,16,NO,15,11,73.3,115,0,23,7.7,10.5,0,0,0,0,1,1,24.5,24.5
8,Davante Adams,GB,WR,16,NYJ,18,11,61.1,71,1,16,3.9,6.5,0,0,0,0,0,0,24.1,24.1
9,T.Y. Hilton,IND,WR,16,NYG,8,7,87.5,138,0,55,17.2,19.7,0,0,0,0,0,0,23.8,23.8
10,DeAndre Hopkins,HOU,WR,16,PHI,12,9,75,104,0,18,8.7,11.6,0,0,0,0,0,0,22.4,22.4
11,Mohamed Sanu,ATL,WR,16,CAR,8,5,62.5,81,1,44,10.1,16.2,2,29,14.5,0,0,0,22,22
12,Mike Evans,TB,WR,16,DAL,10,6,60,90,1,38,9,15,0,0,0,0,0,0,21,21
13,Sterling Shepard,NYG,WR,16,IND,7,6,85.7,113,0,55,16.1,18.8,1,-3,-3,0,0,0,20,20
14,Julian Edelman,NE,WR,16,BUF,10,6,60,70,1,32,7,11.7,0,0,0,0,0,0,19,19
15,Courtland Sutton,DEN,WR,16,OAK,10,6,60,65,1,20,6.5,10.8,0,0,0,0,0,0,18.5,18.5
16,Chester Rogers,IND,WR,16,NYG,7,7,100,54,1,15,7.7,7.7,0,0,0,0,0,0,18.4,18.4
17,Calvin Ridley,ATL,WR,16,CAR,5,3,60,90,1,75,18,30,0,0,0,0,0,0,18,18
17,Rashard Higgins,CLE,WR,16,CIN,7,6,85.7,60,1,17,8.6,10,0,0,0,0,0,0,18,18
19,Adam Humphries,TB,WR,16,DAL,12,10,83.3,79,0,16,6.6,7.9,0,0,0,0,0,0,17.9,17.9
20,Zay Jones,BUF,WR,16,NE,9,5,55.6,67,1,31,7.4,13.4,0,0,0,0,0,0,17.7,17.7
21,Larry Fitzgerald,ARI,WR,16,LAR,9,6,66.7,53,0,18,5.9,8.8,0,0,0,0,0,0,16.6,16.58
22,Daesean Hamilton,DEN,WR,16,OAK,9,6,66.7,40,1,15,4.4,6.7,0,0,0,0,0,0,16,16
