Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Eric Ebron,IND,TE,12,19,10,52.6,112,9,20,5.9,11.2,2,1,0.5,1,0,0,6.8,81.3
2,Travis Kelce,KC,TE,12,20,12,60,92,8,19,4.6,7.7,0,0,0,0,0,0,5.8,69.2
3,Zach Ertz,PHI,TE,12,19,12,63.2,98,6,17,5.2,8.2,0,0,0,0,0,0,4.8,57.8
4,Austin Hooper,ATL,TE,12,12,9,75,49,4,11,4.1,5.4,0,0,0,0,0,0,3.3,39.9
5,Trey Burton,CHI,TE,12,11,8,72.7,42,4,15,3.8,5.2,1,2,2,0,0,0,3.2,38.4
6,Cameron Brate,TB,TE,12,9,6,66.7,60,4,16,6.7,10,0,0,0,0,0,0,3,36
7,Jared Cook,OAK,TE,12,12,10,83.3,69,3,16,5.8,6.9,0,0,0,0,0,0,2.9,34.9
8,OJ Howard,TB,TE,10,8,5,62.5,50,4,18,6.2,10,0,0,0,0,0,0,3.4,34
9,Jordan Thomas,HOU,TE,12,6,5,83.3,41,4,13,6.8,8.2,0,0,0,0,0,0,2.8,33.1
10,Greg Olsen,CAR,TE,9,6,5,83.3,35,4,17,5.8,7,0,0,0,0,0,0,3.6,32.5
11,George Kittle,SF,TE,12,12,8,66.7,54,2,10,4.5,6.8,0,0,0,0,0,0,2.3,27.4
12,Erik Swoope,IND,TE,6,4,4,100,39,3,17,9.8,9.8,0,0,0,0,0,0,4.3,25.9
13,Demetrius Harris,KC,TE,11,4,3,75,43,3,17,10.8,14.3,0,0,0,0,0,0,2.3,25.3
14,Michael Roberts,DET,TE,7,7,3,42.9,34,3,15,4.9,11.3,0,0,0,0,0,0,3.5,24.4
15,David Njoku,CLE,TE,12,4,3,75,22,3,15,5.5,7.3,0,0,0,0,0,0,1.9,23.2
16,Jack Doyle,IND,TE,6,7,6,85.7,41,2,12,5.9,6.8,0,0,0,0,0,0,3.7,22.1
17,Chris Herndon IV,NYJ,TE,10,4,4,100,58,2,17,14.5,14.5,0,0,0,0,1,0,2.2,21.8
18,Gerald Everett,LAR,TE,12,8,5,62.5,27,2,10,3.4,5.4,0,0,0,0,0,0,1.8,21.7
19,Kyle Rudolph,MIN,TE,12,10,5,50,36,2,11,3.6,7.2,0,0,0,0,0,0,1.7,20.6
20,Nick Vannett,SEA,TE,11,5,4,80,39,2,17,7.8,9.8,0,0,0,0,0,0,1.8,19.9
21,Benjamin Watson,NO,TE,12,8,5,62.5,28,2,13,3.5,5.6,0,0,0,0,0,0,1.6,19.8
22,Jimmy Graham,GB,TE,12,8,4,50,35,2,15,4.4,8.8,0,0,0,0,0,0,1.6,19.5
23,Antonio Gates,LAC,TE,12,8,2,25,11,2,6,1.4,5.5,0,0,0,0,0,0,1.6,19.1
24,Jeff Heuerman,DEN,TE,11,13,4,30.8,25,2,12,1.9,6.2,0,0,0,0,0,0,1.7,18.5
25,Evan Engram,NYG,TE,7,5,3,60,29,2,18,5.8,9.7,0,0,0,0,0,0,2.6,17.9
26,Vance McDonald,PIT,TE,11,5,3,60,23,2,12,4.6,7.7,0,0,0,0,1,0,1.6,17.3
27,CJ Uzomah,CIN,TE,12,4,3,75,21,2,16,5.2,7,0,0,0,0,0,0,1.4,17.1
28,Jordan Reed,WAS,TE,12,8,3,37.5,20,2,9,2.5,6.7,0,0,0,0,0,0,1.4,17
29,Dallas Goedert,PHI,TE,12,5,3,60,19,2,13,3.8,6.3,0,0,0,0,0,0,1.4,16.9
30,Ed Dickson,SEA,TE,6,3,2,66.7,27,2,15,9,13.5,0,0,0,0,0,0,2.8,16.7
30,Mark Andrews,BAL,TE,12,6,3,50,17,2,8,2.8,5.7,0,0,0,0,0,0,1.4,16.7
32,Jonnu Smith,TEN,TE,12,5,3,60,14,2,7,2.8,4.7,0,0,0,0,0,0,1.4,16.4
33,Will Dissly,SEA,TE,4,2,2,100,17,2,15,8.5,8.5,0,0,0,0,0,0,3.9,15.7
34,Tyler Higbee,LAR,TE,12,5,2,40,13,2,10,2.6,6.5,0,0,0,0,0,0,1.3,15.3
35,Rhett Ellison,NYG,TE,11,4,3,75,27,1,16,6.8,9,0,0,0,0,0,0,1.2,13.7
36,Anthony Firkser,TEN,TE,6,3,3,100,30,1,12,10,10,0,0,0,0,0,0,2,12
37,Virgil Green,LAC,TE,12,5,3,60,22,1,13,4.4,7.3,0,0,0,0,0,0,0.9,11.2
38,Logan Paulsen,ATL,TE,12,2,2,100,22,1,17,11,11,0,0,0,0,0,0,0.8,10.2
38,Jordan Leggett,NYJ,TE,11,3,3,100,12,1,8,4,4,0,0,0,0,0,0,0.9,10.2
40,Jesse James,PIT,TE,12,4,2,50,15,1,8,3.8,7.5,0,0,0,0,0,0,0.8,9.5
40,Geoff Swaim,DAL,TE,9,4,3,75,5,1,3,1.2,1.7,0,0,0,0,0,0,1.1,9.5
42,AJ Derby,MIA,TE,4,2,1,50,19,1,19,9.5,19,0,0,0,0,0,0,2.2,8.9
43,Mo Alie-Cox,IND,TE,6,3,2,66.7,8,1,7,2.7,4,0,0,0,0,0,0,1.5,8.8
44,Tyler Eifert,CIN,TE,4,2,1,50,15,1,15,7.5,15,0,0,0,0,0,0,2.1,8.5
44,Lance Kendricks,GB,TE,12,2,2,100,5,1,4,2.5,2.5,0,0,0,0,0,0,0.7,8.5
46,Lee Smith,OAK,TE,12,2,2,100,3,1,2,1.5,1.5,0,0,0,0,0,0,0.7,8.3
47,Garrett Celek,SF,TE,12,2,1,50,11,1,11,5.5,11,0,0,0,0,0,0,0.7,8.1
47,Jason Croom,BUF,TE,12,2,1,50,11,0,11,5.5,11,0,0,0,1,0,0,0.7,8.1
49,Matt LaCosse,DEN,TE,12,2,1,50,10,1,10,5,10,0,0,0,0,0,0,0.7,8
50,Darren Fells,CLE,TE,12,1,1,100,6,1,6,6,6,0,0,0,0,0,0,0.6,7.6
51,Nick O'Leary,MIA,TE,6,1,1,100,5,1,5,5,5,0,0,0,0,0,0,1.2,7.5
52,Austin Seferian-Jenkins,JAX,TE,5,2,1,50,4,1,4,2,4,0,0,0,0,0,0,1.5,7.4
52,Matt Lengel,CIN,TE,5,1,1,100,4,1,4,4,4,0,0,0,0,0,0,1.5,7.4
54,Adam Shaheen,CHI,TE,1,1,1,100,2,1,2,2,2,0,0,0,0,0,0,7.2,7.2
55,Luke Stocker,TEN,TE,12,2,1,50,1,1,1,0.5,1,1,0,0,0,0,0,0.6,7.1
55,Josh Hill,NO,TE,12,1,1,100,1,1,1,1,1,0,0,0,0,0,0,0.6,7.1
57,Mike Gesicki,MIA,TE,12,4,3,75,21,0,11,5.2,7,0,0,0,0,0,0,0.4,5.1
58,Maxx Williams,BAL,TE,9,4,3,75,12,0,6,3,4,0,0,0,0,0,0,0.5,4.2
59,Ian Thomas,CAR,TE,12,3,2,66.7,15,0,8,5,7.5,0,0,0,0,0,0,0.3,3.5
60,MyCole Pruitt,TEN,TE,11,1,1,100,19,0,19,19,19,0,0,0,0,0,0,0.3,2.9
61,Nick Boyle,BAL,TE,12,7,2,28.6,6,0,4,0.9,3,0,0,0,0,0,0,0.2,2.6
62,Ryan Griffin,HOU,TE,10,9,1,11.1,13,0,13,1.4,13,0,0,0,0,0,0,0.2,2.3
63,Jermaine Gresham,ARI,TE,10,2,1,50,11,0,11,5.5,11,0,0,0,0,0,0,0.2,2.1
64,Vernon Davis,WAS,TE,12,1,1,100,10,0,10,10,10,0,0,0,0,0,0,0.2,2
65,David Morgan,MIN,TE,8,1,1,100,9,0,9,9,9,0,0,0,0,0,0,0.2,1.9
66,Joshua Perkins,PHI,TE,9,1,1,100,8,0,8,8,8,0,0,0,0,0,0,0.2,1.8
66,Ross Dwelley,SF,TE,6,1,1,100,8,0,8,8,8,0,0,0,0,0,0,0.3,1.8
68,Charles Clay,BUF,TE,10,3,1,33.3,5,0,5,1.7,5,0,0,0,0,0,0,0.2,1.5
68,Tyler Kroft,CIN,TE,5,2,1,50,5,0,5,2.5,5,0,0,0,0,0,0,0.3,1.5
68,James O'Shaughnessy,JAX,TE,10,1,1,100,5,0,5,5,5,0,0,0,0,0,0,0.2,1.5
71,Dalton Schultz,DAL,TE,7,2,1,50,-1,0,0,-0.5,-1,0,0,0,0,0,0,0.1,0.9
72,Eric Saubert,ATL,TE,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Delanie Walker,TEN,TE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Rob Gronkowski,NE,TE,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Niles Paul,JAX,TE,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Orson Charles,CLE,TE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Dwayne Allen,NE,TE,10,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0
72,James Hurst,BAL,TE,6,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0
72,Scott Simonson,NYG,TE,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Xavier Grimble,PIT,TE,12,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0
72,Logan Thomas,BUF,TE,9,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0
72,Gabe Holmes,ARI,TE,8,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0
72,Chris Manhertz,CAR,TE,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Seth DeValve,CLE,TE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Cole Wick,SF,TE,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Alex Ellis,KC,TE,2,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0
72,Jake Butt,DEN,TE,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Jeremy Sprinkle,WAS,TE,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Mason Schreck,CIN,TE,6,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0
72,Darrell Daniels,ARI,TE,10,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0
72,Antony Auclair,TB,TE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
