Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
74,Jalen Richard,OAK,RB,12,4,22,5.5,0,5,3,20,0,0,0,0.6,7.2
76,Chris Ivory,BUF,RB,11,8,7,0.9,1,0,0,0,0,0,0,0.6,6.7
77,Kenneth Dixon,BAL,RB,2,1,2,2,1,0,0,0,0,0,0,3.1,6.2
78,Kyle Juszczyk,SF,FB,12,3,2,0.7,0,6,3,19,0,0,0,0.4,5.1
79,Jacquizz Rodgers,TB,RB,12,3,11,3.7,0,4,3,18,0,1,1,0.4,4.9
80,Damien Williams,KC,RB,10,0,0,0,0,3,3,14,0,0,0,0.4,4.4
81,Jeffery Wilson,SF,RB,2,3,19,6.3,0,2,2,10,0,1,1,2,3.9
82,Marcus Murphy,BUF,RB,9,6,12,2,0,2,2,5,0,0,0,0.4,3.7
83,Anthony Sherman,KC,FB,12,0,0,0,0,2,2,14,0,0,0,0.3,3.4
84,Corey Grant,JAX,RB,5,0,0,0,0,2,2,11,0,0,0,0.6,3.1
85,Deandre Washington,OAK,RB,6,7,21,3,0,0,0,0,0,0,0,0.4,2.1
86,Ameer Abdullah,MIN,RB,6,0,0,0,0,1,1,10,0,0,0,0.3,2
86,Nick Bellore,DET,RB,11,0,0,0,0,2,2,0,0,0,0,0.2,2
88,Rex Burkhead,NE,RB,4,1,1,1,0,4,1,6,0,0,0,0.4,1.7
88,Rod Smith,DAL,RB,12,4,7,1.8,0,1,1,0,0,0,0,0.1,1.7
90,Shaun Wilson,TB,RB,5,0,0,0,0,3,1,5,0,0,0,0.3,1.5
91,Jamize Olawale,DAL,FB,12,0,0,0,0,1,1,3,0,0,0,0.1,1.3
91,Elijhaa Penny,NYG,RB,8,0,0,0,0,1,1,3,0,0,0,0.2,1.3
93,Keith Smith,OAK,FB,12,1,0,0,0,1,1,2,0,0,0,0.1,1.2
94,CJ Anderson,CAR,RB,9,3,11,3.7,0,0,0,0,0,0,0,0.1,1.1
95,Wayne Gallman,NYG,RB,12,5,10,2,0,2,0,0,0,0,0,0.1,1
95,Samaje Perine,WAS,RB,4,0,0,0,0,1,1,0,0,0,0,0.2,1
97,Mike Gillislee,NO,RB,4,2,8,4,0,0,0,0,0,0,0,0.2,0.8
97,Kenjon Barner,CAR,RB,6,3,8,2.7,0,0,0,0,0,0,0,0.1,0.8
99,Jeremy McNichols,IND,RB,1,1,7,7,0,0,0,0,0,0,0,0.7,0.7
99,Zach Zenner,DET,RB,4,1,7,7,0,0,0,0,0,0,0,0.2,0.7
101,Kalen Ballage,MIA,RB,8,1,-2,-2,0,1,1,-3,0,0,0,0.1,0.5
102,Devonta Freeman,ATL,RB,2,3,4,1.3,0,1,0,0,0,0,0,0.2,0.4
102,Bilal Powell,NYJ,RB,7,10,4,0.4,0,1,0,0,0,0,0,0.1,0.4
102,Brandon Wilds,JAX,RB,3,1,4,4,0,0,0,0,0,0,0,0.1,0.4
102,Mark Walton,CIN,RB,10,1,4,4,0,0,0,0,0,0,0,0,0.4
106,Detrez Newsome,LAC,RB,6,2,3,1.5,0,0,0,0,0,0,0,0,0.3
106,Robert Turbin,IND,RB,2,1,3,3,0,0,0,0,0,0,0,0.2,0.3
106,Dalvin Cook,MIN,RB,7,9,3,0.3,0,1,1,0,0,1,1,0,0.3
109,Stevan Ridley,PIT,RB,7,1,2,2,0,0,0,0,0,0,0,0,0.2
109,Roc Thomas,MIN,RB,5,2,2,1,0,2,0,0,0,0,0,0,0.2
111,Byron Marshall,WAS,RB,2,1,1,1,0,0,0,0,0,0,0,0,0.1
112,Ricky Ortiz,ATL,RB,10,0,0,0,0,0,0,0,0,0,0,0,0
112,Jonathan Stewart,NYG,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
112,Taiwan Jones,BUF,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
112,Brandon Bolden,MIA,RB,12,0,0,0,0,0,0,0,0,0,0,0,0
112,Patrick DiMarco,BUF,FB,12,0,0,0,0,0,0,0,0,0,0,0,0
112,Tommy Bohanon,JAX,FB,12,1,0,0,0,0,0,0,0,0,0,0,0
112,Christine Michael,IND,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
112,Derrick Coleman,ARI,FB,12,0,0,0,0,1,0,0,0,0,0,0,0
112,David Fluellen,TEN,RB,7,0,0,0,0,0,0,0,0,0,0,0,0
112,Jeremy Hill,NE,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
112,Senorise Perry,MIA,RB,12,0,0,0,0,0,0,0,0,0,0,0,0
112,Roosevelt Nix,PIT,RB,12,0,0,0,0,0,0,0,0,0,0,0,0
112,Raheem Mostert,SF,RB,9,1,0,0,0,0,0,0,0,0,0,0,0
112,CJ Prosise,SEA,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
112,Tyler Ervin,HOU,RB,9,0,0,0,0,1,0,0,0,0,0,0,0
112,Andy Janovich,DEN,FB,12,0,0,0,0,0,0,0,0,0,0,0,0
112,Derek Watt,LAC,FB,12,1,0,0,0,0,0,0,0,0,0,0,0
112,Tre Madden,SEA,RB,11,0,0,0,0,0,0,0,0,0,0,0,0
112,Alan Cross,TB,FB,12,0,0,0,0,1,0,0,0,0,0,0,0
112,Rob Kelley,WAS,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
112,Tra Carson,GB,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
112,CJ Ham,MIN,RB,12,1,0,0,0,0,0,0,0,0,0,0,0
112,Patrick Ricard,BAL,FB,10,0,0,0,0,0,0,0,0,0,0,0,0
112,Shane Smith,NYG,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
112,Gregory Howell Jr.,HOU,RB,11,0,0,0,0,0,0,0,0,0,0,0,0
112,Benjamin Cunningham,CHI,RB,11,0,0,0,0,0,0,0,0,0,0,0,0
112,Michael Burton,CHI,FB,6,0,0,0,0,0,0,0,0,0,0,0,0
112,Darius Jackson,GB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
112,Justin Davis,LAR,RB,8,0,0,0,0,0,0,0,0,0,0,0,0
112,Trenton Cannon,NYJ,RB,12,0,0,0,0,0,0,0,0,0,0,0,0
112,De'Lance Turner,BAL,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
112,Cameron Artis-Payne,CAR,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
112,Brian Hill,ATL,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
112,TJ Logan,ARI,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
112,Mike Boone,MIN,RB,7,0,0,0,0,0,0,0,0,0,0,0,0
112,Dwayne Washington,NO,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
112,Thomas Rawls,CIN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
112,Jamaal Charles,JAX,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
112,Dan Vitale,GB,FB,1,0,0,0,0,0,0,0,0,0,0,0,0
112,Dontrell Hilliard,CLE,RB,7,0,0,0,0,0,0,0,0,0,0,0,0
112,David Williams,JAX,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
112,Darrel Williams,KC,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
112,Elijah McGuire,NYJ,RB,4,0,0,0,0,1,0,0,0,0,0,0,0
112,Dare Ogunbowale,TB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
112,Matt Dayes,SF,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
112,JD McKissic,SEA,RB,1,0,0,0,0,1,0,0,0,0,0,0,0
158,Jonathan Williams,IND,RB,3,1,-1,-1,0,0,0,0,0,0,0,0,-0.1
