Rank,Name,Team,Position,Week,Opponent,SnapsPlayed,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
49,Kyle Rudolph,MIN,TE,11,GB,54,84.4,0,16.7,11.1,16.7,25.6,47.4
49,Austin Seferian-Jenkins,TB,TE,15,LAR,29,36.2,0,20.7,10.3,20.7,11.9,41
51,Anthony Fasano,TEN,TE,2,CLE,47,58.8,0,14.9,10.6,14.9,19.4,41.3
52,Jordan Reed,WAS,TE,14,CHI,59,84.3,0,15.3,15.3,15.3,30,50.8
53,Justin Perillo,GB,TE,6,LAC,7,13.2,0,28.6,14.3,28.6,3.1,44.3
53,Derek Carrier,WAS,TE,12,NYG,2,2.8,0,50,50,50,1.6,80
55,Delanie Walker,TEN,TE,13,JAX,51,72.9,0,23.5,15.7,23.5,23.2,45.5
56,Clive Walford,OAK,TE,9,PIT,21,30,0,23.8,4.8,23.8,7.1,33.8
57,Darren Fells,ARI,TE,11,CIN,27,45,0,7.4,3.7,7.4,8.8,32.6
58,Virgil Green,DEN,TE,2,KC,25,34.2,0,12,8,12,9.2,36.8
59,Garrett Celek,SF,TE,9,ATL,46,69.7,0,4.3,4.3,4.3,15.2,33
60,Delanie Walker,TEN,TE,1,TB,36,61,0,8.3,8.3,8.3,13.3,36.9
61,Nick O'Leary,BUF,TE,15,WAS,13,19.4,0,7.7,7.7,7.7,4.7,36.2
62,Vance McDonald,SF,TE,11,SEA,44,83,0,9.1,9.1,9.1,16.5,37.5
63,Zach Ertz,PHI,TE,15,ARI,49,76.6,0,26.5,16.3,26.5,21.8,44.5
63,Eric Ebron,DET,TE,15,NO,28,52.8,0,17.9,14.3,17.9,11.9,42.5
65,Scott Chandler,NE,TE,10,NYG,22,30.1,0,13.6,4.5,13.6,7.1,32.3
66,Cameron Brate,TB,TE,12,IND,41,61.2,0,14.6,12.2,14.6,16.3,39.8
67,Benjamin Watson,NO,TE,6,ATL,68,94.4,0,17.6,14.7,17.6,31.7,46.6
67,Gary Barnidge,CLE,TE,3,OAK,60,80,0,16.7,10,16.7,25.5,42.5
67,Jimmy Graham,SEA,TE,6,CAR,51,83.6,0,23.5,15.7,23.5,25,49
67,Gavin Escobar,DAL,TE,10,TB,8,14.8,0,12.5,12.5,12.5,3.2,40
71,Crockett Gillmore,BAL,TE,2,OAK,76,92.7,0,7.9,6.6,7.9,25.8,33.9
71,Anthony Fasano,TEN,TE,9,NO,34,47.9,0,8.8,8.8,8.8,12.3,36.2
73,Darren Fells,ARI,TE,1,NO,52,83.9,0,9.6,7.7,9.6,18.2,35
74,Michael Hoomanawanui,NO,TE,13,CAR,7,11.5,0,14.3,14.3,14.3,2.9,41.4
75,Jimmy Graham,SEA,TE,3,CHI,53,79.1,0,15.1,13.2,15.1,21.3,40.2
75,Josh Hill,NO,TE,9,TEN,30,39.5,0,6.7,6.7,6.7,10.1,33.7
77,Jared Cook,LAR,TE,15,TB,24,46.2,0,25,16.7,25,10.4,43.3
78,Rob Gronkowski,NE,TE,12,DEN,56,84.8,0,17.9,10.7,17.9,20.8,37.1
79,Vance McDonald,SF,TE,16,DET,46,74.2,0,15.2,10.9,15.2,17.1,37.2
80,Greg Olsen,CAR,TE,6,SEA,73,100,0,15.1,9.6,15.1,29.1,39.9
80,Vance McDonald,SF,TE,12,ARI,50,89.3,0,14,12,14,19.1,38.2
82,Zach Miller,CHI,TE,14,WAS,56,94.9,0,10.7,8.9,10.7,19.5,34.8
83,Tyler Eifert,CIN,TE,5,SEA,82,96.5,0,14.6,9.8,14.6,29,35.4
83,Gary Barnidge,CLE,TE,6,DEN,62,78.5,0,14.5,4.8,14.5,18.9,30.5
85,Jason Witten,DAL,TE,1,NYG,71,100,0,12.7,11.3,12.7,26,36.6
85,Rob Gronkowski,NE,TE,8,MIA,68,94.4,0,13.2,8.8,13.2,26.3,38.7
87,Jack Doyle,IND,TE,9,DEN,31,39.2,0,6.5,6.5,6.5,9.8,31.6
88,Rob Gronkowski,NE,TE,7,NYJ,67,100,0,23.9,16.4,23.9,30.8,46
88,Jacob Tamme,ATL,TE,8,TB,65,81.2,0,18.5,15.4,18.5,29.3,45.1
90,Gary Barnidge,CLE,TE,5,BAL,80,90.9,0,12.5,10,12.5,30.9,38.6
90,Lance Kendricks,LAR,TE,1,SEA,41,68.3,0,4.9,4.9,4.9,12.2,29.8
92,Charles Clay,BUF,TE,3,MIA,58,89.2,0,12.1,8.6,12.1,19.2,33.1
92,Dion Sims,MIA,TE,6,TEN,38,56.7,0,10.5,10.5,10.5,13.3,35
94,Tyler Eifert,CIN,TE,12,LAR,41,69.5,0,9.8,7.3,9.8,13,31.7
94,Scott Chandler,NE,TE,1,PIT,25,41,0,4,4,4,7.1,28.4
96,Cameron Brate,TB,TE,16,CHI,19,33.9,0,5.3,5.3,5.3,5.6,29.5
97,Rob Gronkowski,NE,TE,10,NYG,72,98.6,0,9.7,6.9,9.7,25.3,35.1
98,Julius Thomas,JAX,TE,6,HOU,59,72.8,0,22,11.9,22,20.8,35.3
99,Brent Celek,PHI,TE,10,MIA,58,60.4,0,6.9,6.9,6.9,20.4,35.2
100,John Phillips,LAC,TE,4,CLE,27,41.5,0,7.4,3.7,7.4,7.1,26.3
101,Jordan Cameron,MIA,TE,11,DAL,36,75,0,13.9,5.6,13.9,10.1,28.1
102,Julius Thomas,JAX,TE,14,IND,51,78.5,0,13.7,9.8,13.7,16.4,32.2
102,Richard Rodgers,GB,TE,2,SEA,46,64.8,0,8.7,6.5,8.7,13.3,28.9
102,Lance Kendricks,LAR,TE,11,BAL,46,75.4,0,8.7,4.3,8.7,12.3,26.7
105,Kyle Rudolph,MIN,TE,16,NYG,51,72.9,0,5.9,3.9,5.9,13.3,26.1
105,Crockett Gillmore,BAL,TE,10,JAX,46,67.6,0,8.7,8.7,8.7,14.2,30.9
107,Jesse James,PIT,TE,9,OAK,33,38.8,0,6.1,6.1,6.1,9.3,28.2
107,Jordan Cameron,MIA,TE,2,JAX,28,41.2,0,14.3,10.7,14.3,9.2,32.9
109,Antonio Gates,LAC,TE,15,MIA,40,50.6,0,22.5,15,22.5,14.8,37
110,Scott Chandler,NE,TE,12,DEN,54,81.8,0,20.4,9.3,20.4,16.8,31.1
111,Gary Barnidge,CLE,TE,4,LAC,62,87.3,0,9.7,9.7,9.7,19.5,31.5
112,Charles Clay,BUF,TE,13,HOU,58,93.5,0,12.1,6.9,12.1,16.6,28.6
113,Gary Barnidge,CLE,TE,14,SF,67,85.9,0,10.4,7.5,10.4,19.4,29
113,Travis Kelce,KC,TE,12,BUF,60,96.8,0,11.7,6.7,11.7,16.9,28.2
115,Rob Gronkowski,NE,TE,2,BUF,81,94.2,0,16,8.6,16,27.3,33.7
115,Chris Gragg,BUF,TE,4,NYG,7,9.3,0,14.3,14.3,14.3,2.5,35.7
117,Brent Celek,PHI,TE,5,NO,49,58.3,0,6.1,6.1,6.1,13.4,27.3
118,Jake Stoneburner,MIA,TE,2,JAX,37,54.4,0,5.4,5.4,5.4,9.8,26.5
118,Rhett Ellison,MIN,TE,10,OAK,37,59.7,0,5.4,5.4,5.4,9.8,26.5
120,Josh Hill,NO,TE,4,DAL,34,46.6,0,5.9,5.9,5.9,9.1,26.8
121,Jimmy Graham,SEA,TE,12,PIT,36,58.1,0,22.2,11.1,22.2,11.5,31.9
121,Chris Gragg,BUF,TE,6,CIN,26,37.1,0,19.2,19.2,19.2,10.4,40
121,Clay Harbor,JAX,TE,16,NO,13,22.8,0,7.7,7.7,7.7,3.7,28.5
124,Richard Rodgers,GB,TE,9,CAR,67,87,0,13.4,7.5,13.4,18.9,28.2
125,Gary Barnidge,CLE,TE,8,ARI,55,87.3,0,20,12.7,20,18.3,33.3
126,Trey Burton,PHI,TE,12,DET,24,40.7,0,8.3,8.3,8.3,6.9,28.8
127,Ladarius Green,LAC,TE,1,DET,66,83.5,0,9.1,7.6,9.1,18.4,27.9
127,Jared Cook,LAR,TE,8,SF,38,55.1,0,7.9,5.3,7.9,9.7,25.5
129,Ladarius Green,LAC,TE,4,CLE,56,86.2,0,10.7,7.1,10.7,15.3,27.3
129,Delanie Walker,TEN,TE,11,JAX,54,77.1,0,18.5,14.8,18.5,21.9,40.6
131,Coby Fleener,IND,TE,4,JAX,71,89.9,0,16.9,12.7,16.9,23.3,32.8
132,Julius Thomas,JAX,TE,11,TEN,44,73.3,0,18.2,11.4,18.2,13.8,31.4
132,Jeff Cumberland,NYJ,TE,9,JAX,22,33.8,0,13.6,4.5,13.6,5.4,24.5
132,Nick Boyle,BAL,TE,7,ARI,20,31.2,0,10,10,10,6,30
135,Gary Barnidge,CLE,TE,10,PIT,63,91.3,0,12.7,9.5,12.7,18.5,29.4
135,Scott Chandler,NE,TE,13,PHI,61,68.5,0,11.5,6.6,11.5,16.1,26.4
135,Travis Kelce,KC,TE,8,DET,55,84.6,0,14.5,10.9,14.5,16.9,30.7
135,Heath Miller,PIT,TE,2,SF,48,84.2,0,4.2,4.2,4.2,11.5,24
135,Luke Stocker,TB,TE,15,LAR,43,53.8,0,7,7,7,11.5,26.7
140,Travis Kelce,KC,TE,16,CLE,53,98.1,0,15.1,11.3,15.1,16.3,30.8
141,Darren Fells,ARI,TE,5,DET,44,95.7,0,4.5,4.5,4.5,10.5,23.9
142,Will Tye,NYG,TE,5,SF,25,31.6,0,16,16,16,8.8,35.2
143,Delanie Walker,TEN,TE,6,MIA,51,73.9,0,19.6,15.7,19.6,17.7,34.7
144,Martellus Bennett,CHI,TE,9,LAC,62,86.1,0,14.5,12.9,14.5,19.7,31.8
144,Clive Walford,OAK,TE,13,KC,28,35.4,0,17.9,17.9,17.9,10.3,36.8
146,Martellus Bennett,CHI,TE,4,OAK,76,98.7,0,17.1,14.5,17.1,25.3,33.3
146,Greg Olsen,CAR,TE,9,GB,67,100,0,10.4,6,10.4,16.6,24.8
148,Tyler Eifert,CIN,TE,11,ARI,76,100,0,3.9,3.9,3.9,17.2,22.6
148,Rob Gronkowski,NE,TE,3,JAX,54,66.7,0,13,7.4,13,17.1,31.7
150,Greg Olsen,CAR,TE,8,IND,75,100,0,16,8,16,19.9,26.5
150,Ryan Griffin,HOU,TE,13,BUF,48,63.2,0,10.4,6.2,10.4,11.9,24.8
152,Jordan Reed,WAS,TE,1,MIA,67,84.8,0,16.4,10.4,16.4,19.3,28.8
152,Rob Gronkowski,NE,TE,15,TEN,62,93.9,0,17.7,8.1,17.7,16.4,26.5
152,Will Tye,NYG,TE,14,MIA,49,74.2,0,10.2,10.2,10.2,14,28.6
155,Delanie Walker,TEN,TE,12,OAK,50,80.6,0,16,12,16,15.1,30.2
155,Gary Barnidge,CLE,TE,15,SEA,49,89.1,0,8.2,6.1,8.2,11.9,24.3
155,Craig Stevens,TEN,TE,13,JAX,39,55.7,0,5.1,5.1,5.1,9.1,23.3
158,Greg Olsen,CAR,TE,15,NYG,77,100,0,10.4,7.8,10.4,19.9,25.8
158,Benjamin Watson,NO,TE,13,CAR,54,88.5,0,14.8,7.4,14.8,13.8,25.6
158,Jordan Reed,WAS,TE,9,NE,43,74.1,0,16.3,7,16.3,10.8,25.1
158,Antonio Gates,LAC,TE,14,KC,42,62.7,0,19,14.3,19,13.6,32.4
162,Gary Barnidge,CLE,TE,7,LAR,56,74.7,0,12.5,10.7,12.5,19.1,34.1
163,Michael Hoomanawanui,NO,TE,7,IND,51,58,0,9.8,9.8,9.8,14.1,27.6
164,Scott Chandler,NE,TE,6,IND,22,31.9,0,13.6,9.1,13.6,5.9,26.8
165,Tyler Eifert,CIN,TE,2,LAC,62,93.9,0,8.1,6.5,8.1,14.9,24
166,Coby Fleener,IND,TE,8,CAR,59,68.6,0,18.6,11.9,18.6,17.3,29.3
166,Will Tye,NYG,TE,15,CAR,59,78.7,0,13.6,8.5,13.6,15.3,25.9
168,Julius Thomas,JAX,TE,13,TEN,43,71.7,0,11.6,4.7,11.6,9.5,22.1
168,CJ Fiedorowicz,HOU,TE,4,ATL,39,50.6,0,7.7,7.7,7.7,10.8,27.7
170,Ladarius Green,LAC,TE,7,OAK,84,93.3,0,10.7,4.8,10.7,18.5,22
170,Larry Donnell,NYG,TE,5,SF,55,69.6,0,12.7,10.9,12.7,15.5,28.2
170,Travis Kelce,KC,TE,6,MIN,51,82.3,0,13.7,9.8,13.7,13.8,27.1
173,Ed Dickson,CAR,TE,10,TEN,47,69.1,0,6.4,6.4,6.4,11.1,23.6
174,Richard Rodgers,GB,TE,10,DET,54,62.1,0,9.3,9.3,9.3,14.2,26.3
174,Antonio Gates,LAC,TE,8,BAL,33,49.3,0,15.2,12.1,15.2,9.6,29.1
174,Mychal Rivera,OAK,TE,10,MIN,27,42.2,0,25.9,22.2,25.9,10.6,39.3
177,Brent Celek,PHI,TE,11,TB,47,66.2,0,21.3,14.9,21.3,14.9,31.7
177,Eric Ebron,DET,TE,13,GB,41,63.1,0,4.9,4.9,4.9,8.9,21.7
177,Delanie Walker,TEN,TE,8,HOU,37,62.7,0,16.2,16.2,16.2,12.2,33
180,Rob Gronkowski,NE,TE,6,IND,67,97.1,0,7.5,4.5,7.5,14,20.9
180,Kyle Rudolph,MIN,TE,2,DET,55,84.6,0,12.7,9.1,12.7,14,25.5
180,Michael Hoomanawanui,NO,TE,16,JAX,47,60.3,0,2.1,2.1,2.1,8.7,18.5
180,Will Tye,NYG,TE,12,WAS,45,65.2,0,17.8,13.3,17.8,13.4,29.8
184,Greg Olsen,CAR,TE,11,WAS,70,90.9,0,8.6,4.3,8.6,14.4,20.6
184,Zach Ertz,PHI,TE,14,BUF,60,77.9,0,11.7,8.3,11.7,14.8,24.7
184,Jared Cook,LAR,TE,1,SEA,52,86.7,0,11.5,9.6,11.5,13.5,26
184,Brent Celek,PHI,TE,12,DET,43,72.9,0,9.3,4.7,9.3,9,20.9
188,Lee Smith,OAK,TE,13,KC,40,50.6,0,2.5,2.5,2.5,7.5,18.8
188,Greg Olsen,CAR,TE,14,ATL,32,49.2,0,12.5,9.4,12.5,8.2,25.6
188,Troy Niklas,ARI,TE,6,PIT,8,11.1,0,12.5,12.5,12.5,2.3,28.8
191,Jordan Cameron,MIA,TE,6,TEN,56,83.6,0,14.3,5.4,14.3,12,21.4
192,Richard Rodgers,GB,TE,4,SF,66,90.4,0,9.1,7.6,9.1,15.5,23.5
192,Zach Ertz,PHI,TE,16,WAS,64,79,0,26.6,20.3,26.6,27.2,42.5
192,Will Tye,NYG,TE,13,NYJ,44,67.7,0,9.1,6.8,9.1,10,22.7
195,Delanie Walker,TEN,TE,3,IND,43,52.4,0,23.3,16.3,23.3,13.8,32.1
195,Rhett Ellison,MIN,TE,14,ARI,26,38.2,0,3.8,3.8,3.8,5.1,19.6
197,Luke Willson,SEA,TE,2,GB,23,38.3,0,17.4,8.7,17.4,5.6,24.3
198,Benjamin Watson,NO,TE,15,DET,70,90.9,0,17.1,8.6,17.1,16.9,24.1
198,Rob Gronkowski,NE,TE,16,NYJ,55,98.2,0,10.9,7.3,10.9,12.6,22.9
200,Martellus Bennett,CHI,TE,1,GB,74,96.1,0,9.5,6.8,9.5,16.5,22.3
200,Crockett Gillmore,BAL,TE,11,LAR,65,84.4,0,12.3,7.7,12.3,18.1,27.8
200,Jordan Reed,WAS,TE,3,NYG,62,80.5,0,14.5,9.7,14.5,15.6,25.2
200,Benjamin Watson,NO,TE,5,PHI,62,89.9,0,8.1,4.8,8.1,12.6,20.3
200,Tyler Eifert,CIN,TE,6,BUF,58,95.1,0,6.9,6.9,6.9,13,22.4
200,James Hanna,DAL,TE,15,NYJ,11,19.3,0,9.1,9.1,9.1,2.7,24.5
206,Charles Clay,BUF,TE,4,NYG,72,96,0,18.1,12.5,18.1,23.1,32.1
206,Tyler Kroft,CIN,TE,15,SF,59,92.2,0,5.1,5.1,5.1,12.1,20.5
208,Jordan Reed,WAS,TE,12,NYG,64,90.1,0,14.1,12.5,14.1,17.8,27.8
208,Delanie Walker,TEN,TE,10,CAR,34,73.9,0,11.8,8.8,11.8,8.2,24.1
208,Virgil Green,DEN,TE,3,DET,17,26.2,0,5.9,5.9,5.9,3.6,21.2
211,Travis Kelce,KC,TE,3,GB,66,93,0,15.2,9.1,15.2,16,24.2
211,Owen Daniels,DEN,TE,3,DET,58,89.2,0,15.5,8.6,15.5,13.8,23.8
211,Julius Thomas,JAX,TE,15,ATL,52,83.9,0,17.3,11.5,17.3,13.9,26.7
211,Travis Kelce,KC,TE,15,BAL,48,85.7,0,14.6,12.5,14.6,13.3,27.7
211,Owen Daniels,DEN,TE,16,CIN,46,70.8,0,15.2,10.9,15.2,12,26.1
211,Jack Doyle,IND,TE,3,TEN,21,34.4,0,14.3,14.3,14.3,6.2,29.5
217,Derek Carrier,WAS,TE,5,ATL,58,95.1,0,5.2,3.4,5.2,10.7,18.4
217,Richard Rodgers,GB,TE,14,DAL,42,48.3,0,4.8,2.4,4.8,7.3,17.4
217,Heath Miller,PIT,TE,12,SEA,30,37.5,0,20,16.7,20,9.5,31.7
220,Jacob Tamme,ATL,TE,5,WAS,63,78.8,0,15.9,12.7,15.9,17.4,27.6
220,Virgil Green,DEN,TE,8,GB,41,61.2,0,7.3,7.3,7.3,9.1,22.2
222,Ladarius Green,LAC,TE,6,GB,64,69.6,0,6.2,4.7,6.2,12.5,19.5
222,Dwayne Allen,IND,TE,1,BUF,52,67.5,0,11.5,5.8,11.5,10.7,20.6
222,Delanie Walker,TEN,TE,14,NYJ,48,78.7,0,27.1,14.6,27.1,14.1,29.4
222,Austin Seferian-Jenkins,TB,TE,13,ATL,21,29.6,0,28.6,14.3,28.6,6.1,29
226,Larry Donnell,NYG,TE,2,ATL,60,84.5,0,10,6.7,10,12.8,21.3
226,Tyler Eifert,CIN,TE,4,KC,47,87,0,8.5,6.4,8.5,9.9,21.1
226,Owen Daniels,DEN,TE,4,MIN,47,82.5,0,10.6,4.3,10.6,8.9,18.9
229,Jimmy Graham,SEA,TE,1,LAR,76,91.6,0,10.5,7.9,10.5,17.1,22.5
230,Vernon Davis,DEN,TE,11,CHI,47,68.1,0,12.8,12.8,12.8,12.8,27.2
231,Heath Miller,PIT,TE,8,CIN,73,97.3,0,17.8,13.7,17.8,23.5,32.2
232,Eric Ebron,DET,TE,2,MIN,72,92.3,0,13.9,6.9,13.9,15.3,21.2
232,Mychal Rivera,OAK,TE,5,DEN,23,32.9,0,13,13,13,6.3,27.4
232,Ladarius Green,LAC,TE,8,BAL,7,10.4,0,14.3,14.3,14.3,2,28.6
235,Jimmy Graham,SEA,TE,8,DAL,53,85.5,0,18.9,13.2,18.9,14.5,27.4
235,Ed Dickson,CAR,TE,14,ATL,45,69.2,0,2.2,2.2,2.2,7.4,16.4
235,Vernon Davis,SF,TE,7,SEA,43,93.5,0,14,9.3,14,10.1,23.5
235,Michael Hoomanawanui,NO,TE,9,TEN,43,56.6,0,7,2.3,7,7.1,16.5
239,Garrett Celek,SF,TE,5,NYG,61,89.7,0,8.2,4.9,8.2,11.6,19
239,Delanie Walker,TEN,TE,7,ATL,39,72.2,0,23.1,17.9,23.1,12.5,32.1
241,Antonio Gates,LAC,TE,6,GB,69,75,0,23.2,13,23.2,18.5,26.8
241,Gary Barnidge,CLE,TE,12,BAL,66,95.7,0,16.7,10.6,16.7,16.1,24.4
241,Jacob Tamme,ATL,TE,2,NYG,56,77.8,0,10.7,7.1,10.7,11.7,20.9
244,Jordan Reed,WAS,TE,2,LAR,60,83.3,0,10,10,10,14.2,23.7
245,Greg Olsen,CAR,TE,13,NO,81,100,0,14.8,11.1,14.8,23.9,29.5
245,Brandon Pettigrew,DET,TE,10,GB,46,70.8,0,8.7,2.2,8.7,7.2,15.7
247,Kyle Rudolph,MIN,TE,7,DET,53,70.7,0,3.8,3.8,3.8,9,17
248,Jerome Cunningham,NYG,TE,16,MIN,16,26.2,0,12.5,12.5,12.5,4.1,25.6
248,Mychal Rivera,OAK,TE,11,DET,16,31.4,0,12.5,6.2,12.5,3.1,19.4
250,Jordan Cameron,MIA,TE,1,WAS,56,98.2,0,12.5,7.1,12.5,11.3,20.2
250,Jacob Tamme,ATL,TE,12,MIN,53,82.8,0,11.3,9.4,11.3,11.9,22.5
250,Zach Ertz,PHI,TE,13,NE,53,86.9,0,7.5,3.8,7.5,8.9,16.8
253,Crockett Gillmore,BAL,TE,3,CIN,31,41.3,0,9.7,9.7,9.7,7,22.6
253,Rob Housler,CHI,TE,15,MIN,7,10.9,0,14.3,14.3,14.3,1.9,27.1
255,Jared Cook,LAR,TE,2,WAS,37,71.2,0,18.9,13.5,18.9,9.7,26.2
255,Clive Walford,OAK,TE,5,DEN,26,37.1,0,3.8,3.8,3.8,4.3,16.5
257,Gary Barnidge,CLE,TE,13,CIN,47,74.6,0,17,10.6,17,10.9,23.2
257,Jared Cook,LAR,TE,12,CIN,46,63,0,13,8.7,13,9.8,21.3
257,Maxx Williams,BAL,TE,6,SF,19,24.7,0,21.1,21.1,21.1,6.4,33.7
260,Clive Walford,OAK,TE,14,DEN,38,66.7,0,18.4,7.9,18.4,7.7,20.3
260,Austin Seferian-Jenkins,TB,TE,14,NO,25,45.5,0,24,12,24,6.1,24.4
262,Vernon Davis,DEN,TE,14,OAK,60,75,0,15,11.7,15,14.4,24
262,Owen Daniels,DEN,TE,11,CHI,56,81.2,0,8.9,7.1,8.9,10.9,19.5
262,Kyle Rudolph,MIN,TE,6,KC,56,80,0,8.9,3.6,8.9,8.9,15.9
265,Jermaine Gresham,ARI,TE,7,BAL,51,82.3,0,11.8,7.8,11.8,10.2,20
265,Antonio Gates,LAC,TE,13,DEN,41,62.1,0,22,14.6,22,11,26.8
265,Eric Ebron,DET,TE,4,SEA,18,32.1,0,16.7,11.1,16.7,4.2,23.3
268,James O'Shaughnessy,KC,TE,6,MIN,19,30.6,0,15.8,10.5,15.8,4.3,22.6
269,Travis Kelce,KC,TE,7,PIT,61,96.8,0,9.8,8.2,9.8,12.3,20.2
269,Jason Witten,DAL,TE,3,ATL,54,100,0,14.8,11.1,14.8,12.5,23.1
269,Nic Jacobs,JAX,TE,9,NYJ,5,7.6,0,20,20,20,1.6,32
272,Jermaine Gresham,ARI,TE,10,SEA,73,82,0,4.1,2.7,4.1,10.6,14.5
272,Greg Olsen,CAR,TE,10,TEN,68,100,0,11.8,11.8,11.8,16,23.5
272,Tim Wright,DET,TE,6,CHI,65,80.2,0,9.2,4.6,9.2,10.7,16.5
272,Rob Gronkowski,NE,TE,5,DAL,57,96.6,0,8.8,7,8.8,10.7,18.8
272,Kyle Rudolph,MIN,TE,14,ARI,57,83.8,0,10.5,10.5,10.5,12.7,22.3
277,Brandon Myers,TB,TE,10,DAL,30,42.3,0,13.3,10,13.3,6.5,21.7
