Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Tyler Eifert,CIN,TE,9,CLE,4,4,100,35,3,19,8.8,8.8,0,0,0,0,0,0,25.5,25.5
2,Rob Gronkowski,NE,TE,1,PIT,4,3,75,23,3,16,5.8,7.7,0,0,0,0,0,0,23.3,23.3
3,Greg Olsen,CAR,TE,3,NO,5,4,80,45,2,15,9,11.2,0,0,0,0,0,0,20.5,20.5
4,Jordan Reed,WAS,TE,15,BUF,3,3,100,37,2,18,12.3,12.3,0,0,0,0,0,0,18.7,18.7
5,Jason Witten,DAL,TE,1,NYG,3,3,100,17,2,11,5.7,5.7,0,0,0,0,0,0,16.7,16.7
6,Gary Barnidge,CLE,TE,6,DEN,2,2,100,25,2,14,12.5,12.5,0,0,0,0,0,0,16.5,16.5
7,Tyler Eifert,CIN,TE,5,SEA,2,2,100,24,2,14,12,12,0,0,0,0,0,0,16.4,16.4
7,Jordan Reed,WAS,TE,10,NO,3,2,66.7,24,2,16,8,12,0,0,0,0,0,0,16.4,16.4
7,Jordan Reed,WAS,TE,7,TB,4,3,75,14,2,6,3.5,4.7,0,0,0,0,0,0,16.4,16.4
10,Antonio Gates,LAC,TE,5,PIT,2,2,100,23,2,12,11.5,11.5,0,0,0,0,0,0,16.3,16.3
11,Tyler Eifert,CIN,TE,1,OAK,2,2,100,21,2,13,10.5,10.5,0,0,0,0,0,0,16.1,16.1
11,Antonio Gates,LAC,TE,12,JAX,3,2,66.7,21,2,12,7,10.5,0,0,0,0,0,0,16.1,16.1
13,Tyler Eifert,CIN,TE,11,ARI,2,2,100,13,2,10,6.5,6.5,0,0,0,0,0,0,15.3,15.3
14,Troy Niklas,ARI,TE,8,CLE,2,2,100,12,2,11,6,6,0,0,0,0,0,0,15.2,15.2
14,Garrett Celek,SF,TE,9,ATL,2,2,100,12,2,11,6,6,0,0,0,0,0,0,15.2,15.2
16,Richard Rodgers,GB,TE,9,CAR,2,2,100,4,2,3,2,2,0,0,0,0,0,0,14.4,14.4
17,Rob Gronkowski,NE,TE,7,NYJ,7,4,57.1,22,1,15,3.1,5.5,0,0,0,0,0,0,12.2,12.2
18,Coby Fleener,IND,TE,8,CAR,5,4,80,20,1,8,4,5,0,0,0,0,0,0,12,12
19,Jordan Reed,WAS,TE,14,CHI,3,3,100,28,1,17,9.3,9.3,0,0,0,0,0,0,11.8,11.8
20,Heath Miller,PIT,TE,2,SF,2,2,100,15,1,13,7.5,7.5,0,0,0,0,0,0,11.5,11.5
21,Cameron Brate,TB,TE,12,IND,2,2,100,31,1,20,15.5,15.5,0,0,0,0,0,0,11.1,11.1
21,Ladarius Green,LAC,TE,6,GB,3,2,66.7,31,1,19,10.3,15.5,0,0,0,0,0,0,11.1,11.1
21,Benjamin Watson,NO,TE,15,DET,6,3,50,21,1,10,3.5,7,0,0,0,0,0,0,11.1,11.1
24,Delanie Walker,TEN,TE,9,NO,3,3,100,17,1,12,5.7,5.7,0,0,0,0,0,0,10.7,10.7
25,Vance McDonald,SF,TE,11,SEA,2,2,100,26,1,19,13,13,0,0,0,0,0,0,10.6,10.6
26,Delanie Walker,TEN,TE,13,JAX,2,2,100,23,1,16,11.5,11.5,0,0,0,0,0,0,10.3,10.3
27,Jacob Tamme,ATL,TE,8,TB,2,2,100,21,1,14,10.5,10.5,0,0,0,0,0,0,10.1,10.1
28,Gary Barnidge,CLE,TE,4,LAC,2,2,100,20,1,19,10,10,0,0,0,0,0,0,10,10
28,Travis Kelce,KC,TE,8,DET,2,2,100,20,1,18,10,10,0,0,0,0,0,0,10,10
30,Clay Harbor,JAX,TE,3,NE,3,2,66.7,17,1,11,5.7,8.5,0,0,0,0,0,0,9.7,9.7
30,Luke Stocker,TB,TE,15,LAR,2,2,100,17,1,14,8.5,8.5,0,0,0,0,0,0,9.7,9.7
32,Austin Seferian-Jenkins,TB,TE,15,LAR,4,2,50,16,1,9,4,8,0,0,0,0,0,0,9.6,9.6
33,Dion Sims,MIA,TE,6,TEN,2,2,100,15,1,13,7.5,7.5,0,0,0,0,0,0,9.5,9.5
34,Ladarius Green,LAC,TE,1,DET,2,2,100,12,1,13,6,6,0,0,0,0,0,0,9.2,9.2
35,Martellus Bennett,CHI,TE,4,OAK,2,2,100,11,1,6,5.5,5.5,0,0,0,0,0,0,9.1,9.1
35,Julius Thomas,JAX,TE,14,IND,2,2,100,11,1,8,5.5,5.5,0,0,0,0,0,0,9.1,9.1
35,Will Tye,NYG,TE,14,MIA,2,2,100,11,1,6,5.5,5.5,0,0,0,0,0,0,9.1,9.1
38,Cameron Brate,TB,TE,8,ATL,1,1,100,20,1,20,20,20,0,0,0,0,0,0,9,9
