Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Todd Gurley,LAR,RB,14,64,204,3.2,17,19,9,78,3,0,0,11.7,163.2
2,Alvin Kamara,NO,RB,14,50,173,3.5,11,24,20,124,3,0,0,10,139.7
3,Christian McCaffrey,CAR,RB,14,39,112,2.9,7,14,12,76,5,2,1,7.3,101.8
4,Melvin Gordon,LAC,RB,10,20,111,5.6,7,13,8,33,3,2,0,8.6,86.4
5,James Conner,PIT,RB,12,33,88,2.7,9,7,6,36,1,1,0,6.9,82.4
6,James White,NE,RB,14,18,31,1.7,3,20,14,88,6,0,0,5.7,79.9
7,Kareem Hunt,KC,RB,11,27,69,2.6,7,9,6,54,3,0,0,7.1,78.3
8,Saquon Barkley,NYG,RB,14,40,87,2.2,5,14,10,62,3,0,0,5.4,74.9
9,Joe Mixon,CIN,RB,12,31,76,2.5,8,8,5,36,1,0,0,5.8,70.2
10,Derrick Henry,TEN,RB,14,40,145,3.6,9,1,1,-6,0,0,0,4.9,68.9
11,Ezekiel Elliott,DAL,RB,14,37,100,2.7,5,16,11,63,2,2,1,4.9,68.3
12,David Johnson,ARI,RB,14,26,76,2.9,7,9,6,32,1,0,0,4.6,64.8
13,Alex Collins,BAL,RB,10,21,94,4.5,7,4,2,11,1,1,1,6,59.5
14,Marlon Mack,IND,RB,10,28,89,3.2,7,2,2,11,0,0,0,5.8,58
15,Tarik Cohen,CHI,RB,14,11,51,4.6,1,14,11,76,4,0,0,4.1,57.74
16,Nick Chubb,CLE,RB,14,21,46,2.2,5,4,4,39,2,0,0,3.9,54.5
17,Phillip Lindsay,DEN,RB,14,28,80,2.9,6,5,4,23,0,0,0,3.6,50.3
18,Chris Carson,SEA,RB,12,32,73,2.3,6,3,3,15,0,0,0,4,47.8
