Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Eric Ebron,IND,TE,14,20,11,55,126,10,20,6.3,11.5,2,1,0.5,1,0,0,6.4,89.7
2,Travis Kelce,KC,TE,14,23,15,65.2,117,9,19,5.1,7.8,0,0,0,0,0,0,5.8,80.7
3,Zach Ertz,PHI,TE,14,23,12,52.2,98,6,17,4.3,8.2,0,0,0,0,0,0,4.1,57.8
4,Cameron Brate,TB,TE,14,11,8,72.7,72,6,16,6.5,9,0,0,0,0,0,0,3.7,51.2
5,Trey Burton,CHI,TE,14,12,9,75,55,5,15,4.6,6.1,1,2,2,0,0,0,3.3,46.7
6,Austin Hooper,ATL,TE,14,13,9,69.2,49,4,11,3.8,5.4,0,0,0,0,0,0,2.8,39.9
7,Jared Cook,OAK,TE,14,15,10,66.7,69,3,16,4.6,6.9,0,0,0,0,0,0,2.5,34.9
8,Jordan Thomas,HOU,TE,14,7,6,85.7,47,4,13,6.7,7.8,0,0,0,0,0,0,2.5,34.7
9,OJ Howard,TB,TE,10,8,5,62.5,50,4,18,6.2,10,0,0,0,0,0,0,3.4,34
10,Greg Olsen,CAR,TE,9,6,5,83.3,35,4,17,5.8,7,0,0,0,0,0,0,3.6,32.5
11,George Kittle,SF,TE,14,12,8,66.7,54,2,10,4.5,6.8,0,0,0,0,0,0,2,27.4
12,Vance McDonald,PIT,TE,13,8,5,62.5,38,3,12,4.8,7.6,0,0,0,0,1,0,2.1,26.8
13,Erik Swoope,NO,TE,7,4,4,100,39,3,17,9.8,9.8,0,0,0,0,0,0,3.7,25.9
14,Demetrius Harris,KC,TE,13,4,3,75,43,3,17,10.8,14.3,0,0,0,0,0,0,1.9,25.3
15,David Njoku,CLE,TE,14,5,4,80,27,3,15,5.4,6.8,0,0,0,0,0,0,1.8,24.7
16,Michael Roberts,DET,TE,8,7,3,42.9,34,3,15,4.9,11.3,0,0,0,0,0,0,3,24.4
