Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Paul Richardson,SEA,WR,8,HOU,3,3,100,36,2,20,12,12,0,0,0,0,0,0,18.6,18.6
2,Jordy Nelson,GB,WR,3,CIN,4,4,100,19,2,9,4.8,4.8,0,0,0,0,0,0,17.9,17.9
3,Stefon Diggs,MIN,WR,1,NO,3,3,100,22,2,18,7.3,7.3,0,0,0,0,0,0,17.2,17.2
3,Odell Beckham Jr,NYG,WR,3,PHI,3,3,100,22,2,10,7.3,7.3,0,0,0,0,0,0,17.2,17.2
5,Emmanuel Sanders,DEN,WR,2,DAL,3,3,100,21,2,10,7,7,0,0,0,0,0,0,17.1,17.1
5,Antonio Brown,PIT,WR,11,TEN,4,3,75,21,2,10,5.2,7,0,0,0,0,0,0,17.1,17.1
7,Will Fuller,HOU,WR,4,TEN,2,2,100,26,2,16,13,13,0,0,0,0,0,0,16.6,16.6
7,Devin Funchess,CAR,WR,4,NE,3,2,66.7,26,2,16,8.7,13,0,0,0,0,0,0,16.6,16.6
9,Jarvis Landry,MIA,WR,14,NE,4,3,75,15,2,6,3.8,5,0,0,0,0,0,0,16.5,16.5
10,AJ Green,CIN,WR,13,PIT,5,2,40,23,2,15,4.6,11.5,0,0,0,0,0,0,16.3,16.3
11,Davante Adams,GB,WR,5,DAL,3,2,66.7,22,2,12,7.3,11,0,0,0,0,0,0,16.2,16.2
11,Damiere Byrd,CAR,WR,15,GB,2,2,100,22,2,13,11,11,0,0,0,0,0,0,16.2,16.2
13,Jaydon Mickens,JAX,WR,15,HOU,3,2,66.7,19,2,14,6.3,9.5,0,0,0,0,0,0,15.9,15.9
14,Michael Crabtree,OAK,WR,15,DAL,5,3,60,8,2,4,1.6,2.7,0,0,0,0,0,0,15.8,15.8
15,Sammy Watkins,LAR,WR,3,SF,2,2,100,14,2,13,7,7,0,0,0,0,0,0,15.4,15.4
16,Cole Beasley,DAL,WR,9,KC,2,2,100,13,2,7,6.5,6.5,0,0,0,0,0,0,15.3,15.3
17,Jordy Nelson,GB,WR,4,CHI,2,2,100,12,2,8,6,6,0,0,0,0,0,0,15.2,15.2
18,Bennie Fowler,DEN,WR,1,LAC,2,2,100,11,2,6,5.5,5.5,0,0,0,0,0,0,15.1,15.1
19,Cole Beasley,DAL,WR,5,GB,3,2,66.7,7,2,5,2.3,3.5,0,0,0,0,0,0,14.7,14.7
19,DeAndre Hopkins,HOU,WR,5,KC,2,2,100,7,2,6,3.5,3.5,0,0,0,0,0,0,14.7,14.7
21,Michael Crabtree,OAK,WR,2,NYJ,2,2,100,3,2,2,1.5,1.5,0,0,0,0,0,0,14.3,14.3
22,Keenan Allen,LAC,WR,13,CLE,7,4,57.1,27,1,13,3.9,6.8,0,0,0,0,1,0,12.7,12.7
23,Ted Ginn,NO,WR,6,DET,2,2,100,33,1,20,16.5,16.5,0,0,0,0,0,0,11.3,11.3
23,Larry Fitzgerald,ARI,WR,3,DAL,4,3,75,23,1,15,5.8,7.7,0,0,0,0,0,0,11.3,11.3
25,Antonio Brown,PIT,WR,12,GB,2,2,100,12,1,11,6,6,0,0,0,0,0,0,11.2,11.2
25,Demaryius Thomas,DEN,WR,9,PHI,3,3,100,22,1,12,7.3,7.3,0,0,0,0,0,0,11.2,11.2
27,Michael Thomas,NO,WR,15,NYJ,4,3,75,19,1,9,4.8,6.3,0,0,0,0,0,0,10.9,10.9
28,Alshon Jeffery,PHI,WR,11,DAL,2,1,50,17,1,17,8.5,17,0,0,0,0,0,0,10.7,10.7
29,Jamison Crowder,WAS,WR,12,NYG,2,2,100,25,1,15,12.5,12.5,0,0,0,0,0,0,10.5,10.5
30,Stefon Diggs,MIN,WR,3,TB,2,2,100,23,1,17,11.5,11.5,0,0,0,0,0,0,10.3,10.3
30,Demaryius Thomas,DEN,WR,14,NYJ,3,2,66.7,23,1,20,7.7,11.5,0,0,0,0,0,0,10.3,10.3
30,Stefon Diggs,MIN,WR,15,CIN,2,2,100,23,1,20,11.5,11.5,0,0,0,0,0,0,10.3,10.3
33,Davante Adams,GB,WR,10,CHI,3,2,66.7,22,1,19,7.3,11,0,0,0,0,0,0,10.2,10.2
33,Larry Fitzgerald,ARI,WR,4,SF,2,2,100,22,1,19,11,11,0,0,0,0,0,0,10.2,10.2
35,Davante Adams,GB,WR,6,MIN,3,2,66.7,21,1,14,7,10.5,0,0,0,0,0,0,10.1,10.1
35,Larry Fitzgerald,ARI,WR,13,LAR,2,2,100,21,1,15,10.5,10.5,0,0,0,0,0,0,10.1,10.1
