Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Julio Jones,ATL,WR,12,TB,15,12,80,253,2,51,16.9,21.1,1,15,15,0,0,0,53.8,53.8
2,Amari Cooper,OAK,WR,7,KC,19,11,57.9,210,2,45,11.1,19.1,0,0,0,0,0,0,47,47
3,Antonio Brown,PIT,WR,11,TEN,13,10,76.9,144,3,41,11.1,14.4,0,0,0,0,1,0,45.4,45.4
4,Antonio Brown,PIT,WR,12,GB,12,10,83.3,169,2,39,14.1,16.9,0,0,0,0,0,0,43.9,43.9
5,Keenan Allen,LAC,WR,11,BUF,13,12,92.3,159,2,29,12.2,13.2,1,3,3,0,0,0,43.2,43.2
6,Stefon Diggs,MIN,WR,3,TB,11,8,72.7,173,2,59,15.7,21.6,0,0,0,0,0,0,40.3,40.3
7,Robert Woods,LAR,WR,10,HOU,10,8,80,171,2,94,17.1,21.4,0,0,0,0,0,0,40.1,40.1
8,DeAndre Hopkins,HOU,WR,14,SF,16,11,68.8,149,2,29,9.3,13.5,0,0,0,0,1,1,39.9,39.9
9,Tyreek Hill,KC,WR,13,NYJ,9,6,66.7,185,2,79,20.6,30.8,0,0,0,0,0,0,39.5,39.5
10,DeAndre Hopkins,HOU,WR,8,SEA,11,8,72.7,224,1,72,20.4,28,0,0,0,0,0,0,39.4,39.4
11,T.Y. Hilton,IND,WR,9,HOU,9,5,55.6,175,2,80,19.4,35,0,0,0,0,0,0,37.5,37.5
12,Keenan Allen,LAC,WR,12,DAL,14,11,78.6,172,1,42,12.3,15.6,0,0,0,0,0,0,37.2,37.2
13,Larry Fitzgerald,ARI,WR,3,DAL,15,13,86.7,149,1,37,9.9,11.5,0,0,0,0,0,0,36.9,36.9
14,Robby Anderson,NYJ,WR,12,CAR,10,6,60,146,2,54,14.6,24.3,0,0,0,0,0,0,35.6,35.6
15,JuJu Smith-Schuster,PIT,WR,8,DET,10,7,70,193,1,97,19.3,27.6,0,0,0,0,0,0,35.3,35.3
15,Antonio Brown,PIT,WR,14,BAL,18,11,61.1,213,0,57,11.8,19.4,0,0,0,0,1,0,35.3,35.3
17,Brandin Cooks,NE,WR,3,HOU,7,5,71.4,131,2,44,18.7,26.2,0,0,0,0,0,0,35.1,35.1
18,Keelan Cole,JAX,WR,15,HOU,9,7,77.8,186,1,73,20.7,26.6,0,0,0,0,0,0,34.6,34.6
19,Kenny Stills,MIA,WR,11,TB,8,7,87.5,180,1,61,22.5,25.7,0,0,0,0,1,0,34,34
20,AJ Green,CIN,WR,5,BUF,13,7,53.8,189,1,77,14.5,27,0,0,0,0,1,1,33.9,33.9
20,Sterling Shepard,NYG,WR,15,PHI,16,11,68.8,139,1,67,8.7,12.6,0,0,0,0,0,0,33.9,33.9
22,Adam Thielen,MIN,WR,10,WAS,12,8,66.7,166,1,49,13.8,20.8,0,0,0,0,0,0,33.6,33.6
23,Marvin Jones,DET,WR,9,GB,11,7,63.6,107,2,25,9.7,15.3,0,0,0,0,0,0,32.7,32.7
24,Will Fuller,HOU,WR,8,SEA,8,5,62.5,125,2,59,15.6,25,0,0,0,0,0,0,32.5,32.5
24,Antonio Brown,PIT,WR,6,KC,10,8,80,155,1,51,15.5,19.4,0,0,0,0,1,0,32.5,32.5
26,Antonio Brown,PIT,WR,1,CLE,11,11,100,182,0,50,16.5,16.5,0,0,0,0,1,0,32.2,32.2
27,Michael Crabtree,OAK,WR,2,NYJ,6,6,100,80,3,26,13.3,13.3,0,0,0,0,0,0,32,32
28,Marvin Jones,DET,WR,12,MIN,9,6,66.7,109,2,43,12.1,18.2,0,0,0,0,0,0,31.9,31.9
29,Larry Fitzgerald,ARI,WR,6,TB,11,10,90.9,138,1,29,12.5,13.8,0,0,0,0,1,1,31.8,31.8
30,Sammy Watkins,LAR,WR,3,SF,7,6,85.7,106,2,47,15.1,17.7,0,0,0,0,0,0,31.6,31.6
31,Paul Richardson,SEA,WR,8,HOU,7,6,85.7,105,2,48,15,17.5,0,0,0,0,0,0,31.5,31.5
32,T.Y. Hilton,IND,WR,3,CLE,9,7,77.8,153,1,61,17,21.9,0,0,0,0,0,0,31.3,31.3
33,Larry Fitzgerald,ARI,WR,16,NYG,15,9,60,119,1,23,7.9,13.2,0,0,0,0,0,0,30.7,30.74
34,Michael Thomas,NO,WR,14,ATL,14,10,71.4,117,1,35,8.4,11.7,0,0,0,0,0,0,30.7,30.7
35,Davante Adams,GB,WR,14,CLE,14,10,71.4,84,2,25,6,8.4,0,0,0,0,0,0,30.4,30.4
36,Jamison Crowder,WAS,WR,12,NYG,10,7,70,141,1,38,14.1,20.1,0,0,0,0,0,0,30.1,30.1
36,Nelson Agholor,PHI,WR,13,SEA,12,7,58.3,141,1,51,11.8,20.1,0,0,0,0,0,0,30.1,30.1
36,AJ Green,CIN,WR,3,GB,13,10,76.9,111,1,20,8.5,11.1,0,0,0,0,0,0,30.1,30.1
39,Antonio Brown,PIT,WR,3,CHI,14,10,71.4,110,1,23,7.9,11,0,0,0,0,0,0,30,30
40,Brandin Cooks,NE,WR,11,OAK,9,6,66.7,149,1,64,16.6,24.8,0,0,0,0,0,0,29.9,29.9
41,Tyreek Hill,KC,WR,1,NE,8,7,87.5,133,1,75,16.6,19,2,5,2.5,0,1,0,29.8,29.8
42,DeAndre Hopkins,HOU,WR,4,TEN,12,10,83.3,107,1,21,8.9,10.7,0,0,0,0,0,0,29.7,29.7
43,Doug Baldwin,SEA,WR,3,TEN,15,10,66.7,105,1,36,7,10.5,0,0,0,0,0,0,29.5,29.5
43,Keenan Allen,LAC,WR,13,CLE,14,10,71.4,105,1,26,7.5,10.5,0,0,0,0,1,0,29.5,29.5
45,Sterling Shepard,NYG,WR,3,PHI,10,7,70,133,1,77,13.3,19,0,0,0,0,0,0,29.3,29.3
46,Odell Beckham Jr,NYG,WR,3,PHI,13,9,69.2,79,2,14,6.1,8.8,0,0,0,0,0,0,28.9,28.9
47,Antonio Brown,PIT,WR,5,JAX,19,10,52.6,157,0,49,8.3,15.7,0,0,0,0,0,0,28.7,28.7
48,Tyreek Hill,KC,WR,7,OAK,8,6,75,125,1,64,15.6,20.8,2,7,3.5,0,0,0,28.2,28.2
48,Sterling Shepard,NYG,WR,10,SF,13,11,84.6,142,0,26,10.9,12.9,0,0,0,0,0,0,28.2,28.2
50,Stefon Diggs,MIN,WR,1,NO,8,7,87.5,93,2,30,11.6,13.3,1,-6,-6,0,0,0,27.7,27.7
50,T.Y. Hilton,IND,WR,5,SF,9,7,77.8,177,0,63,19.7,25.3,0,0,0,0,0,0,27.7,27.7
50,Adam Thielen,MIN,WR,1,NO,10,9,90,157,0,44,15.7,17.4,0,0,0,0,0,0,27.7,27.7
50,Jermaine Kearse,NYJ,WR,13,KC,10,9,90,157,0,51,15.7,17.4,0,0,0,0,0,0,27.7,27.7
54,Adam Thielen,MIN,WR,11,LAR,9,6,66.7,123,1,65,13.7,20.5,0,0,0,0,0,0,27.3,27.3
55,DeAndre Hopkins,HOU,WR,5,KC,12,4,33.3,52,3,34,4.3,13,0,0,0,0,0,0,27.2,27.2
56,Antonio Brown,PIT,WR,13,CIN,16,8,50,101,1,24,6.3,12.6,0,0,0,0,0,0,27.1,27.1
57,Doug Baldwin,SEA,WR,9,WAS,12,7,58.3,108,1,30,9,15.4,0,0,0,0,0,0,26.8,26.8
58,AJ Green,CIN,WR,13,PIT,17,7,41.2,77,2,17,4.5,11,0,0,0,0,0,0,26.7,26.7
59,Kenny Stills,MIA,WR,7,NYJ,9,6,66.7,85,2,36,9.4,14.2,0,0,0,0,0,0,26.5,26.5
59,Jermaine Kearse,NYJ,WR,12,CAR,11,7,63.6,105,1,42,9.5,15,0,0,0,0,0,0,26.5,26.5
61,Alshon Jeffery,PHI,WR,9,DEN,11,6,54.5,84,2,32,7.6,14,0,0,0,0,0,0,26.4,26.4
62,Devin Funchess,CAR,WR,10,MIA,6,5,83.3,92,2,32,15.3,18.4,0,0,0,0,0,0,26.2,26.2
62,Tyrell Williams,LAC,WR,14,WAS,4,4,100,132,1,75,33,33,0,0,0,0,0,0,26.2,26.2
64,Terrance Williams,DAL,WR,9,KC,9,9,100,141,0,56,15.7,15.7,0,0,0,0,0,0,26.1,26.1
65,Devin Funchess,CAR,WR,4,NE,9,7,77.8,70,2,16,7.8,10,0,0,0,0,0,0,26,26
65,JJ Nelson,ARI,WR,2,IND,7,5,71.4,120,1,45,17.1,24,0,0,0,0,0,0,26,26
67,Cooper Kupp,LAR,WR,14,PHI,7,5,71.4,118,1,64,16.9,23.6,0,0,0,0,0,0,25.8,25.8
67,Larry Fitzgerald,ARI,WR,13,LAR,10,10,100,98,1,20,9.8,9.8,0,0,0,0,0,0,25.8,25.8
69,Chester Rogers,IND,WR,10,PIT,6,6,100,104,1,61,17.3,17.3,1,3,3,0,0,0,25.7,25.7
70,Davante Adams,GB,WR,5,DAL,11,7,63.6,66,2,14,6,9.4,0,0,0,0,0,0,25.6,25.6
71,Tyrell Williams,LAC,WR,4,PHI,6,5,83.3,115,1,75,19.2,23,0,0,0,0,0,0,25.5,25.5
71,AJ Green,CIN,WR,10,TEN,7,5,71.4,115,1,70,16.4,23,0,0,0,0,0,0,25.5,25.5
71,Robby Anderson,NYJ,WR,8,ATL,6,6,100,104,1,32,17.3,17.3,1,1,1,0,0,0,25.5,25.5
71,Adam Thielen,MIN,WR,14,CAR,13,6,46.2,105,1,52,8.1,17.5,0,0,0,0,0,0,25.5,25.5
71,Jamison Crowder,WAS,WR,8,DAL,13,9,69.2,123,0,41,9.5,13.7,2,12,6,0,1,0,25.5,25.5
76,Marquise Goodwin,SF,WR,15,TEN,13,10,76.9,114,0,18,8.8,11.4,1,10,10,0,0,0,25.4,25.4
77,Rishard Matthews,TEN,WR,11,PIT,6,5,83.3,113,1,75,18.8,22.6,0,0,0,0,0,0,25.3,25.3
77,Demaryius Thomas,DEN,WR,6,NYG,14,10,71.4,133,0,40,9.5,13.3,0,0,0,0,1,1,25.3,25.3
79,Julio Jones,ATL,WR,7,NE,13,9,69.2,99,1,16,7.6,11,0,0,0,0,0,0,24.9,24.9
79,Julio Jones,ATL,WR,16,NO,11,7,63.6,149,0,44,13.5,21.3,0,0,0,0,0,0,24.9,24.9
81,Jarvis Landry,MIA,WR,14,NE,8,8,100,46,2,10,5.8,5.8,0,0,0,0,0,0,24.6,24.6
82,Golden Tate,DET,WR,1,ARI,12,10,83.3,107,0,19,8.9,10.7,2,7,3.5,0,0,0,24.4,24.4
83,Michael Thomas,NO,WR,15,NYJ,11,9,81.8,93,1,20,8.5,10.3,0,0,0,0,0,0,24.3,24.3
83,Larry Fitzgerald,ARI,WR,10,SEA,14,10,71.4,113,0,18,8.1,11.3,0,0,0,0,0,0,24.3,24.3
85,Emmanuel Sanders,DEN,WR,2,DAL,8,6,75,62,2,25,7.8,10.3,0,0,0,0,0,0,24.2,24.2
85,Doug Baldwin,SEA,WR,7,NYG,12,9,75,92,1,32,7.7,10.2,0,0,0,0,0,0,24.2,24.2
85,Pierre Garcon,SF,WR,3,LAR,10,7,70,142,0,59,14.2,20.3,0,0,0,0,0,0,24.2,24.2
88,Larry Fitzgerald,ARI,WR,11,HOU,10,9,90,91,1,22,9.1,10.1,0,0,0,0,0,0,24.1,24.1
88,Ted Ginn,NO,WR,7,GB,7,7,100,141,0,47,20.1,20.1,0,0,0,0,1,0,24.1,24.1
90,Jakeem Grant,MIA,WR,16,KC,6,4,66.7,107,1,65,17.8,26.8,1,3,3,0,0,0,24,24
