Rank,Name,Team,Position,Week,Opponent,SnapsPlayed,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
50,Taywan Taylor,TEN,WR,2,JAX,12,17.6,16.7,8.3,25,25,6.8,56.7
51,Travis Benjamin,LAC,WR,7,DEN,22,37.9,4.5,4.5,9.1,9.1,17.6,80
52,Tyreek Hill,KC,WR,7,OAK,40,64.5,5,20,20,25,28.2,70.5
52,Ardarius Stewart,NYJ,WR,3,MIA,5,7.9,0,20,20,20,3.4,68
52,Brandon Tate,BUF,WR,8,OAK,5,7.2,0,20,20,20,3.4,68
55,Freddie Martino,TB,WR,14,DET,4,5.6,0,25,25,25,2.9,72.5
56,Tommylee Lewis,NO,WR,1,MIN,11,17.7,0,27.3,18.2,27.3,7.2,65.5
57,Brandin Cooks,NE,WR,3,HOU,58,89.2,0,12.1,8.6,12.1,35.1,60.5
57,Robby Anderson,NYJ,WR,12,CAR,57,81.4,0,17.5,10.5,17.5,35.6,62.5
59,Keelan Cole,JAX,WR,15,HOU,53,73.6,0,17,13.2,17,34.6,65.3
60,Antonio Brown,PIT,WR,11,TEN,70,92.1,0,18.6,14.3,18.6,45.4,64.9
61,Cordarrelle Patterson,OAK,WR,2,NYJ,27,47.4,11.1,3.7,14.8,14.8,13.3,49.3
62,Chris Moore,BAL,WR,14,PIT,24,37.5,0,12.5,12.5,12.5,13.8,57.5
63,Jarius Wright,MIN,WR,10,WAS,15,24.6,0,6.7,6.7,6.7,7.7,51.3
64,Justin Hardy,ATL,WR,15,TB,21,29.6,0,19,9.5,19,11.3,53.8
65,Tavarres King,NYG,WR,15,PHI,43,48.9,0,7,4.7,7,21,48.8
66,Jeremy Maclin,BAL,WR,15,CLE,5,6.4,0,20,20,20,3.2,64
67,Golden Tate,DET,WR,10,CLE,36,69.2,0,19.4,16.7,19.4,21.7,60.3
68,Davante Adams,GB,WR,15,CAR,27,38.6,0,25.9,18.5,25.9,16.7,61.9
69,Kenny Golladay,DET,WR,1,ARI,44,62,0,15.9,9.1,15.9,22.9,52
70,Jojo Natson,NYJ,WR,15,NO,8,10.8,12.5,25,25,37.5,4.4,55
71,Amari Cooper,OAK,WR,7,KC,78,95.1,0,24.4,14.1,24.4,47,60.3
72,Robert Woods,LAR,WR,9,NYG,45,70.3,0,11.1,8.9,11.1,23,51.1
72,Mack Hollins,PHI,WR,6,CAR,9,14.5,0,22.2,22.2,22.2,5.8,64.4
74,Kenny Stills,MIA,WR,11,TB,57,89.1,0,14,12.3,14,34,59.6
75,TJ Jones,DET,WR,3,ATL,15,21.4,0,20,20,20,9.3,62
76,Antonio Brown,PIT,WR,12,GB,74,100,0,16.2,13.5,16.2,43.9,59.3
77,Alshon Jeffery,PHI,WR,9,DEN,49,71,0,22.4,12.2,22.4,26.4,53.9
78,Adam Thielen,MIN,WR,10,WAS,55,90.2,0,21.8,14.5,21.8,33.6,61.1
79,Tyler Lockett,SEA,WR,14,JAX,39,62.9,2.6,12.8,12.8,15.4,20,51.3
80,Michael Campanaro,BAL,WR,16,IND,22,30.1,4.5,9.1,13.6,13.6,11,50
81,Taywan Taylor,TEN,WR,6,IND,30,42.9,0,13.3,6.7,13.3,14.1,47
82,AJ Green,CIN,WR,5,BUF,57,86.4,0,22.8,12.3,22.8,33.9,59.5
82,Paul Richardson,SEA,WR,8,HOU,56,81.2,0,12.5,10.7,12.5,31.5,56.2
84,DeAndre Hopkins,HOU,WR,8,SEA,71,100,0,15.5,11.3,15.5,39.4,55.5
84,Chris Godwin,TB,WR,3,MIN,11,20.8,0,27.3,27.3,27.3,7.4,67.3
84,Jakeem Grant,MIA,WR,3,NYJ,3,4.8,0,33.3,33.3,33.3,2.2,73.3
84,Bernard Reedy,TB,WR,6,ARI,1,1.4,100,0,100,100,0.4,40
88,Chester Rogers,IND,WR,10,PIT,42,71.2,2.4,14.3,16.7,16.7,25.7,61.2
88,Keelan Cole,JAX,WR,14,SEA,40,60.6,0,7.5,7.5,7.5,18.9,47.2
90,Tyreek Hill,KC,WR,1,NE,50,72.5,4,16,18,20,29.8,59.6
90,Cooper Kupp,LAR,WR,14,PHI,45,93.8,0,15.6,11.1,15.6,25.8,57.3
92,Michael Crabtree,OAK,WR,5,BAL,36,64.3,0,22.2,16.7,22.2,20.2,56.1
92,Travis Benjamin,LAC,WR,8,NE,35,62.5,5.7,25.7,20,31.4,18.8,53.7
94,Keenan Allen,LAC,WR,12,DAL,59,86.8,0,23.7,18.6,23.7,37.2,63.1
94,Michael Thomas,NO,WR,14,ATL,45,86.5,0,31.1,22.2,31.1,30.7,68.2
96,Mike Wallace,BAL,WR,5,OAK,34,51.5,0,8.8,8.8,8.8,19.3,56.8
97,Will Fuller,HOU,WR,8,SEA,63,88.7,0,12.7,7.9,12.7,32.5,51.6
97,Ricardo Louis,CLE,WR,16,CHI,9,15.3,0,11.1,11.1,11.1,4.5,50
99,Marvin Jones,DET,WR,12,MIN,59,100,0,15.3,10.2,15.3,31.9,54.1
100,Cole Beasley,DAL,WR,5,GB,37,50,0,16.2,10.8,16.2,18.3,49.5
100,Taylor Gabriel,ATL,WR,3,DET,36,52.9,0,16.7,13.9,16.7,18.9,52.5
102,Tyreek Hill,KC,WR,3,LAC,39,73.6,7.7,20.5,20.5,28.2,20,51.3
102,Sammy Watkins,LAR,WR,9,NYG,33,51.6,0,6.1,3,6.1,13.7,41.5
104,Jarius Wright,MIN,WR,3,TB,18,24.3,0,16.7,11.1,16.7,8.9,49.4
105,Jordy Nelson,GB,WR,4,CHI,51,92.7,0,13.7,7.8,13.7,23.5,46.1
106,Antonio Brown,PIT,WR,6,KC,57,89.1,0,17.5,14,17.5,32.5,57
107,Tyrell Williams,LAC,WR,14,WAS,51,70.8,0,7.8,7.8,7.8,26.2,51.4
107,Jermaine Kearse,NYJ,WR,2,OAK,49,87.5,0,10.2,8.2,10.2,22.4,45.7
109,Josh Doctson,WAS,WR,6,SF,19,25.7,0,15.8,5.3,15.8,8.1,42.6
110,Brandin Cooks,NE,WR,11,OAK,56,93.3,0,16.1,10.7,16.1,29.9,53.4
110,Albert Wilson,KC,WR,7,OAK,33,53.2,0,6.1,3,6.1,13.3,40.3
112,DeAndre Hopkins,HOU,WR,14,SF,67,100,0,23.9,16.4,23.9,39.9,59.6
113,Bennie Fowler,DEN,WR,1,LAC,38,55.1,0,10.5,7.9,10.5,17.1,45
114,DeAndre Hopkins,HOU,WR,5,KC,64,100,0,18.8,6.2,18.8,27.2,42.5
114,Odell Beckham Jr,NYG,WR,3,PHI,55,79.7,0,23.6,16.4,23.6,28.9,52.5
114,Ted Ginn,NO,WR,7,GB,39,51.3,0,17.9,17.9,17.9,24.1,61.8
117,JJ Nelson,ARI,WR,2,IND,50,75.8,0,14,10,14,26,52
117,Danny Amendola,NE,WR,11,OAK,35,58.3,0,25.7,22.9,25.7,20.6,58.9
119,Devin Funchess,CAR,WR,10,MIA,59,76.6,0,10.2,8.5,10.2,26.2,44.4
120,Stefon Diggs,MIN,WR,1,NO,58,89.2,1.7,13.8,13.8,15.5,27.7,47.8
120,Antonio Brown,PIT,WR,1,CLE,51,85,0,21.6,21.6,21.6,32.2,63.1
120,AJ Green,CIN,WR,10,TEN,49,96.1,0,14.3,10.2,14.3,25.5,52
123,Eric Decker,TEN,WR,9,BAL,23,44.2,0,17.4,13,17.4,11.1,48.3
124,Tyrell Williams,LAC,WR,4,PHI,50,87.7,0,12,10,12,25.5,51
124,Ted Ginn,NO,WR,3,CAR,34,58.6,2.9,8.8,8.8,11.8,13.9,40.9
124,Kenny Britt,NE,WR,15,PIT,2,3.3,0,50,50,50,1.7,85
127,Marvin Jones,DET,WR,9,GB,65,95.6,0,16.9,10.8,16.9,32.7,50.3
127,Cooper Kupp,LAR,WR,1,IND,39,60,0,15.4,10.3,15.4,17.6,45.1
127,Ted Ginn,NO,WR,6,DET,37,52.1,2.7,10.8,13.5,13.5,16.9,45.7
130,Nelson Agholor,PHI,WR,1,WAS,42,61.8,0,19,14.3,19,20.6,49
131,Jamison Crowder,WAS,WR,16,DEN,31,44.9,0,12.9,12.9,12.9,14.7,47.4
131,Ryan Grant,WAS,WR,4,KC,22,44,0,13.6,9.1,13.6,9.6,43.6
133,Tanner McEvoy,SEA,WR,12,SF,9,13.4,0,22.2,22.2,22.2,5.1,56.7
134,JJ Nelson,ARI,WR,1,DET,30,40,0,20,16.7,20,15.3,51
135,Demaryius Thomas,DEN,WR,14,NYJ,45,64.3,0,26.7,17.8,26.7,23.3,51.8
136,Golden Tate,DET,WR,6,NO,46,56.8,0,15.2,15.2,15.2,22.6,49.1
137,Tanner Gentry,CHI,WR,2,TB,8,12.5,0,37.5,25,37.5,4.7,58.8
138,Martavis Bryant,PIT,WR,2,MIN,47,63.5,2.1,8.5,8.5,10.6,18.8,40
138,De'Anthony Thomas,KC,WR,6,PIT,36,66.7,0,11.1,8.3,11.1,15.1,41.9
140,Marquise Goodwin,SF,WR,10,NYG,48,78.7,2.1,4.2,4.2,6.2,17.1,35.6
140,DeSean Jackson,TB,WR,3,MIN,43,81.1,0,16.3,9.3,16.3,18.4,42.8
142,T.Y. Hilton,IND,WR,3,CLE,64,97,0,14.1,10.9,14.1,31.3,48.9
142,Rishard Matthews,TEN,WR,11,PIT,52,80,0,11.5,9.6,11.5,25.3,48.7
142,Michael Floyd,MIN,WR,13,ATL,6,9.1,0,33.3,33.3,33.3,4,66.7
142,Jakeem Grant,MIA,WR,15,BUF,6,8,16.7,16.7,33.3,33.3,3,50
146,Davante Adams,GB,WR,5,DAL,56,93.3,0,19.6,12.5,19.6,25.6,45.7
147,Martavis Bryant,PIT,WR,15,NE,36,53.7,0,16.7,11.1,16.7,15.9,44.2
148,Devin Funchess,CAR,WR,4,NE,58,92.1,0,15.5,12.1,15.5,26,44.8
149,Brice Butler,DAL,WR,4,LAR,22,31,0,9.1,9.1,9.1,9.2,41.8
150,Nelson Agholor,PHI,WR,5,ARI,47,70.1,0,10.6,8.5,10.6,19.3,41.1
151,Deonte Thompson,CHI,WR,2,TB,36,56.2,0,13.9,11.1,13.9,15.7,43.6
151,Sammie Coates,CLE,WR,8,MIN,4,6.8,0,50,50,50,3.3,82.5
153,Doug Baldwin,SEA,WR,3,TEN,51,69.9,0,29.4,19.6,29.4,29.5,57.8
154,Brandon LaFell,CIN,WR,10,TEN,48,94.1,0,20.8,12.5,20.8,21.5,44.8
154,Golden Tate,DET,WR,9,GB,35,51.5,0,25.7,20,25.7,21.3,60.9
156,Ted Ginn,NO,WR,9,TB,37,61.7,0,13.5,10.8,13.5,15.9,43
157,Michael Thomas,NO,WR,3,CAR,46,79.3,0,17.4,15.2,17.4,21.7,47.2
157,Cole Beasley,DAL,WR,9,KC,45,67.2,0,13.3,8.9,13.3,18.4,40.9
159,Davante Adams,GB,WR,14,CLE,64,84.2,0,21.9,15.6,21.9,30.4,47.5
159,Chris Hogan,NE,WR,3,HOU,59,90.8,0,10.2,6.8,10.2,22.8,38.6
159,JuJu Smith-Schuster,PIT,WR,7,CIN,31,44.9,0,9.7,6.5,9.7,11.9,38.4
159,Justin Hardy,ATL,WR,10,DAL,21,32.3,0,9.5,9.5,9.5,8.7,41.4
163,AJ Green,CIN,WR,13,PIT,62,96.9,0,27.4,11.3,27.4,26.7,43.1
163,Julio Jones,ATL,WR,7,NE,50,87.7,0,26,18,26,24.9,49.8
163,Cody Latimer,DEN,WR,15,IND,44,55.7,0,9.1,6.8,9.1,17,38.6
166,Robby Anderson,NYJ,WR,3,MIA,49,77.8,0,12.2,6.1,12.2,18.5,37.8
166,Trent Taylor,SF,WR,16,JAX,25,36.8,0,16,12,16,10.9,43.6
168,Randall Cobb,GB,WR,4,CHI,33,60,0,12.1,12.1,12.1,14.4,43.6
169,Tavon Austin,LAR,WR,15,SEA,14,19.7,71.4,0,71.4,71.4,4.4,31.4
170,Alshon Jeffery,PHI,WR,11,DAL,47,73.4,0,14.9,8.5,14.9,18.7,39.8
170,Corey Coleman,CLE,WR,14,GB,39,67.2,0,15.4,12.8,15.4,17.2,44.1
172,Ted Ginn,NO,WR,16,ATL,48,73.8,4.2,10.4,12.5,14.6,19,39.6
172,Danny Amendola,NE,WR,1,KC,32,39.5,0,21.9,18.8,21.9,19,59.4
172,Eli Rogers,PIT,WR,15,NE,25,37.3,0,8,4,8,8.8,35.2
175,Randall Cobb,GB,WR,12,PIT,38,69.1,0,10.5,10.5,10.5,15.8,41.6
175,Josh Doctson,WAS,WR,3,OAK,36,52.9,0,5.6,2.8,5.6,12.2,33.9
177,Rishard Matthews,TEN,WR,9,BAL,42,80.8,0,16.7,9.5,16.7,17,40.5
178,Will Fuller,HOU,WR,5,KC,59,92.2,1.7,5.1,5.1,6.8,20.2,34.2
179,Larry Fitzgerald,ARI,WR,16,NYG,61,88.4,0,24.6,16.4,26.2,30.74,50.4
179,Larry Fitzgerald,ARI,WR,6,TB,58,89.2,0,19,17.2,19,31.8,54.8
179,Tavon Austin,LAR,WR,4,DAL,15,21.7,40,13.3,46.7,53.3,5.6,37.3
182,Robby Anderson,NYJ,WR,8,ATL,54,88.5,1.9,11.1,13,13,25.5,47.2
183,Nelson Agholor,PHI,WR,13,SEA,66,88,0,18.2,10.6,18.2,30.1,45.6
183,Tyler Lockett,SEA,WR,8,HOU,39,56.5,2.6,20.5,17.9,23.1,20.9,53.6
183,Jeremy Maclin,BAL,WR,8,MIA,37,56.9,0,13.5,8.1,13.5,14.3,38.6
186,Doug Baldwin,SEA,WR,7,NYG,50,65.8,0,24,18,24,24.2,48.4
187,Jamison Crowder,WAS,WR,15,ARI,38,71.7,0,18.4,13.2,18.4,16.5,43.4
188,Terrelle Pryor,WAS,WR,4,KC,43,86,0,11.6,7,11.6,16,37.2
188,Torrey Smith,PHI,WR,5,ARI,42,62.7,2.4,9.5,9.5,11.9,15.7,37.4
190,AJ Green,CIN,WR,3,GB,57,93.4,0,22.8,17.5,22.8,30.1,52.8
190,Odell Beckham Jr,NYG,WR,5,LAC,55,78.6,1.8,14.5,10.9,16.4,21.5,39.1
190,Kendall Wright,CHI,WR,4,GB,37,54.4,0,10.8,10.8,10.8,15.1,40.8
190,Cody Latimer,DEN,WR,12,OAK,36,61,0,11.1,8.3,11.1,13.8,38.3
190,Andre Holmes,BUF,WR,3,DEN,22,33.8,0,9.1,9.1,9.1,8.6,39.1
190,Damiere Byrd,CAR,WR,4,NE,4,6.3,25,25,25,50,1.2,30
190,Alex Erickson,CIN,WR,14,CHI,3,5.6,0,33.3,33.3,33.3,1.9,63.3
197,Trent Taylor,SF,WR,13,CHI,31,41.3,0,19.4,19.4,19.4,15.2,49
198,JuJu Smith-Schuster,PIT,WR,10,IND,53,80.3,0,13.2,9.4,13.2,20.7,39.1
198,Davante Adams,GB,WR,12,PIT,48,87.3,0,16.7,10.4,16.7,19.2,40
198,Alshon Jeffery,PHI,WR,8,SF,48,68.6,0,16.7,4.2,16.7,16.2,33.8
201,Josh Bellamy,CHI,WR,10,GB,40,66.7,0,17.5,5,17.5,13.7,34.2
202,Kenny Britt,CLE,WR,12,CIN,18,25.7,0,11.1,11.1,11.1,7.2,40
203,Cordarrelle Patterson,OAK,WR,13,NYG,34,52.3,5.9,11.8,17.6,17.6,13.8,40.6
204,Amari Cooper,OAK,WR,16,PHI,44,63.8,0,9.1,6.8,9.1,15.6,35.5
204,Marvin Hall,ATL,WR,13,MIN,7,13.2,0,28.6,14.3,28.6,3,42.9
206,Kenny Stills,MIA,WR,7,NYJ,72,98.6,0,12.5,8.3,12.5,26.5,36.8
207,Sterling Shepard,NYG,WR,3,PHI,68,98.6,0,14.7,10.3,14.7,29.3,43.1
207,Jermaine Kearse,NYJ,WR,12,CAR,58,82.9,0,19,12.1,19,26.5,45.7
207,Damiere Byrd,CAR,WR,15,GB,51,68,0,7.8,5.9,7.8,17.5,34.3
210,Mike Wallace,BAL,WR,11,GB,41,69.5,0,9.8,9.8,9.8,15.6,38
210,Danny Amendola,NE,WR,4,CAR,36,51.4,0,19.4,16.7,19.4,16.2,45
212,Dede Westbrook,JAX,WR,14,SEA,50,75.8,0,16,10,16,19.1,38.2
212,Keenan Allen,LAC,WR,4,PHI,49,86,0,22.4,10.2,22.4,21.8,44.5
212,Zay Jones,BUF,WR,9,NYJ,40,53.3,0,17.5,15,17.5,17.3,43.2
215,Geronimo Allison,GB,WR,7,NO,5,9.1,0,40,20,40,2.4,48
216,Mike Evans,TB,WR,2,CHI,55,77.5,0,16.4,12.7,16.4,22.3,40.5
216,Davante Adams,GB,WR,10,CHI,54,81.8,0,14.8,9.3,14.8,20,37
216,Ryan Grant,WAS,WR,10,MIN,9,12,0,33.3,33.3,33.3,5.5,61.1
219,Tyreek Hill,KC,WR,9,DAL,48,84.2,8.3,8.3,12.5,16.7,15.3,31.9
220,Devin Funchess,CAR,WR,5,DET,41,62.1,0,19.5,17.1,19.5,18.3,44.6
221,Julio Jones,ATL,WR,9,CAR,43,71.7,0,27.9,14,27.9,20.8,48.4
221,Kendrick Bourne,SF,WR,15,TEN,31,44.3,0,19.4,12.9,19.4,12.5,40.3
221,Albert Wilson,KC,WR,3,LAC,27,50.9,3.7,14.8,14.8,18.5,10.4,38.5
224,Mike Evans,TB,WR,15,ATL,51,83.6,0,15.7,9.8,15.7,18.9,37.1
225,Rishard Matthews,TEN,WR,15,SF,57,89.1,0,14,10.5,14,21.5,37.7
225,Adam Humphries,TB,WR,15,ATL,40,65.6,2.5,12.5,15,15,15.9,39.8
227,Larry Fitzgerald,ARI,WR,3,DAL,77,95.1,0,19.5,16.9,19.5,36.9,47.9
227,Deonte Thompson,BUF,WR,9,NYJ,52,69.3,0,19.2,13.5,19.2,21.1,40.6
227,Stefon Diggs,MIN,WR,10,WAS,51,83.6,0,9.8,7.8,9.8,17.8,34.9
227,Dez Bryant,DAL,WR,14,NYG,49,77.8,0,10.2,6.1,10.2,16.3,33.3
227,Michael Thomas,NO,WR,13,CAR,48,75,0,18.8,10.4,18.8,18,37.5
227,Taywan Taylor,TEN,WR,10,CIN,14,15.6,7.1,21.4,21.4,28.6,5.8,41.4
233,Taylor Gabriel,ATL,WR,10,DAL,27,41.5,3.7,11.1,14.8,14.8,10.3,38.1
234,Maurice Harris,WAS,WR,10,MIN,41,54.7,0,7.3,4.9,7.3,13,31.7
235,Marcus Johnson,PHI,WR,6,CAR,6,9.7,0,16.7,16.7,16.7,2.6,43.3
236,Antonio Brown,PIT,WR,3,CHI,64,100,0,21.9,15.6,21.9,30,46.9
236,Tavarres King,NYG,WR,9,LAR,35,51.5,0,17.1,8.6,17.1,12.3,35.1
236,Tyler Lockett,SEA,WR,13,PHI,29,46.8,0,6.9,6.9,6.9,9.7,33.4
239,Larry Fitzgerald,ARI,WR,11,HOU,57,98.3,0,17.5,15.8,17.5,24.1,42.3
239,Mohamed Sanu,ATL,WR,14,NO,54,73,0,14.8,11.1,14.8,20.3,37.6
239,Tanner McEvoy,SEA,WR,8,HOU,20,29,0,5,5,5,6.3,31.5
242,Emmanuel Sanders,DEN,WR,2,DAL,69,89.6,0,11.6,8.7,11.6,24.2,35.1
242,T.Y. Hilton,IND,WR,5,SF,67,88.2,0,13.4,10.4,13.4,27.7,41.3
242,Devin Funchess,CAR,WR,14,MIN,45,70.3,0,15.6,6.7,15.6,14.9,33.1
242,Travis Benjamin,LAC,WR,1,DEN,39,66.1,0,10.3,7.7,10.3,13.3,34.1
242,Jared Abbrederis,DET,WR,5,CAR,14,23,0,21.4,14.3,21.4,5.7,40.7
247,John Brown,ARI,WR,6,TB,47,72.3,0,8.5,6.4,8.5,15.3,32.6
248,Michael Crabtree,OAK,WR,15,DAL,61,87.1,0,27.9,11.5,27.9,22.9,37.5
248,Julio Jones,ATL,WR,16,NO,57,87.7,0,19.3,12.3,19.3,24.9,43.7
250,JuJu Smith-Schuster,PIT,WR,16,HOU,52,85.2,0,13.5,11.5,13.5,19.5,37.5
250,Geronimo Allison,GB,WR,3,CIN,47,67.1,0,17,12.8,17,21.2,45.1
250,TJ Jones,DET,WR,14,TB,10,14.7,0,30,30,30,5.6,56
253,Golden Tate,DET,WR,14,TB,56,82.4,0,16.1,14.3,16.1,22.5,40.2
253,Robby Anderson,NYJ,WR,10,TB,56,81.2,0,12.5,7.1,12.5,18.5,33
253,Travis Benjamin,LAC,WR,3,KC,44,60.3,2.3,18.2,13.6,20.5,19.4,44.1
253,Brice Butler,DAL,WR,5,GB,22,29.7,0,9.1,9.1,9.1,7.7,35
257,Keenan Allen,LAC,WR,13,CLE,64,91.4,0,21.9,15.6,21.9,29.5,46.1
258,Jordy Nelson,GB,WR,3,CIN,67,95.7,0,13.4,9,13.4,23.2,34.6
258,Ryan Grant,WAS,WR,13,DAL,53,88.3,0,17,9.4,17,18.6,35.1
258,Jeremy Kerley,NYJ,WR,6,NE,47,61.8,0,6.4,4.3,6.4,14.1,30
261,Terrance Williams,DAL,WR,9,KC,55,82.1,0,16.4,16.4,16.4,26.1,47.5
261,Kenny Stills,MIA,WR,13,DEN,54,80.6,0,24.1,9.3,24.1,19.8,36.7
263,Devin Funchess,CAR,WR,13,NO,47,82.5,0,14.9,8.5,14.9,16,34
264,Jarvis Landry,MIA,WR,14,NE,66,90.4,0,12.1,12.1,12.1,24.6,37.3
264,Marqise Lee,JAX,WR,13,IND,58,87.9,0,17.2,12.1,17.2,21.6,37.2
266,Adam Thielen,MIN,WR,11,LAR,73,93.6,0,12.3,8.2,12.3,27.3,37.4
266,Larry Fitzgerald,ARI,WR,13,LAR,63,98.4,0,15.9,15.9,15.9,25.8,41
268,Jarvis Landry,MIA,WR,11,TB,54,84.4,0,20.4,11.1,20.4,20.5,38
268,Brandon Tate,BUF,WR,5,CIN,34,48.6,0,11.8,5.9,11.8,10.5,30.9
268,Jehu Chesson,KC,WR,9,DAL,4,7,0,25,25,25,2,50
268,Larry Pinkard,JAX,WR,14,SEA,2,3,0,50,50,50,1.5,75
272,Alshon Jeffery,PHI,WR,2,KC,61,84.7,0,21.3,11.5,21.3,22.2,36.4
272,Emmanuel Sanders,DEN,WR,10,NE,55,87.3,0,20,10.9,20,22.7,41.3
274,Antonio Brown,PIT,WR,14,BAL,86,96.6,0,20.9,12.8,20.9,35.3,41
274,Brandin Cooks,NE,WR,12,MIA,62,88.6,1.6,11.3,11.3,12.9,21.4,34.5
276,Paul Richardson,SEA,WR,7,NYG,49,64.5,0,4.1,4.1,4.1,14.1,28.8
276,Mike Wallace,BAL,WR,13,DET,47,73.4,0,17,10.6,17,19.6,41.7
278,DeAndre Hopkins,HOU,WR,15,JAX,57,91.9,0,22.8,7,22.8,18,31.6
