Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
53,Alshon Jeffery,PHI,WR,7,407,58.1,76.9,0,14,9.1,14,106.2,26.1
55,Marquise Goodwin,SF,WR,8,367,45.9,73,1.1,8.7,5.7,9.8,78.8,21.5
56,David Moore,SEA,WR,10,357,35.7,53.8,0.3,9,5.3,9.2,73.5,20.6
56,John Ross,CIN,WR,7,246,35.1,50.1,0.4,11.8,4.9,12.2,49.2,20
58,Christian Kirk,ARI,WR,10,446,44.6,77.4,0.4,12.1,8.5,12.6,104.7,23.5
58,Corey Coleman,NYG,WR,2,13,6.5,11.6,0,15.4,15.4,15.4,4,30.8
60,Marvin Jones,DET,WR,9,538,59.8,79.9,0,11.5,6.5,11.5,118.8,22.1
61,Kendrick Bourne,SF,WR,10,284,28.4,42.7,0,13,8.1,13,64,22.5
62,Allen Robinson,CHI,WR,8,492,61.5,73.3,0,11.8,6.9,11.8,106.7,21.7
62,Rashard Higgins,CLE,WR,7,289,41.3,49.7,0,9.7,6.9,9.7,61.1,21.1
62,Breshad Perriman,CLE,WR,4,59,14.8,22.7,3.4,16.9,11.9,20.3,13.4,22.7
65,Jakeem Grant,MIA,WR,10,282,28.2,46.7,0.4,12.1,7.8,12.4,72.3,25.6
65,Jordan Matthews,PHI,WR,8,242,30.2,45.5,0,8.7,6.6,8.7,49.7,20.5
65,Keke Coutee,HOU,WR,5,240,48,44.1,1.2,16.2,12.1,17.5,62.3,26
68,Cole Beasley,DAL,WR,10,420,42,65.6,0,14,11,14.3,105.4,25.1
69,Adam Humphries,TB,WR,10,503,50.3,70.2,0.4,11.5,8.3,11.9,108.2,21.5
70,Sterling Shepard,NYG,WR,10,591,59.1,93.8,0.2,10.8,7.6,11,127,21.5
71,Dede Westbrook,JAX,WR,10,499,49.9,74,1,12.4,9,13.4,111.1,22.3
71,Terrelle Pryor,BUF,WR,8,277,34.6,41.7,0.4,10.8,6.1,11.2,53.1,19.2
73,Larry Fitzgerald,ARI,WR,10,519,51.9,90.1,0,13.3,8.1,13.3,114,22
74,Corey Davis,TEN,WR,10,553,55.3,88.1,0.4,14.5,8.5,14.8,123.9,22.4
74,Devin Funchess,CAR,WR,10,528,52.8,83.4,0,12.9,7.8,12.9,110.6,20.9
74,Bruce Ellington,DET,WR,4,154,38.5,37.2,0,13.6,9.1,13.6,34.4,22.3
74,Keith Kirkwood,NO,WR,2,59,29.5,40.7,0,11.9,8.5,11.9,12.8,21.7
78,Robby Anderson,NYJ,WR,8,365,45.6,58.6,0.5,11.5,6.3,12.1,73.8,20.2
79,Demaryius Thomas,HOU,WR,10,500,50,74.9,0,12,7.8,12,106.3,21.3
79,Marquez Valdes-Scantling,GB,WR,10,410,41,61.6,0,10.2,5.9,10.2,83,20.2
81,Kenny Stills,MIA,WR,9,462,51.3,76.5,0,7.1,4.1,7.1,80.6,17.4
81,Dontrelle Inman,IND,WR,4,147,36.8,56.3,0,11.6,9.5,11.6,32.7,22.2
83,Mohamed Sanu,ATL,WR,10,518,51.8,76.9,0.4,10.4,7.7,10.8,107.1,20.7
84,Seth Roberts,OAK,WR,9,308,34.2,53,0,12,8.1,12,63.5,20.6
85,Taylor Gabriel,CHI,WR,10,525,52.5,78.2,1.5,11.6,9.9,13.1,115.1,21.9
86,Martavis Bryant,OAK,WR,8,219,27.4,37.6,1.4,12.3,10,13.7,46.9,21.4
87,Donte Moncrief,JAX,WR,10,530,53,78.6,0,11.7,6.2,11.7,101.8,19.2
87,Phillip Dorsett,NE,WR,10,300,30,43.5,0,11.7,8.3,11.7,61.6,20.5
87,Josh Reynolds,LAR,WR,11,301,27.4,40.1,0.7,6.6,5,7.3,49.6,16.5
87,Cameron Meredith,NO,WR,6,126,21,30.7,0,7.9,7.1,7.9,25.4,20.2
91,Courtland Sutton,DEN,WR,10,482,48.2,72.5,0,10,4.8,10,80.9,16.8
91,Amari Cooper,DAL,WR,9,481,53.4,78.7,0.2,11.2,7.7,11.4,99.8,20.7
93,Jaron Brown,SEA,WR,9,223,24.8,33.6,0,5.4,3.6,5.4,34.3,15.4
94,Willie Snead,BAL,WR,10,491,49.1,65.3,0.2,15.7,10.4,15.9,107.2,21.8
95,Torrey Smith,CAR,WR,6,271,45.2,42.8,0,10,5.9,10,47.1,17.4
96,Michael Crabtree,BAL,WR,10,528,52.8,70.2,0,15,8,15,101.9,19.3
96,Devante Parker,MIA,WR,5,199,39.8,53.4,0,13.1,7,13.1,39.5,19.8
98,Jarvis Landry,CLE,WR,10,660,66,91.2,0,16.1,8.6,16.1,137,20.8
98,Jarius Wright,CAR,WR,10,310,31,49,0.3,10.6,8.1,11,58.6,18.9
100,Jordy Nelson,OAK,WR,9,496,55.1,75.5,0,7.9,5,7.9,83.3,16.8
100,Randall Cobb,GB,WR,5,268,53.6,61.2,0,14.2,9.7,14.2,59.8,22.3
100,Jamison Crowder,WAS,WR,4,207,51.8,38,1.4,9.7,7.7,11.1,35.9,17.3
103,Brandon LaFell,OAK,WR,6,233,38.8,51.4,0,6.9,5.2,6.9,37.5,16.1
104,Danny Amendola,MIA,WR,10,523,52.3,86.6,0,11.7,9.2,11.9,103.72,19.8
104,Taywan Taylor,TEN,WR,8,235,29.4,37.4,0,12.8,8.9,12.8,47.4,20.2
104,Tim Patrick,DEN,WR,10,135,13.5,20.3,0.7,8.1,3.7,8.9,18.6,13.8
104,Richie James,SF,WR,7,62,8.9,13.2,0,6.5,4.8,6.5,9.7,15.6
108,Paul Richardson,WAS,WR,7,368,52.6,76.3,0.5,9.5,6,10.1,59.1,16.1
108,Quincy Enunwa,NYJ,WR,8,362,45.2,65.6,0.3,15.2,8.3,15.5,68.5,18.9
110,Brandon Marshall,NO,WR,7,190,27.1,36.9,0,12.1,5.8,12.1,30.6,16.1
110,Robert Foster,BUF,WR,7,131,18.7,29,0,9.9,3.8,9.9,21.5,16.4
112,Trent Taylor,SF,WR,8,205,25.6,33.7,0,14.1,9.3,14.1,40,19.5
113,Allen Hurns,DAL,WR,10,343,34.3,53.6,0,9,4.7,9,50.1,14.6
114,Chester Rogers,IND,WR,10,407,40.7,57.7,0.2,12.3,8.6,12.5,74,18.2
115,Dan Arnold,NO,WR,6,90,15,18.6,0,10,6.7,10,14.5,16.1
116,Antonio Callaway,CLE,WR,10,506,50.6,69.9,0.4,10.1,5.5,10.5,73.3,14.5
116,Doug Baldwin,SEA,WR,8,417,52.1,78.8,0,9.4,7.2,9.4,68.7,16.5
116,Chad Beebe,MIN,WR,2,42,21,36.2,0,9.5,9.5,9.5,7.9,18.8
116,Jawill Davis,NYG,WR,3,29,9.7,7.9,0,20.7,6.9,20.7,4.7,16.2
120,Pierre Garcon,SF,WR,8,377,47.1,56.7,0,11.9,6.4,11.9,58.6,15.5
120,Deontay Burnett,NYJ,WR,3,76,25.3,30.8,0,10.5,6.6,10.5,12,15.8
122,Tajae Sharpe,TEN,WR,10,432,43.2,68.8,0.2,8.1,5.3,8.3,64.5,14.9
122,Josh Bellamy,CHI,WR,10,172,17.2,25.6,0,9.3,5.2,9.3,24.6,14.3
124,Zay Jones,BUF,WR,10,566,56.6,85.5,0.2,10.4,6.7,10.6,88.2,15.6
124,Ryan Grant,IND,WR,8,389,48.6,60.9,0,10.3,7.5,10.3,64.1,16.5
124,Maurice Harris,WAS,WR,8,333,41.6,55.9,0.6,11.4,8.7,12,60.1,18
127,Nelson Agholor,PHI,WR,10,623,62.3,91.2,0.5,11.2,8,11.9,101.3,16.3
127,Keelan Cole,JAX,WR,10,443,44.3,65.7,0,11.1,6.5,11.1,73.5,16.6
127,Dante Pettis,SF,WR,7,188,26.9,41.6,0,7.4,3.7,7.4,23.8,12.7
127,Damion Ratley,CLE,WR,7,160,22.9,33.8,0,11.9,7.5,11.9,26.2,16.4
131,Chris Conley,KC,WR,11,502,45.6,70.2,0,6.2,4.4,6.2,67.3,13.4
132,Darius Jennings,TEN,WR,10,74,7.4,11.8,0,8.1,8.1,9.5,17.34,23.4
133,Equanimeous St. Brown,GB,WR,7,192,27.4,36.9,0,9.9,5.2,9.9,26.2,13.6
134,Chris Hogan,NE,WR,10,545,54.5,79.1,0,6.6,4.2,6.6,68.3,12.5
134,Michael Gallup,DAL,WR,10,414,41.4,64.7,0,8.7,3.9,8.7,50.5,12.2
136,Kelvin Benjamin,BUF,WR,10,446,44.6,67.4,0,12.6,4.5,12.6,56.2,12.6
137,Trey Quinn,WAS,WR,2,61,30.5,39.6,1.6,6.6,8.2,8.2,8.9,14.6
138,Shelton Gibson,PHI,WR,10,61,6.1,8.9,0,4.9,1.6,4.9,5.8,9.5
139,Marcell Ateman,OAK,WR,1,65,65,27.3,0,7.7,6.2,7.7,9,13.8
140,Laquon Treadwell,MIN,WR,10,422,42.2,62.5,0,10,6.6,10,60,14.2
141,Russell Gage,ATL,WR,9,12,1.3,1.8,0,8.3,8.3,8.3,1.9,15.8
142,Demarcus Robinson,KC,WR,11,210,19.1,29.4,0,8.1,5.2,8.1,26.5,12.6
143,Deonte Thompson,DAL,WR,8,171,21.4,29.7,0,11.7,8.2,11.7,26.4,15.4
144,Josh Doctson,WAS,WR,9,537,59.7,87.5,0,8.8,4.8,8.8,64.8,12.1
145,Austin Carr,NO,WR,10,216,21.6,31.5,0,5.6,3.7,5.6,22.5,10.4
146,Cody Latimer,NYG,WR,4,163,40.8,50.6,0,5.5,3.7,5.5,16.8,10.3
147,Zach Pascal,IND,WR,10,311,31.1,44.1,0.3,9.3,5.5,9.6,35.9,11.5
147,Marcus Kemp,KC,WR,11,11,1,1.5,0,18.2,9.1,18.2,1.7,15.5
149,Auden Tate,CIN,WR,2,8,4,8.2,0,25,12.5,25,1.5,18.8
150,Kevin White,CHI,WR,7,119,17,17.7,0,4.2,2.5,4.2,10,8.4
150,Russell Shepard,NYG,WR,8,103,12.9,20.6,0,7.8,3.9,7.8,10.1,9.8
152,Chris Moore,BAL,WR,10,281,28.1,37.4,1.4,5.7,6,7.1,29.4,10.5
153,Andre Holmes,BUF,WR,10,275,27.5,41.5,0,8.4,4.4,8.4,27.7,10.1
153,Cameron Batson,TEN,WR,5,111,22.2,35.5,0.9,7.2,6.3,8.1,12.3,11.1
155,Jermaine Kearse,NYJ,WR,9,413,45.9,73.4,0,12.8,5.8,12.8,47.1,11.4
156,D.J. Chark,JAX,WR,10,279,27.9,41.4,0,10.8,5,10.8,30.4,10.9
156,Bennie Fowler,NYG,WR,4,126,31.5,51.2,0,7.9,4.8,7.9,12.9,10.2
158,Chad Williams,ARI,WR,8,350,43.8,60.8,0,8.9,3.1,8.9,28.3,8.1
159,Terrance Williams,DAL,WR,3,39,13,21.9,0,7.7,5.1,7.7,3.8,9.7
160,Justin Hardy,ATL,WR,10,150,15,22.3,0,7.3,4.7,7.3,13.8,9.2
161,Cody Core,CIN,WR,8,108,13.5,22.5,0,9.3,4.6,9.3,9.7,9
162,Daesean Hamilton,DEN,WR,8,115,14.4,17.3,0,5.2,3.5,5.2,8.8,7.7
163,Kamar Aiken,PHI,WR,5,131,26.2,21.4,0,5.3,4.6,5.3,11.3,8.6
163,Michael Floyd,WAS,WR,7,133,19,28.9,0,8.3,3,8.3,9.3,7
163,Charone Peake,NYJ,WR,7,62,8.9,14.3,0,4.8,3.2,4.8,4.5,7.3
166,James Washington,PIT,WR,9,366,40.7,52,0,6,2.2,6,21.7,5.9
167,Neal Sterling,NYJ,WR,5,129,25.8,29.1,0,6.2,4.7,6.2,10.7,8.3
168,Sammie Coates,HOU,WR,8,36,4.5,5.8,0,5.6,2.8,5.6,2.2,6.1
168,Cam Phillips,BUF,WR,2,27,13.5,22.5,0,3.7,3.7,3.7,1.9,7
170,Khadarel Hodge,LAR,WR,8,53,6.6,9.4,0,3.8,3.8,3.8,3.7,7
171,TJ Jones,DET,WR,9,205,22.8,30.5,0,5.4,3.4,5.4,13.3,6.5
171,Vyncint Smith,HOU,WR,5,89,17.8,22.5,0,4.5,1.1,4.5,3.8,4.3
171,Andre Roberts,NYJ,WR,10,87,8.7,14,1.1,10.3,4.6,11.5,11.7,13.4
174,Travis Benjamin,LAC,WR,6,107,17.8,24.6,2.8,10.3,5.6,13.1,6.1,5.7
175,Darrius Heyward-Bey,PIT,WR,8,35,4.4,6.1,0,2.9,2.9,2.9,1.9,5.4
176,Deandre Carter,HOU,WR,8,83,10.4,15.1,0,2.4,2.4,2.4,4.1,4.9
176,Nick Williams,LAR,WR,4,69,17.2,13.5,0,5.8,2.9,5.8,3.7,5.4
178,Alex Erickson,CIN,WR,10,221,22.1,36.1,0.5,6.8,4.1,7.2,13.2,6
179,Brandon Powell,DET,WR,3,26,8.7,9.6,0,11.5,3.8,11.5,1.6,6.2
180,JJ Nelson,ARI,WR,10,120,12,20.8,2.5,10,5.8,12.5,6.6,5.5
180,Brian Quick,WAS,WR,6,82,13.7,13.8,0,3.7,3.7,3.7,4.8,5.9
180,Rashad Greene,JAX,WR,3,37,12.3,9.1,0,10.8,8.1,10.8,4.8,13
183,J'mon Moore,GB,WR,6,47,7.8,10.2,0,2.1,2.1,2.1,2,4.3
184,Justin Hunter,PIT,WR,4,105,26.2,21.3,0,9.5,2.9,9.5,5.1,4.9
184,Josh Malone,CIN,WR,7,59,8.4,10.7,0,6.8,1.7,6.8,2.2,3.7
186,Damiere Byrd,CAR,WR,7,43,6.1,8.5,0,4.7,2.3,4.7,1.8,4.2
187,Jeremy Kerley,BUF,WR,1,44,44,68.8,0,9.1,4.5,9.1,2.7,6.1
188,Victor Bolden Jr.,SF,WR,4,65,16.2,23.3,0,6.2,1.5,6.2,2,3.1
189,Justin Watson,TB,WR,7,38,5.4,7.3,0,2.6,2.6,2.6,1.5,3.9
190,Trent Sherfield,ARI,WR,7,66,9.4,14,0,3,1.5,3,1.6,2.4
191,Rishard Matthews,NYJ,WR,6,137,22.8,37.4,0,5.1,2.2,5.1,4.1,3
192,Ray-Ray McCloud,BUF,WR,7,108,15.4,22.5,0.9,4.6,4.6,5.6,5.8,5.4
193,Justin Hardee,NO,WR,10,0,0,0,0,0,0,0,2,0
193,Mike Wallace,PHI,WR,2,73,36.5,48.3,0,4.1,0,4.1,0,0
193,Markus Wheaton,PHI,WR,1,2,2,2.8,0,0,0,0,0,0
193,Deante Burton,GB,WR,1,0,0,0,0,0,0,0,0,0
193,Matthew Slater,NE,WR,10,15,1.5,2.2,0,0,0,0,0,0
193,Freddie Martino,TB,WR,4,24,6,7.3,0,4.2,0,4.2,0,0
193,Tommylee Lewis,NO,WR,2,7,3.5,5.4,0,0,0,0,0,0
193,Tanner McEvoy,MIA,WR,2,0,0,0,0,0,0,0,0,0
193,Jaydon Mickens,JAX,WR,6,3,0.5,0.8,0,0,0,0,0,0
193,Stacy Coley,NYG,WR,3,19,6.3,7.1,0,5.3,0,5.3,0,0
193,Cam Sims,WAS,WR,1,0,0,0,0,0,0,0,0,0
193,Janarion Grant,BAL,WR,2,20,10,12.1,0,0,0,0,0,0
193,Bradley Marquez,DET,WR,1,7,7,10,0,0,0,0,0,0
193,Pharoh Cooper,LAR,WR,2,0,0,0,0,0,0,0,0,0
193,Mike Thomas,LAR,WR,1,0,0,0,0,0,0,0,0,0
193,Keon Hatcher,OAK,WR,1,0,0,0,0,0,0,0,0,0
193,Jehu Chesson,WAS,WR,3,1,0.3,0.5,0,100,0,100,0,0
193,Geremy Davis,LAC,WR,8,39,4.9,7.4,0,0,0,0,0,0
193,Jojo Natson,LAR,WR,8,19,2.4,3.4,0,0,0,0,0,0
193,Keenan Reynolds,SEA,WR,2,21,10.5,10.6,0,0,0,0,0,0
193,Daniel Brown,CHI,WR,9,14,1.6,2.3,0,0,0,0,0,0
193,Javon Wims,CHI,WR,3,9,3,2.9,0,11.1,0,11.1,0,0
193,Brice Butler,DAL,WR,2,3,1.5,0.9,0,33.3,0,33.3,0,0
193,Brandon Tate,NO,WR,1,0,0,0,0,0,0,0,0,0
193,Cayleb Jones,MIN,WR,1,0,0,0,0,0,0,0,0,0
193,Quadree Henderson,NYG,WR,4,0,0,0,0,0,0,0,0,0
193,Andy Jones,DET,WR,1,2,2,2.9,0,0,0,0,0,0
193,River Cracraft,DEN,WR,2,9,4.5,7.4,0,0,0,0,0,0
193,Malik Turner,SEA,WR,2,12,6,5.5,0,0,0,0,0,0
193,Noah Brown,DAL,WR,2,19,9.5,14.3,0,0,0,0,0,0
193,Lance Lenoir,DAL,WR,2,3,1.5,2.3,0,0,0,0,0,0
193,Trevor Davis,GB,WR,1,0,0,0,0,0,0,0,0,0
193,Saeed Blacknall,OAK,WR,1,16,16,23.5,0,0,0,0,0,0
193,Kaelin Clay,NYG,WR,2,0,0,0,0,0,0,0,-1,0
227,Rod Streater,CLE,WR,3,23,7.7,9.7,4.3,0,4.3,4.3,-1.1,-4.8
228,Riley McCarron,NE,WR,1,15,15,20,0,6.7,0,6.7,-1,-6.7
229,JJ Jones,LAC,WR,3,3,1,1,33.3,0,33.3,33.3,-1,-33.3
