Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Tyreek Hill,KC,WR,11,94,65,69.1,1106,11,75,11.8,17,13,81,6.2,0,0,0,24.3,267.7
2,Adam Thielen,MIN,WR,10,117,85,72.6,1013,7,68,8.7,11.9,2,20,10,0,1,1,25.5,255.3
3,Michael Thomas,NO,WR,10,91,82,90.1,1042,8,72,11.5,12.7,0,0,0,0,2,2,24.1,241.2
4,Davante Adams,GB,WR,10,106,72,67.9,953,9,57,9,13.2,0,0,0,0,0,0,23.3,233.3
5,Julio Jones,ATL,WR,10,111,73,65.8,1158,3,58,10.4,15.9,1,11,11,0,1,1,22.8,227.9
6,DeAndre Hopkins,HOU,WR,10,96,68,70.8,950,8,49,9.9,14,1,-7,-7,0,2,2,22,220.3
7,Antonio Brown,PIT,WR,10,109,62,56.9,807,11,78,7.4,13,0,0,0,0,0,0,21.8,217.7
8,Odell Beckham Jr,NYG,WR,10,106,69,65.1,932,5,51,8.8,13.5,5,19,3.8,0,2,1,21.4,214.38
9,Mike Evans,TB,WR,10,91,56,61.5,957,5,72,10.5,17.1,0,0,0,1,2,1,20.2,201.7
10,Brandin Cooks,LAR,WR,11,84,59,70.2,964,3,57,11.5,16.3,7,41,5.9,1,1,0,18,198.5
11,Robert Woods,LAR,WR,11,90,59,65.6,904,4,36,10,15.3,13,111,8.5,0,0,0,17.6,193.5
12,Stefon Diggs,MIN,WR,9,104,71,68.3,713,5,75,6.9,10,7,36,5.1,0,0,0,21.1,189.9
13,JuJu Smith-Schuster,PIT,WR,10,93,64,68.8,866,3,75,9.3,13.5,1,13,13,0,0,0,18.7,186.9
14,Emmanuel Sanders,DEN,WR,10,80,60,75,763,3,64,9.5,12.7,4,53,13.2,1,1,0,18,179.72
15,Tyler Boyd,CIN,WR,10,81,56,69.1,756,5,49,9.3,13.5,2,3,1.5,0,0,0,17.1,170.9
16,Keenan Allen,LAC,WR,10,87,62,71.3,776,3,54,8.9,12.5,8,75,9.4,0,3,1,17,170.1
17,Kenny Golladay,DET,WR,10,75,47,62.7,714,5,60,9.5,15.2,1,8,8,0,1,0,15.5,155.2
18,AJ Green,CIN,WR,8,76,45,59.2,687,6,38,9,15.3,0,0,0,0,2,1,19.3,154.7
19,DeSean Jackson,TB,WR,10,62,37,59.7,731,4,75,11.8,19.8,4,19,4.8,1,0,0,15.1,151
20,Tyler Lockett,SEA,WR,10,49,38,77.6,554,7,52,11.3,14.6,7,50,7.1,0,1,0,14,140.4
21,Calvin Ridley,ATL,WR,10,53,39,73.6,532,7,75,10,13.6,6,27,4.5,0,1,0,14,139.9
22,T.Y. Hilton,IND,WR,8,63,38,60.3,585,6,68,9.3,15.4,0,0,0,0,0,0,17.3,138.5
23,Cooper Kupp,LAR,WR,8,56,40,71.4,566,6,70,10.1,14.2,4,25,6.2,0,0,0,17.3,138.1
24,Jarvis Landry,CLE,WR,10,106,57,53.8,600,2,39,5.7,10.5,0,0,0,0,0,0,13.7,137
25,Golden Tate,PHI,WR,9,81,51,63,584,3,67,7.2,11.5,4,34,8.5,0,1,0,15.2,136.8
26,John Brown,BAL,WR,10,68,35,51.5,624,4,71,9.2,17.8,3,4,1.3,0,0,0,12.8,127.8
27,Sterling Shepard,NYG,WR,10,64,44,68.8,573,3,58,9,13,1,27,27,0,1,0,12.7,127
28,Corey Davis,TEN,WR,10,80,45,56.2,606,2,51,7.6,13.5,2,3,1.5,0,1,0,12.4,123.9
29,Chris Godwin,TB,WR,10,57,40,70.2,533,4,25,9.4,13.3,0,0,0,0,3,1,12.1,121.3
30,Sammy Watkins,KC,WR,10,55,40,72.7,519,3,50,9.4,13,5,52,10.4,0,1,0,12.1,121.1
31,Marvin Jones,DET,WR,9,62,35,56.5,508,5,39,8.2,14.5,0,0,0,0,0,0,13.2,118.8
32,Tyrell Williams,LAC,WR,10,42,28,66.7,519,5,75,12.4,18.5,2,15,7.5,0,1,0,11.7,117.4
33,Will Fuller,HOU,WR,7,45,32,71.1,503,4,73,11.2,15.7,0,0,0,0,0,0,16.5,115.3
34,Taylor Gabriel,CHI,WR,10,61,44,72.1,478,2,54,7.8,10.9,8,53,6.6,0,0,0,11.5,115.1
35,Larry Fitzgerald,ARI,WR,10,69,42,60.9,430,4,37,6.2,10.2,0,0,0,0,0,0,11.4,114
36,Dede Westbrook,JAX,WR,10,62,40,64.5,484,3,61,7.8,12.1,5,27,5.4,0,2,1,11.1,111.1
37,Devin Funchess,CAR,WR,10,68,41,60.3,516,3,27,7.6,12.6,0,0,0,0,0,0,11.1,110.6
38,Adam Humphries,TB,WR,10,58,40,69,491,3,51,8.5,12.3,2,11,5.5,0,0,0,10.8,108.2
39,Willie Snead,BAL,WR,10,77,50,64.9,499,1,26,6.5,10,1,13,13,0,0,0,10.7,107.2
40,Julian Edelman,NE,WR,6,56,40,71.4,426,2,33,7.6,10.6,5,48,9.6,0,1,0,17.9,107.12
41,Mohamed Sanu,ATL,WR,10,54,38,70.4,472,3,43,8.7,12.4,2,-1,-0.5,0,1,1,10.7,107.1
42,Allen Robinson,CHI,WR,8,58,34,58.6,457,4,39,7.9,13.4,0,0,0,0,0,0,13.3,106.7
43,Demaryius Thomas,HOU,WR,10,60,39,65,463,3,45,7.7,11.9,0,0,0,0,0,0,10.6,106.3
44,Alshon Jeffery,PHI,WR,7,57,37,64.9,422,4,31,7.4,11.4,0,0,0,0,1,0,15.2,106.2
45,Cole Beasley,DAL,WR,10,59,45,76.3,454,2,21,7.7,10.1,0,0,0,0,0,0,10.5,105.4
46,Christian Kirk,ARI,WR,10,54,36,66.7,495,3,75,9.2,13.8,2,12,6,0,0,0,10.5,104.7
47,Danny Amendola,MIA,WR,10,61,47,77,456,1,39,7.5,9.7,0,0,0,0,0,0,10.4,103.72
48,D.J. Moore,CAR,WR,10,39,30,76.9,474,2,82,12.2,15.8,8,122,15.2,0,3,2,10.3,102.6
49,Michael Crabtree,BAL,WR,10,79,42,53.2,479,2,27,6.1,11.4,0,0,0,0,0,0,10.2,101.9
50,Donte Moncrief,JAX,WR,10,62,33,53.2,488,3,80,7.9,14.8,0,0,0,0,1,1,10.2,101.8
51,Nelson Agholor,PHI,WR,10,70,46,65.7,455,1,58,6.5,9.9,3,32,10.7,0,1,0,10.1,101.3
52,Josh Gordon,NE,WR,8,52,27,51.9,494,3,55,9.5,18.3,0,0,0,0,0,0,12.6,100.4
53,Amari Cooper,DAL,WR,9,54,36,66.7,449,2,36,8.3,12.5,1,9,9,0,0,0,11.1,99.8
54,Albert Wilson,MIA,WR,7,35,26,74.3,391,4,75,11.2,15,8,16,2,0,0,0,14.3,99.78
55,Anthony Miller,CHI,WR,9,44,26,59.1,357,5,55,8.1,13.7,3,15,5,0,0,0,10.7,96.2
56,Mike Williams,LAC,WR,10,35,20,57.1,394,5,55,11.3,19.7,4,16,4,0,0,0,9.1,91
57,Tre'Quan Smith,NO,WR,10,33,22,66.7,371,4,62,11.2,16.9,0,0,0,0,0,0,8.9,89.1
58,Zay Jones,BUF,WR,10,59,37,62.7,392,2,57,6.6,10.6,1,0,0,0,1,0,8.8,88.2
59,Jordy Nelson,OAK,WR,9,39,25,64.1,353,3,66,9.1,14.1,0,0,0,0,1,0,9.3,83.3
60,Marquez Valdes-Scantling,GB,WR,10,42,24,57.1,410,2,60,9.8,17.1,0,0,0,0,0,0,8.3,83
61,Courtland Sutton,DEN,WR,10,48,23,47.9,459,2,42,9.6,20,0,0,0,0,0,0,8.1,80.9
62,Kenny Stills,MIA,WR,9,33,19,57.6,326,4,75,9.9,17.2,0,0,0,0,0,0,9,80.6
63,Marquise Goodwin,SF,WR,8,32,17,53.1,339,4,67,10.6,19.9,4,9,2.2,0,0,0,9.8,78.8
64,Chester Rogers,IND,WR,10,50,34,68,304,1,29,6.1,8.9,1,-4,-4,0,0,0,7.4,74
65,Robby Anderson,NYJ,WR,8,42,21,50,346,3,76,8.2,16.5,2,-8,-4,0,2,2,9.2,73.8
66,David Moore,SEA,WR,10,32,18,56.2,310,4,45,9.7,17.2,1,5,5,0,2,0,7.4,73.5
66,Keelan Cole,JAX,WR,10,49,29,59.2,375,1,32,7.7,12.9,0,0,0,0,2,2,7.4,73.5
68,Antonio Callaway,CLE,WR,10,51,26,51,326,2,59,6.4,12.5,2,7,3.5,0,0,0,7.3,73.3
69,Jakeem Grant,MIA,WR,10,34,21,61.8,268,2,52,7.9,12.8,1,5,5,0,0,0,7.2,72.3
70,Doug Baldwin,SEA,WR,8,39,30,76.9,327,1,42,8.4,10.9,0,0,0,0,0,0,8.6,68.7
71,Quincy Enunwa,NYJ,WR,8,55,29,52.7,345,1,42,6.3,11.9,1,0,0,0,2,1,8.6,68.5
72,Chris Hogan,NE,WR,10,36,23,63.9,333,2,42,9.2,14.5,0,0,0,0,0,0,6.8,68.3
73,Curtis Samuel,CAR,WR,7,23,17,73.9,179,3,25,7.8,10.5,4,43,10.8,2,1,1,9.7,68.2
74,Chris Conley,KC,WR,11,31,22,71,223,4,27,7.2,10.1,0,0,0,0,1,1,6.1,67.3
75,Josh Doctson,WAS,WR,9,47,26,55.3,268,2,24,5.7,10.3,0,0,0,0,0,0,7.2,64.8
76,Tajae Sharpe,TEN,WR,10,35,22,62.9,259,2,19,7.4,11.8,1,16,16,0,0,0,6.4,64.5
77,Ryan Grant,IND,WR,8,40,29,72.5,291,1,23,7.3,10,0,0,0,0,0,0,8,64.1
78,Kendrick Bourne,SF,WR,10,37,23,62.2,230,3,27,6.2,10,0,0,0,0,0,0,6.4,64
79,Seth Roberts,OAK,WR,9,37,25,67.6,265,2,31,7.2,10.6,0,0,0,0,0,0,7.1,63.5
80,Geronimo Allison,GB,WR,5,30,20,66.7,303,2,64,10.1,15.2,0,0,0,0,1,0,12.5,62.3
80,Keke Coutee,HOU,WR,5,39,26,66.7,273,1,40,7,10.5,3,0,0,0,0,0,12.5,62.3
82,Cordarrelle Patterson,NE,WR,10,16,12,75,121,2,55,7.6,10.1,32,146,4.6,1,1,1,6.2,61.7
83,Phillip Dorsett,NE,WR,10,35,25,71.4,246,2,20,7,9.8,0,0,0,0,0,0,6.2,61.6
84,Rashard Higgins,CLE,WR,7,28,20,71.4,291,2,38,10.4,14.6,0,0,0,0,1,0,8.7,61.1
85,Maurice Harris,WAS,WR,8,38,27,71.1,291,0,42,7.7,10.8,2,10,5,0,0,0,7.5,60.1
86,Laquon Treadwell,MIN,WR,10,42,28,66.7,260,1,22,6.2,9.3,0,0,0,0,0,0,6,60
87,Randall Cobb,GB,WR,5,38,26,68.4,258,1,75,6.8,9.9,0,0,0,0,2,1,12,59.8
88,Paul Richardson,WAS,WR,7,35,20,57.1,262,2,46,7.5,13.1,2,9,4.5,0,0,0,8.4,59.1
89,Pierre Garcon,SF,WR,8,45,24,53.3,286,1,25,6.4,11.9,0,0,0,0,0,0,7.3,58.6
89,Jarius Wright,CAR,WR,10,33,24,72.7,232,1,28,7,9.7,1,34,34,0,1,0,5.9,58.6
91,Kelvin Benjamin,BUF,WR,10,56,20,35.7,302,1,40,5.4,15.1,0,0,0,0,0,0,5.6,56.2
92,Terrelle Pryor,BUF,WR,8,30,16,53.3,252,2,44,8.4,15.8,1,-1,-1,0,0,0,6.6,53.1
93,Michael Gallup,DAL,WR,10,36,16,44.4,285,1,49,7.9,17.8,0,0,0,0,0,0,5,50.5
94,Allen Hurns,DAL,WR,10,31,16,51.6,221,2,33,7.1,13.8,0,0,0,0,1,0,5,50.1
95,Jordan Matthews,PHI,WR,8,21,16,76.2,277,1,56,13.2,17.3,0,0,0,0,0,0,6.2,49.7
96,Josh Reynolds,LAR,WR,11,20,13,65,178,3,27,8.9,13.7,2,8,4,0,0,0,4.5,49.6
97,John Ross,CIN,WR,7,29,11,37.9,145,4,39,5,13.2,1,-3,-3,0,0,0,7,49.2
98,Taywan Taylor,TEN,WR,8,30,21,70,214,1,19,7.1,10.2,0,0,0,0,1,1,5.9,47.4
99,Torrey Smith,CAR,WR,6,27,16,59.3,171,2,35,6.3,10.7,0,0,0,0,0,0,7.8,47.1
99,Jermaine Kearse,NYJ,WR,9,53,24,45.3,231,0,22,4.4,9.6,0,0,0,0,0,0,5.2,47.1
101,Aldrick Robinson,MIN,WR,8,15,9,60,139,4,34,9.3,15.4,0,0,0,0,0,0,5.9,46.9
101,Martavis Bryant,OAK,WR,8,27,19,70.4,266,0,47,9.9,14,3,23,7.7,0,1,1,5.9,46.9
103,Ryan Switzer,PIT,WR,10,25,21,84,147,1,18,5.9,7,4,14,3.5,0,0,0,4.3,43.1
104,Ted Ginn,NO,WR,4,22,12,54.5,135,2,42,6.1,11.2,3,26,8.7,0,1,1,10.3,41.1
105,Trent Taylor,SF,WR,8,29,19,65.5,150,1,16,5.2,7.9,0,0,0,0,1,0,5,40
106,Devante Parker,MIA,WR,5,26,14,53.8,225,0,46,8.7,16.1,0,0,0,0,0,0,7.9,39.5
107,Tavon Austin,DAL,WR,6,10,7,70,130,2,64,13,18.6,6,55,9.2,0,0,0,6.2,37.5
107,Brandon LaFell,OAK,WR,6,16,12,75,135,2,24,8.4,11.2,0,0,0,0,0,0,6.2,37.5
109,Jamison Crowder,WAS,WR,4,20,13,65,134,1,24,6.7,10.3,3,35,11.7,0,0,0,9,35.9
109,Zach Pascal,IND,WR,10,29,16,55.2,131,1,18,4.5,8.2,1,8,8,0,0,0,3.6,35.9
111,Bruce Ellington,DET,WR,4,21,14,66.7,144,1,23,6.9,10.3,0,0,0,0,0,0,8.6,34.4
112,Jaron Brown,SEA,WR,9,12,8,66.7,83,3,19,6.9,10.4,0,0,0,0,0,0,3.8,34.3
113,Dontrelle Inman,IND,WR,4,17,14,82.4,127,1,16,7.5,9.1,0,0,0,0,0,0,8.2,32.7
114,Brandon Marshall,NO,WR,7,23,11,47.8,136,1,27,5.9,12.4,0,0,0,0,0,0,4.4,30.6
