Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
1,Jordan Franks,CIN,TE,2,4,2,3.3,0,50,50,50,5.7,142.5
2,Erik Swoope,IND,TE,5,55,11,9.9,0,14.5,12.7,14.5,33.3,60.5
3,Matt Lengel,CIN,TE,3,22,7.3,12.3,0,13.6,9.1,13.6,8.8,40
4,Seth DeValve,CLE,TE,7,39,5.6,7.8,0,10.3,7.7,10.3,14.4,36.9
5,Eric Ebron,IND,TE,10,385,38.5,54.6,0.5,16.9,10.9,17.7,148.4,38.5
6,Will Dissly,SEA,TE,4,127,31.8,49.2,0,11,6.3,11,38.6,30.4
7,Gerald Everett,LAR,TE,11,190,17.3,25.3,0,14.2,9.5,14.2,59,31.1
8,Ed Dickson,SEA,TE,4,99,24.8,35.1,0,5.1,4,5.1,25.3,25.6
9,Anthony Firkser,TEN,TE,4,38,9.5,16.5,0,15.8,15.8,15.8,14,36.8
10,Michael Roberts,DET,TE,6,127,21.2,26.3,0,9.4,4.7,9.4,32.4,25.5
11,OJ Howard,TB,TE,10,436,43.6,60.8,0,11,7.8,11,120.5,27.6
12,Travis Kelce,KC,TE,11,680,61.8,95.1,0,14.9,9.9,14.9,212.4,31.2
13,Antonio Gates,LAC,TE,10,195,19.5,31.9,0,15.4,9.2,15.4,54.1,27.7
14,Tyler Eifert,CIN,TE,4,132,33,49.1,0,14.4,11.4,14.4,38.9,29.5
15,Mo Alie-Cox,IND,TE,6,131,21.8,31.2,0,8.4,4.6,8.4,29.2,22.3
16,George Kittle,SF,TE,10,561,56.1,84.4,0,12.7,8.9,12.7,153.5,27.4
17,Zach Ertz,PHI,TE,10,660,66,96.6,0,15.6,11.7,15.6,199.4,30.2
18,Jared Cook,OAK,TE,10,495,49.5,75.3,0,13.1,9.1,13.1,132.7,26.8
19,Vance McDonald,PIT,TE,9,351,39,56.6,0,12.5,9.4,12.5,94.7,27
20,Chris Herndon IV,NYJ,TE,8,271,33.9,43.5,0,9.6,7,9.6,62.7,23.1
