Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
23,Lamar Miller,HOU,RB,9,145,611,4.2,2,25,16,127,1,1,1,12.5,112.8
24,Alex Collins,BAL,RB,10,114,411,3.6,7,21,15,105,1,3,3,11.2,111.6
25,Nick Chubb,CLE,RB,10,94,579,6.2,5,10,6,48,1,0,0,11.1,110.7
26,Latavius Murray,MIN,RB,10,96,422,4.4,5,22,18,132,0,0,0,10.8,108.4
27,Jalen Richard,OAK,RB,10,29,118,4.1,0,59,51,432,0,1,0,10.6,106
28,Austin Ekeler,LAC,RB,10,65,374,5.8,0,28,22,286,3,1,1,10.5,105
29,Jordan Howard,CHI,RB,10,155,523,3.4,5,17,13,100,0,1,1,10.4,104.3
30,Nyheim Hines,IND,RB,10,60,255,4.2,1,49,38,226,2,1,0,10.4,104.1
31,Marlon Mack,IND,RB,6,94,471,5,4,15,9,73,1,0,0,17.2,103.4
32,Mike Davis,SEA,RB,9,82,372,4.5,3,28,23,134,1,0,0,11.2,100.6
33,Duke Johnson,CLE,RB,10,26,130,5,0,42,33,312,3,1,0,9.9,99.2
34,Chris Carson,SEA,RB,8,128,580,4.5,3,11,8,80,0,2,2,12.4,99
35,Mark Ingram,NO,RB,6,79,388,4.9,4,13,11,120,1,2,1,16.1,96.8
36,LeSean McCoy,BUF,RB,9,111,380,3.4,2,34,24,191,0,0,0,10.7,96.1
37,Javorius Allen,BAL,RB,10,40,108,2.7,3,43,35,196,2,1,1,9.4,94.4
38,Peyton Barber,TB,RB,10,135,543,4,2,18,11,55,1,0,0,9.2,91.8
39,Carlos Hyde,JAX,RB,9,131,442,3.4,5,12,6,29,0,1,0,9.2,83.1
40,Marshawn Lynch,OAK,RB,6,90,376,4.2,3,20,15,84,0,0,0,13.7,82
41,Sony Michel,NE,RB,7,106,453,4.3,4,8,4,31,0,1,1,11.6,81.4
42,Wendell Smallwood,PHI,RB,10,63,257,4.1,1,25,18,173,2,2,1,8,80
43,Frank Gore,MIA,RB,10,117,528,4.5,0,12,9,80,1,0,0,7.9,78.8
44,Derrick Henry,TEN,RB,10,110,404,3.7,4,10,8,54,0,0,0,7.8,78.12
45,Ito Smith,ATL,RB,10,59,199,3.4,4,22,19,126,0,1,0,7.6,75.5
46,Royce Freeman,DEN,RB,8,78,332,4.3,5,7,5,28,0,0,0,8.9,71
47,Theo Riddick,DET,RB,8,9,30,3.3,0,52,41,264,0,0,0,8.8,70.4
48,Giovani Bernard,CIN,RB,6,38,166,4.4,3,28,20,128,0,0,0,11.2,67.4
49,Chris Thompson,WAS,RB,5,26,113,4.3,0,34,28,209,1,0,0,13.2,66.2
50,Leonard Fournette,JAX,RB,4,72,219,3,2,11,11,121,1,0,0,15.8,63
51,Chris Ivory,BUF,RB,9,80,280,3.5,1,19,12,159,0,0,0,6.9,61.9
52,Bilal Powell,NYJ,RB,7,80,343,4.3,0,18,11,110,1,2,1,8.8,61.3
53,Alfred Blue,HOU,RB,10,102,343,3.4,1,15,11,94,0,0,0,6.1,60.7
54,Corey Clement,PHI,RB,8,57,191,3.4,2,20,17,114,0,3,0,7.4,59.5
55,Devontae Booker,DEN,RB,10,25,144,5.8,1,30,23,162,0,1,1,5.9,58.6
56,Kyle Juszczyk,SF,FB,10,6,21,3.5,0,31,23,265,1,1,1,5.7,56.6
57,Rashaad Penny,SEA,RB,10,62,300,4.8,1,12,9,75,0,0,0,5.6,55.5
58,Jamaal Williams,GB,RB,10,74,275,3.7,1,19,10,77,0,0,0,5.3,53.2
59,Doug Martin,OAK,RB,10,76,333,4.4,0,13,11,79,0,1,1,5.1,51.2
60,Jordan Wilkins,IND,RB,10,57,318,5.6,1,11,10,42,0,1,1,5.1,51
61,Alfred Morris,SF,RB,10,93,313,3.4,1,12,6,66,0,2,1,4.9,48.9
61,Spencer Ware,KC,RB,11,22,124,5.6,1,17,14,165,0,0,0,4.4,48.9
63,Ty Montgomery,BAL,RB,8,26,110,4.2,1,23,15,170,0,2,1,6,48
64,Dalvin Cook,MIN,RB,5,55,199,3.6,0,19,16,125,0,2,2,9.3,46.4
65,Jacquizz Rodgers,TB,RB,10,19,54,2.8,0,26,21,177,0,1,1,4.6,46.1
66,LeGarrette Blount,DET,RB,10,78,183,2.3,3,5,5,39,0,1,0,4.5,45.2
67,Kapri Bibbs,WAS,RB,8,17,84,4.9,2,15,10,83,1,0,0,5.6,44.7
68,Jay Ajayi,PHI,RB,4,45,184,4.1,3,6,5,20,0,1,1,11.1,44.4
69,Raheem Mostert,SF,RB,9,34,261,7.7,1,7,6,25,0,1,1,4.4,39.6
70,Malcolm Brown,LAR,RB,11,41,204,5,0,7,5,52,1,0,0,3.5,38.6
71,Josh Adams,PHI,RB,7,34,207,6.1,1,7,4,25,0,0,0,4.7,33.2
72,Marcus Murphy,BUF,RB,7,36,198,5.5,0,18,10,18,0,1,0,4.5,31.6
73,Gus Edwards,BAL,RB,5,32,179,5.6,1,1,1,7,0,0,0,6.1,30.6
74,Chase Edmonds,ARI,RB,10,29,85,2.9,0,15,13,63,0,0,0,2.8,27.8
75,Trenton Cannon,NYJ,RB,10,18,59,3.3,0,15,10,107,0,0,0,2.7,26.6
76,Wayne Gallman,NYG,RB,10,19,62,3.3,0,15,10,86,0,2,1,2.4,23.8
77,CJ Anderson,CAR,RB,9,24,104,4.3,0,3,1,24,1,0,0,2.2,19.8
78,Anthony Sherman,KC,FB,11,0,0,0,0,6,6,77,1,0,0,1.8,19.7
78,Corey Grant,JAX,RB,5,13,40,3.1,0,12,9,67,0,0,0,3.9,19.7
80,Ronald Jones II,TB,RB,4,19,42,2.2,1,7,6,34,0,0,0,4.9,19.6
81,Elijah McGuire,NYJ,RB,2,13,60,4.6,0,11,6,64,0,0,0,9.2,18.4
82,James Develin,NE,RB,10,1,1,1,1,14,8,32,0,0,0,1.7,17.3
83,CJ Ham,MIN,RB,10,4,7,1.8,0,12,8,61,0,0,0,1.5,14.8
84,Rex Burkhead,NE,RB,3,24,86,3.6,0,6,3,31,0,1,0,4.9,14.7
85,Devonta Freeman,ATL,RB,2,14,68,4.9,0,7,5,23,0,0,0,7,14.1
86,Jaylen Samuels,PIT,FB,8,10,26,2.6,0,4,3,22,1,0,0,1.7,13.8
87,Alex Armah,CAR,RB,10,7,14,2,2,0,0,0,0,0,0,1.3,13.4
88,Rod Smith,DAL,RB,10,18,49,2.7,0,7,5,30,0,0,0,1.3,12.9
89,Zach Line,NO,FB,10,3,12,4,0,8,4,13,1,0,0,1.2,12.5
90,Mark Walton,CIN,RB,8,13,24,1.8,0,8,5,41,0,0,0,1.4,11.5
91,Andy Janovich,DEN,FB,10,1,2,2,0,5,4,64,0,0,0,1.1,10.6
92,Kenneth Dixon,BAL,RB,1,13,44,3.4,1,0,0,0,0,0,0,10.4,10.4
93,Stevan Ridley,PIT,RB,7,18,56,3.1,0,4,3,18,0,1,1,1.3,9.4
94,Darren Sproles,PHI,RB,1,5,10,2,0,7,4,22,0,0,0,7.2,7.2
95,Kenjon Barner,CAR,RB,5,19,71,3.7,0,0,0,0,0,0,0,1.4,7.1
95,Roc Thomas,MIN,RB,5,8,30,3.8,0,4,2,21,0,0,0,1.4,7.1
97,Deandre Washington,OAK,RB,4,18,70,3.9,0,0,0,0,0,0,0,1.8,7
98,Mike Boone,MIN,RB,7,11,47,4.3,0,3,2,1,0,0,0,1,6.8
99,Roosevelt Nix,PIT,RB,10,0,0,0,0,4,3,36,0,0,0,0.7,6.6
100,Tyler Ervin,HOU,RB,9,0,0,0,0,4,3,35,0,1,0,0.7,6.5
101,Shaun Wilson,TB,RB,5,6,29,4.8,0,5,3,5,0,0,0,1.3,6.4
102,Keith Smith,OAK,FB,10,1,0,0,0,5,4,22,0,0,0,0.6,6.2
103,Kalen Ballage,MIA,RB,6,4,8,2,0,3,3,23,0,0,0,1,6.1
104,Samaje Perine,WAS,RB,4,5,25,5,0,4,3,5,0,0,0,1.5,6
105,Elijhaa Penny,NYG,RB,6,1,2,2,0,4,4,16,0,0,0,1,5.8
106,Mike Gillislee,NO,RB,4,16,43,2.7,0,1,1,9,0,1,1,1.3,5.2
107,Damien Williams,KC,RB,9,3,1,0.3,0,3,3,18,0,0,0,0.5,4.9
107,CJ Prosise,SEA,RB,5,1,-3,-3,0,3,3,22,0,0,0,1,4.9
107,Ameer Abdullah,MIN,RB,4,1,1,1,0,3,3,28,0,1,1,1.2,4.9
110,Dwayne Washington,NO,RB,4,16,46,2.9,0,0,0,0,0,0,0,1.2,4.6
110,Justin Jackson,LAC,RB,3,5,7,1.4,0,2,2,19,0,0,0,1.5,4.6
112,Tommy Bohanon,JAX,FB,10,0,0,0,0,5,3,15,0,0,0,0.4,4.5
113,Patrick DiMarco,BUF,FB,10,0,0,0,0,2,2,24,0,0,0,0.4,4.4
114,Jeremy Hill,NE,RB,1,4,25,6.2,0,1,1,6,0,0,0,4.1,4.1
114,De'Lance Turner,BAL,RB,4,1,4,4,0,2,2,17,0,0,0,1,4.1
116,Derrick Coleman,ARI,FB,10,2,3,1.5,0,2,2,17,0,0,0,0.4,4
116,Dontrell Hilliard,CLE,RB,5,0,0,0,0,3,2,30,0,0,0,0.8,4
118,TJ Logan,ARI,RB,4,0,0,0,0,2,2,14,0,0,0,0.8,3.4
118,Jamaal Charles,JAX,RB,2,6,7,1.2,0,3,2,7,0,0,0,1.7,3.4
120,Benjamin Cunningham,CHI,RB,10,4,8,2,0,2,1,9,0,0,0,0.3,2.7
120,Ricky Ortiz,ATL,RB,8,0,0,0,0,3,2,7,0,0,0,0.3,2.7
122,Tre Madden,SEA,RB,10,3,3,1,0,2,1,7,0,0,0,0.2,2
123,Jonathan Stewart,NYG,RB,3,6,17,2.8,0,0,0,0,0,0,0,0.6,1.7
124,David Fluellen,TEN,RB,7,4,16,4,0,0,0,0,0,0,0,0.2,1.6
124,Alan Cross,TB,FB,10,0,0,0,0,4,1,6,0,0,0,0.2,1.6
124,Michael Burton,CHI,FB,5,0,0,0,0,1,1,6,0,0,0,0.3,1.6
127,Brandon Wilds,JAX,RB,3,6,15,2.5,0,0,0,0,0,0,0,0.5,1.5
128,Taquan Mizzell,CHI,RB,3,2,-1,-0.5,0,2,1,5,0,0,0,0.5,1.4
129,Jamize Olawale,DAL,FB,10,0,0,0,0,1,1,3,0,0,0,0.1,1.3
129,Robert Turbin,IND,RB,2,4,10,2.5,0,2,1,3,0,1,1,0.6,1.3
131,Zach Zenner,DET,RB,2,1,12,12,0,0,0,0,0,0,0,0.6,1.2
132,Jonathan Williams,NO,RB,3,3,0,0,0,1,1,1,0,0,0,0.4,1.1
133,Christine Michael,IND,RB,1,2,9,4.5,0,0,0,0,0,0,0,0.9,0.9
134,Rob Kelley,WAS,RB,2,4,8,2,0,0,0,0,0,0,0,0.4,0.8
135,Byron Marshall,WAS,RB,1,2,5,2.5,0,1,0,0,0,0,0,0.5,0.5
135,Nick Bellore,DET,RB,10,1,0,0,0,1,1,-5,0,0,0,0,0.5
137,Jeremy McNichols,IND,RB,1,2,4,2,0,0,0,0,0,0,0,0.4,0.4
138,Derek Watt,LAC,FB,10,3,3,1,0,0,0,0,0,0,0,0,0.3
139,David Williams,JAX,RB,1,1,2,2,0,0,0,0,0,0,0,0.2,0.2
140,Cameron Artis-Payne,CAR,RB,3,1,1,1,0,0,0,0,0,0,0,0,0.1
141,Taiwan Jones,BUF,RB,6,0,0,0,0,2,0,0,0,0,0,0,0
141,Brandon Bolden,MIA,RB,10,0,0,0,0,0,0,0,0,0,0,0,0
141,Senorise Perry,MIA,RB,10,0,0,0,0,0,0,0,0,0,0,0,0
141,Tra Carson,GB,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
141,Patrick Ricard,BAL,FB,9,0,0,0,0,0,0,0,0,0,0,0,0
141,Shane Smith,NYG,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
141,Detrez Newsome,LAC,RB,4,1,0,0,0,0,0,0,0,0,0,0,0
141,Gregory Howell Jr.,HOU,RB,9,0,0,0,0,0,0,0,0,0,0,0,0
141,Darius Jackson,GB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
141,Justin Davis,LAR,RB,8,0,0,0,0,0,0,0,0,0,0,0,0
141,Brian Hill,ATL,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
141,Thomas Rawls,CIN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
141,Dare Ogunbowale,TB,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
