Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Travis Kelce,KC,TE,11,101,67,66.3,914,7,43,9,13.6,0,0,0,0,1,0,19.3,212.4
2,Zach Ertz,PHI,TE,10,103,77,74.8,804,5,34,7.8,10.4,0,0,0,0,0,0,19.9,199.4
3,George Kittle,SF,TE,10,71,50,70.4,775,3,82,10.9,15.5,0,0,0,0,0,0,15.4,153.5
4,Eric Ebron,IND,TE,10,65,39,60,463,9,53,7.1,11.9,2,1,0.5,1,0,0,14.8,148.4
5,Jared Cook,OAK,TE,10,65,45,69.2,577,4,45,8.9,12.8,0,0,0,0,0,0,13.3,132.7
6,OJ Howard,TB,TE,10,48,34,70.8,565,5,75,11.8,16.6,0,0,0,0,0,0,12,120.5
7,Austin Hooper,ATL,TE,10,63,50,79.4,445,3,36,7.1,8.9,0,0,0,0,0,0,11.4,114.5
8,Trey Burton,CHI,TE,10,46,34,73.9,420,5,47,9.1,12.4,1,2,2,0,0,0,11.1,111.2
9,Jordan Reed,WAS,TE,10,70,44,62.9,462,2,34,6.6,10.5,0,0,0,0,1,1,10.1,101.2
10,Vance McDonald,PIT,TE,9,44,33,75,417,3,75,9.5,12.6,0,0,0,0,2,1,10.5,94.7
11,Jimmy Graham,GB,TE,10,57,34,59.6,452,2,54,7.9,13.3,0,0,0,0,0,0,9.4,94.2
12,David Njoku,CLE,TE,10,58,36,62.1,368,2,24,6.3,10.2,0,0,0,0,0,0,8.5,84.8
13,Kyle Rudolph,MIN,TE,10,49,36,73.5,362,2,25,7.4,10.1,0,0,0,0,0,0,8.4,84.2
14,Rob Gronkowski,NE,TE,7,43,29,67.4,448,1,42,10.4,15.4,0,0,0,0,1,1,11.7,81.8
15,Greg Olsen,CAR,TE,7,33,24,72.7,267,4,23,8.1,11.1,0,0,0,0,0,0,10.7,74.7
16,Jesse James,PIT,TE,10,28,22,78.6,344,2,51,12.3,15.6,0,0,0,0,0,0,7.1,71.4
17,Benjamin Watson,NO,TE,10,34,27,79.4,293,2,32,8.6,10.9,0,0,0,0,0,0,6.8,68.3
18,Jeff Heuerman,DEN,TE,10,45,29,64.4,237,2,36,5.3,8.2,0,0,0,0,0,0,6.5,64.7
19,Chris Herndon IV,NYJ,TE,8,26,19,73.1,257,3,32,9.9,13.5,0,0,0,0,1,0,7.8,62.7
20,Evan Engram,NYG,TE,7,33,23,69.7,257,2,54,7.8,11.2,1,10,10,0,0,0,8.8,61.7
21,Mark Andrews,BAL,TE,10,33,22,66.7,263,2,30,8,12,0,0,0,0,0,0,6,60.3
22,CJ Uzomah,CIN,TE,10,32,23,71.9,248,2,29,7.8,10.8,0,0,0,0,0,0,6,59.8
23,Gerald Everett,LAR,TE,11,27,18,66.7,210,3,40,7.8,11.7,0,0,0,0,0,0,5.4,59
24,Ricky Seals-Jones,ARI,TE,10,51,25,49,272,1,40,5.3,10.9,0,0,0,0,0,0,5.8,58.2
25,Geoff Swaim,DAL,TE,9,32,26,81.2,242,1,43,7.6,9.3,0,0,0,0,0,0,6.2,56.2
26,Dallas Goedert,PHI,TE,10,22,18,81.8,188,3,32,8.5,10.4,0,0,0,0,0,0,5.5,54.8
27,Antonio Gates,LAC,TE,10,30,18,60,221,2,27,7.4,12.3,0,0,0,0,0,0,5.4,54.1
28,Nick Vannett,SEA,TE,9,33,21,63.6,203,2,32,6.2,9.7,0,0,0,0,1,0,5.9,53.3
29,Cameron Brate,TB,TE,10,26,17,65.4,159,3,21,6.1,9.4,0,0,0,0,1,1,5,49.9
29,Jack Doyle,IND,TE,5,29,22,75.9,229,1,20,7.9,10.4,0,0,0,0,1,1,10,49.9
31,Tyler Higbee,LAR,TE,11,25,17,68,198,2,33,7.9,11.6,0,0,0,0,1,0,4.4,48.8
32,Jonnu Smith,TEN,TE,10,26,16,61.5,166,2,29,6.4,10.4,0,0,0,0,1,0,4.5,44.6
33,Vernon Davis,WAS,TE,10,23,15,65.2,232,1,50,10.1,15.5,0,0,0,0,0,0,4.4,44.2
34,Jordan Thomas,HOU,TE,10,15,10,66.7,138,3,39,9.2,13.8,0,0,0,0,0,0,4.2,41.8
35,Virgil Green,LAC,TE,10,20,15,75,189,1,26,9.4,12.6,0,0,0,0,0,0,4,39.9
36,Tyler Eifert,CIN,TE,4,19,15,78.9,179,1,29,9.4,11.9,0,0,0,0,0,0,9.7,38.9
37,Will Dissly,SEA,TE,4,14,8,57.1,156,2,66,11.1,19.5,0,0,0,0,0,0,9.6,38.6
38,Jason Croom,BUF,TE,10,21,13,61.9,131,1,26,6.2,10.1,0,0,0,1,1,1,3.7,37.1
39,Rhett Ellison,NYG,TE,9,19,15,78.9,135,1,17,7.1,9,0,0,0,0,0,0,4.1,36.5
40,Nick Boyle,BAL,TE,10,31,18,58.1,172,0,25,5.5,9.6,0,0,0,0,0,0,3.5,35.2
41,Charles Clay,BUF,TE,9,31,19,61.3,169,0,21,5.5,8.9,0,0,0,0,1,1,3.9,34.9
42,Josh Hill,NO,TE,10,16,12,75,160,1,23,10,13.3,0,0,0,0,0,0,3.4,34
43,Erik Swoope,IND,TE,5,8,7,87.5,83,3,26,10.4,11.9,0,0,0,0,0,0,6.7,33.3
44,Michael Roberts,DET,TE,6,12,6,50,84,3,29,7,14,0,0,0,0,0,0,5.4,32.4
45,Mike Gesicki,MIA,TE,10,24,17,70.8,151,0,27,6.3,8.9,0,0,0,0,0,0,3.2,32.1
46,James O'Shaughnessy,JAX,TE,8,25,15,60,151,0,17,6,10.1,0,0,0,0,0,0,3.8,30.1
47,Mo Alie-Cox,IND,TE,6,11,6,54.5,112,2,34,10.2,18.7,0,0,0,0,0,0,4.9,29.2
48,Demetrius Harris,KC,TE,10,13,6,46.2,97,2,35,7.5,16.2,0,0,0,0,0,0,2.8,27.7
49,Maxx Williams,BAL,TE,7,14,14,100,127,0,25,9.1,9.1,2,8,4,0,0,0,3.9,27.5
50,Lance Kendricks,GB,TE,10,16,11,68.8,103,1,22,6.4,9.4,0,0,0,0,0,0,2.7,27.3
51,Ryan Griffin,HOU,TE,8,27,11,40.7,153,0,32,5.7,13.9,0,0,0,0,0,0,3.3,26.3
52,Austin Seferian-Jenkins,JAX,TE,5,20,11,55,90,1,21,4.5,8.2,0,0,0,0,0,0,5.2,26
53,Luke Stocker,TEN,TE,10,14,10,71.4,95,1,31,6.8,9.5,0,0,0,0,0,0,2.6,25.5
54,Ed Dickson,SEA,TE,4,5,4,80,93,2,42,18.6,23.2,0,0,0,0,0,0,6.3,25.3
55,Matt LaCosse,DEN,TE,10,17,11,64.7,137,0,44,8.1,12.5,0,0,0,0,0,0,2.5,24.7
56,Jordan Akins,HOU,TE,10,16,11,68.8,131,0,28,8.2,11.9,0,0,0,0,0,0,2.4,24.1
57,Darren Fells,CLE,TE,10,7,6,85.7,90,1,49,12.9,15,0,0,0,0,0,0,2.1,21
58,Nick O'Leary,MIA,TE,4,8,7,87.5,77,1,19,9.6,11,0,0,0,0,0,0,5.2,20.7
59,Logan Paulsen,ATL,TE,10,7,7,100,70,1,17,10,10,0,0,0,0,0,0,2,20
60,Ian Thomas,CAR,TE,10,17,11,64.7,87,0,27,5.1,7.9,0,0,0,0,0,0,2,19.7
61,Niles Paul,JAX,TE,6,13,10,76.9,98,0,22,7.5,9.8,1,-3,-3,0,0,0,3.2,19.5
62,Logan Thomas,BUF,TE,8,13,11,84.6,72,0,24,5.5,6.5,0,0,0,0,0,0,2.4,18.8
63,Luke Willson,DET,TE,9,16,11,68.8,75,0,13,4.7,6.8,0,0,0,0,0,0,2.1,18.5
64,Jake Butt,DEN,TE,3,12,8,66.7,85,0,22,7.1,10.6,0,0,0,0,0,0,5.5,16.5
65,Hayden Hurst,BAL,TE,6,10,4,40,57,1,26,5.7,14.2,1,0,0,0,0,0,2.6,15.7
66,Jordan Leggett,NYJ,TE,9,11,6,54.5,35,1,10,3.2,5.8,0,0,0,0,0,0,1.7,15.5
67,Seth DeValve,CLE,TE,7,4,3,75,54,1,26,13.5,18,0,0,0,0,0,0,2.1,14.4
68,Anthony Firkser,TEN,TE,4,6,6,100,80,0,28,13.3,13.3,0,0,0,0,0,0,3.5,14
69,AJ Derby,MIA,TE,4,5,3,60,48,1,19,9.6,16,0,0,0,0,0,0,3.4,13.8
70,Jermaine Gresham,ARI,TE,8,9,7,77.8,76,0,26,8.4,10.9,0,0,0,0,1,1,1.7,13.6
71,Eric Tomlinson,NYJ,TE,10,13,7,53.8,61,0,24,4.7,8.7,0,0,0,0,0,0,1.3,13.1
72,David Grinnage,JAX,TE,3,8,6,75,61,0,24,7.6,10.2,0,0,0,0,0,0,4,12.1
73,Levine Toilolo,DET,TE,10,7,6,85.7,60,0,16,8.6,10,0,0,0,0,0,0,1.2,12
74,Garrett Celek,SF,TE,10,5,3,60,29,1,11,5.8,9.7,0,0,0,0,0,0,1.2,11.9
75,Joshua Perkins,PHI,TE,9,11,5,45.5,67,0,30,6.1,13.4,0,0,0,0,0,0,1.3,11.7
76,Delanie Walker,TEN,TE,1,7,4,57.1,52,0,16,7.4,13,0,0,0,0,0,0,9.2,9.2
76,Jacob Hollister,NE,TE,4,5,4,80,52,0,23,10.4,13,0,0,0,0,0,0,2.3,9.2
78,Matt Lengel,CIN,TE,3,3,2,66.7,8,1,4,2.7,4,0,0,0,0,0,0,2.9,8.8
78,Derek Carrier,OAK,TE,10,10,5,50,38,0,12,3.8,7.6,0,0,0,0,0,0,0.9,8.8
80,Xavier Grimble,PIT,TE,10,5,4,80,47,0,22,9.4,11.8,0,0,0,0,0,0,0.9,8.7
81,David Morgan,MIN,TE,8,6,5,83.3,36,0,13,6,7.2,0,0,0,0,0,0,1.1,8.6
82,Blake Jarwin,DAL,TE,10,8,4,50,42,0,16,5.2,10.5,0,0,0,0,0,0,0.8,8.2
83,Lee Smith,OAK,TE,10,6,5,83.3,29,0,10,4.8,5.8,0,0,0,0,0,0,0.8,7.9
84,Antony Auclair,TB,TE,10,5,5,100,28,0,8,5.6,5.6,0,0,0,0,0,0,0.8,7.8
85,Tyler Kroft,CIN,TE,5,6,4,66.7,36,0,16,6,9,0,0,0,0,0,0,1.5,7.6
86,Blake Bell,JAX,TE,4,5,3,60,40,0,16,8,13.3,0,0,0,0,0,0,1.8,7
87,Rico Gathers,DAL,TE,9,6,2,33.3,46,0,32,7.7,23,0,0,0,0,0,0,0.7,6.6
88,Eric Saubert,ATL,TE,10,6,3,50,33,0,17,5.5,11,0,0,0,0,0,0,0.6,6.3
88,Dalton Schultz,DAL,TE,5,5,3,60,33,0,17,6.6,11,0,0,0,0,0,0,1.3,6.3
90,Jordan Franks,CIN,TE,2,2,2,100,37,0,32,18.5,18.5,0,0,0,0,0,0,2.8,5.7
90,Dwayne Allen,NE,TE,10,4,3,75,27,0,21,6.8,9,0,0,0,0,0,0,0.6,5.7
92,Marcedes Lewis,GB,TE,10,3,2,66.7,35,0,30,11.7,17.5,0,0,0,0,0,0,0.6,5.5
93,Scott Simonson,NYG,TE,10,6,2,33.3,31,0,24,5.2,15.5,0,0,0,0,0,0,0.5,5.1
