Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
53,Kenyan Drake,MIA,RB,10,358,35.8,59.3,22.6,13.7,31.8,36.3,123,34.4
54,Giovani Bernard,CIN,RB,6,192,32,44.4,19.8,14.6,30.2,34.4,67.4,35.1
55,Wendell Smallwood,PHI,RB,10,254,25.4,37.2,24.8,9.8,31.9,34.6,80,31.5
55,Zach Zenner,DET,RB,2,5,2.5,3.5,20,0,20,20,1.2,24
57,Latavius Murray,MIN,RB,10,367,36.7,54.4,26.2,6,31.1,32.2,108.4,29.5
57,Bilal Powell,NYJ,RB,7,207,29.6,41.3,38.6,8.7,44,47.3,61.3,29.6
59,Chris Ivory,BUF,RB,9,211,23.4,31.9,37.9,9,43.6,46.9,61.9,29.3
60,Jordan Wilkins,IND,RB,10,170,17,24.1,33.5,6.5,39.4,40,51,30
61,Corey Clement,PHI,RB,8,187,23.4,30.9,30.5,10.7,39.6,41.2,59.5,31.8
62,Jordan Howard,CHI,RB,10,401,40.1,59.8,38.7,4.2,41.9,42.9,104.3,26
63,Spencer Ware,KC,RB,11,157,14.3,22,14,10.8,22.9,24.8,48.9,31.1
64,Chris Thompson,WAS,RB,5,174,34.8,28.8,14.9,19.5,31,34.5,66.2,38
65,Lamar Miller,HOU,RB,9,412,45.8,60.1,35.2,6.1,39.1,41.3,112.8,27.4
65,Jalen Richard,OAK,RB,10,252,25.2,38.4,11.5,23.4,31.7,34.9,106,42.1
67,Justin Jackson,LAC,RB,3,12,4,7.5,41.7,16.7,58.3,58.3,4.6,38.3
68,Duke Johnson,CLE,RB,10,308,30.8,42.5,8.4,13.6,19.2,22.1,99.2,32.2
69,LeSean McCoy,BUF,RB,9,327,36.3,55,33.9,10.4,41.3,44.3,96.1,29.4
70,Dwayne Washington,NO,RB,4,22,5.5,7.7,72.7,0,72.7,72.7,4.6,20.9
71,Alfred Morris,SF,RB,10,202,20.2,30.4,46,5.9,49,52,48.9,24.2
72,Ty Montgomery,BAL,RB,8,159,19.9,25.4,16.4,14.5,25.8,30.8,48,30.2
73,Jeremy McNichols,IND,RB,1,2,2,2.2,100,0,100,100,0.4,20
74,Nyheim Hines,IND,RB,10,333,33.3,47.2,18,14.7,29.4,32.7,104.1,31.3
74,Rex Burkhead,NE,RB,3,59,19.7,32.1,40.7,10.2,45.8,50.8,14.7,24.9
76,Peyton Barber,TB,RB,10,394,39.4,55,34.3,4.6,37.1,38.8,91.8,23.3
77,Kalen Ballage,MIA,RB,6,16,2.7,4.4,25,18.8,43.8,43.8,6.1,38.1
78,Javorius Allen,BAL,RB,10,307,30.7,40.8,13,14,24.4,27,94.4,30.7
79,Dion Lewis,TEN,RB,10,423,42.3,67.4,28.8,9.7,37.4,38.5,116.8,27.6
79,Trenton Cannon,NYJ,RB,10,88,8.8,14.1,20.5,17,31.8,37.5,26.6,30.2
79,Ronald Jones II,TB,RB,4,72,18,13.9,26.4,9.7,34.7,36.1,19.6,27.2
82,Anthony Sherman,KC,FB,11,75,6.8,10.5,0,8,8,8,19.7,26.3
83,Elijah McGuire,NYJ,RB,2,68,34,55.7,19.1,16.2,27.9,35.3,18.4,27.1
84,Alfred Blue,HOU,RB,10,283,28.3,41.3,36,5.3,39.9,41.3,60.7,21.4
84,Roc Thomas,MIN,RB,5,29,5.8,6.2,27.6,13.8,34.5,41.4,7.1,24.5
86,Deandre Washington,OAK,RB,4,41,10.2,13.1,43.9,0,43.9,43.9,7,17.1
87,Kenjon Barner,CAR,RB,5,42,8.4,7.5,45.2,0,45.2,45.2,7.1,16.9
88,Devontae Booker,DEN,RB,10,206,20.6,31,12.1,14.6,23.3,26.7,58.6,28.4
89,Marcus Murphy,BUF,RB,7,129,18.4,27,27.9,14,35.7,41.9,31.6,24.5
89,Brandon Wilds,JAX,RB,3,9,3,3.5,66.7,0,66.7,66.7,1.5,16.7
91,Alex Armah,CAR,RB,10,81,8.1,12.8,8.6,0,8.6,8.6,13.4,16.5
91,Corey Grant,JAX,RB,5,65,13,18.5,20,18.5,33.8,38.5,19.7,30.3
93,Jamaal Williams,GB,RB,10,264,26.4,39.6,28,7.2,31.8,35.2,53.2,20.2
94,Wayne Gallman,NYG,RB,10,79,7.9,12.5,24.1,19,36.7,43,23.8,30.1
95,Shaun Wilson,TB,RB,5,22,4.4,4.5,27.3,22.7,40.9,50,6.4,29.1
96,Devonta Freeman,ATL,RB,2,67,33.5,32.7,20.9,10.4,28.4,31.3,14.1,21
97,Dalvin Cook,MIN,RB,5,212,42.4,52.1,25.9,9,33.5,34.9,46.4,21.9
98,Chase Edmonds,ARI,RB,10,112,11.2,19.4,25.9,13.4,37.5,39.3,27.8,24.8
99,Stevan Ridley,PIT,RB,7,42,6,6,42.9,9.5,50,52.4,9.4,22.4
100,Mike Gillislee,NO,RB,4,25,6.2,7.2,64,4,68,68,5.2,20.8
101,Mike Boone,MIN,RB,7,39,5.6,7.3,28.2,7.7,33.3,35.9,6.8,17.4
102,Theo Riddick,DET,RB,8,245,30.6,40.2,3.7,21.2,20.4,24.9,70.4,28.7
102,Samaje Perine,WAS,RB,4,25,6.2,5.4,20,16,32,36,6,24
104,Rod Smith,DAL,RB,10,67,6.7,10.5,26.9,10.4,34.3,37.3,12.9,19.3
105,Darren Sproles,PHI,RB,1,29,29,8.9,17.2,24.1,31,41.4,7.2,24.8
106,Jonathan Stewart,NYG,RB,3,17,5.7,8.5,35.3,0,35.3,35.3,1.7,10
107,Jacquizz Rodgers,TB,RB,10,218,21.8,30.4,8.7,11.9,18.3,20.6,46.1,21.1
108,Rob Kelley,WAS,RB,2,9,4.5,5.9,44.4,0,44.4,44.4,0.8,8.9
109,Kyle Juszczyk,SF,FB,10,424,42.4,63.8,1.4,7.3,6.8,8.7,56.6,13.3
110,Ameer Abdullah,MIN,RB,4,12,3,3.7,8.3,25,33.3,33.3,4.9,40.8
111,CJ Ham,MIN,RB,10,96,9.6,14.2,4.2,12.5,12.5,16.7,14.8,15.4
111,Mark Walton,CIN,RB,8,92,11.5,19.1,14.1,8.7,19.6,22.8,11.5,12.5
113,Jamaal Charles,JAX,RB,2,20,10,6.2,30,15,40,45,3.4,17
114,CJ Prosise,SEA,RB,5,30,6,6.4,3.3,10,13.3,13.3,4.9,16.3
114,Benjamin Cunningham,CHI,RB,10,27,2.7,4,14.8,7.4,18.5,22.2,2.7,10
116,Damien Williams,KC,RB,9,32,3.6,4.5,9.4,9.4,18.8,18.8,4.9,15.3
117,Zach Line,NO,FB,10,153,15.3,22.3,2,5.2,4.6,7.2,12.5,8.2
118,Elijhaa Penny,NYG,RB,6,34,5.7,10.9,2.9,11.8,14.7,14.7,5.8,17.1
119,Andy Janovich,DEN,FB,10,143,14.3,21.5,0.7,3.5,3.5,4.2,10.6,7.4
120,Roosevelt Nix,PIT,RB,10,80,8,11.4,0,5,3.8,5,6.6,8.2
120,Tyler Ervin,HOU,RB,9,77,8.6,12.4,0,5.2,3.9,5.2,6.5,8.4
122,James Develin,NE,RB,10,214,21.4,31.1,0.5,6.5,4.2,7,17.3,8.1
122,Derrick Coleman,ARI,FB,10,46,4.6,8,4.3,4.3,8.7,8.7,4,8.7
124,Dontrell Hilliard,CLE,RB,5,28,5.6,8.4,0,10.7,10.7,14.3,4,14.3
125,David Williams,JAX,RB,1,6,6,8.8,16.7,0,16.7,16.7,0.2,3.3
125,Cameron Artis-Payne,CAR,RB,3,3,1,0.8,33.3,0,33.3,33.3,0.1,3.3
127,Byron Marshall,WAS,RB,1,17,17,22.7,11.8,5.9,11.8,17.6,0.5,2.9
128,Patrick DiMarco,BUF,FB,10,86,8.6,13,0,2.3,2.3,2.3,4.4,5.1
129,Taquan Mizzell,CHI,RB,3,16,5.3,8.8,12.5,12.5,18.8,25,1.4,8.8
130,Keith Smith,OAK,FB,10,105,10.5,16,1,4.8,4.8,5.7,6.2,5.9
131,Michael Burton,CHI,FB,5,32,6.4,7.1,0,3.1,3.1,3.1,1.6,5
132,Tre Madden,SEA,RB,10,56,5.6,8.4,5.4,3.6,7.1,8.9,2,3.6
133,Tommy Bohanon,JAX,FB,10,95,9.5,14.1,0,5.3,3.2,5.3,4.5,4.7
134,Alan Cross,TB,FB,10,61,6.1,8.5,0,6.6,1.6,6.6,1.6,2.6
135,Ricky Ortiz,ATL,RB,8,88,11,13.1,0,3.4,2.3,3.4,2.7,3.1
136,Jonathan Williams,NO,RB,3,18,6,6.5,16.7,5.6,22.2,22.2,1.1,6.1
137,Jamize Olawale,DAL,FB,10,62,6.2,9.7,0,1.6,1.6,1.6,1.3,2.1
138,Derek Watt,LAC,FB,10,92,9.2,15.1,3.3,0,3.3,3.3,0.3,0.3
139,Taiwan Jones,BUF,RB,6,2,0.3,0.3,0,100,0,100,0,0
139,Brandon Bolden,MIA,RB,10,0,0,0,0,0,0,0,0,0
139,Senorise Perry,MIA,RB,10,0,0,0,0,0,0,0,0,0
139,Tra Carson,GB,RB,5,5,1,1.1,0,0,0,0,0,0
139,Patrick Ricard,BAL,FB,9,80,8.9,11.8,0,0,0,0,0,0
139,Shane Smith,NYG,FB,2,9,4.5,6.5,0,0,0,0,0,0
139,Detrez Newsome,LAC,RB,4,3,0.8,1.3,33.3,0,33.3,33.3,0,0
139,Gregory Howell Jr.,HOU,RB,9,0,0,0,0,0,0,0,0,0
139,Darius Jackson,GB,RB,2,0,0,0,0,0,0,0,0,0
139,Justin Davis,LAR,RB,8,0,0,0,0,0,0,0,0,0
139,Brian Hill,ATL,RB,4,0,0,0,0,0,0,0,0,0
139,Thomas Rawls,CIN,RB,1,2,2,1.7,0,0,0,0,0,0
139,Dare Ogunbowale,TB,RB,1,0,0,0,0,0,0,0,0,0
152,Nick Bellore,DET,RB,10,78,7.8,11.6,1.3,1.3,2.6,2.6,0.5,0.6
153,Robert Turbin,IND,RB,2,22,11,6.3,18.2,9.1,22.7,27.3,1.3,5.9
