Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
1,Nick Chubb,CLE,RB,10,188,18.8,26,50,5.3,53.2,55.3,110.7,58.9
2,Kenneth Dixon,BAL,RB,1,22,22,27.5,59.1,0,59.1,59.1,10.4,47.3
3,Alvin Kamara,NO,RB,10,456,45.6,66.6,29.8,15.8,42.1,45.6,271.7,59.6
4,Sony Michel,NE,RB,7,157,22.4,25.6,67.5,5.1,70.1,72.6,81.4,51.8
5,Melvin Gordon,LAC,RB,9,424,47.1,74.8,33.7,13.7,43.6,47.4,242.9,57.3
6,Marlon Mack,IND,RB,6,199,33.2,50.9,47.2,7.5,51.8,54.8,103.4,52
7,Leonard Fournette,JAX,RB,4,118,29.5,34,61,9.3,70.3,70.3,63,53.4
8,Phillip Lindsay,DEN,RB,10,284,28.4,42.7,42.6,10.9,51.1,53.5,148.7,52.4
9,Mark Ingram,NO,RB,6,189,31.5,46.6,41.8,6.9,47.6,48.7,96.8,51.2
10,Aaron Jones,GB,RB,8,248,31,46.9,33.9,9.3,40.3,43.1,121.5,49
11,Kareem Hunt,KC,RB,11,505,45.9,70.6,35.8,6.9,41,42.8,236.2,46.8
12,Todd Gurley,LAR,RB,11,635,57.7,84.6,33.1,8.8,39.8,41.9,313.4,49.4
13,Isaiah Crowell,NYJ,RB,10,258,25.8,41.4,44.2,7,49.2,51.2,121.3,47
14,Matt Breida,SF,RB,10,270,27,40.6,41.9,6.7,47.4,48.5,125.6,46.5
15,Adrian Peterson,WAS,RB,10,332,33.2,49.2,51.5,5.4,55.7,56.9,149.1,44.9
16,Royce Freeman,DEN,RB,8,176,22,26.5,44.3,4,47.2,48.3,71,40.3
17,Austin Ekeler,LAC,RB,10,220,22,36,29.5,12.7,39.5,42.3,105,47.7
18,Raheem Mostert,SF,RB,9,89,9.9,15,38.2,7.9,44.9,46.1,39.6,44.5
19,Josh Adams,PHI,RB,7,82,11.7,18.1,41.5,8.5,46.3,50,33.2,40.5
20,Saquon Barkley,NYG,RB,10,537,53.7,85.2,29.4,14.7,41.3,44.1,261.8,48.8
21,CJ Anderson,CAR,RB,9,55,6.1,9.6,43.6,5.5,45.5,49.1,19.8,36
22,Chris Carson,SEA,RB,8,237,29.6,39.6,54,4.6,57.4,58.6,99,41.8
23,Joe Mixon,CIN,RB,8,333,41.6,61.8,38.4,9.9,45.6,48.3,139.1,41.8
24,James White,NE,RB,10,416,41.6,60.4,14.7,21.4,30.5,36.1,205.2,49.3
25,Gus Edwards,BAL,RB,5,80,16,22.8,40,1.2,41.2,41.2,30.6,38.2
26,James Conner,PIT,RB,10,573,57.3,81.4,30.2,10.5,38,40.7,249.7,43.6
27,Derrick Henry,TEN,RB,10,214,21.4,34.1,51.4,4.7,55.6,56.5,78.12,36.5
28,Tarik Cohen,CHI,RB,10,311,31.1,46.3,20.3,17.4,33.1,37.6,143.9,46.3
28,Jaylen Samuels,PIT,FB,8,34,4.2,4.8,29.4,11.8,38.2,41.2,13.8,40.6
30,Jay Ajayi,PHI,RB,4,121,30.2,42,37.2,5,41.3,42.1,44.4,36.7
31,Rashaad Penny,SEA,RB,10,140,14,21.1,44.3,8.6,50.7,52.9,55.5,39.6
32,Kerryon Johnson,DET,RB,10,347,34.7,51.6,34,11.2,43.2,45.2,146.4,42.2
33,Marshawn Lynch,OAK,RB,6,211,35.2,50.4,42.7,9.5,49.8,52.1,82,38.9
34,Alex Collins,BAL,RB,10,311,31.1,41.4,36.7,6.8,41.5,43.4,111.6,35.9
35,Christine Michael,IND,RB,1,3,3,0.8,66.7,0,66.7,66.7,0.9,30
36,Ezekiel Elliott,DAL,RB,10,569,56.9,88.9,33.6,9.8,40.9,43.4,227.4,40
37,Mike Davis,SEA,RB,9,252,28,41.5,32.5,11.1,41.7,43.7,100.6,39.9
38,David Johnson,ARI,RB,10,472,47.2,81.9,35.6,9.7,42.4,45.3,174.8,37
39,Ito Smith,ATL,RB,10,199,19.9,29.5,29.6,11.1,39.2,40.7,75.5,37.9
40,Tevin Coleman,ATL,RB,10,394,39.4,58.5,28.9,8.4,35.5,37.3,140.1,35.6
41,Malcolm Brown,LAR,RB,11,120,10.9,16,34.2,5.8,38.3,40,38.6,32.2
41,TJ Logan,ARI,RB,4,5,1.2,2.1,0,40,40,40,3.4,68
43,Kapri Bibbs,WAS,RB,8,125,15.6,23.9,13.6,12,21.6,25.6,44.7,35.8
44,Carlos Hyde,JAX,RB,9,286,31.8,42.6,45.8,4.2,47.9,50,83.1,29.1
44,LeGarrette Blount,DET,RB,10,149,14.9,22.1,52.3,3.4,55.7,55.7,45.2,30.3
46,David Fluellen,TEN,RB,7,6,0.9,1.2,66.7,0,66.7,66.7,1.6,26.7
47,Frank Gore,MIA,RB,10,251,25.1,41.6,46.6,4.8,50.2,51.4,78.8,31.4
48,De'Lance Turner,BAL,RB,4,8,2,2.5,12.5,25,37.5,37.5,4.1,51.2
49,Christian McCaffrey,CAR,RB,10,612,61.2,96.7,22.2,11.6,32,33.8,225.8,36.9
50,Jeremy Hill,NE,RB,1,12,12,16,33.3,8.3,41.7,41.7,4.1,34.2
51,TJ Yeldon,JAX,RB,10,417,41.7,61.9,21.3,14.9,31.9,36.2,150.5,36.1
52,Doug Martin,OAK,RB,10,157,15.7,23.9,48.4,8.3,55.4,56.7,51.2,32.6
