Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
39,Jonnu Smith,TEN,TE,9,DAL,2,6,2500,2.83
40,AJ Derby,MIA,TE,9,NYJ,20,8,2500,2.81
41,Michael Roberts,DET,TE,9,MIN,11,23,2500,2.7
42,Luke Stocker,TEN,TE,9,DAL,2,6,2500,2.59
43,Adam Shaheen,CHI,TE,9,BUF,10,11,2500,2.53
44,Jason Croom,BUF,TE,9,CHI,8,20,2500,2.5
45,Blake Jarwin,DAL,TE,9,TEN,5,1,2500,2.39
46,Darren Fells,CLE,TE,9,KC,28,28,2500,2.3
47,Lance Kendricks,GB,TE,9,NE,21,27,2500,2.24
48,Rico Gathers,DAL,TE,9,TEN,5,1,2500,2.22
49,Garrett Celek,SF,TE,9,OAK,29,26,2500,2.13
50,Jordan Akins,HOU,TE,9,DEN,19,25,2500,2.09
51,Levine Toilolo,DET,TE,9,MIN,11,23,2500,1.93
52,Seth DeValve,CLE,TE,9,KC,28,28,2600,1.92
53,Ian Thomas,CAR,TE,9,TB,32,31,2500,1.64
54,David Morgan,MIN,TE,9,DET,23,24,2500,1.6
55,Maxx Williams,BAL,TE,9,PIT,24,29,2500,1.57
56,Logan Paulsen,ATL,TE,9,WAS,6,13,2500,1.53
57,Eric Tomlinson,NYJ,TE,9,MIA,25,21,2500,1.43
58,Jordan Leggett,NYJ,TE,9,MIA,25,21,2500,1.42
59,Dalton Schultz,DAL,TE,9,TEN,5,1,2500,1.35
60,Anthony Firkser,TEN,TE,9,DAL,2,6,2500,1.3
61,Logan Thomas,BUF,TE,9,CHI,8,20,2500,1.12
62,Derek Carrier,OAK,TE,9,SF,27,19,2500,1.11
63,Dwayne Allen,NE,TE,9,GB,16,5,2600,0.7
64,Dion Sims,CHI,TE,9,BUF,10,11,2500,0.67
65,Lee Smith,OAK,TE,9,SF,27,19,2500,0.63
66,Xavier Grimble,PIT,TE,9,BAL,1,16,2500,0.61
67,Eric Saubert,ATL,TE,9,WAS,6,13,2500,0.55
68,Antony Auclair,TB,TE,9,CAR,14,32,2500,0.52
69,Tyler Conklin,MIN,TE,9,DET,23,24,2500,0.46
70,Jacob Hollister,NE,TE,9,GB,16,5,2500,0.44
71,Chris Manhertz,CAR,TE,9,TB,32,31,2500,0.42
72,Durham Smythe,MIA,TE,9,NYJ,20,8,2500,0.41
73,Marcedes Lewis,GB,TE,9,NE,21,27,2500,0.4
74,Orson Charles,CLE,TE,9,KC,28,28,2500,0.39
75,Brian Parker,DEN,TE,9,HOU,9,14,2500,0.38
76,Ross Dwelley,SF,TE,9,OAK,29,26,2500,0.31
77,MyCole Pruitt,TEN,TE,9,DAL,2,6,2500,0.3
78,Ben Braunecker,CHI,TE,9,BUF,10,11,2500,0.26
79,Darrell Daniels,SEA,TE,9,LAC,15,15,2500,0.25
80,Jeremy Sprinkle,WAS,TE,9,ATL,30,18,2500,0.24
81,Cole Wick,SF,TE,9,OAK,29,26,null,0
81,Alex Ellis,KC,TE,9,CLE,22,12,null,0
81,MarQueis Gray,MIA,TE,9,NYJ,20,8,null,0
81,Hakeem Valles,DET,TE,9,MIN,11,23,null,0
81,Bucky Hodges,PIT,TE,9,BAL,1,16,null,0
81,Ryan Malleck,PIT,TE,9,BAL,1,16,null,0
81,Jake Butt,DEN,TE,9,HOU,9,14,null,0
81,Troy Fumagalli,DEN,TE,9,HOU,9,14,null,0
81,Jerell Adams,HOU,TE,9,DEN,19,25,null,0
81,Tyrone Swoopes,SEA,TE,9,LAC,15,15,null,0
81,Sean Culkin,LAC,TE,9,SEA,3,2,2500,0
81,Will Dissly,SEA,TE,9,LAC,15,15,2500,0
81,Michael Hoomanawanui,NO,TE,9,LAR,7,17,null,0
81,Garrett Griffin,NO,TE,9,LAR,7,17,null,0
81,Stephen Anderson,NE,TE,9,GB,16,5,null,0
81,Ryan Izzo,NE,TE,9,GB,16,5,null,0
81,Delanie Walker,TEN,TE,9,DAL,2,6,2500,0
