Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
1,Travis Kelce,KC,TE,9,CLE,22,12,6600,16.96
2,Rob Gronkowski,NE,TE,9,GB,16,5,6300,13.9
3,George Kittle,SF,TE,9,OAK,29,26,5600,13.16
4,Jared Cook,OAK,TE,9,SF,27,19,5700,11.92
5,Greg Olsen,CAR,TE,9,TB,32,31,4700,11.34
6,Jimmy Graham,GB,TE,9,NE,21,27,4700,11.03
7,Jordan Reed,WAS,TE,9,ATL,30,18,4800,10.31
8,David Njoku,CLE,TE,9,KC,28,28,4600,9.85
9,Austin Hooper,ATL,TE,9,WAS,6,13,3800,9.74
10,Kyle Rudolph,MIN,TE,9,DET,23,24,3600,9.64
11,Trey Burton,CHI,TE,9,BUF,10,11,4500,9.5
12,OJ Howard,TB,TE,9,CAR,14,32,4300,9.34
13,Benjamin Watson,NO,TE,9,LAR,7,17,3200,8.51
14,Vance McDonald,PIT,TE,9,BAL,1,16,3700,8.28
15,Chris Herndon IV,NYJ,TE,9,MIA,25,21,3000,6.31
16,Charles Clay,BUF,TE,9,CHI,8,20,2700,6.25
17,Nick Vannett,SEA,TE,9,LAC,15,15,2700,5.47
18,Jesse James,PIT,TE,9,BAL,1,16,2700,5.44
19,Jeff Heuerman,DEN,TE,9,HOU,9,14,2600,5.21
20,Ed Dickson,SEA,TE,9,LAC,15,15,3300,5.16
21,Mark Andrews,BAL,TE,9,PIT,24,29,2600,5.07
22,Antonio Gates,LAC,TE,9,SEA,3,2,2700,4.97
23,Geoff Swaim,DAL,TE,9,TEN,5,1,2800,4.85
24,Cameron Brate,TB,TE,9,CAR,14,32,2600,4.8
25,Nick O'Leary,MIA,TE,9,NYJ,20,8,2600,4.73
26,Ryan Griffin,HOU,TE,9,DEN,19,25,2500,4.64
27,Gerald Everett,LAR,TE,9,NO,26,3,2600,4.53
28,Hayden Hurst,BAL,TE,9,PIT,24,29,2600,4.51
29,Vernon Davis,WAS,TE,9,ATL,30,18,2800,4.29
30,Mike Gesicki,MIA,TE,9,NYJ,20,8,2600,4.11
31,Jordan Thomas,HOU,TE,9,DEN,19,25,2900,3.91
32,Nick Boyle,BAL,TE,9,PIT,24,29,2500,3.47
33,Matt LaCosse,DEN,TE,9,HOU,9,14,2500,3.03
34,Tyler Higbee,LAR,TE,9,NO,26,3,2600,3.01
35,Virgil Green,LAC,TE,9,SEA,3,2,2500,2.92
36,Josh Hill,NO,TE,9,LAR,7,17,2600,2.91
37,Luke Willson,DET,TE,9,MIN,11,23,2500,2.89
38,Demetrius Harris,KC,TE,9,CLE,22,12,2500,2.85
