Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
85,Benjamin Cunningham,CHI,RB,9,BUF,10,22,3200,0.42
85,Zach Line,NO,FB,9,LAR,7,9,3000,0.42
87,Gregory Howell Jr.,HOU,RB,9,DEN,19,24,3000,0.41
88,Jaylen Samuels,PIT,FB,9,BAL,1,1,3000,0.4
88,Detrez Newsome,LAC,RB,9,SEA,3,12,3000,0.4
90,Patrick DiMarco,BUF,FB,9,CHI,8,3,3000,0.37
90,Senorise Perry,MIA,RB,9,NYJ,20,19,3000,0.37
90,Roosevelt Nix,PIT,RB,9,BAL,1,1,3000,0.37
93,Justin Davis,LAR,RB,9,NO,26,5,3000,0.36
94,Brian Hill,ATL,RB,9,WAS,6,7,3000,0.34
94,Ricky Ortiz,ATL,RB,9,WAS,6,7,3000,0.34
96,Alex Armah,CAR,RB,9,TB,32,23,3000,0.32
97,David Fluellen,TEN,RB,9,DAL,2,8,3000,0.31
98,Cameron Artis-Payne,CAR,RB,9,TB,32,23,3000,0.26
99,Derek Watt,LAC,FB,9,SEA,3,12,3000,0.23
99,Jamize Olawale,DAL,FB,9,TEN,5,6,3000,0.23
101,Taiwan Jones,BUF,RB,9,CHI,8,3,3000,0.22
102,Michael Burton,CHI,FB,9,BUF,10,22,3000,0.21
102,Tre Madden,SEA,RB,9,LAC,15,16,3000,0.21
104,Samaje Perine,WAS,RB,9,ATL,30,25,3000,0.11
105,Marshawn Lynch,OAK,RB,9,SF,27,21,3000,0
105,Jerick McKinnon,SF,RB,9,OAK,29,30,null,0
105,Chris Warren III,OAK,RB,9,SF,27,21,null,0
105,Matt Dayes,SF,RB,9,OAK,29,30,null,0
105,Taquan Mizzell,CHI,RB,9,BUF,10,22,null,0
105,Darrel Williams,KC,RB,9,CLE,22,27,3000,0
105,Bilal Powell,NYJ,RB,9,MIA,25,29,null,0
105,Nick Bawden,DET,FB,9,MIN,11,13,null,0
105,Mack Brown,WAS,RB,9,ATL,30,25,null,0
105,Devonta Freeman,ATL,RB,9,WAS,6,7,3000,0
105,Byron Marshall,WAS,RB,9,ATL,30,25,3000,0
105,Rob Kelley,WAS,RB,9,ATL,30,25,3000,0
105,Fozzy Whittaker,CAR,RB,9,TB,32,23,null,0
105,Alan Cross,TB,FB,9,CAR,14,11,2500,0
105,Elijah Hood,CAR,RB,9,TB,32,23,3000,0
105,Ronald Jones II,TB,RB,9,CAR,14,11,3400,0
105,Trey Edmunds,PIT,RB,9,BAL,1,1,null,0
105,Le'Veon Bell,PIT,RB,9,BAL,1,1,8000,0
105,Kenneth Dixon,BAL,RB,9,PIT,24,4,3000,0
105,JD McKissic,SEA,RB,9,LAC,15,16,3000,0
105,Daniel Lasco,NO,RB,9,LAR,7,9,null,0
105,John Kelly,LAR,RB,9,NO,26,5,3900,0
105,Rex Burkhead,NE,RB,9,GB,16,18,3500,0
105,Jeremy Hill,NE,RB,9,GB,16,18,null,0
105,Joe Kerridge,GB,FB,9,NE,21,17,null,0
105,Dalyn Dawkins,TEN,RB,9,DAL,2,8,null,0
105,Jalston Fowler,TEN,RB,9,DAL,2,8,null,0
