Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Amari Cooper,DAL,WR,12,WAS,9,8,88.9,180,2,90,20,22.5,0,0,0,0,0,0,41,41
2,JuJu Smith-Schuster,PIT,WR,12,DEN,17,13,76.5,189,1,97,11.1,14.5,0,0,0,0,0,0,40.9,40.9
3,Adam Thielen,MIN,WR,12,GB,9,8,88.9,125,1,33,13.9,15.6,0,0,0,0,0,0,29.5,29.5
4,Julio Jones,ATL,WR,12,NO,14,11,78.6,147,0,21,10.5,13.4,1,1,1,0,1,1,27.8,27.8
5,Tyler Lockett,SEA,WR,12,CAR,5,5,100,107,1,43,21.4,21.4,1,-2,-2,0,0,0,24.5,24.5
6,Corey Davis,TEN,WR,12,HOU,4,4,100,96,1,48,24,24,1,39,39,0,0,0,23.5,23.5
7,David Moore,SEA,WR,12,CAR,5,4,80,103,1,54,20.6,25.8,0,0,0,0,0,0,23.3,23.3
8,Stefon Diggs,MIN,WR,12,GB,11,8,72.7,77,1,30,7,9.6,1,12,12,0,0,0,22.9,22.9
9,T.Y. Hilton,IND,WR,12,MIA,10,7,70,125,0,36,12.5,17.9,0,0,0,0,0,0,22.5,22.5
10,Calvin Ridley,ATL,WR,12,NO,13,8,61.5,93,1,50,7.2,11.6,0,0,0,0,1,1,22.3,22.3
11,Emmanuel Sanders,DEN,WR,12,PIT,12,7,58.3,86,1,38,7.2,12.3,0,0,0,0,0,0,21.6,21.6
12,Tyler Boyd,CIN,WR,12,CLE,8,7,87.5,85,1,28,10.6,12.1,0,0,0,0,0,0,21.5,21.5
13,Mike Evans,TB,WR,12,SF,8,6,75,116,0,42,14.5,19.3,0,0,0,0,0,0,20.6,20.6
14,Keenan Allen,LAC,WR,12,ARI,7,7,100,72,1,20,10.3,10.3,0,0,0,0,0,0,20.2,20.2
15,Demaryius Thomas,HOU,WR,12,TEN,5,4,80,38,2,12,7.6,9.5,0,0,0,0,0,0,19.8,19.8
16,Jermaine Kearse,NYJ,WR,12,NE,12,6,50,66,1,17,5.5,11,0,0,0,0,0,0,18.6,18.6
17,Mike Williams,LAC,WR,12,ARI,4,4,100,25,2,10,6.2,6.2,0,0,0,0,0,0,18.5,18.5
