Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Zach Ertz,PHI,TE,12,NYG,8,7,87.5,91,1,24,11.4,13,0,0,0,0,0,0,22.1,22.1
2,Eric Ebron,IND,TE,12,MIA,7,5,71.4,45,2,14,6.4,9,0,0,0,0,0,0,21.5,21.5
3,David Njoku,CLE,TE,12,CIN,5,5,100,63,1,24,12.6,12.6,0,0,0,0,0,0,17.3,17.3
4,Vernon Davis,WAS,TE,12,DAL,4,2,50,73,1,53,18.2,36.5,0,0,0,0,0,0,15.3,15.3
5,Rob Gronkowski,NE,TE,12,NYJ,7,3,42.9,56,1,34,8,18.7,0,0,0,0,0,0,14.6,14.6
6,Dan Arnold,NO,TE,12,ATL,6,4,66.7,45,1,25,7.5,11.2,0,0,0,0,0,0,14.5,14.5
7,Jonnu Smith,TEN,TE,12,HOU,2,2,100,63,1,61,31.5,31.5,0,0,0,0,0,0,14.3,14.3
8,Jordan Reed,WAS,TE,12,DAL,8,6,75,75,0,20,9.4,12.5,0,0,0,0,0,0,13.5,13.5
9,Kyle Rudolph,MIN,TE,12,GB,7,7,100,63,0,17,9,9,0,0,0,0,0,0,13.3,13.3
10,Chris Herndon IV,NYJ,TE,12,NE,8,7,87.5,57,0,21,7.1,8.1,0,0,0,0,0,0,12.7,12.7
11,Matt LaCosse,DEN,TE,12,PIT,4,3,75,34,1,17,8.5,11.3,0,0,0,0,0,0,12.4,12.4
12,George Kittle,SF,TE,12,TB,12,6,50,48,0,12,4,8,1,10,10,0,0,0,11.8,11.8
13,Rhett Ellison,NYG,TE,12,PHI,6,4,66.7,77,0,29,12.8,19.2,0,0,0,0,0,0,11.7,11.7
14,Cameron Brate,TB,TE,12,SF,4,3,75,26,1,11,6.5,8.7,0,0,0,0,0,0,11.6,11.6
14,Jack Doyle,IND,TE,12,MIA,4,4,100,16,1,7,4,4,0,0,0,0,0,0,11.6,11.6
16,Jared Cook,OAK,TE,12,BAL,5,2,40,32,1,16,6.4,16,0,0,0,0,0,0,11.2,11.2
17,CJ Uzomah,CIN,TE,12,CLE,13,6,46.2,39,0,13,3,6.5,0,0,0,0,0,0,9.9,9.9
18,Anthony Firkser,TEN,TE,12,HOU,4,4,100,52,0,20,13,13,0,0,0,0,0,0,9.2,9.2
19,Mark Andrews,BAL,TE,12,OAK,1,1,100,74,0,74,74,74,0,0,0,0,0,0,8.4,8.4
20,Austin Hooper,ATL,TE,12,NO,5,5,100,31,0,12,6.2,6.2,0,0,0,0,0,0,8.1,8.1
21,Darren Fells,CLE,TE,12,CIN,1,1,100,6,1,6,6,6,0,0,0,0,0,0,7.6,7.6
22,Jesse James,PIT,TE,12,DEN,4,4,100,35,0,13,8.8,8.8,0,0,0,0,0,0,7.5,7.5
23,Ryan Griffin,HOU,TE,12,TEN,4,3,75,38,0,22,9.5,12.7,0,0,0,0,0,0,6.8,6.8
24,Jeff Heuerman,DEN,TE,12,PIT,3,2,66.7,44,0,29,14.7,22,0,0,0,0,0,0,6.4,6.4
25,Dallas Goedert,PHI,TE,12,NYG,4,3,75,33,0,16,8.2,11,0,0,0,0,0,0,6.3,6.3
26,Lee Smith,OAK,TE,12,BAL,2,2,100,39,0,30,19.5,19.5,0,0,0,0,0,0,5.9,5.9
27,Trey Burton,CHI,TE,12,DET,7,4,57.1,28,0,13,4,7,0,0,0,0,1,1,5.8,5.8
28,Vance McDonald,PIT,TE,12,DEN,5,3,60,27,0,9,5.4,9,0,0,0,0,0,0,5.7,5.7
29,Hayden Hurst,BAL,TE,12,OAK,4,3,75,25,0,11,6.2,8.3,0,0,0,0,0,0,5.5,5.5
30,Jimmy Graham,GB,TE,12,MIN,4,2,50,34,0,25,8.5,17,0,0,0,0,0,0,5.4,5.4
31,Durham Smythe,MIA,TE,12,IND,2,2,100,27,0,21,13.5,13.5,0,0,0,0,0,0,4.7,4.7
32,Michael Roberts,DET,TE,12,CHI,6,3,50,16,0,6,2.7,5.3,0,0,0,0,0,0,4.6,4.6
33,Blake Jarwin,DAL,TE,12,WAS,2,2,100,25,0,13,12.5,12.5,0,0,0,0,0,0,4.5,4.5
