Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Christian McCaffrey,CAR,RB,12,SEA,17,125,7.4,1,11,11,112,1,3,0,52.7,52.7
2,Saquon Barkley,NYG,RB,12,PHI,13,101,7.8,1,8,7,41,1,0,0,36.2,36.2
3,Ezekiel Elliott,DAL,RB,12,WAS,26,121,4.7,1,6,5,22,0,0,0,28.3,28.3
4,Nick Chubb,CLE,RB,12,CIN,28,84,3,1,3,3,44,1,0,0,27.8,27.8
5,Lamar Miller,HOU,RB,12,TEN,12,162,13.5,1,1,1,5,0,0,0,26.7,26.7
6,Kenyan Drake,MIA,RB,12,IND,8,32,4,1,6,5,64,1,0,0,26.6,26.6
7,Austin Ekeler,LAC,RB,12,ARI,5,35,7,1,11,10,68,0,0,0,26.3,26.3
8,Leonard Fournette,JAX,RB,12,BUF,18,95,5.3,2,3,3,13,0,0,0,25.8,25.8
9,Sony Michel,NE,RB,12,NYJ,21,133,6.3,1,2,2,12,0,0,0,25.5,25.5
10,LeGarrette Blount,DET,RB,12,CHI,19,88,4.6,2,1,1,15,0,0,0,23.3,23.3
11,Joe Mixon,CIN,RB,12,CLE,14,89,6.4,0,7,7,66,0,0,0,22.5,22.5
12,Melvin Gordon,LAC,RB,12,ARI,10,61,6.1,2,2,2,5,0,0,0,20.6,20.6
13,Phillip Lindsay,DEN,RB,12,PIT,14,110,7.9,1,0,0,0,0,0,0,20,20
13,Matt Breida,SF,RB,12,TB,14,106,7.6,0,4,3,34,0,0,0,20,20
15,Tarik Cohen,CHI,RB,12,DET,3,14,4.7,0,8,7,45,1,0,0,18.9,18.9
16,Aaron Jones,GB,RB,12,MIN,17,72,4.2,1,5,3,21,0,0,0,18.3,18.3
17,Dalvin Cook,MIN,RB,12,GB,10,29,2.9,0,3,3,47,1,0,0,16.6,16.6
18,Josh Adams,PHI,RB,12,NYG,22,84,3.8,1,1,0,0,0,0,0,16.4,16.4
19,Doug Martin,OAK,RB,12,BAL,11,51,4.6,1,4,3,21,0,0,0,16.2,16.2
20,Gus Edwards,BAL,RB,12,OAK,23,118,5.1,0,0,0,0,0,0,0,14.8,14.8
21,Peyton Barber,TB,RB,12,SF,18,47,2.6,1,2,2,16,0,0,0,14.3,14.3
21,Chris Carson,SEA,RB,12,CAR,16,55,3.4,1,2,2,8,0,1,0,14.3,14.3
23,Theo Riddick,DET,RB,12,CHI,2,12,6,0,7,7,48,0,0,0,13,13
24,Kapri Bibbs,WAS,RB,12,DAL,3,17,5.7,1,3,3,19,0,1,0,12.6,12.6
25,James Conner,PIT,RB,12,DEN,13,53,4.1,0,4,4,42,0,1,1,12.5,12.5
26,Marlon Mack,IND,RB,12,MIA,15,85,5.7,0,2,2,11,0,0,0,11.6,11.6
26,Corey Clement,PHI,RB,12,NYG,5,45,9,0,2,2,31,0,0,0,11.6,11.6
28,Tevin Coleman,ATL,RB,12,NO,8,6,0.8,0,4,3,17,1,0,0,11.3,11.3
29,Dion Lewis,TEN,RB,12,HOU,7,8,1.1,0,7,7,33,0,0,0,11.1,11.1
30,Alvin Kamara,NO,RB,12,ATL,14,89,6.4,0,1,1,9,0,0,0,10.8,10.8
30,Taquan Mizzell,CHI,RB,12,DET,1,7,7,0,3,2,21,1,0,0,10.8,10.8
32,Jacquizz Rodgers,TB,RB,12,SF,5,31,6.2,0,5,4,31,0,0,0,10.2,10.2
33,David Johnson,ARI,RB,12,LAC,17,63,3.7,0,3,2,16,0,0,0,9.9,9.9
34,Ty Montgomery,BAL,RB,12,OAK,8,51,6.4,0,3,3,13,0,0,0,9.4,9.4
