Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Adam Thielen,MIN,WR,9,105,78,74.3,947,7,68,9,12.1,2,20,10,0,1,1,26.6,239.7
2,Michael Thomas,NO,WR,9,87,78,89.7,950,7,72,10.9,12.2,0,0,0,0,2,2,24.7,222
3,Tyreek Hill,KC,WR,10,80,55,68.8,891,9,75,11.1,16.2,13,81,6.2,0,0,0,22.1,221.2
4,DeAndre Hopkins,HOU,WR,9,90,63,70,894,7,49,9.9,14.2,1,-7,-7,0,1,1,22.7,204.7
5,Davante Adams,GB,WR,9,94,62,66,787,9,51,8.4,12.7,0,0,0,0,0,0,22.6,203.7
6,Julio Jones,ATL,WR,9,102,67,65.7,1040,2,58,10.2,15.5,1,11,11,0,1,1,22.3,201.1
7,Odell Beckham Jr,NYG,WR,9,102,65,63.7,858,4,51,8.4,13.2,4,8,2,0,2,1,21.8,195.88
8,Antonio Brown,PIT,WR,9,96,57,59.4,690,10,53,7.2,12.1,0,0,0,0,0,0,21.3,192
9,Brandin Cooks,LAR,WR,10,72,51,70.8,857,3,57,11.9,16.8,6,41,6.8,1,1,0,17.7,176.8
10,Robert Woods,LAR,WR,10,79,55,69.6,832,3,36,10.5,15.1,13,111,8.5,0,0,0,17.6,176.3
11,Emmanuel Sanders,DEN,WR,9,74,56,75.7,707,3,64,9.6,12.6,3,47,15.7,1,1,0,18.8,169.52
12,Mike Evans,TB,WR,9,84,50,59.5,837,4,72,10,16.7,0,0,0,0,2,1,18.7,168.7
13,JuJu Smith-Schuster,PIT,WR,9,83,56,67.5,762,3,75,9.2,13.6,1,13,13,0,0,0,18.4,165.5
14,Tyler Boyd,CIN,WR,9,70,52,74.3,685,5,49,9.8,13.2,2,3,1.5,0,0,0,17.8,159.8
15,Stefon Diggs,MIN,WR,8,86,58,67.4,587,4,75,6.8,10.1,7,36,5.1,0,0,0,19.4,155.3
16,AJ Green,CIN,WR,8,76,45,59.2,687,6,38,9,15.3,0,0,0,0,2,1,19.3,154.7
17,Keenan Allen,LAC,WR,9,75,53,70.7,687,2,54,9.2,13,7,74,10.6,0,3,1,16.2,146.1
18,DeSean Jackson,TB,WR,9,55,33,60,693,4,75,12.6,21,4,19,4.8,1,0,0,15.9,143.2
19,Cooper Kupp,LAR,WR,8,56,40,71.4,566,6,70,10.1,14.2,4,25,6.2,0,0,0,17.3,138.1
20,Jarvis Landry,CLE,WR,10,106,57,53.8,600,2,39,5.7,10.5,0,0,0,0,0,0,13.7,137
21,Calvin Ridley,ATL,WR,9,49,36,73.5,500,7,75,10.2,13.9,5,22,4.4,0,1,0,14.8,133.2
22,Tyler Lockett,SEA,WR,9,44,33,75,483,7,52,11,14.6,6,49,8.2,0,1,0,14.2,128.2
23,Golden Tate,PHI,WR,8,73,46,63,536,3,67,7.3,11.7,3,42,14,0,1,0,16,127.8
24,Kenny Golladay,DET,WR,9,61,39,63.9,601,4,60,9.9,15.4,1,8,8,0,1,0,14.1,126.9
25,John Brown,BAL,WR,9,67,34,50.7,601,4,71,9,17.7,2,4,2,0,0,0,13.8,124.5
26,Sterling Shepard,NYG,WR,9,62,42,67.7,551,3,58,8.9,13.1,1,27,27,0,1,0,13.6,122.8
27,Sammy Watkins,KC,WR,9,54,39,72.2,515,3,50,9.5,13.2,5,52,10.4,0,1,0,13.3,119.7
28,Corey Davis,TEN,WR,9,76,43,56.6,576,2,51,7.6,13.4,1,4,4,0,1,0,13.2,119
29,Marvin Jones,DET,WR,9,62,35,56.5,508,5,39,8.2,14.5,0,0,0,0,0,0,13.2,118.8
30,Will Fuller,HOU,WR,7,45,32,71.1,503,4,73,11.2,15.7,0,0,0,0,0,0,16.5,115.3
31,Chris Godwin,TB,WR,9,54,37,68.5,483,4,25,8.9,13.1,0,0,0,0,3,1,12.6,113.3
32,Tyrell Williams,LAC,WR,9,36,26,72.2,497,5,75,13.8,19.1,2,15,7.5,0,1,0,12.6,113.2
33,Dede Westbrook,JAX,WR,9,58,38,65.5,465,3,61,8,12.2,5,27,5.4,0,2,1,11.9,107.2
34,Julian Edelman,NE,WR,6,56,40,71.4,426,2,33,7.6,10.6,5,48,9.6,0,1,0,17.9,107.12
35,Demaryius Thomas,HOU,WR,9,59,39,66.1,463,3,45,7.8,11.9,0,0,0,0,0,0,11.8,106.3
36,Devin Funchess,CAR,WR,9,60,39,65,477,3,27,8,12.2,0,0,0,0,0,0,11.6,104.7
37,Danny Amendola,MIA,WR,10,61,47,77,456,1,39,7.5,9.7,0,0,0,0,0,0,10.4,103.72
38,Nelson Agholor,PHI,WR,9,68,46,67.6,455,1,58,6.7,9.9,3,32,10.7,0,1,0,11.3,101.3
39,Taylor Gabriel,CHI,WR,9,52,37,71.2,426,2,54,8.2,11.5,6,36,6,0,0,0,11.2,101.2
40,Josh Gordon,NE,WR,8,52,27,51.9,494,3,55,9.5,18.3,0,0,0,0,0,0,12.6,100.4
41,Michael Crabtree,BAL,WR,9,76,41,53.9,472,2,27,6.2,11.5,0,0,0,0,0,0,11.1,100.2
42,Allen Robinson,CHI,WR,7,51,31,60.8,418,4,39,8.2,13.5,0,0,0,0,0,0,14.3,99.8
43,Albert Wilson,MIA,WR,7,35,26,74.3,391,4,75,11.2,15,8,16,2,0,0,0,14.3,99.78
44,Donte Moncrief,JAX,WR,9,60,32,53.3,477,3,80,8,14.9,0,0,0,0,1,1,11.1,99.7
45,T.Y. Hilton,IND,WR,7,54,29,53.7,430,4,42,8,14.8,0,0,0,0,0,0,14.1,99
46,Alshon Jeffery,PHI,WR,6,52,33,63.5,389,4,31,7.5,11.8,0,0,0,0,1,0,16.5,98.9
47,Larry Fitzgerald,ARI,WR,9,65,40,61.5,407,2,37,6.3,10.2,0,0,0,0,0,0,10.9,97.7
48,Mohamed Sanu,ATL,WR,9,48,34,70.8,416,3,43,8.7,12.2,1,-4,-4,0,1,1,10.8,97.2
49,Willie Snead,BAL,WR,9,69,45,65.2,448,1,26,6.5,10,1,13,13,0,0,0,10.8,97.1
50,Cole Beasley,DAL,WR,9,52,40,76.9,403,2,21,7.8,10.1,0,0,0,0,0,0,10.6,95.3
