Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
36,Chris Carson,SEA,RB,7,111,497,4.5,2,11,8,80,0,1,1,12.2,85.7
37,Marshawn Lynch,OAK,RB,6,90,376,4.2,3,20,15,84,0,0,0,13.7,82
38,Sony Michel,NE,RB,7,106,453,4.3,4,8,4,31,0,1,1,11.6,81.4
39,Wendell Smallwood,PHI,RB,9,62,261,4.2,1,25,18,173,2,2,1,8.9,80.4
40,Frank Gore,MIA,RB,10,117,528,4.5,0,12,9,80,1,0,0,7.9,78.8
41,Carlos Hyde,JAX,RB,8,123,398,3.2,5,12,6,29,0,1,0,9.8,78.7
42,Derrick Henry,TEN,RB,9,101,358,3.5,4,10,8,54,0,0,0,8.2,73.52
43,Mark Ingram,NO,RB,5,63,285,4.5,2,13,11,120,1,2,1,14.3,71.5
44,Ito Smith,ATL,RB,9,53,189,3.6,4,20,17,114,0,1,0,7.9,71.3
45,Peyton Barber,TB,RB,9,117,437,3.7,1,16,9,51,1,0,0,7.8,69.8
46,Chris Thompson,WAS,RB,5,26,113,4.3,0,34,28,209,1,0,0,13.2,66.2
47,Theo Riddick,DET,RB,7,8,30,3.8,0,45,36,234,0,0,0,8.9,62.4
48,Chris Ivory,BUF,RB,9,80,280,3.5,1,19,12,159,0,0,0,6.9,61.9
49,Bilal Powell,NYJ,RB,7,80,343,4.3,0,18,11,110,1,2,1,8.8,61.3
50,Royce Freeman,DEN,RB,7,71,309,4.4,4,6,4,21,0,0,0,8.7,61
51,Giovani Bernard,CIN,RB,5,36,161,4.5,3,24,16,108,0,0,0,12.2,60.9
52,Devontae Booker,DEN,RB,9,25,144,5.8,1,29,22,158,0,1,1,6.4,57.2
53,Kyle Juszczyk,SF,FB,10,6,21,3.5,0,31,23,265,1,1,1,5.7,56.6
54,Alfred Blue,HOU,RB,9,94,297,3.2,1,15,11,94,0,0,0,6.2,56.1
55,Corey Clement,PHI,RB,7,55,180,3.3,2,18,15,110,0,3,0,8,56
56,Jamaal Williams,GB,RB,9,73,270,3.7,1,19,10,77,0,0,0,5.9,52.7
57,Rashaad Penny,SEA,RB,9,54,254,4.7,1,12,9,75,0,0,0,5.7,50.9
58,Alfred Morris,SF,RB,10,93,313,3.4,1,12,6,66,0,2,1,4.9,48.9
58,Spencer Ware,KC,RB,10,22,124,5.6,1,17,14,165,0,0,0,4.9,48.9
60,Ty Montgomery,BAL,RB,7,26,105,4,1,23,15,170,0,2,1,6.8,47.5
61,LeGarrette Blount,DET,RB,9,71,182,2.6,3,5,5,39,0,1,0,5,45.1
62,Jacquizz Rodgers,TB,RB,9,16,39,2.4,0,23,21,177,0,1,1,5,44.6
63,Jay Ajayi,PHI,RB,4,45,184,4.1,3,6,5,20,0,1,1,11.1,44.4
63,Doug Martin,OAK,RB,9,66,281,4.3,0,12,10,73,0,1,1,4.9,44.4
65,Dalvin Cook,MIN,RB,4,46,187,4.1,0,16,13,127,0,1,1,10.8,43.4
66,Kapri Bibbs,WAS,RB,7,16,84,5.2,2,12,8,77,1,0,0,6,42.1
67,Jordan Wilkins,IND,RB,9,53,288,5.4,0,11,10,42,0,1,1,4.7,42
68,Leonard Fournette,JAX,RB,3,44,124,2.8,1,9,9,75,1,0,0,13.6,40.9
69,Raheem Mostert,SF,RB,9,34,261,7.7,1,7,6,25,0,1,1,4.4,39.6
70,Malcolm Brown,LAR,RB,10,37,189,5.1,0,7,5,52,1,0,0,3.7,37.1
71,Marcus Murphy,BUF,RB,7,36,198,5.5,0,18,10,18,0,1,0,4.5,31.6
72,Trenton Cannon,NYJ,RB,10,18,59,3.3,0,15,10,107,0,0,0,2.7,26.6
73,Chase Edmonds,ARI,RB,9,24,68,2.8,0,15,13,63,0,0,0,2.9,26.1
74,CJ Anderson,CAR,RB,9,24,104,4.3,0,3,1,24,1,0,0,2.2,19.8
75,Anthony Sherman,KC,FB,10,0,0,0,0,6,6,77,1,0,0,2,19.7
75,Corey Grant,JAX,RB,5,13,40,3.1,0,12,9,67,0,0,0,3.9,19.7
77,Ronald Jones II,TB,RB,4,19,42,2.2,1,7,6,34,0,0,0,4.9,19.6
78,Elijah McGuire,NYJ,RB,2,13,60,4.6,0,11,6,64,0,0,0,9.2,18.4
79,Wayne Gallman,NYG,RB,9,17,51,3,0,13,8,62,0,1,1,2,18.3
80,James Develin,NE,RB,10,1,1,1,1,14,8,32,0,0,0,1.7,17.3
81,Josh Adams,PHI,RB,6,27,154,5.7,0,1,1,6,0,0,0,2.8,17
82,CJ Ham,MIN,RB,9,4,7,1.8,0,12,8,61,0,0,0,1.6,14.8
83,Rex Burkhead,NE,RB,3,24,86,3.6,0,6,3,31,0,1,0,4.9,14.7
84,Devonta Freeman,ATL,RB,2,14,68,4.9,0,7,5,23,0,0,0,7,14.1
85,Jaylen Samuels,PIT,FB,7,10,26,2.6,0,4,3,22,1,0,0,2,13.8
86,Alex Armah,CAR,RB,9,7,14,2,2,0,0,0,0,0,0,1.5,13.4
87,Zach Line,NO,FB,9,2,13,6.5,0,8,4,13,1,0,0,1.4,12.6
88,Mark Walton,CIN,RB,7,13,24,1.8,0,8,5,41,0,0,0,1.6,11.5
89,Kenneth Dixon,BAL,RB,1,13,44,3.4,1,0,0,0,0,0,0,10.4,10.4
90,Rod Smith,DAL,RB,9,17,49,2.9,0,5,3,22,0,0,0,1.1,10.1
91,Stevan Ridley,PIT,RB,7,18,56,3.1,0,4,3,18,0,1,1,1.3,9.4
92,Andy Janovich,DEN,FB,9,1,2,2,0,3,3,52,0,0,0,0.9,8.4
93,Gus Edwards,BAL,RB,4,15,64,4.3,0,1,1,7,0,0,0,2,8.1
94,Darren Sproles,PHI,RB,1,5,10,2,0,7,4,22,0,0,0,7.2,7.2
95,Kenjon Barner,NE,RB,5,19,71,3.7,0,0,0,0,0,0,0,1.4,7.1
95,Roc Thomas,MIN,RB,5,8,30,3.8,0,4,2,21,0,0,0,1.4,7.1
97,Mike Boone,MIN,RB,7,11,47,4.3,0,3,2,1,0,0,0,1,6.8
98,Roosevelt Nix,PIT,RB,9,0,0,0,0,4,3,36,0,0,0,0.7,6.6
99,Tyler Ervin,HOU,RB,9,0,0,0,0,4,3,35,0,1,0,0.7,6.5
100,Shaun Wilson,TB,RB,5,6,29,4.8,0,5,3,5,0,0,0,1.3,6.4
101,Keith Smith,OAK,FB,9,1,0,0,0,5,4,22,0,0,0,0.7,6.2
102,Kalen Ballage,MIA,RB,6,4,8,2,0,3,3,23,0,0,0,1,6.1
103,Samaje Perine,WAS,RB,4,5,25,5,0,4,3,5,0,0,0,1.5,6
104,Mike Gillislee,NO,RB,4,16,43,2.7,0,1,1,9,0,1,1,1.3,5.2
105,Dwayne Washington,NO,RB,3,13,49,3.8,0,0,0,0,0,0,0,1.6,4.9
105,Damien Williams,KC,RB,9,3,1,0.3,0,3,3,18,0,0,0,0.5,4.9
105,CJ Prosise,SEA,RB,5,1,-3,-3,0,3,3,22,0,0,0,1,4.9
108,Justin Jackson,LAC,RB,3,5,7,1.4,0,2,2,19,0,0,0,1.5,4.6
109,Tommy Bohanon,JAX,FB,9,0,0,0,0,5,3,15,0,0,0,0.5,4.5
110,Patrick DiMarco,BUF,FB,10,0,0,0,0,2,2,24,0,0,0,0.4,4.4
111,Jeremy Hill,NE,RB,1,4,25,6.2,0,1,1,6,0,0,0,4.1,4.1
111,De'Lance Turner,BAL,RB,4,1,4,4,0,2,2,17,0,0,0,1,4.1
113,Derrick Coleman,ARI,FB,9,2,3,1.5,0,2,2,17,0,0,0,0.4,4
113,Dontrell Hilliard,CLE,RB,5,0,0,0,0,3,2,30,0,0,0,0.8,4
115,TJ Logan,ARI,RB,3,0,0,0,0,2,2,14,0,0,0,1.1,3.4
115,Elijhaa Penny,NYG,RB,5,1,2,2,0,2,2,12,0,0,0,0.7,3.4
115,Jamaal Charles,JAX,RB,2,6,7,1.2,0,3,2,7,0,0,0,1.7,3.4
118,Deandre Washington,OAK,RB,3,6,31,5.2,0,0,0,0,0,0,0,1,3.1
119,Ameer Abdullah,DET,RB,3,1,1,1,0,2,2,18,0,1,1,1,2.9
120,Benjamin Cunningham,CHI,RB,9,4,8,2,0,2,1,9,0,0,0,0.3,2.7
120,Ricky Ortiz,ATL,RB,8,0,0,0,0,3,2,7,0,0,0,0.3,2.7
122,Tre Madden,SEA,RB,9,3,3,1,0,2,1,7,0,0,0,0.2,2
123,Jonathan Stewart,NYG,RB,3,6,17,2.8,0,0,0,0,0,0,0,0.6,1.7
124,David Fluellen,TEN,RB,7,4,16,4,0,0,0,0,0,0,0,0.2,1.6
124,Alan Cross,TB,FB,9,0,0,0,0,4,1,6,0,0,0,0.2,1.6
124,Michael Burton,CHI,FB,5,0,0,0,0,1,1,6,0,0,0,0.3,1.6
127,Brandon Wilds,JAX,RB,3,6,15,2.5,0,0,0,0,0,0,0,0.5,1.5
127,Taquan Mizzell,CHI,RB,2,1,0,0,0,2,1,5,0,0,0,0.8,1.5
129,Jamize Olawale,DAL,FB,9,0,0,0,0,1,1,3,0,0,0,0.1,1.3
129,Robert Turbin,IND,RB,2,4,10,2.5,0,2,1,3,0,1,1,0.6,1.3
131,Zach Zenner,DET,RB,1,1,12,12,0,0,0,0,0,0,0,1.2,1.2
132,Jonathan Williams,NO,RB,3,3,0,0,0,1,1,1,0,0,0,0.4,1.1
133,Christine Michael,IND,RB,1,2,9,4.5,0,0,0,0,0,0,0,0.9,0.9
134,Rob Kelley,WAS,RB,2,4,8,2,0,0,0,0,0,0,0,0.4,0.8
135,Nick Bellore,DET,RB,9,1,0,0,0,1,1,-5,0,0,0,0.1,0.5
136,Jeremy McNichols,IND,RB,1,2,4,2,0,0,0,0,0,0,0,0.4,0.4
137,Derek Watt,LAC,FB,9,3,3,1,0,0,0,0,0,0,0,0,0.3
138,David Williams,JAX,RB,1,1,2,2,0,0,0,0,0,0,0,0.2,0.2
139,Taiwan Jones,BUF,RB,6,0,0,0,0,2,0,0,0,0,0,0,0
139,Brandon Bolden,MIA,RB,10,0,0,0,0,0,0,0,0,0,0,0,0
139,Senorise Perry,MIA,RB,10,0,0,0,0,0,0,0,0,0,0,0,0
139,Tra Carson,GB,RB,4,0,0,0,0,0,0,0,0,0,0,0,0
139,Patrick Ricard,BAL,FB,8,0,0,0,0,0,0,0,0,0,0,0,0
139,Shane Smith,NYG,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
139,Detrez Newsome,LAC,RB,4,1,0,0,0,0,0,0,0,0,0,0,0
139,Gregory Howell Jr.,HOU,RB,8,0,0,0,0,0,0,0,0,0,0,0,0
139,Darius Jackson,GB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
139,Justin Davis,LAR,RB,7,0,0,0,0,0,0,0,0,0,0,0,0
139,Cameron Artis-Payne,CAR,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
139,Brian Hill,ATL,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
139,Thomas Rawls,CIN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
